order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
A,1,ukr_rus_twitter,1,0.9993268847465515,0.9999997019767761,0.9999011158943176,1.0,0.9999989867210388,0.9747095108032227,0.9999414682388306,0.999913215637207,0.9995285272598267,0.9970354901419746,0.9993268847465515,0.9967490658164024
A,2,covid19_twitter,2,0.9992403984069824,0.9999966621398926,0.9998548030853271,1.0,0.9999968409538269,0.9735843539237976,0.999917209148407,0.9998854398727417,0.9995136260986328,0.9968877037366232,0.9996185302734375,0.9961074675832476
A,3,midterm,3,0.9988464713096619,0.9999982118606567,0.9997327327728271,1.0,0.9999946355819702,0.9735000133514404,0.9998868703842163,0.9998315572738647,0.999512791633606,0.9968114760186937,0.999525805314382,0.9954543113708496
A,4,covid_political,4,0.9984684586524963,0.9999910593032837,0.999482274055481,0.9999998807907104,0.9999874234199524,0.9731653928756714,0.9997618794441223,0.9996105432510376,0.9995079040527344,0.9966638684272766,0.9994854182004929,0.9944066286087037
A,5,election2020,5,0.9982849955558777,0.9999926090240479,0.9994450211524963,0.9999998807907104,0.999972403049469,0.9731202721595764,0.9997385144233704,0.9996209144592285,0.9995082020759583,0.9966314236323038,0.9995389819145203,0.9929969757795334
A,6,ukr_rus_suspended,6,0.9977907538414001,0.9999923706054688,0.9998331069946289,1.0,0.9998722076416016,0.998231828212738,0.9999324679374695,0.999879777431488,0.9999728202819824,0.999500592549642,0.9992867112159729,0.99992835521698
A,7,twibot20,7,0.997812807559967,0.9999963641166687,0.99989914894104,1.0,0.9999374747276306,0.9981825351715088,0.9998807311058044,0.9998941421508789,0.999970018863678,0.9995081358485751,0.9993870088032314,0.9999320805072784
A,8,cp_hk_twitter,8,0.9975911378860474,0.9999963641166687,0.9998903274536133,1.0,0.9999225735664368,0.9979612231254578,0.9998756051063538,0.9997929930686951,0.9999661445617676,0.9994440409872267,0.9993787780404091,0.9999661445617676
A,9,facebook_page_reference,9,0.9966698884963989,0.9999794960021973,0.9996379017829895,0.9999988079071045,0.9997138381004333,0.9957545399665833,0.9997365474700928,0.9995731115341187,0.9999258518218994,0.9989988870090909,0.9989988870090909,
B,1,ukr_rus_suspended,1,0.9948442578315735,0.9999837279319763,0.9997740387916565,0.9999991655349731,0.9994956254959106,0.999527096748352,0.9998549818992615,0.9997580051422119,0.9999906420707703,0.9992475046051873,0.999527096748352,0.9992125555872917
B,2,election2020,2,0.9954670667648315,0.9999935626983643,0.9998652338981628,1.0,0.9995682835578918,0.9993491768836975,0.9998783469200134,0.9997851848602295,0.9999945759773254,0.9993223812845018,0.9994587302207947,0.999283424445561
B,3,ukr_rus_twitter,3,0.9985855221748352,0.9999983310699463,0.9999457001686096,1.0,0.9999273419380188,0.9991730451583862,0.999958872795105,0.9999313354492188,0.9999898076057434,0.9997233284844292,0.9992286364237467,0.9999706745147705
B,4,facebook_page_reference,4,0.9981393814086914,0.999992311000824,0.9998834133148193,0.9999997615814209,0.9997525811195374,0.9984803795814514,0.9999468922615051,0.9998685121536255,0.9999750852584839,0.9995598130755954,0.999086856842041,0.999938178062439
B,5,cp_hk_twitter,5,0.9978997707366943,0.9999887347221375,0.9998285174369812,0.9999997615814209,0.999719500541687,0.9981147050857544,0.9999178051948547,0.9996448159217834,0.999968945980072,0.9994536174668206,0.9990695476531982,0.9999337047338486
B,6,covid_political,6,0.9973555207252502,0.9999862313270569,0.9998116493225098,0.9999971985816956,0.9996537566184998,0.9977090358734131,0.999890923500061,0.9995831251144409,0.9999606013298035,0.999327560265859,0.9990432063738505,0.9998962680498759
