order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
B,7,covid19_twitter,7,0.9972096085548401,0.9999696016311646,0.9998133182525635,0.999997615814209,0.9996303915977478,0.9974695444107056,0.9998859167098999,0.9995862245559692,0.9999563694000244,0.9992798434363471,0.9991170508520943,0.9998496174812317
B,8,midterm,8,0.9973474144935608,0.9999789595603943,0.9996551871299744,0.9999985694885254,0.9996759295463562,0.9973437786102295,0.9999032020568848,0.9996472597122192,0.9999558329582214,0.9992784592840407,0.9992003664374352,0.9999032020568848
B,9,twibot20,9,0.9976376891136169,0.9999927282333374,0.9998098015785217,0.9999997615814209,0.999850869178772,0.9969576597213745,0.9998475909233093,0.999763011932373,0.9999473690986633,0.9993118312623765,0.9993118312623765,
C,1,twibot20,1,0.998500406742096,0.9999984502792358,0.9997420907020569,0.9999997615814209,0.999997615814209,0.9732805490493774,0.9994378089904785,0.9995328187942505,0.999409556388855,0.9966554509268867,0.9994378089904785,0.9963076561689377
C,2,midterm,2,0.9969668984413147,0.9999991655349731,0.9995710253715515,1.0,0.9999960660934448,0.9732581973075867,0.9993950724601746,0.9992818832397461,0.9994933605194092,0.9964401854409112,0.999483048915863,0.9955707958766392
C,3,covid19_twitter,3,0.9942786693572998,0.9999914765357971,0.9994027018547058,1.0,0.9999606013298035,0.9731678366661072,0.9990412592887878,0.9988696575164795,0.9995043873786926,0.9960240655475192,0.9994784792264303,0.9942968587080637
C,4,covid_political,4,0.9937595725059509,0.9999759197235107,0.9990493655204773,0.9999995827674866,0.9999184608459473,0.9729421138763428,0.9987989664077759,0.9984738230705261,0.9995043873786926,0.9958246880107455,0.9994559586048126,0.992919671535492
C,5,cp_hk_twitter,5,0.9947144985198975,0.9999790787696838,0.9991512298583984,0.9999997019767761,0.9999081492424011,0.9731327295303345,0.999009907245636,0.9985570907592773,0.9995083212852478,0.9959956341319613,0.9993394017219543,0.9918159246444702
C,6,facebook_page_reference,6,0.9969712495803833,0.9999692440032959,0.9990471005439758,0.9999988079071045,0.999933660030365,0.9730449914932251,0.9992137551307678,0.9988064765930176,0.9995012283325195,0.9962762792905172,0.9994227687517802,0.9899833003679911
C,7,ukr_rus_twitter,7,0.9983232021331787,0.9999834299087524,0.9991915822029114,0.9999989867210388,0.9999796152114868,0.9730083346366882,0.9994966387748718,0.9993165731430054,0.9994933605194092,0.9965324136945937,0.9994005390575954,0.9864939749240875
C,8,election2020,8,0.99761563539505,0.9999746680259705,0.998940646648407,0.9999982714653015,0.9999430179595947,0.9728192090988159,0.9992606043815613,0.9990281462669373,0.9994781017303467,0.9963398112191094,0.9992798864841461,0.9728192090988159
C,9,ukr_rus_suspended,9,0.9973119497299194,0.9999884366989136,0.9997467398643494,0.9999995827674866,0.9998209476470947,0.9964872598648071,0.9998180270195007,0.9997003078460693,0.9999395608901978,0.9992014235920377,0.9992014235920377,
