order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
A,1,ukr_rus_twitter,1,0.9990296363830566,0.9514596462249756,0.9565397500991821,0.8869238495826721,0.6739667654037476,0.9573388695716858,0.9411396384239197,0.9741971492767334,0.993520200252533,0.9260128339131674,0.9990296363830566,0.9168857336044312
A,2,covid19_twitter,2,0.9989858865737915,0.9999918341636658,0.9987807273864746,0.9647834300994873,0.9943183064460754,0.9145409464836121,0.9770147800445557,0.9998067617416382,0.9730349779129028,0.9801397389835782,0.9994888603687286,0.9746114185878209
A,3,midterm,3,0.9979086518287659,0.9999759197235107,0.9997110962867737,0.9921112656593323,0.997514545917511,0.9687965512275696,0.9791930317878723,0.9994516372680664,0.991917610168457,0.9918422566519843,0.9991985559463501,0.9881641070048014
A,4,covid_political,4,0.9980704188346863,0.99994957447052,0.9993546605110168,0.9999881982803345,0.9972602128982544,0.9721497893333435,0.9797720313072205,0.9993608593940735,0.9991348385810852,0.9938933981789483,0.9993407130241394,0.9895355463027954
A,5,election2020,5,0.9981077909469604,0.9999816417694092,0.9994030594825745,0.9999960064888,0.9996307492256165,0.9729716777801514,0.9931643605232239,0.9995741844177246,0.9994974732398987,0.9958141048749288,0.9994238495826722,0.9913019239902496
A,6,ukr_rus_suspended,6,0.9974085688591003,0.999907374382019,0.9996492266654968,0.9999814629554749,0.9996185302734375,0.998196542263031,0.9673671722412109,0.9985951781272888,0.9996604919433594,0.9955982830789354,0.9991269508997599,0.9885409474372864
A,7,twibot20,7,0.997688889503479,0.9999402761459351,0.9997875690460205,0.9999871850013733,0.9997715950012207,0.998153567314148,0.9992412328720093,0.9993642568588257,0.9990136027336121,0.9992164638307359,0.9992243306977409,0.9991889297962189
A,8,cp_hk_twitter,8,0.9974050521850586,0.9999352693557739,0.9997493624687195,0.9999889135360718,0.9997443556785583,0.9979385733604431,0.9994146823883057,0.9997082948684692,0.9993686676025391,0.9992503523826599,0.999235562980175,0.9993686676025391
A,9,facebook_page_reference,9,0.9963539242744446,0.999842643737793,0.9992160797119141,0.9999582767486572,0.9991556406021118,0.9955659508705139,0.9987115859985352,0.9994611144065857,0.9999146461486816,0.9986866513888041,0.9986866513888041,
B,1,ukr_rus_suspended,1,0.9917744994163513,0.9943855404853821,0.9985567331314087,0.9996342658996582,0.9959161281585693,0.9993562698364258,0.9569569230079651,0.9952227473258972,0.9997702240943909,0.9923970368173387,0.9993562698364258,0.9915271326899529
B,2,election2020,2,0.994831919670105,0.9997603297233582,0.9994411468505859,0.9997950196266174,0.99909508228302,0.9992930889129639,0.9906044006347656,0.9996827840805054,0.9999908208847046,0.9980549547407362,0.9991940855979919,0.9977294887815203
B,3,ukr_rus_twitter,3,0.998318612575531,0.9999281764030457,0.9984079003334045,0.9997784495353699,0.998897135257721,0.9991635680198669,0.9933623671531677,0.9998750686645508,0.999988853931427,0.9986355702082316,0.9987931052843729,0.9985568026701609
B,4,facebook_page_reference,4,0.9979206323623657,0.9986768364906311,0.9952530264854431,0.9968726634979248,0.9977605938911438,0.9981848001480103,0.903867244720459,0.9996907114982605,0.9999735951423645,0.9875777893596225,0.9984599053859711,0.9788720965385437
B,5,cp_hk_twitter,5,0.9976111054420471,0.9986624717712402,0.9973401427268982,0.9993720054626465,0.9983101487159729,0.9978437423706055,0.986508309841156,0.9995812773704529,0.9999679923057556,0.9972441328896416,0.9986628532409668,0.9954707324504852
B,6,covid_political,6,0.9969848990440369,0.999015212059021,0.9972605109214783,0.9999653697013855,0.999149739742279,0.9973117113113403,0.9828411340713501,0.9994684457778931,0.9999568462371826,0.9968837632073296,0.9988061686356863,0.9930389523506165
B,7,covid19_twitter,7,0.9968761801719666,0.9998451471328735,0.9973646998405457,0.9999737739562988,0.9991465210914612,0.9972367286682129,0.9867643713951111,0.9994890689849854,0.9999539256095886,0.9974056018723382,0.9989316208021981,0.9920645356178284
B,8,midterm,8,0.9970337152481079,0.9998528957366943,0.9994341731071472,0.9999799132347107,0.9991230964660645,0.9970815777778625,0.9871981739997864,0.9995653033256531,0.9999540448188782,0.9976914326349894,0.9990030899643898,0.9871981739997864
B,9,twibot20,9,0.9975293874740601,0.9999381303787231,0.9996679425239563,0.9999844431877136,0.999549150466919,0.9968934655189514,0.9994710087776184,0.9997319579124451,0.9999457597732544,0.9991901384459602,0.9991901384459602,
C,1,twibot20,1,0.998494029045105,0.999627947807312,0.9992637634277344,0.9566735029220581,0.9780949950218201,0.943870484828949,0.9992954134941101,0.9995057582855225,0.9772719144821167,0.983566423257192,0.9992954134941101,0.9816002994775772
C,2,midterm,2,0.9968711733818054,0.9996687769889832,0.9995299577713013,0.9708542823791504,0.9977794289588928,0.9576807022094727,0.999130129814148,0.9992362856864929,0.983157217502594,0.9893231060769823,0.9993300437927246,0.9864639810153416
C,3,covid19_twitter,3,0.9939286112785339,0.9999602437019348,0.9993734955787659,0.9859212636947632,0.9996095299720764,0.9607077240943909,0.998634934425354,0.9985352158546448,0.9852404594421387,0.9913234975602891,0.9993228912353516,0.9873238007227579
C,4,covid_political,4,0.9934822916984558,0.9998960494995117,0.9988747239112854,0.999981701374054,0.9980199933052063,0.9716168642044067,0.9975607395172119,0.9982902407646179,0.9991859793663025,0.9952120648490058,0.9990783035755157,0.9921190738677979
C,5,cp_hk_twitter,5,0.9942857027053833,0.9998441338539124,0.998939573764801,0.9999837875366211,0.9979203939437866,0.9721137285232544,0.9977561235427856,0.9984625577926636,0.9992354512214661,0.9953934947649637,0.9989972352981568,0.9908888190984726
C,6,facebook_page_reference,6,0.9964581727981567,0.9998937845230103,0.9986563324928284,0.9999684691429138,0.9976849555969238,0.9707043170928955,0.9974784255027771,0.9987585544586182,0.9994916319847107,0.9954549603992038,0.9990411996841431,0.9882824818293253
C,7,ukr_rus_twitter,7,0.9979989528656006,0.9999298453330994,0.9990006685256958,0.9999892711639404,0.9989246726036072,0.9721496105194092,0.9986767768859863,0.999278724193573,0.9994914531707764,0.9961599972512987,0.9991950988769531,0.9855371415615082
