order,rung,added,source_count,sources,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin,prompt_slot,eval_seed,nodes
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_suspended,False,0.10534216463565826,0.986644983291626,0.9731653928756714,0.001015598769299686,0.9721497893333435,5,10044,72295
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",twibot20,False,0.010359532199800014,0.9999866485595703,0.9997618794441223,0.019989849999547005,0.9797720313072205,6,10045,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",cp_hk_twitter,False,0.0003313102060928941,1.0,0.9996105432510376,0.00024969084188342094,0.9993608593940735,7,10046,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",facebook_page_reference,False,0.0022316339891403913,0.9997433423995972,0.9995079040527344,0.0003730629978235811,0.9991348385810852,8,10047,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_twitter,True,0.0010150260059162974,0.9999866485595703,0.9982849955558777,0.0001772041287040338,0.9981077909469604,0,10039,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid19_twitter,True,9.208647497871425e-06,1.0,0.9999926090240479,1.095231891667936e-05,0.9999816417694092,1,10040,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",midterm,True,0.000510908430442214,0.9998800158500671,0.9994450211524963,4.194695793557912e-05,0.9994030594825745,2,10041,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid_political,True,1.995144884858746e-06,1.0,0.9999998807907104,3.85019120585639e-06,0.9999960064888,3,10042,78672
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",election2020,True,0.00018475500110071152,1.0,0.999972403049469,0.0003416633408050984,0.9996307492256165,4,10043,78932
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_suspended,False,0.11180795729160309,0.9866311550140381,0.9731202721595764,0.0001485954417148605,0.9729716777801514,5,10044,72295
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",twibot20,False,0.0034747282043099403,0.9999833106994629,0.9997385144233704,0.0065741706639528275,0.9931643605232239,6,10045,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",cp_hk_twitter,False,0.00022536747565027326,1.0,0.9996209144592285,4.673085277318023e-05,0.9995741844177246,7,10046,150000
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",facebook_page_reference,False,0.002196453744545579,0.9997533559799194,0.9995082020759583,1.0716683391365223e-05,0.9994974732398987,8,10047,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_twitter,True,0.0013104395475238562,1.0,0.9977907538414001,0.0003821627760771662,0.9974085688591003,0,10039,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid19_twitter,True,4.6288492740131915e-05,1.0,0.9999923706054688,8.497935777995735e-05,0.999907374382019,1,10040,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",midterm,True,0.00017581456631887704,1.0,0.9998331069946289,0.00018390413606539369,0.9996492266654968,2,10041,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid_political,True,9.342819794255774e-06,1.0,1.0,1.8526076019043103e-05,0.9999814629554749,3,10042,78672
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",election2020,True,0.00019084553059656173,1.0,0.9998722076416016,0.0002536811516620219,0.9996185302734375,4,10043,78932
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_suspended,True,0.00093041080981493,0.9999999403953552,0.998231828212738,3.530018148012459e-05,0.998196542263031,5,10044,72295
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",twibot20,False,0.01707128807902336,0.999976634979248,0.9999324679374695,0.032565269619226456,0.9673671722412109,6,10045,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",cp_hk_twitter,False,0.0007039299234747887,1.0,0.999879777431488,0.0012846229365095496,0.9985951781272888,7,10046,150000
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",facebook_page_reference,False,0.00017136629321612418,0.9999966621398926,0.9999728202819824,0.0003123163478448987,0.9996604919433594,8,10047,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_twitter,True,0.001172784948721528,1.0,0.997812807559967,0.00012391530617605895,0.997688889503479,0,10039,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid19_twitter,True,2.9893353712395765e-05,1.0,0.9999963641166687,5.609211075352505e-05,0.9999402761459351,1,10040,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",midterm,True,0.00010642430424923077,1.0,0.99989914894104,0.00011158841516589746,0.9997875690460205,2,10041,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid_political,True,6.436909643525723e-06,1.0,1.0,1.2837530448450707e-05,0.9999871850013733,3,10042,78672
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",election2020,True,0.00011422991519793868,1.0,0.9999374747276306,0.00016589229926466942,0.9997715950012207,4,10043,78932
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_suspended,True,0.0009545003995299339,0.9999999403953552,0.9981825351715088,2.8972168365726247e-05,0.998153567314148,5,10044,72295
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",twibot20,True,0.0003803498693741858,1.0,0.9998807311058044,0.0006395237287506461,0.9992412328720093,6,10045,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",cp_hk_twitter,False,0.0003185200912412256,1.0,0.9998941421508789,0.000529877666849643,0.9993642568588257,7,10046,150000
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",facebook_page_reference,False,0.0005201459862291813,0.9999866485595703,0.999970018863678,0.0009564060601405799,0.9990136027336121,8,10047,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_twitter,True,0.0013177420478314161,1.0,0.9975911378860474,0.00018608751997817308,0.9974050521850586,0,10039,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid19_twitter,True,3.2387491955887526e-05,1.0,0.9999963641166687,6.110022513894364e-05,0.9999352693557739,1,10040,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",midterm,True,0.00012567029625643045,1.0,0.9998903274536133,0.00014097684470470995,0.9997493624687195,2,10041,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid_political,True,5.572635473072296e-06,1.0,1.0,1.1106983947684057e-05,0.9999889135360718,3,10042,78672
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",election2020,True,0.0001279256393900141,1.0,0.9999225735664368,0.00017823436064645648,0.9997443556785583,4,10043,78932
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_suspended,True,0.0010704633314162493,0.9999999403953552,0.9979612231254578,2.264817521790974e-05,0.9979385733604431,5,10044,72295
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",twibot20,True,0.0002936545934062451,1.0,0.9998756051063538,0.000460938987089321,0.9994146823883057,6,10045,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",cp_hk_twitter,True,0.00014697560982313007,1.0,0.9997929930686951,8.469039312331006e-05,0.9997082948684692,7,10046,150000
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",facebook_page_reference,False,0.0003422142763156444,0.9999899864196777,0.9999661445617676,0.0005974700325168669,0.9993686676025391,8,10047,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_twitter,True,0.0018491579685360193,1.0,0.9966698884963989,0.00031598901841789484,0.9963539242744446,0,10039,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid19_twitter,True,7.868648390285671e-05,1.0,0.9999794960021973,0.0001368489902233705,0.999842643737793,1,10040,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",midterm,True,0.0003933475527446717,1.0,0.9996379017829895,0.0004218363028485328,0.9992160797119141,2,10041,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid_political,True,2.0896404748782516e-05,1.0,0.9999988079071045,4.052049553138204e-05,0.9999582767486572,3,10042,78672
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",election2020,True,0.0004226819146424532,1.0,0.9997138381004333,0.0005582097801379859,0.9991556406021118,4,10043,78932
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,True,0.0023967453744262457,0.9999999403953552,0.9957545399665833,0.0001885654783109203,0.9955659508705139,5,10044,72295
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",twibot20,True,0.0006469060317613184,1.0,0.9997365474700928,0.0010249833576381207,0.9987115859985352,6,10045,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,True,0.0002720477059483528,1.0,0.9995731115341187,0.00011201754387002438,0.9994611144065857,7,10046,150000
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",facebook_page_reference,True,4.576219362206757e-05,1.0,0.9999258518218994,1.1176864063600078e-05,0.9999146461486816,8,10047,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,ukr_rus_twitter,False,0.004214120097458363,0.9999933242797852,0.9948442578315735,0.00306975981220603,0.9917744994163513,0,10039,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,covid19_twitter,False,0.0030606240034103394,0.9997333288192749,0.9999837279319763,0.0055981711484491825,0.9943855404853821,1,10040,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,midterm,False,0.0007359826704487205,0.9999933242797852,0.9997740387916565,0.001217319630086422,0.9985567331314087,2,10041,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,covid_political,False,0.00020666261843871325,0.9999809265136719,0.9999991655349731,0.0003648756246548146,0.9996342658996582,3,10042,78672
B,1,ukr_rus_suspended,1,ukr_rus_suspended,election2020,False,0.0021092749666422606,0.9999936819076538,0.9994956254959106,0.00357950571924448,0.9959161281585693,4,10043,78932
B,1,ukr_rus_suspended,1,ukr_rus_suspended,ukr_rus_suspended,True,0.0003229711146559566,0.9999999403953552,0.999527096748352,0.00017084248247556388,0.9993562698364258,5,10044,72295
B,1,ukr_rus_suspended,1,ukr_rus_suspended,twibot20,False,0.024701988324522972,0.9969433546066284,0.9998549818992615,0.04289805516600609,0.9569569230079651,6,10045,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,cp_hk_twitter,False,0.0031409983057528734,0.9992366433143616,0.9997580051422119,0.004535263869911432,0.9952227473258972,7,10046,150000
B,1,ukr_rus_suspended,1,ukr_rus_suspended,facebook_page_reference,False,0.00014549786283168942,0.9999566674232483,0.9999906420707703,0.00022041096235625446,0.9997702240943909,8,10047,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_twitter,False,0.0026563871651887894,1.0,0.9954670667648315,0.0006351201445795596,0.994831919670105,0,10039,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",covid19_twitter,False,0.00011994349188171327,1.0,0.9999935626983643,0.00023322105698753148,0.9997603297233582,1,10040,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",midterm,False,0.0002808483550325036,1.0,0.9998652338981628,0.00042406830471009016,0.9994411468505859,2,10041,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",covid_political,False,0.00011883871047757566,0.9999809265136719,1.0,0.0002049694739980623,0.9997950196266174,3,10042,78672
B,2,election2020,2,"ukr_rus_suspended,election2020",election2020,True,0.00045305091771297157,1.0,0.9995682835578918,0.00047317988355644047,0.99909508228302,4,10043,78932
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_suspended,True,0.0003563400823622942,0.9999999403953552,0.9993491768836975,5.610021617030725e-05,0.9992930889129639,5,10044,72295
B,2,election2020,2,"ukr_rus_suspended,election2020",twibot20,False,0.004776503890752792,1.0,0.9998783469200134,0.009273948147892952,0.9906044006347656,6,10045,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",cp_hk_twitter,False,0.00015981303295120597,1.0,0.9997851848602295,0.0001024175071506761,0.9996827840805054,7,10046,150000
B,2,election2020,2,"ukr_rus_suspended,election2020",facebook_page_reference,False,4.7453190745727625e-06,1.0,0.9999945759773254,3.7747847727587214e-06,0.9999908208847046,8,10047,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_twitter,True,0.0008477442897856236,1.0,0.9985855221748352,0.00026691201492212713,0.998318612575531,0,10039,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid19_twitter,False,3.594259760575369e-05,1.0,0.9999983310699463,7.017575262580067e-05,0.9999281764030457,1,10040,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",midterm,False,0.000799994042608887,1.0,0.9999457001686096,0.0015377800446003675,0.9984079003334045,2,10041,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid_political,False,0.00011140812421217561,1.0,1.0,0.00022153927420731634,0.9997784495353699,3,10042,78672
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",election2020,True,0.0005518153193406761,1.0,0.9999273419380188,0.0010302361333742738,0.998897135257721,4,10043,78932
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_suspended,True,0.00042408204171806574,0.9999999403953552,0.9991730451583862,9.455297913518734e-06,0.9991635680198669,5,10044,72295
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",twibot20,False,0.003353171981871128,1.0,0.999958872795105,0.006596515886485577,0.9933623671531677,6,10045,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",cp_hk_twitter,False,6.262171518756077e-05,1.0,0.9999313354492188,5.629535735351965e-05,0.9998750686645508,7,10046,150000
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",facebook_page_reference,False,5.613539087789832e-06,1.0,0.9999898076057434,9.313402529187442e-07,0.999988853931427,8,10047,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_twitter,True,0.001045847893692553,1.0,0.9981393814086914,0.00021877250401303172,0.9979206323623657,0,10039,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid19_twitter,False,0.0006635403842665255,1.0,0.999992311000824,0.0013154615880921483,0.9986768364906311,1,10040,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",midterm,False,0.002413620939478278,0.9999966621398926,0.9998834133148193,0.004630403593182564,0.9952530264854431,2,10041,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid_political,False,0.0015789265744388103,1.0,0.9999997615814209,0.0031271101906895638,0.9968726634979248,3,10042,78672
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",election2020,True,0.0011211484670639038,1.0,0.9997525811195374,0.0019919686019420624,0.9977605938911438,4,10043,78932
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_suspended,True,0.0009277850040234625,0.9999999403953552,0.9984803795814514,0.00029558976530097425,0.9981848001480103,5,10044,72295
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",twibot20,False,0.05590832605957985,0.9930166602134705,0.9999468922615051,0.09607965499162674,0.903867244720459,6,10045,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",cp_hk_twitter,False,0.00015492315287701786,1.0,0.9998685121536255,0.000177830079337582,0.9996907114982605,7,10046,150000
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",facebook_page_reference,True,1.3463899449561723e-05,1.0,0.9999750852584839,1.4692849390485208e-06,0.9999735951423645,8,10047,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_twitter,True,0.0012042372254654765,1.0,0.9978997707366943,0.0002886444272007793,0.9976111054420471,0,10039,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid19_twitter,False,0.0006697772769257426,1.0,0.9999887347221375,0.0013262369902804494,0.9986624717712402,1,10040,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",midterm,False,0.0013361498713493347,1.0,0.9998285174369812,0.0024883754085749388,0.9973401427268982,2,10041,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid_political,False,0.0003143918584100902,1.0,0.9999997615814209,0.0006277587963268161,0.9993720054626465,3,10042,78672
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",election2020,True,0.0008457875810563564,1.0,0.999719500541687,0.0014093792997300625,0.9983101487159729,4,10043,78932
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_suspended,True,0.0011095295194536448,0.9999999403953552,0.9981147050857544,0.00027093823882751167,0.9978437423706055,5,10044,72295
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",twibot20,False,0.006850170902907848,1.0,0.9999178051948547,0.013409466482698917,0.986508309841156,6,10045,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",cp_hk_twitter,True,0.00021051455405540764,1.0,0.9996448159217834,6.354107608785853e-05,0.9995812773704529,7,10046,150000
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",facebook_page_reference,True,1.6476860764669254e-05,1.0,0.999968945980072,9.305592243435967e-07,0.9999679923057556,8,10047,150000
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",ukr_rus_twitter,True,0.001521869096904993,1.0,0.9973555207252502,0.0003706288989633322,0.9969848990440369,0,10039,150000
