order,rung,added,source_count,sources,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin,prompt_slot,eval_seed,nodes
A,1,ukr_rus_twitter,1,ukr_rus_twitter,ukr_rus_twitter,True,0.0004929583519697189,0.9999966621398926,0.9993268847465515,0.00029725590138696134,0.9990296363830566,0,10039,150000
A,1,ukr_rus_twitter,1,ukr_rus_twitter,covid19_twitter,False,0.04331628233194351,0.9829300045967102,0.9999997019767761,0.04854007065296173,0.9514596462249756,1,10040,150000
A,1,ukr_rus_twitter,1,ukr_rus_twitter,midterm,False,0.04022407531738281,0.9843233227729797,0.9999011158943176,0.043361347168684006,0.9565397500991821,2,10041,150000
A,1,ukr_rus_twitter,1,ukr_rus_twitter,covid_political,False,0.242330864071846,0.9457557797431946,1.0,0.11307613551616669,0.8869238495826721,3,10042,78672
A,1,ukr_rus_twitter,1,ukr_rus_twitter,election2020,False,0.4139211177825928,0.8473242521286011,0.9999989867210388,0.32603225111961365,0.6739667654037476,4,10043,78932
A,1,ukr_rus_twitter,1,ukr_rus_twitter,ukr_rus_suspended,False,0.07171270251274109,0.9819627404212952,0.9747095108032227,0.01737065799534321,0.9573388695716858,5,10044,72295
A,1,ukr_rus_twitter,1,ukr_rus_twitter,twibot20,False,0.039872556924819946,0.9842466711997986,0.9999414682388306,0.058801837265491486,0.9411396384239197,6,10045,150000
A,1,ukr_rus_twitter,1,ukr_rus_twitter,cp_hk_twitter,False,0.01827278733253479,0.9925633072853088,0.999913215637207,0.02571609616279602,0.9741971492767334,7,10046,150000
A,1,ukr_rus_twitter,1,ukr_rus_twitter,facebook_page_reference,False,0.019938187673687935,0.996886670589447,0.9995285272598267,0.006008300930261612,0.993520200252533,8,10047,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",ukr_rus_twitter,True,0.0005178664578124881,0.9999933242797852,0.9992403984069824,0.00025449207169003785,0.9989858865737915,0,10039,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",covid19_twitter,True,4.074090156791499e-06,1.0,0.9999966621398926,4.824372354050865e-06,0.9999918341636658,1,10040,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",midterm,False,0.0006732452311553061,0.9999499917030334,0.9998548030853271,0.0010740685975179076,0.9987807273864746,2,10041,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",covid_political,False,0.12375233322381973,0.9835138320922852,1.0,0.03521658480167389,0.9647834300994873,3,10042,78672
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",election2020,False,0.0028628555592149496,1.0,0.9999968409538269,0.005678535904735327,0.9943183064460754,4,10043,78932
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",ukr_rus_suspended,False,0.18101777136325836,0.9558268189430237,0.9735843539237976,0.05904340371489525,0.9145409464836121,5,10044,72295
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",twibot20,False,0.012729725800454617,0.9992466568946838,0.999917209148407,0.022902442142367363,0.9770147800445557,6,10045,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",cp_hk_twitter,False,9.78400421445258e-05,1.0,0.9998854398727417,7.867508247727528e-05,0.9998067617416382,7,10046,150000
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",facebook_page_reference,False,0.10331287980079651,0.9871866703033447,0.9995136260986328,0.026478629559278488,0.9730349779129028,8,10047,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_twitter,True,0.0010721840662881732,0.9999933242797852,0.9988464713096619,0.0009378320537507534,0.9979086518287659,0,10039,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",covid19_twitter,True,1.2035414329147898e-05,1.0,0.9999982118606567,2.2288422769634053e-05,0.9999759197235107,1,10040,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",midterm,True,0.00023611811047885567,0.9999266862869263,0.9997327327728271,2.1624717192025855e-05,0.9997110962867737,2,10041,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",covid_political,False,0.01663021557033062,0.9964028000831604,1.0,0.007888744585216045,0.9921112656593323,3,10042,78672
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",election2020,False,0.001245270250365138,1.0,0.9999946355819702,0.0024801120162010193,0.997514545917511,4,10043,78932
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_suspended,False,0.09038390219211578,0.9849574565887451,0.9735000133514404,0.004703452344983816,0.9687965512275696,5,10044,72295
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",twibot20,False,0.010855133645236492,0.9999899864196777,0.9998868703842163,0.02069385163486004,0.9791930317878723,6,10045,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",cp_hk_twitter,False,0.0002771336294244975,1.0,0.9998315572738647,0.0003799408150371164,0.9994516372680664,7,10046,150000
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",facebook_page_reference,False,0.02190418541431427,0.9962300062179565,0.999512791633606,0.007595195900648832,0.991917610168457,8,10047,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_twitter,True,0.0010163100669160485,0.9999866485595703,0.9984684586524963,0.0003980619949288666,0.9980704188346863,0,10039,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid19_twitter,True,2.5189156076521613e-05,1.0,0.9999910593032837,4.1496205085422844e-05,0.99994957447052,1,10040,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",midterm,True,0.0004999666707590222,0.999886691570282,0.999482274055481,0.0001275886024814099,0.9993546605110168,2,10041,150000
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid_political,True,5.947409590589814e-06,1.0,0.9999998807907104,1.1658994480967522e-05,0.9999881982803345,3,10042,78672
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",election2020,False,0.001396823558025062,1.0,0.9999874234199524,0.0027271893341094255,0.9972602128982544,4,10043,78932
