order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
B,4,facebook_page_reference,4,0.001045847893692553,0.0006635403842665255,0.002413620939478278,0.0015789265744388103,0.0011211484670639038,0.0009277850040234625,0.05590832605957985,0.00015492315287701786,1.3463899449561723e-05,0.0070919535972077735,0.0007770613160573703,0.012143867422128096
B,5,cp_hk_twitter,5,0.0012042372254654765,0.0006697772769257426,0.0013361498713493347,0.0003143918584100902,0.0008457875810563564,0.0011095295194536448,0.006850170902907848,0.00021051455405540764,1.6476860764669254e-05,0.0013952261833765078,0.0006773091481591109,0.002292622477398254
B,6,covid_political,6,0.001521869096904993,0.0004929501446895301,0.0013767865020781755,1.728026290948037e-05,0.0004255794337950647,0.001391855999827385,0.00874223094433546,0.00026743646594695747,2.2338421331369318e-05,0.0015842585857576018,0.0006077266134525416,0.0035373225303677223
B,7,covid19_twitter,7,0.0015786363510414958,7.749653013888747e-05,0.001322951284237206,1.3116698028170504e-05,0.0004271827347110957,0.0014405708061531186,0.006703024264425039,0.00025733927031978965,2.4048420527833514e-05,0.001316040706620293,0.0005454844015600559,0.004012987774331123
B,8,midterm,8,0.0014990409836173058,7.35713547328487e-05,0.0002838783257175237,1.0057158760901075e-05,0.0004388571251183748,0.001525376457720995,0.00649041123688221,0.0002188962826039642,2.398573633399792e-05,0.00117378607349868,0.0005092079280757389,0.00649041123688221
B,9,twibot20,9,0.0012496643466874957,3.093795749009587e-05,0.00016653920465614647,7.807666406733915e-06,0.00022561677906196564,0.0016445613000541925,0.00026542876730673015,0.0001350394159089774,2.8617982025025412e-05,0.000417134824399707,0.000417134824399707,
C,1,twibot20,1,0.0008182249148376286,0.00020505161955952644,0.0005892609478905797,0.153586745262146,0.024300262331962585,0.2031577229499817,0.0004064273671247065,0.00027396276709623635,0.07386349886655807,0.050800128558573,0.0004064273671247065,0.05709934120750404
C,2,midterm,2,0.0017915364587679505,0.00016569600848015398,0.00041227490874007344,0.05841578170657158,0.0011141798458993435,0.14246641099452972,0.0005046597216278315,0.00043410176294855773,0.03510689735412598,0.026712393195743464,0.00045846731518395245,0.03421351487590333
C,3,covid19_twitter,3,0.0035765059292316437,1.9924143998650834e-05,0.00048359594075009227,0.030878053978085518,0.0001954113831743598,0.11983644962310791,0.0008142575970850885,0.0008427530410699546,0.04103975370526314,0.021965189482418483,0.00043925922727794386,0.032728154609988756
C,4,covid_political,4,0.003842976177111268,5.198288999963552e-05,0.0007813415722921491,9.166459676634986e-06,0.0009987056255340576,0.10798681527376175,0.0013777408748865128,0.0010208756430074573,0.002229268429800868,0.013144319216230037,0.0005550579492137331,0.02321572822984308
C,5,cp_hk_twitter,5,0.0032090956810861826,7.797413127264008e-05,0.0006850429344922304,8.175294169632252e-06,0.0010551824234426022,0.08633420616388321,0.0012284370604902506,0.000891014002263546,0.0017985034501180053,0.010587514571246478,0.0005781286845376599,0.0230992469296325
C,6,facebook_page_reference,6,0.0019236934604123235,5.316474926075898e-05,0.000855100923217833,1.5830815755180083e-05,0.0011676797876134515,0.10541585087776184,0.0013304591411724687,0.0006958259036764503,0.0019937651231884956,0.0126057078646732,0.0008240244427118645,0.03616907470859587
C,7,ukr_rus_twitter,7,0.0010628903983160853,3.5073066101176664e-05,0.0007199331885203719,5.365282959246542e-06,0.000539336702786386,0.11752689629793167,0.0007072653388604522,0.00038686528569087386,0.00225659366697073,0.013693357692015221,0.0007391408896312766,0.05903311650035903
C,8,election2020,8,0.0013822222827002406,2.3965552827576175e-05,0.0008471581968478858,3.081056320297648e-06,0.00015104663907550275,0.11830620467662811,0.0006190940039232373,0.0005457321531139314,0.0023088986054062843,0.013798600351871452,0.0007351498112768695,0.11830620467662811
C,9,ukr_rus_suspended,9,0.0014565334422513843,3.9072994695743546e-05,0.0002574111276771873,1.3692565516976174e-05,0.000280836975434795,0.0019282321445643902,0.00032563350396230817,0.00018300052033737302,3.425973409321159e-05,0.0005020747787259299,0.0005020747787259299,
