schedule,n_hop,hop_sizes,node_limit,nm_walk_hops,checkpoint_step,rung,n_sources,added,sources,block_steps,model_prefix,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter
sequential,2,"9,9",101,1,40000,1,1,ukr_rus,ukr_rus,40000,nm_ladder_seq_h2m_r1,0.9432019108397192,0.970507894811622,0.8708133793901659,0.8443545294220945,0.8225289586206894,0.7918827586206896,0.9115502474137931,0.7088645492816092
sequential,2,"9,9",101,1,40000,2,2,covid,ukr_rus covid,20000 20000,nm_ladder_seq_h2m_r2,0.926396430252235,0.9808160168422734,0.8857878337962964,0.8476708445242658,0.8368345379310346,0.8237677839080461,0.9208277558588762,0.721443141810345
sequential,2,"9,9",101,1,40000,3,3,midterm,ukr_rus covid midterm,13334 13333 13333,nm_ladder_seq_h2m_r3,0.8735778379629628,0.9525813032247766,0.9210112997605364,0.8444397313537676,0.8199951678160919,0.7269394482758622,0.884386244220945,0.6796700880747125
sequential,2,"9,9",101,1,40000,4,4,covid_political,ukr_rus covid midterm covid_political,10000 10000 10000 10000,nm_ladder_seq_h2m_r4,0.7893373862068968,0.8936416198435503,0.823311726516603,0.9108331575031927,0.7856101333333333,0.6301557977011495,0.8286133932311621,0.630811494827586
sequential,2,"9,9",101,1,40000,5,5,election2020,ukr_rus covid midterm covid_political election2020,8000 8000 8000 8000 8000,nm_ladder_seq_h2m_r5,0.8005225042145593,0.8729386037994893,0.840789900989783,0.833804611047254,0.9358254298850575,0.6781827057471265,0.8473532961685825,0.6556294356321839
sequential,2,"9,9",101,1,40000,6,6,ukr_rus_suspended,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,6667 6667 6667 6667 6666 6666,nm_ladder_seq_h2m_r6,0.853111346727331,0.9276444670178798,0.8529169279214557,0.8330897542943807,0.8458496068965516,0.9571204919540229,0.8530550420019157,0.6621390869252873
sequential,2,"9,9",101,1,40000,7,7,twibot20,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,5715 5715 5714 5714 5714 5714 5714,nm_ladder_seq_h2m_r7,0.8947465427681992,0.9619826038952746,0.8841230996008941,0.8576097351692209,0.8415881563218391,0.8899935885057472,0.9391387248722861,0.7114932199712645
sequential,2,"9,9",101,1,40000,8,8,cp_hk,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,5000 5000 5000 5000 5000 5000 5000 5000,nm_ladder_seq_h2m_r8,0.8357270276819923,0.9276296940453385,0.8570249955779057,0.8296171325670499,0.8151624712643677,0.7856810229885057,0.8952350497924648,0.8847957130747125
