model_id	checkpoint	sources
r2_blocked_s0	/dataMeR1/phil/gfm/prodigy-trace-schedule/state/trace_schedule_scaling_smoke/tracesched_r2_blocked_s0_20260906smoke_dry3/checkpoint/state_dict_20.ckpt	ukr_rus,covid
r2_replay100_s0	/dataMeR1/phil/gfm/prodigy-trace-schedule/state/trace_schedule_scaling_smoke/tracesched_r2_replay100_s0_20260906smoke_dry3/checkpoint/state_dict_20.ckpt	ukr_rus,covid
r2_interleaved_s0	/dataMeR1/phil/gfm/prodigy-trace-schedule/state/trace_schedule_scaling_smoke/tracesched_r2_interleaved_s0_20260906smoke_dry3/checkpoint/state_dict_20.ckpt	ukr_rus,covid
