family,model_id,target,label_seed,label_budget_per_class,final_roc_auc,updates_to_95pct
VISION,vision_all9_s1,covid_political,1,100,0.8520814421140381,1
VISION,vision_all9_s1,covid_political,2,1,0.7066473388539812,10
VISION,vision_all9_s1,covid_political,2,10,0.7858858691356163,1
VISION,vision_all9_s1,covid_political,2,100,0.8420111580715199,1
VISION,vision_all9_s1,election2020,0,1,0.768354301190669,1
VISION,vision_all9_s1,election2020,0,10,0.8395222688318105,1
VISION,vision_all9_s1,election2020,0,100,0.849942099629577,1
VISION,vision_all9_s1,election2020,1,1,0.6367722708336077,1
VISION,vision_all9_s1,election2020,1,10,0.7805326704930698,1
VISION,vision_all9_s1,election2020,1,100,0.8686488382085491,1
VISION,vision_all9_s1,election2020,2,1,0.8294001892279546,1
VISION,vision_all9_s1,election2020,2,10,0.8894294710011904,1
VISION,vision_all9_s1,election2020,2,100,0.9027887473037084,1
VISION,vision_all9_s1,twibot20,0,1,0.5400238477220864,10
VISION,vision_all9_s1,twibot20,0,10,0.5191216161428951,10
VISION,vision_all9_s1,twibot20,0,100,0.6000022443211436,1
VISION,vision_all9_s1,twibot20,1,1,0.5338801995853073,0
VISION,vision_all9_s1,twibot20,1,10,0.5534705892573758,0
VISION,vision_all9_s1,twibot20,1,100,0.625839086517856,10
VISION,vision_all9_s1,twibot20,2,1,0.517129962121651,0
VISION,vision_all9_s1,twibot20,2,10,0.5510872649978571,0
VISION,vision_all9_s1,twibot20,2,100,0.5897268733565777,1
VISION,vision_all9_s1,ukr_rus_suspended,0,1,0.4877317347740852,0
VISION,vision_all9_s1,ukr_rus_suspended,0,10,0.5205450308503782,1
VISION,vision_all9_s1,ukr_rus_suspended,0,100,0.5261556945634417,1
VISION,vision_all9_s1,ukr_rus_suspended,1,1,0.495736938094342,0
VISION,vision_all9_s1,ukr_rus_suspended,1,10,0.5152727347330535,0
VISION,vision_all9_s1,ukr_rus_suspended,1,100,0.5202700921054442,0
VISION,vision_all9_s1,ukr_rus_suspended,2,1,0.5351323159592198,1
VISION,vision_all9_s1,ukr_rus_suspended,2,10,0.5496315402782367,1
VISION,vision_all9_s1,ukr_rus_suspended,2,100,0.5153107920435365,1
VISION,vision_all9_s2,covid_political,0,1,0.7734919092510483,1
VISION,vision_all9_s2,covid_political,0,10,0.8291301538342104,1
VISION,vision_all9_s2,covid_political,0,100,0.8383931515870912,1
VISION,vision_all9_s2,covid_political,1,1,0.7447902922537941,1
VISION,vision_all9_s2,covid_political,1,10,0.8073883869376779,1
VISION,vision_all9_s2,covid_political,1,100,0.8604449398175013,1
VISION,vision_all9_s2,covid_political,2,1,0.6835460795343405,10
VISION,vision_all9_s2,covid_political,2,10,0.7581843707625952,1
VISION,vision_all9_s2,covid_political,2,100,0.8228809727056622,1
VISION,vision_all9_s2,election2020,0,1,0.7754376364612254,1
VISION,vision_all9_s2,election2020,0,10,0.840899190524861,1
VISION,vision_all9_s2,election2020,0,100,0.8784710114577707,1
VISION,vision_all9_s2,election2020,1,1,0.6684677272188372,1
VISION,vision_all9_s2,election2020,1,10,0.7932748685852408,1
VISION,vision_all9_s2,election2020,1,100,0.8975173129630448,1
VISION,vision_all9_s2,election2020,2,1,0.8166117076466846,10
VISION,vision_all9_s2,election2020,2,10,0.881947358350891,1
VISION,vision_all9_s2,election2020,2,100,0.9092782914002016,10
VISION,vision_all9_s2,twibot20,0,1,0.5444603638406561,1
VISION,vision_all9_s2,twibot20,0,10,0.521866927683629,1
VISION,vision_all9_s2,twibot20,0,100,0.6034049247645635,1
VISION,vision_all9_s2,twibot20,1,1,0.543875754381494,1
VISION,vision_all9_s2,twibot20,1,10,0.5387728196782078,10
VISION,vision_all9_s2,twibot20,1,100,0.6265858662790024,1
VISION,vision_all9_s2,twibot20,2,1,0.5117254920131126,1
VISION,vision_all9_s2,twibot20,2,10,0.555126681068934,1
VISION,vision_all9_s2,twibot20,2,100,0.5785233670029769,1
VISION,vision_all9_s2,ukr_rus_suspended,0,1,0.494282174489569,0
VISION,vision_all9_s2,ukr_rus_suspended,0,10,0.5145616723941819,0
VISION,vision_all9_s2,ukr_rus_suspended,0,100,0.5219597434368102,0
VISION,vision_all9_s2,ukr_rus_suspended,1,1,0.498449184695681,0
VISION,vision_all9_s2,ukr_rus_suspended,1,10,0.5180204661186071,0
VISION,vision_all9_s2,ukr_rus_suspended,1,100,0.5209209734079246,0
VISION,vision_all9_s2,ukr_rus_suspended,2,1,0.5309029541476776,0
VISION,vision_all9_s2,ukr_rus_suspended,2,10,0.5481895267567813,1
VISION,vision_all9_s2,ukr_rus_suspended,2,100,0.5214147698251415,0
