arm,target,checkpoint_step,roc_auc,bce,average_precision
kd_w010_fixed,ukr_rus_twitter,92000,0.9919557142857143,0.07186785106900145,0.9749707105362823
kd_w010_fixed,covid19_twitter,92000,0.9675905102040816,0.1791629026533439,0.9091468126745693
kd_w010_fixed,midterm,92000,0.9476853061224491,0.24368795860155923,0.8075336573028344
kd_w010_fixed,covid_political,92000,0.9584154081632653,0.17975905495465372,0.8746888981213323
kd_w010_fixed,ukr_rus_suspended,92000,0.9498856122448979,0.2003500217722533,0.8578913223254201
kd_w010_fixed,twibot20,92000,0.9500261224489797,0.20304450110389505,0.8264076586677129
kd_w010_fixed,cp_hk_twitter,92000,0.9758363265306124,0.1543570496887194,0.9181208675245462
kd_w010_fixed,facebook_page_reference,92000,0.9498218367346939,0.1878412433377258,0.8630719528104942
kd_w010_selected,ukr_rus_twitter,88000,0.9912538775510203,0.07339970104250287,0.9743418899603675
kd_w010_selected,covid19_twitter,88000,0.9685282653061225,0.17837553242640883,0.9102628798143354
kd_w010_selected,midterm,88000,0.9487644897959185,0.2394557417800634,0.8247502059794536
kd_w010_selected,covid_political,88000,0.952358724489796,0.1925455597696892,0.8631502568529389
kd_w010_selected,ukr_rus_suspended,88000,0.9485951020408163,0.20325829174094276,0.8527588600040057
kd_w010_selected,twibot20,88000,0.9492557653061224,0.20416933010442495,0.8240057777117817
kd_w010_selected,cp_hk_twitter,88000,0.9741100510204082,0.1571256108984484,0.9150766104618488
kd_w010_selected,facebook_page_reference,88000,0.9522570408163266,0.18305573335359684,0.868511060622381
singleton_ukraine,ukr_rus_twitter,38000,0.9921529591836736,0.07229017638199103,0.9744490680476343
singleton_ukraine,covid19_twitter,38000,0.968355612244898,0.1721362606103891,0.909789146968587
singleton_ukraine,midterm,38000,0.9442661224489796,0.2690512159935781,0.787906188794321
singleton_ukraine,covid_political,38000,0.967551836734694,0.1638122892219499,0.8968454005993588
singleton_ukraine,ukr_rus_suspended,38000,0.9529390816326531,0.19557397454750006,0.8624816526887468
singleton_ukraine,twibot20,38000,0.945740306122449,0.2132908560795046,0.8180683743456902
singleton_ukraine,cp_hk_twitter,38000,0.9758152040816326,0.1494196276925157,0.9161777558039792
singleton_ukraine,facebook_page_reference,38000,0.8884630612244899,0.3501366483998854,0.7118582470668342
singleton_facebook,ukr_rus_twitter,6000,0.9508182653061225,0.2857074961687495,0.8375512134878914
singleton_facebook,covid19_twitter,6000,0.9162459183673468,0.26200145403450026,0.7824359011316224
singleton_facebook,midterm,6000,0.8360955102040816,0.4254805115024051,0.5492172763423111
singleton_facebook,covid_political,6000,0.8696561224489796,0.5300764211962504,0.6597170442956084
singleton_facebook,ukr_rus_suspended,6000,0.8872290816326531,0.5083714224229202,0.6355792265755132
singleton_facebook,twibot20,6000,0.8686993877551019,0.5117604004788939,0.5903538322272197
singleton_facebook,cp_hk_twitter,6000,0.8861430612244899,0.33926102580760287,0.7328561367910971
singleton_facebook,facebook_page_reference,6000,0.9544795918367347,0.179661417073352,0.873077705610068
ukraine_exposure_fixed,ukr_rus_twitter,62000,0.9927087755102041,0.0685226676778869,0.9764561879170643
ukraine_exposure_fixed,covid19_twitter,62000,0.9684555102040815,0.17020746321628352,0.9096462468740382
ukraine_exposure_fixed,midterm,62000,0.9509561224489796,0.23916639062956865,0.8139289234929894
ukraine_exposure_fixed,covid_political,62000,0.9626279591836735,0.17130044754025955,0.8850572668105816
ukraine_exposure_fixed,ukr_rus_suspended,62000,0.9496362244897958,0.20157495858173904,0.859123470341387
ukraine_exposure_fixed,twibot20,62000,0.9486829591836734,0.20924062850812794,0.8268639192139726
ukraine_exposure_fixed,cp_hk_twitter,62000,0.9796837755102041,0.13118848508904818,0.9308798651001926
ukraine_exposure_fixed,facebook_page_reference,62000,0.9200939795918368,0.2820797437063585,0.7779334887826491
ukraine_updates_fixed,ukr_rus_twitter,92000,0.9931463265306123,0.06589451325324865,0.9780062242743206
ukraine_updates_fixed,covid19_twitter,92000,0.9681568367346939,0.17404272069162155,0.9036916065372896
ukraine_updates_fixed,midterm,92000,0.9504017346938776,0.2387092199820676,0.8212858582345743
ukraine_updates_fixed,covid_political,92000,0.9601766326530613,0.17855379620954934,0.8796396340561965
ukraine_updates_fixed,ukr_rus_suspended,92000,0.9477468877551022,0.21137686873946884,0.8568048700750441
ukraine_updates_fixed,twibot20,92000,0.9478245408163265,0.21461328972226923,0.8230002354886603
ukraine_updates_fixed,cp_hk_twitter,92000,0.9787548979591837,0.13719798699882504,0.9255028897767882
ukraine_updates_fixed,facebook_page_reference,92000,0.9170744897959184,0.2989947090419379,0.7683714071593596
ukraine_exposure_selected,ukr_rus_twitter,60000,0.9920123469387754,0.07068640727834016,0.9754939229556279
ukraine_exposure_selected,covid19_twitter,60000,0.9679609183673469,0.1688040989498887,0.9057015927464824
ukraine_exposure_selected,midterm,60000,0.9504464285714286,0.22971256997165246,0.8267810973489732
ukraine_exposure_selected,covid_political,60000,0.9565230612244898,0.1844216336666434,0.8698849168240321
ukraine_exposure_selected,ukr_rus_suspended,60000,0.9489756122448979,0.2103201359055524,0.8538582877514683
ukraine_exposure_selected,twibot20,60000,0.9483070408163263,0.2160142213899376,0.8173145821362373
ukraine_exposure_selected,cp_hk_twitter,60000,0.9798664285714286,0.13106221599386636,0.9315681877773117
ukraine_exposure_selected,facebook_page_reference,60000,0.9242545918367346,0.27413468718688894,0.7897384396587458
ukraine_updates_selected,ukr_rus_twitter,88000,0.9925797959183674,0.06676510220063686,0.9776023134532671
ukraine_updates_selected,covid19_twitter,88000,0.9673032653061224,0.1754968617106818,0.9056925993892893
ukraine_updates_selected,midterm,88000,0.9499394897959185,0.24127719834999775,0.8170946273478779
ukraine_updates_selected,covid_political,88000,0.9537980612244897,0.1889608301269789,0.8646655429371617
ukraine_updates_selected,ukr_rus_suspended,88000,0.9470134693877551,0.21116821679755776,0.8536234582900464
ukraine_updates_selected,twibot20,88000,0.946507857142857,0.21051171143961753,0.8251089069850881
ukraine_updates_selected,cp_hk_twitter,88000,0.9776261224489797,0.1362033814226956,0.9224012581960096
ukraine_updates_selected,facebook_page_reference,88000,0.9174935714285715,0.30113524251581464,0.7745503337576033
ukraine_only_selected,ukr_rus_twitter,32000,0.9897301020408164,0.08855394903201914,0.966973500275971
ukraine_only_selected,covid19_twitter,32000,0.9659039795918367,0.15593755928801087,0.9040664808454468
ukraine_only_selected,midterm,32000,0.9412472448979592,0.2352078058034497,0.7984100970408813
ukraine_only_selected,covid_political,32000,0.957486836734694,0.17658471286964156,0.8723874035807317
ukraine_only_selected,ukr_rus_suspended,32000,0.9469988775510204,0.22437297994934322,0.8423481707235505
ukraine_only_selected,twibot20,32000,0.9425154081632654,0.2560949190399981,0.8072418847751727
ukraine_only_selected,cp_hk_twitter,32000,0.9722624489795919,0.14618746022631252,0.9121428370740333
ukraine_only_selected,facebook_page_reference,32000,0.9558723979591837,0.18372040994596733,0.8722705754080717
