model,dataset,shots,target,task,split,run,spearman,rmse,mae,r2,mse
random_init_s0,ukr_rus_suspended,10,followers_count,regression,test,eval_random_init_s0_to_ukr_rus_suspended_reg_10shot_followers_count_30_07_2026_06_26_38,0.0026773178187739326,6.354933928979846,6.002735614776611,-8.289847373962402,40.38518524169922
random_init_s0,ukr_rus_suspended,10,statuses_count,regression,test,eval_random_init_s0_to_ukr_rus_suspended_reg_10shot_statuses_count_30_07_2026_06_26_38,-0.006745754725737249,9.720941915830844,9.540118217468262,-26.25276756286621,94.49671173095703
random_init_s0,twibot20,10,followers_count,regression,test,eval_random_init_s0_to_twibot20_reg_10shot_followers_count_30_07_2026_06_26_52,0.1739171392898585,8.159990293459636,7.583628177642822,-6.2513651847839355,66.58544158935547
random_init_s0,ukr_rus_suspended,10,account_age_days,regression,test,eval_random_init_s0_to_ukr_rus_suspended_reg_10shot_account_age_days_30_07_2026_06_26_52,0.013415835558259724,7.054254089763102,6.877278804779053,-19.21063232421875,49.76250076293945
random_init_s0,twibot20,10,statuses_count,regression,test,eval_random_init_s0_to_twibot20_reg_10shot_statuses_count_30_07_2026_06_27_04,0.12426232662690793,8.285997865080414,7.936970233917236,-11.009072303771973,68.65776062011719
random_init_s0,twibot20,10,account_age_days,regression,test,eval_random_init_s0_to_twibot20_reg_10shot_account_age_days_30_07_2026_06_27_05,0.04477534587476512,7.605890310366702,7.520514488220215,-43.91394805908203,57.84956741333008
random_init_s1,ukr_rus_suspended,10,followers_count,regression,test,eval_random_init_s1_to_ukr_rus_suspended_reg_10shot_followers_count_30_07_2026_06_28_45,-0.05017744495070148,6.29711338093678,5.959604263305664,-8.683367729187012,39.65363693237305
random_init_s1,ukr_rus_suspended,10,statuses_count,regression,test,eval_random_init_s1_to_ukr_rus_suspended_reg_10shot_statuses_count_30_07_2026_06_28_45,-0.007688972142629382,9.71351723075568,9.533909797668457,-26.47943687438965,94.3524169921875
random_init_s1,ukr_rus_suspended,10,account_age_days,regression,test,eval_random_init_s1_to_ukr_rus_suspended_reg_10shot_account_age_days_30_07_2026_06_28_56,-0.041232561572947156,7.048008728177818,6.86398458480835,-18.703144073486328,49.6744270324707
random_init_s1,twibot20,10,followers_count,regression,test,eval_random_init_s1_to_twibot20_reg_10shot_followers_count_30_07_2026_06_28_57,-0.1434445080331509,8.209440927926888,7.593203544616699,-6.0539751052856445,67.3949203491211
random_init_s1,twibot20,10,statuses_count,regression,test,eval_random_init_s1_to_twibot20_reg_10shot_statuses_count_30_07_2026_06_29_08,-0.09846731778141132,8.29513870721129,7.928748607635498,-10.75661563873291,68.809326171875
random_init_s1,twibot20,10,account_age_days,regression,test,eval_random_init_s1_to_twibot20_reg_10shot_account_age_days_30_07_2026_06_29_11,-0.02180064195209535,7.59661861286752,7.50751256942749,-42.70140838623047,57.708614349365234
random_init_s2,ukr_rus_suspended,10,followers_count,regression,test,eval_random_init_s2_to_ukr_rus_suspended_reg_10shot_followers_count_30_07_2026_06_30_50,-0.033679025974268716,6.297139429640882,5.937065124511719,-8.20431137084961,39.65396499633789
random_init_s2,ukr_rus_suspended,10,statuses_count,regression,test,eval_random_init_s2_to_ukr_rus_suspended_reg_10shot_statuses_count_30_07_2026_06_30_50,-0.013905308075516643,9.693299753934618,9.505749702453613,-25.602214813232422,93.9600601196289
random_init_s2,twibot20,10,followers_count,regression,test,eval_random_init_s2_to_twibot20_reg_10shot_followers_count_30_07_2026_06_31_02,-0.16554374433108865,8.169925843816273,7.560279846191406,-6.290393829345703,66.74768829345703
random_init_s2,ukr_rus_suspended,10,account_age_days,regression,test,eval_random_init_s2_to_ukr_rus_suspended_reg_10shot_account_age_days_30_07_2026_06_31_02,-0.007768415903975164,7.027018583534545,6.839308738708496,-18.504491806030273,49.378990173339844
random_init_s2,twibot20,10,statuses_count,regression,test,eval_random_init_s2_to_twibot20_reg_10shot_statuses_count_30_07_2026_06_31_14,-0.1551122857716768,8.314376275117592,7.943756580352783,-10.966109275817871,69.12885284423828
random_init_s2,twibot20,10,account_age_days,regression,test,eval_random_init_s2_to_twibot20_reg_10shot_account_age_days_30_07_2026_06_31_15,-0.0922980524342741,7.607145323519496,7.5168776512146,-43.959747314453125,57.86865997314453
random_init_s3,ukr_rus_suspended,10,followers_count,regression,test,eval_random_init_s3_to_ukr_rus_suspended_reg_10shot_followers_count_30_07_2026_06_32_54,0.17549986741717238,6.160853489789889,5.816458225250244,-7.997244834899902,37.95611572265625
random_init_s3,ukr_rus_suspended,10,statuses_count,regression,test,eval_random_init_s3_to_ukr_rus_suspended_reg_10shot_statuses_count_30_07_2026_06_32_54,0.07952960445209105,9.51042847704006,9.329050064086914,-25.3416748046875,90.44824981689453
random_init_s3,twibot20,10,followers_count,regression,test,eval_random_init_s3_to_twibot20_reg_10shot_followers_count_30_07_2026_06_33_06,0.2918668131767011,7.9885400706848495,7.418231964111328,-5.967696666717529,63.8167724609375
random_init_s3,ukr_rus_suspended,10,account_age_days,regression,test,eval_random_init_s3_to_ukr_rus_suspended_reg_10shot_account_age_days_30_07_2026_06_33_06,0.10567078095645929,6.872852614297889,6.689608097076416,-17.745203018188477,47.23610305786133
random_init_s3,twibot20,10,statuses_count,regression,test,eval_random_init_s3_to_twibot20_reg_10shot_statuses_count_30_07_2026_06_33_18,0.21767083082475444,8.112765917071398,7.767660140991211,-10.62307071685791,65.81697082519531
random_init_s3,twibot20,10,account_age_days,regression,test,eval_random_init_s3_to_twibot20_reg_10shot_account_age_days_30_07_2026_06_33_19,0.09848997768274072,7.424051644227841,7.338601112365723,-42.69587707519531,55.11654281616211
random_init_s4,ukr_rus_suspended,10,followers_count,regression,test,eval_random_init_s4_to_ukr_rus_suspended_reg_10shot_followers_count_30_07_2026_06_34_59,-0.0328565897183208,6.473912045310019,6.131017684936523,-8.767132759094238,41.911537170410156
random_init_s4,ukr_rus_suspended,10,statuses_count,regression,test,eval_random_init_s4_to_ukr_rus_suspended_reg_10shot_statuses_count_30_07_2026_06_34_59,-0.014834077163155986,9.878665292138486,9.702614784240723,-27.516197204589844,97.58802795410156
random_init_s4,twibot20,10,followers_count,regression,test,eval_random_init_s4_to_twibot20_reg_10shot_followers_count_30_07_2026_06_35_13,0.10462422389617144,8.260425800127623,7.699184894561768,-6.557257652282715,68.23463439941406
random_init_s4,ukr_rus_suspended,10,account_age_days,regression,test,eval_random_init_s4_to_ukr_rus_suspended_reg_10shot_account_age_days_30_07_2026_06_35_13,0.005643751347535934,7.203480875156815,7.021498203277588,-19.140872955322266,51.89013671875
random_init_s4,twibot20,10,statuses_count,regression,test,eval_random_init_s4_to_twibot20_reg_10shot_statuses_count_30_07_2026_06_35_24,0.03507214555317362,8.444929003058535,8.098443031311035,-11.429998397827148,71.31682586669922
random_init_s4,twibot20,10,account_age_days,regression,test,eval_random_init_s4_to_twibot20_reg_10shot_account_age_days_30_07_2026_06_35_25,0.021046925854911556,7.748930088146771,7.668453216552734,-47.65126037597656,60.04591751098633
