batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,27120,64,64,1.0,False,False
0,0,1,69511,23,23,1.0,False,False
0,0,2,33965,10,10,1.0,False,False
0,0,3,368,0,0,1.0,False,False
0,0,4,147678,94,94,1.0,False,False
0,0,5,140115,97,97,1.0,False,False
0,0,6,81625,79,79,1.0,False,False
0,0,7,104910,93,93,1.0,False,False
0,0,8,27017,0,0,1.0,False,False
0,0,9,156826,83,83,1.0,False,False
0,0,10,100596,0,0,1.0,False,False
0,0,11,38329,86,86,1.0,False,False
0,0,12,22383,90,90,1.0,False,False
0,0,13,2459,84,84,1.0,False,False
0,0,14,82162,49,49,1.0,False,False
0,0,15,102655,39,39,1.0,False,False
0,0,16,56965,91,91,1.0,False,False
0,0,17,3112,97,97,1.0,False,False
0,0,18,62460,84,84,1.0,False,False
0,0,19,52116,85,85,1.0,False,False
0,0,20,93227,8,8,1.0,False,False
0,0,21,7161,49,49,1.0,False,False
0,0,22,92469,20,20,1.0,False,False
0,0,23,155617,20,20,1.0,False,False
0,0,24,54234,89,89,1.0,False,False
0,0,25,9513,30,30,1.0,False,False
0,0,26,88798,0,0,1.0,False,False
0,0,27,141590,0,0,1.0,False,False
0,0,28,69019,83,83,1.0,False,False
0,0,29,42095,97,97,1.0,False,False
0,0,30,98903,37,37,1.0,False,False
0,0,31,39266,75,75,1.0,False,False
0,0,32,109716,93,93,1.0,False,False
0,0,33,94412,0,0,1.0,False,False
0,0,34,78459,88,88,1.0,False,False
0,0,35,122131,71,71,1.0,False,False
0,0,36,38259,69,69,1.0,False,False
0,0,37,89948,93,93,1.0,False,False
0,0,38,13005,91,91,1.0,False,False
0,0,39,52311,55,55,1.0,False,False
0,0,40,57613,90,90,1.0,False,False
0,0,41,142682,0,0,1.0,False,False
0,0,42,34391,0,0,1.0,False,False
0,0,43,125118,85,85,1.0,False,False
0,0,44,53873,89,89,1.0,False,False
0,0,45,104654,65,65,1.0,False,False
0,0,46,110175,0,0,1.0,False,False
0,0,47,80451,71,71,1.0,False,False
0,0,48,6569,63,63,1.0,False,False
0,0,49,48307,10,10,1.0,False,False
0,0,50,130256,97,97,1.0,False,False
0,0,51,28380,20,20,1.0,False,False
0,0,52,16268,0,0,1.0,False,False
0,0,53,77367,0,0,1.0,False,False
0,0,54,152268,96,96,1.0,False,False
0,0,55,64705,88,88,1.0,False,False
0,0,56,89269,67,67,1.0,False,False
0,0,57,72760,96,96,1.0,False,False
0,0,58,27896,66,66,1.0,False,False
0,0,59,115382,10,10,1.0,False,False
0,0,60,155375,20,20,1.0,False,False
0,0,61,73660,88,88,1.0,False,False
0,0,62,103018,91,91,1.0,False,False
0,0,63,3455,15,15,1.0,False,False
0,0,64,62526,69,69,1.0,False,False
0,0,65,120188,88,88,1.0,False,False
0,0,66,139951,70,70,1.0,False,False
0,0,67,43295,98,98,1.0,False,False
0,0,68,130256,98,98,1.0,False,False
0,0,69,114366,80,80,1.0,False,False
0,0,70,150514,68,68,1.0,False,False
0,0,71,89338,89,89,1.0,False,False
0,0,72,39661,82,82,1.0,False,False
0,0,73,108379,0,0,1.0,False,False
0,0,74,96299,0,0,1.0,False,False
0,0,75,116934,88,88,1.0,False,False
0,0,76,39516,68,68,1.0,False,False
0,0,77,27167,0,0,1.0,False,False
0,0,78,47981,77,77,1.0,False,False
0,0,79,35009,20,20,1.0,False,False
0,1,0,27120,64,64,0.20754716981132076,True,True
0,1,1,69511,23,24,0.3055555555555556,True,True
0,1,2,33965,10,10,0.1111111111111111,True,True
0,1,3,368,0,0,1.0,False,False
0,1,4,147678,94,94,0.06818181818181818,True,True
0,1,5,140115,97,93,0.04395604395604396,True,True
0,1,6,81625,79,81,0.1347517730496454,True,True
0,1,7,104910,93,94,0.0625,True,True
0,1,8,27017,0,0,1.0,False,False
0,1,9,156826,83,82,0.1702127659574468,True,True
0,1,10,100596,0,0,1.0,False,False
0,1,11,38329,86,78,0.044585987261146494,True,True
0,1,12,22383,90,95,0.03932584269662921,True,True
0,1,13,2459,84,91,0.12179487179487179,True,True
0,1,14,82162,49,50,0.11235955056179775,True,True
0,1,15,102655,39,39,0.14705882352941177,True,True
0,1,16,56965,91,82,0.07453416149068323,True,True
0,1,17,3112,97,97,0.060109289617486336,True,True
0,1,18,62460,84,77,0.29838709677419356,True,True
0,1,19,52116,85,79,0.11564625850340136,True,True
0,1,20,93227,8,8,1.0,False,False
0,1,21,7161,49,48,0.19753086419753085,True,True
0,1,22,92469,20,21,0.41379310344827586,True,True
0,1,23,155617,20,20,0.08108108108108109,True,True
0,1,24,54234,89,90,0.09815950920245399,True,True
0,1,25,9513,30,29,0.2826086956521739,True,True
0,1,26,88798,0,0,1.0,False,False
0,1,27,141590,0,0,1.0,False,False
0,1,28,69019,83,86,0.19014084507042253,True,True
0,1,29,42095,97,97,0.04864864864864865,True,True
0,1,30,98903,37,39,0.11764705882352941,True,True
0,1,31,39266,75,74,0.25210084033613445,True,True
0,1,32,109716,93,88,0.12422360248447205,True,True
0,1,33,94412,0,0,1.0,False,False
0,1,34,78459,88,90,0.028901734104046242,True,True
0,1,35,122131,71,68,0.27522935779816515,True,True
0,1,36,38259,69,76,0.1328125,True,True
0,1,37,89948,93,96,0.02717391304347826,True,True
0,1,38,13005,91,88,0.0783132530120482,True,True
0,1,39,52311,55,49,0.3333333333333333,True,True
0,1,40,57613,90,89,0.09146341463414634,True,True
0,1,41,142682,0,0,1.0,False,False
0,1,42,34391,0,0,1.0,False,False
0,1,43,125118,85,80,0.20437956204379562,True,True
0,1,44,53873,89,90,0.09815950920245399,True,True
0,1,45,104654,65,88,0.15037593984962405,True,True
