first,second,normalized_sliced_w1,within_graph_reference,ratio_to_reference
ukr_rus_twitter,covid19_twitter,0.04050387814640999,0.010432353243231773,3.8825255627427877
ukr_rus_twitter,midterm,0.12191866338253021,0.010306303389370441,11.829524008411477
ukr_rus_twitter,covid_political,0.1990646868944168,0.010383814107626677,19.170671280431367
ukr_rus_twitter,ukr_rus_suspended,0.08964327722787857,0.010864418931305408,8.25108805125094
ukr_rus_twitter,twibot20,0.0875847116112709,0.010296945460140705,8.505892543600408
ukr_rus_twitter,cp_hk_twitter,0.1285838484764099,0.010296560823917389,12.488038547563244
ukr_rus_twitter,facebook_page_reference,0.21358658373355865,0.010641999542713165,20.07015531961816
covid19_twitter,midterm,0.12295331060886383,0.01019271556288004,12.062860956959964
covid19_twitter,covid_political,0.20222601294517517,0.010270226281136274,19.690511913706477
covid19_twitter,ukr_rus_suspended,0.11321774870157242,0.010750831104815006,10.531069421308763
covid19_twitter,twibot20,0.08954319357872009,0.010183357633650303,8.793091316250145
covid19_twitter,cp_hk_twitter,0.1214086189866066,0.010182972997426987,11.92270852699736
covid19_twitter,facebook_page_reference,0.2185150384902954,0.010528411716222763,20.75479610600669
midterm,covid_political,0.1127852126955986,0.010144176427274942,11.118222706808384
midterm,ukr_rus_suspended,0.11143814772367477,0.010624781250953674,10.488512195361402
midterm,twibot20,0.10722309350967407,0.010057307779788971,10.661212310231585
midterm,cp_hk_twitter,0.16265934705734253,0.010056923143565655,16.173867964916365
midterm,facebook_page_reference,0.26037827134132385,0.010402361862361431,25.03068772135712
covid_political,ukr_rus_suspended,0.1743191033601761,0.01070229196920991,16.288016049429935
covid_political,twibot20,0.14758622646331787,0.010134818498045206,14.562295959398202
covid_political,cp_hk_twitter,0.24766281247138977,0.01013443386182189,24.437755068329675
covid_political,facebook_page_reference,0.3002358078956604,0.010479872580617666,28.648803273709746
ukr_rus_suspended,twibot20,0.12361034005880356,0.010615423321723938,11.644409865958066
ukr_rus_suspended,cp_hk_twitter,0.14833426475524902,0.010615038685500622,13.973973072548755
ukr_rus_suspended,facebook_page_reference,0.21811838448047638,0.010960477404296398,19.900445613343095
twibot20,cp_hk_twitter,0.1738033890724182,0.010047565214335918,17.29806031260535
twibot20,facebook_page_reference,0.2325122356414795,0.010393003933131695,22.371995347779805
cp_hk_twitter,facebook_page_reference,0.25090885162353516,0.010392619296908379,24.142984983407995
