first,second,target,roc_auc,checkpoint_step
ukr_rus_twitter,covid19_twitter,ukr_rus_twitter,0.9907414285714286,48000
ukr_rus_twitter,covid19_twitter,covid19_twitter,0.9814497959183672,48000
ukr_rus_twitter,covid19_twitter,midterm,0.9532927551020408,48000
ukr_rus_twitter,covid19_twitter,covid_political,0.9715866326530612,48000
ukr_rus_twitter,covid19_twitter,ukr_rus_suspended,0.9493495918367348,48000
ukr_rus_twitter,covid19_twitter,twibot20,0.9555847959183672,48000
ukr_rus_twitter,covid19_twitter,cp_hk_twitter,0.9727970408163266,48000
ukr_rus_twitter,covid19_twitter,facebook_page_reference,0.9003758163265305,48000
ukr_rus_twitter,midterm,ukr_rus_twitter,0.988801530612245,44000
ukr_rus_twitter,midterm,covid19_twitter,0.9609989795918366,44000
ukr_rus_twitter,midterm,midterm,0.9837723469387756,44000
ukr_rus_twitter,midterm,covid_political,0.9615553571428572,44000
ukr_rus_twitter,midterm,ukr_rus_suspended,0.9435709693877552,44000
ukr_rus_twitter,midterm,twibot20,0.9386920408163266,44000
ukr_rus_twitter,midterm,cp_hk_twitter,0.9656141836734694,44000
ukr_rus_twitter,midterm,facebook_page_reference,0.8858143877551019,44000
ukr_rus_twitter,covid_political,ukr_rus_twitter,0.9897172448979592,34000
ukr_rus_twitter,covid_political,covid19_twitter,0.9584324489795918,34000
ukr_rus_twitter,covid_political,midterm,0.9421055102040816,34000
ukr_rus_twitter,covid_political,covid_political,0.987354387755102,34000
ukr_rus_twitter,covid_political,ukr_rus_suspended,0.9466395408163264,34000
ukr_rus_twitter,covid_political,twibot20,0.940819081632653,34000
ukr_rus_twitter,covid_political,cp_hk_twitter,0.9680404081632652,34000
ukr_rus_twitter,covid_political,facebook_page_reference,0.8879113265306122,34000
ukr_rus_twitter,ukr_rus_suspended,ukr_rus_twitter,0.9866147959183672,32000
ukr_rus_twitter,ukr_rus_suspended,covid19_twitter,0.958638469387755,32000
ukr_rus_twitter,ukr_rus_suspended,midterm,0.9399217346938774,32000
ukr_rus_twitter,ukr_rus_suspended,covid_political,0.9539402040816328,32000
ukr_rus_twitter,ukr_rus_suspended,ukr_rus_suspended,0.971925255102041,32000
ukr_rus_twitter,ukr_rus_suspended,twibot20,0.932972448979592,32000
ukr_rus_twitter,ukr_rus_suspended,cp_hk_twitter,0.9622666326530612,32000
ukr_rus_twitter,ukr_rus_suspended,facebook_page_reference,0.879553163265306,32000
ukr_rus_twitter,twibot20,ukr_rus_twitter,0.989972448979592,38000
ukr_rus_twitter,twibot20,covid19_twitter,0.9676658673469388,38000
ukr_rus_twitter,twibot20,midterm,0.9457905102040816,38000
ukr_rus_twitter,twibot20,covid_political,0.9763181632653062,38000
ukr_rus_twitter,twibot20,ukr_rus_suspended,0.9443050510204082,38000
ukr_rus_twitter,twibot20,twibot20,0.976306836734694,38000
ukr_rus_twitter,twibot20,cp_hk_twitter,0.9684244897959184,38000
ukr_rus_twitter,twibot20,facebook_page_reference,0.9016933673469386,38000
ukr_rus_twitter,cp_hk_twitter,ukr_rus_twitter,0.9900752040816326,36000
ukr_rus_twitter,cp_hk_twitter,covid19_twitter,0.9643161224489796,36000
ukr_rus_twitter,cp_hk_twitter,midterm,0.9445629081632652,36000
ukr_rus_twitter,cp_hk_twitter,covid_political,0.9651588775510204,36000
ukr_rus_twitter,cp_hk_twitter,ukr_rus_suspended,0.9509790816326532,36000
ukr_rus_twitter,cp_hk_twitter,twibot20,0.9450455102040816,36000
ukr_rus_twitter,cp_hk_twitter,cp_hk_twitter,0.9973761224489796,36000
ukr_rus_twitter,cp_hk_twitter,facebook_page_reference,0.8905944387755103,36000
ukr_rus_twitter,facebook_page_reference,ukr_rus_twitter,0.98448,16000
ukr_rus_twitter,facebook_page_reference,covid19_twitter,0.9578359183673468,16000
ukr_rus_twitter,facebook_page_reference,midterm,0.923135612244898,16000
ukr_rus_twitter,facebook_page_reference,covid_political,0.9457877040816328,16000
ukr_rus_twitter,facebook_page_reference,ukr_rus_suspended,0.9390440816326532,16000
ukr_rus_twitter,facebook_page_reference,twibot20,0.9316463265306122,16000
ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,0.951674693877551,16000
ukr_rus_twitter,facebook_page_reference,facebook_page_reference,0.9569691836734696,16000
covid19_twitter,midterm,ukr_rus_twitter,0.9788295918367348,34000
covid19_twitter,midterm,covid19_twitter,0.9775768367346938,34000
covid19_twitter,midterm,midterm,0.9835558163265308,34000
covid19_twitter,midterm,covid_political,0.9774898979591836,34000
covid19_twitter,midterm,ukr_rus_suspended,0.9354380612244898,34000
covid19_twitter,midterm,twibot20,0.950195306122449,34000
covid19_twitter,midterm,cp_hk_twitter,0.9738935714285716,34000
covid19_twitter,midterm,facebook_page_reference,0.8821074489795918,34000
covid19_twitter,covid_political,ukr_rus_twitter,0.978162448979592,28000
covid19_twitter,covid_political,covid19_twitter,0.978390612244898,28000
covid19_twitter,covid_political,midterm,0.9462472448979592,28000
covid19_twitter,covid_political,covid_political,0.9886821428571428,28000
covid19_twitter,covid_political,ukr_rus_suspended,0.924193775510204,28000
covid19_twitter,covid_political,twibot20,0.9454660204081632,28000
covid19_twitter,covid_political,cp_hk_twitter,0.970534081632653,28000
covid19_twitter,covid_political,facebook_page_reference,0.8776994897959183,28000
covid19_twitter,ukr_rus_suspended,ukr_rus_twitter,0.9744313265306124,24000
covid19_twitter,ukr_rus_suspended,covid19_twitter,0.9752725510204082,24000
covid19_twitter,ukr_rus_suspended,midterm,0.9400465306122447,24000
covid19_twitter,ukr_rus_suspended,covid_political,0.9688332653061223,24000
covid19_twitter,ukr_rus_suspended,ukr_rus_suspended,0.973586836734694,24000
covid19_twitter,ukr_rus_suspended,twibot20,0.940615,24000
covid19_twitter,ukr_rus_suspended,cp_hk_twitter,0.9672709693877553,24000
covid19_twitter,ukr_rus_suspended,facebook_page_reference,0.8776857653061225,24000
covid19_twitter,twibot20,ukr_rus_twitter,0.9787875510204082,46000
covid19_twitter,twibot20,covid19_twitter,0.9784903061224492,46000
covid19_twitter,twibot20,midterm,0.9419830612244896,46000
covid19_twitter,twibot20,covid_political,0.9708427551020408,46000
covid19_twitter,twibot20,ukr_rus_suspended,0.9289453061224492,46000
covid19_twitter,twibot20,twibot20,0.9751008673469388,46000
covid19_twitter,twibot20,cp_hk_twitter,0.9628030612244896,46000
covid19_twitter,twibot20,facebook_page_reference,0.895486224489796,46000
covid19_twitter,cp_hk_twitter,ukr_rus_twitter,0.9816823469387754,58000
covid19_twitter,cp_hk_twitter,covid19_twitter,0.981721836734694,58000
covid19_twitter,cp_hk_twitter,midterm,0.9485167346938777,58000
covid19_twitter,cp_hk_twitter,covid_political,0.9739060204081632,58000
covid19_twitter,cp_hk_twitter,ukr_rus_suspended,0.9352633673469388,58000
covid19_twitter,cp_hk_twitter,twibot20,0.9493264285714283,58000
covid19_twitter,cp_hk_twitter,cp_hk_twitter,0.997995,58000
covid19_twitter,cp_hk_twitter,facebook_page_reference,0.8956368367346937,58000
covid19_twitter,facebook_page_reference,ukr_rus_twitter,0.9778801020408162,16000
covid19_twitter,facebook_page_reference,covid19_twitter,0.9730329591836736,16000
covid19_twitter,facebook_page_reference,midterm,0.9373360714285714,16000
covid19_twitter,facebook_page_reference,covid_political,0.9643323469387756,16000
covid19_twitter,facebook_page_reference,ukr_rus_suspended,0.9273747959183672,16000
covid19_twitter,facebook_page_reference,twibot20,0.942839030612245,16000
covid19_twitter,facebook_page_reference,cp_hk_twitter,0.957750612244898,16000
covid19_twitter,facebook_page_reference,facebook_page_reference,0.9580124489795918,16000
midterm,covid_political,ukr_rus_twitter,0.9490405102040816,18000
midterm,covid_political,covid19_twitter,0.9266292857142856,18000
midterm,covid_political,midterm,0.9805523469387756,18000
midterm,covid_political,covid_political,0.9874341836734694,18000
midterm,covid_political,ukr_rus_suspended,0.9028288775510204,18000
