source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step,decoder_bias
ukr_rus_suspended,ukr_rus_suspended,0.963559081632653,0.1535060936104888,0.313362141412509,0.15196283472547828,0.9054337796540095,28000,-7.02460241317749
ukr_rus_suspended,twibot20,0.6660830612244898,0.6322351538159608,1.7401846032592103,0.42566686372466433,0.293716421143322,28000,-7.02460241317749
ukr_rus_suspended,cp_hk_twitter,0.6400315816326532,0.6845273086962098,1.8930692911184273,0.43369870551215756,0.27092124076886426,28000,-7.02460241317749
ukr_rus_suspended,facebook_page_reference,0.7153502551020409,0.6027601283944044,1.5801553742757648,0.40903578041716737,0.34285086155320527,28000,-7.02460241317749
twibot20,ukr_rus_twitter,0.7637388775510203,0.4645420938090439,1.2720091641509053,0.3744723513976011,0.4942907467860389,54000,-8.067353248596191
twibot20,covid19_twitter,0.8082148979591837,0.40917156668812815,1.0988802606843986,0.34398516969555437,0.5673454596135765,54000,-8.067353248596191
twibot20,midterm,0.7779809693877551,0.4448890374905515,1.1026556904887501,0.3781964707791788,0.43376488597535134,54000,-8.067353248596191
twibot20,covid_political,0.8807973469387755,0.3018453239941245,0.5176908062372014,0.2686343213845398,0.7467027907479491,54000,-8.067353248596191
twibot20,election2020,0.7278367346938776,0.5594690525787878,0.9006598685652432,0.4009559315957212,0.38403407362116576,54000,-8.067353248596191
twibot20,ukr_rus_suspended,0.6836151530612244,0.5424983316411779,1.4444380132808792,0.41783764930389655,0.32897142335255114,54000,-8.067353248596191
twibot20,twibot20,0.9617684693877551,0.1685879253619981,0.34724833545457257,0.16847657486797377,0.8801153848058682,54000,-8.067353248596191
twibot20,cp_hk_twitter,0.7754404591836734,0.4231913662278851,1.0685330769299077,0.36771648265097884,0.5021633781851791,54000,-8.067353248596191
twibot20,facebook_page_reference,0.7771513775510204,0.45743596654616153,1.1658730149031145,0.37744285566674174,0.4442951564613393,54000,-8.067353248596191
cp_hk_twitter,ukr_rus_twitter,0.7568080102040816,0.662838773141541,1.9378287328639106,0.38402432035485207,0.44743171554482264,32000,-8.848897933959961
cp_hk_twitter,covid19_twitter,0.7686945918367347,0.6665039682620022,1.9527574316535126,0.3776432353034339,0.46888198672394926,32000,-8.848897933959961
cp_hk_twitter,midterm,0.6699761224489796,0.7468237128326717,2.201459067344283,0.42290911733110087,0.305301025225563,32000,-8.848897933959961
cp_hk_twitter,covid_political,0.6652954081632654,0.6005052663917244,1.694818782720509,0.4228592268288727,0.3208432307578796,32000,-8.848897933959961
cp_hk_twitter,election2020,0.5802769897959184,0.6405751586497456,1.768201259624212,0.4451695360611834,0.21020564957390206,32000,-8.848897933959961
cp_hk_twitter,ukr_rus_suspended,0.6672839795918367,0.7178677011265567,2.073261230700132,0.4241711282827997,0.30665850413245516,32000,-8.848897933959961
cp_hk_twitter,twibot20,0.7027373469387754,0.6690704150933119,1.9202512836334686,0.4150706798350438,0.33200277408478457,32000,-8.848897933959961
cp_hk_twitter,cp_hk_twitter,0.995896836734694,0.0395633079507379,0.07318959669605926,0.03954215633133033,0.9896977962347142,32000,-8.848897933959961
cp_hk_twitter,facebook_page_reference,0.6928644387755102,0.6557589793970741,1.7830521437088678,0.41920529585316324,0.31228569551894436,32000,-8.848897933959961
facebook_page_reference,ukr_rus_twitter,0.7366941836734694,0.4523572022254681,0.9526929670966634,0.3977341727099733,0.39329216030976033,8000,-4.479189872741699
facebook_page_reference,covid19_twitter,0.7502279591836735,0.4261602121143452,0.903990112001439,0.38917216562114837,0.42475614094106384,8000,-4.479189872741699
facebook_page_reference,midterm,0.6786239795918367,0.5609148361174906,0.8970058174664632,0.42284260299401877,0.2888877871509587,8000,-4.479189872741699
facebook_page_reference,covid_political,0.6710808163265306,0.6914947191195758,0.7872933390417712,0.42290590300203607,0.31285553155005985,8000,-4.479189872741699
facebook_page_reference,election2020,0.5687533673469388,1.000598722309254,0.9669307231575489,0.44695012962546943,0.19827206260298108,8000,-4.479189872741699
facebook_page_reference,ukr_rus_suspended,0.6962033163265307,0.5125086294534174,0.9629541906015862,0.41551482426995684,0.3197357680686414,8000,-4.479189872741699
facebook_page_reference,twibot20,0.7588477040816327,0.4382383273580385,0.8088759980657947,0.38703591618358746,0.4118403783711443,8000,-4.479189872741699
facebook_page_reference,cp_hk_twitter,0.6559134693877552,0.5419867643075618,0.9554784108529257,0.4184520525986757,0.3704306552715071,8000,-4.479189872741699
facebook_page_reference,facebook_page_reference,0.943714081632653,0.20172188905162597,0.4204307343142285,0.2022055349674859,0.8398854369433963,8000,-4.479189872741699
