source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step,decoder_bias
ukr_rus_twitter,ukr_rus_twitter,0.9733557142857142,0.13247866213434725,0.27390081382346365,0.1326714255620659,0.9257075291130835,38000,-7.504378795623779
ukr_rus_twitter,covid19_twitter,0.8452343367346938,0.38850691700823003,1.0880442494922318,0.30846900304729474,0.6599450179683088,38000,-7.504378795623779
ukr_rus_twitter,midterm,0.7843109693877551,0.4406622431964419,0.9207906850564307,0.36552438845431173,0.5030156822790786,38000,-7.504378795623779
ukr_rus_twitter,covid_political,0.8112939795918368,0.46115548666782163,0.6389667955124207,0.3517575499549166,0.523277837141304,38000,-7.504378795623779
ukr_rus_twitter,election2020,0.6394090816326531,0.7710902318883935,0.925666651952776,0.4336318488349314,0.26078116771722226,38000,-7.504378795623779
ukr_rus_twitter,ukr_rus_suspended,0.8424707142857143,0.3637503285360013,0.680667254214246,0.32387647909621836,0.6031785554154524,38000,-7.504378795623779
ukr_rus_twitter,twibot20,0.8125581122448982,0.40276015548791466,0.9665914934444029,0.3474153593493963,0.5449852857526004,38000,-7.504378795623779
ukr_rus_twitter,cp_hk_twitter,0.7932773979591837,0.44624785960872293,1.20402337546892,0.3639111780767528,0.4961985802300936,38000,-7.504378795623779
ukr_rus_twitter,facebook_page_reference,0.8065728571428572,0.4256668151277853,1.0781857962728527,0.3566527120264225,0.5102098010433792,38000,-7.504378795623779
covid19_twitter,ukr_rus_twitter,0.8608251530612244,0.31435238557833756,0.7207843889899965,0.30511744711174826,0.658237660151008,20000,-5.834874153137207
covid19_twitter,covid19_twitter,0.9471813265306123,0.1845909387238445,0.3823531954542942,0.18424473424597057,0.8648117644408208,20000,-5.834874153137207
covid19_twitter,midterm,0.7786332653061225,0.4590454576219722,0.8033154560954264,0.3771959420216755,0.4371860507393389,20000,-5.834874153137207
covid19_twitter,covid_political,0.8666073469387757,0.5736919243327913,0.5010421792426718,0.2987495099795721,0.6662998547409044,20000,-5.834874153137207
covid19_twitter,election2020,0.6832960204081632,0.9177996234426361,0.8542863135017403,0.41945693505393,0.3217158565184062,20000,-5.834874153137207
covid19_twitter,ukr_rus_suspended,0.716064693877551,0.4904648319169977,0.9331356792624177,0.4045597218033988,0.3755297806242001,20000,-5.834874153137207
covid19_twitter,twibot20,0.8549805102040817,0.3488034412432149,0.6023382422077366,0.31085690289145623,0.6364425614918092,20000,-5.834874153137207
covid19_twitter,cp_hk_twitter,0.8349636734693877,0.35280246165771384,0.7167445583121389,0.33248438545827547,0.5764700209317725,20000,-5.834874153137207
covid19_twitter,facebook_page_reference,0.7856273979591837,0.4253740544479447,0.9213190409885523,0.3727031733774217,0.45841962185673985,20000,-5.834874153137207
midterm,ukr_rus_twitter,0.7227694897959184,0.5920666961896321,1.665899935338042,0.40207319173427775,0.38585000944713094,46000,-9.006141662597656
midterm,covid19_twitter,0.7327046428571428,0.5735366744301786,1.615948545816614,0.3968225461155604,0.41165273804301356,46000,-9.006141662597656
midterm,midterm,0.9735863265306123,0.12642763939809246,0.2762366448319144,0.1266845230850346,0.9307366034715296,46000,-9.006141662597656
midterm,covid_political,0.7164218367346938,0.5211149591968838,1.4044374398530775,0.4018557220270482,0.38665336581448345,46000,-9.006141662597656
midterm,election2020,0.6301794387755102,0.5989495617227324,1.4873459578060193,0.43633350788181935,0.24868926745736067,46000,-9.006141662597656
midterm,ukr_rus_suspended,0.6937017346938775,0.6072182022343748,1.7230703620595653,0.4129571256462283,0.3529268997985507,46000,-9.006141662597656
midterm,twibot20,0.729220612244898,0.5525168094682484,1.4948093988795998,0.4004829428456198,0.38667136364174637,46000,-9.006141662597656
midterm,cp_hk_twitter,0.691141836734694,0.6186211746246734,1.7629074680200374,0.41559400191063256,0.32602179723562885,46000,-9.006141662597656
midterm,facebook_page_reference,0.6821120408163266,0.5781170423290548,1.3600954739574398,0.42096427677233916,0.30767860286055465,46000,-9.006141662597656
covid_political,ukr_rus_twitter,0.6319737755102042,0.7464276172405492,2.1944572099127333,0.429017143553407,0.3323488624472485,16000,-6.717390060424805
covid_political,covid19_twitter,0.6358093877551021,0.7288259218032414,2.1406766739406105,0.42458385747005756,0.3490189048248581,16000,-6.717390060424805
covid_political,midterm,0.6355602040816327,0.7556230253324125,2.222624734885974,0.4316888947737057,0.2977863348738847,16000,-6.717390060424805
covid_political,covid_political,0.9822977551020406,0.09242409953753733,0.19766125014840427,0.09217561286251548,0.9610377619084147,16000,-6.717390060424805
covid_political,election2020,0.6987364285714285,0.6365694551615769,1.8079586220299826,0.4096343466693849,0.37312537647876953,16000,-6.717390060424805
covid_political,ukr_rus_suspended,0.6196104081632654,0.7757768423507759,2.2785034537520303,0.4359847882309924,0.2746105618460756,16000,-6.717390060424805
covid_political,twibot20,0.6864180102040817,0.6793732964169312,1.9486982020819374,0.40793619941721826,0.4024096397077259,16000,-6.717390060424805
covid_political,cp_hk_twitter,0.5592583163265306,0.8214343212446985,2.433251506424491,0.4465801368335797,0.22843805088470082,16000,-6.717390060424805
covid_political,facebook_page_reference,0.6553683163265306,0.6983450695818763,1.9477211791445406,0.4286130351658795,0.2892499775904219,16000,-6.717390060424805
election2020,ukr_rus_twitter,0.5986854081632653,0.6788601857647169,1.8616103126750494,0.4387492201375009,0.2642861371525716,38000,-8.142045021057129
election2020,covid19_twitter,0.5982544897959183,0.6831210453920938,1.8982882978785687,0.43837935985721477,0.26424395952111657,38000,-8.142045021057129
election2020,midterm,0.5979842857142856,0.6923431664234043,1.9386705228954701,0.4412330373084121,0.242639184383455,38000,-8.142045021057129
election2020,covid_political,0.793882142857143,0.4541099151295428,1.1801946159869818,0.34727014419789093,0.5720426073664245,38000,-8.142045021057129
election2020,election2020,0.9805468367346939,0.12005041856518192,0.2561320520526988,0.11994745175063984,0.9356711635298115,38000,-8.142045021057129
election2020,ukr_rus_suspended,0.5795586734693877,0.7131688502984497,1.9963942246119297,0.4448054189227471,0.218904128834888,38000,-8.142045021057129
election2020,twibot20,0.6447151530612245,0.6377022874034434,1.7011568965840713,0.4265076665883394,0.3195673817882195,38000,-8.142045021057129
election2020,cp_hk_twitter,0.5475925,0.7202874492486923,2.0057739388906404,0.44875352884323166,0.19075778435130972,38000,-8.142045021057129
election2020,facebook_page_reference,0.5681065306122448,0.7716183269345538,1.8730164766506683,0.44560450006531793,0.21740748059448328,38000,-8.142045021057129
ukr_rus_suspended,ukr_rus_twitter,0.7356826530612245,0.5716126045627596,1.5999282595929565,0.3942877301044721,0.4190700846187113,28000,-7.02460241317749
ukr_rus_suspended,covid19_twitter,0.7129232142857143,0.6227708928719966,1.7606973960901797,0.4083563831254074,0.35014307413887613,28000,-7.02460241317749
ukr_rus_suspended,midterm,0.6808863265306122,0.6036680532568824,1.6488545842563636,0.41906462751097706,0.3245638657620126,28000,-7.02460241317749
ukr_rus_suspended,covid_political,0.605292806122449,0.6333556771413055,1.6313020581373894,0.438560168852819,0.2552827854635053,28000,-7.02460241317749
ukr_rus_suspended,election2020,0.5862927040816327,0.6605835930147033,1.5583983987685892,0.44385226859499377,0.22047602950992606,28000,-7.02460241317749
