baseline,dataset,roc_auc,accuracy,f1
raw_cosine_prototype,covid_political,0.8228242662217882,0.7350260416666666,0.5855397148676171
raw_cosine_prototype,election2020,0.83538818359375,0.77734375,0.7832699619771863
raw_cosine_prototype,ukr_rus_suspended,0.51190185546875,0.5234375,0.5158730158730159
raw_cosine_prototype,twibot20,0.5608620113796658,0.5426432291666666,0.5339966832504146
raw_logistic,covid_political,0.8241633662471066,0.732421875,0.5869346733668341
raw_logistic,election2020,0.8369140625,0.76953125,0.7756653992395437
raw_logistic,ukr_rus_suspended,0.51654052734375,0.515625,0.504
raw_logistic,twibot20,0.5542441474066839,0.5403645833333334,0.5327597617471873
