dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
midterm,sat_covid_s000100,followers_count,log1p,10,12,500,10.0,frozen_emb,0.22256051491310586,1716.3469941764845,-645551.2024863253,6000,333430
midterm,sat_covid_s000100,followers_count,log1p,10,12,500,100.0,frozen_emb,0.22001472427612873,773.0171234593037,-130947.16235480616,6000,333430
midterm,sat_covid_s000100,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.11754508381389386,104.07958047403068,-2372.8443838997187,6000,333430
midterm,sat_covid_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1344603310008572,34.18517096577029,-255.09240110134976,6000,333430
midterm,sat_covid_s000500,followers_count,log1p,10,12,500,10.0,frozen_emb,0.14927834449459088,23.011424758214034,-115.04012755699002,6000,333430
midterm,sat_covid_s000500,followers_count,log1p,10,12,500,100.0,frozen_emb,0.15697443507269934,7.747150807845288,-12.152405796719073,6000,333430
midterm,sat_covid_s000500,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.11172480182637623,2.586204556656924,-0.4657061993307985,6000,333430
midterm,__features_only__,account_age_days,log1p,10,12,500,1.0,raw_x,0.039823129990235316,1.476818961115871,-0.25184462954907927,6000,333430
midterm,__features_only__,account_age_days,log1p,10,12,500,10.0,raw_x,0.03957116105965787,1.4754304163456595,-0.24949170046539715,6000,333430
midterm,__features_only__,account_age_days,log1p,10,12,500,100.0,raw_x,0.036849825770528595,1.4633272492513836,-0.22907626183647833,6000,333430
midterm,__features_only__,account_age_days,log1p,10,12,500,1000.0,raw_x,0.02008555709500125,1.4156052150651055,-0.15021815698616403,6000,333430
midterm,sat_all8_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.045858724175090945,95.11822085160314,-5192.060089702841,6000,333430
midterm,sat_all8_s001000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0531559949119558,84.42909123421884,-4090.477248668084,6000,333430
midterm,sat_all8_s001000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.07538234840991367,39.47397511842427,-893.3708526587372,6000,333430
midterm,sat_all8_s001000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.071541878744318,7.744606796954344,-33.42664150705117,6000,333430
midterm,sat_all8_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.05366165898200004,1050.3812849005278,-633270.3806008989,6000,333430
midterm,sat_all8_s002000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.05679252343281911,790.2975216446468,-358489.0871131935,6000,333430
midterm,sat_all8_s002000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.07109937548163905,259.3385503566376,-38602.80106852626,6000,333430
midterm,sat_all8_s002000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.06288696413521953,30.305258257904377,-526.1471828012269,6000,333430
midterm,sat_all8_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.06374721449320143,5.869877886440631,-18.776709954196846,6000,333430
midterm,sat_all8_s010000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.06922309551121175,5.217643716333834,-14.625889600709721,6000,333430
midterm,sat_all8_s010000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08642778680972951,3.0017840222573744,-4.171955677468412,6000,333430
midterm,sat_all8_s010000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.05415553638503988,1.4873701792851861,-0.26979628177382,6000,333430
midterm,sat_all8_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.08717594402561074,9.008065653446435,-45.5756577417064,6000,333430
midterm,sat_all8_s040000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.08893113874256861,8.059521222569387,-36.28330447833962,6000,333430
midterm,sat_all8_s040000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08805610402305199,4.27765756952994,-9.502868864350539,6000,333430
midterm,sat_all8_s040000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.038284409569176905,1.5919477707819147,-0.45463335376113,6000,333430
midterm,sat_ukr_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.03633630340224714,5.3377294036148495,-15.353436089071828,6000,333430
midterm,sat_ukr_s001000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.05364936237053659,3.9303108571941485,-7.866448856002632,6000,333430
midterm,sat_ukr_s001000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08031370052343284,2.001161753185447,-1.2985835747680397,6000,333430
midterm,sat_ukr_s001000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.056121795219156445,1.410729409124593,-0.14230834970567252,6000,333430
midterm,sat_ukr_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.06057807234684116,7.473016787372074,-31.05441289922136,6000,333430
midterm,sat_ukr_s002000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0689924373101583,5.494865618671364,-16.330458906863495,6000,333430
midterm,sat_ukr_s002000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08882907701742203,2.3160899005403586,-2.0789790703973505,6000,333430
midterm,sat_ukr_s002000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.06041559709218579,1.4196444476239651,-0.1567914966932693,6000,333430
midterm,sat_ukr_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.07005265825720325,5.3629475100171575,-15.508324753702663,6000,333430
midterm,sat_ukr_s010000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.07540232718826391,4.8342384135027645,-12.413806623347877,6000,333430
midterm,sat_ukr_s010000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08280361259477573,2.936632704137777,-3.949885730637539,6000,333430
midterm,sat_ukr_s010000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.047163731129149684,1.5034624042349514,-0.2974213977149367,6000,333430
midterm,sat_ukr_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.060504301650282984,16.842412062307417,-161.81877695446485,6000,333430
midterm,sat_ukr_s040000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.061814463354489424,15.152379837283299,-130.7824594125634,6000,333430
midterm,sat_ukr_s040000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.06782815252679832,7.856167859661583,-34.4256167317566,6000,333430
midterm,sat_ukr_s040000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.02942757834318186,1.959846392885101,-1.2046516565774938,6000,333430
midterm,sat_covid_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.06129141700616935,5.387050785979183,-15.657048521585768,6000,333430
midterm,sat_covid_s001000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.07677391169978584,3.956417934198436,-7.984630783231067,6000,333430
midterm,sat_covid_s001000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.09382323852162974,2.018151151251688,-1.3377781282058439,6000,333430
midterm,sat_covid_s001000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.07010344945310301,1.4121136382260457,-0.14455115007129082,6000,333430
midterm,sat_covid_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.061244057782590164,45.232444009274936,-1173.3458562744725,6000,333430
midterm,sat_covid_s002000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.07371901002892108,25.608988377337507,-375.4269919134793,6000,333430
midterm,sat_covid_s002000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.09853774079560222,5.471587287816707,-16.183933166103802,6000,333430
midterm,sat_covid_s002000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.0683057287904822,1.7005404415695904,-0.6598538126903581,6000,333430
midterm,sat_covid_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.07391320450670752,7.271929849912597,-29.352556248449737,6000,333430
midterm,sat_covid_s010000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.077797777534678,6.52569856084484,-23.442742274758963,6000,333430
midterm,sat_covid_s010000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.08519946724675695,4.376951766501897,-9.996119039195161,6000,333430
midterm,sat_covid_s010000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.0495338654748384,1.778561888741979,-0.8156572789378971,6000,333430
midterm,sat_covid_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.06970497671946344,6.83655114411352,-25.826872509107496,6000,333430
midterm,sat_covid_s040000,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0726245773031181,6.2365571277164955,-21.324704595680977,6000,333430
midterm,sat_covid_s040000,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.07827005221487664,3.6911194680473116,-6.820096549683403,6000,333430
midterm,sat_covid_s040000,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.038782919500127265,1.560475464328099,-0.3976865960437381,6000,333430
midterm,sat_all8_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.003116962700420751,404.3510720882591,-93844.42576763996,6000,333430
midterm,sat_all8_s000100,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0038229896373170504,422.4103768108434,-102414.3534067973,6000,333430
midterm,sat_all8_s000100,account_age_days,log1p,10,12,500,100.0,frozen_emb,-0.013617259390172307,178.58301723204525,-18304.273567873704,6000,333430
midterm,sat_all8_s000100,account_age_days,log1p,10,12,500,1000.0,frozen_emb,-0.01569504353303993,20.203299342961653,-233.28285534977476,6000,333430
midterm,sat_all8_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.01800164223801928,61.07229424777359,-2139.8408410664088,6000,333430
midterm,sat_all8_s000500,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.023098629245173224,46.9179412669799,-1262.495808901872,6000,333430
midterm,sat_all8_s000500,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.026915546298982945,14.810749627607649,-124.907033565805,6000,333430
midterm,sat_all8_s000500,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.01973395620432155,2.6368434946590034,-2.9908427767297394,6000,333430
midterm,sat_ukr_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,-0.008208994429654939,399.26283801121076,-91497.44009247988,6000,333430
midterm,sat_ukr_s000100,account_age_days,log1p,10,12,500,10.0,frozen_emb,-0.0020663839758743078,213.69420393275504,-26209.867613952458,6000,333430
midterm,sat_ukr_s000100,account_age_days,log1p,10,12,500,100.0,frozen_emb,-0.003668721132896829,45.65080851334611,-1195.1698687990581,6000,333430
midterm,sat_ukr_s000100,account_age_days,log1p,10,12,500,1000.0,frozen_emb,-0.01493662290019796,7.878760234253579,-34.62966013286586,6000,333430
midterm,sat_ukr_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.055980593020666165,67.66344682398478,-2626.871626040976,6000,333430
midterm,sat_ukr_s000500,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0657654724676968,41.1789643777248,-972.3000632120182,6000,333430
midterm,sat_ukr_s000500,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.07522044009971901,8.965101006216393,-45.13242507297374,6000,333430
midterm,sat_ukr_s000500,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.05899829616268729,1.7315369138321537,-0.7209150004837364,6000,333430
midterm,sat_covid_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.037604855549705794,1148.7770150804827,-757472.3996784674,6000,333430
midterm,sat_covid_s000100,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.03291752769317861,1064.927498966381,-650931.5582269664,6000,333430
midterm,sat_covid_s000100,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.01988749456983196,597.346771683457,-204807.9603413464,6000,333430
midterm,sat_covid_s000100,account_age_days,log1p,10,12,500,1000.0,frozen_emb,-0.010534724940738021,112.71997693570034,-7291.856928195255,6000,333430
midterm,sat_covid_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.057024694939471474,31.039942857330328,-552.0160518239423,6000,333430
midterm,sat_covid_s000500,account_age_days,log1p,10,12,500,10.0,frozen_emb,0.0628838346073521,17.074447833112856,-166.3359475222576,6000,333430
midterm,sat_covid_s000500,account_age_days,log1p,10,12,500,100.0,frozen_emb,0.07500088617676151,4.169645451561995,-8.979164170182543,6000,333430
midterm,sat_covid_s000500,account_age_days,log1p,10,12,500,1000.0,frozen_emb,0.060294980033174225,1.5049243529567682,-0.29994581833724343,6000,333430
