dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
midterm,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.25969095768960315,2.1561616384413265,-0.01878797345433103,6000,333430
midterm,__features_only__,followers_count,log1p,10,12,500,10.0,raw_x,0.2591797870817925,2.1548062576642755,-0.017507539181602416,6000,333430
midterm,__features_only__,followers_count,log1p,10,12,500,100.0,raw_x,0.2537735508239785,2.1438033978373023,-0.00714288611367464,6000,333430
midterm,__features_only__,followers_count,log1p,10,12,500,1000.0,raw_x,0.20758598804186623,2.1274192177733076,0.008192619499246878,6000,333430
midterm,sat_all8_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12398040769137836,136.24920278925495,-4067.0765758335897,6000,333430
midterm,sat_all8_s001000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.16109154262779732,114.00344835340097,-2847.1126031359154,6000,333430
midterm,sat_all8_s001000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.1582456816642716,45.1306821161599,-445.33914259502427,6000,333430
midterm,sat_all8_s001000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.08464194860801748,9.917530923815974,-20.554021228682753,6000,333430
midterm,sat_all8_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13321693807192006,946.0357513048714,-196125.4997462284,6000,333430
midterm,sat_all8_s002000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.1484818050045512,447.6250215136682,-43907.63026082113,6000,333430
midterm,sat_all8_s002000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.15466872536925363,253.05912529810638,-14032.473689457127,6000,333430
midterm,sat_all8_s002000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.0896374706918161,18.182550284312676,-71.44872956067684,6000,333430
midterm,sat_all8_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1876741216162761,8.150465600417927,-13.55747380162163,6000,333430
midterm,sat_all8_s010000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.1939808857944066,7.338814417489813,-10.802472320602945,6000,333430
midterm,sat_all8_s010000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.20084017051783348,4.310749063777483,-3.0721771694384996,6000,333430
midterm,sat_all8_s010000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.11093763072412026,2.3144205793427397,-0.17383145819521606,6000,333430
midterm,sat_all8_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.19199455250025338,8.606657197228905,-15.232678618155777,6000,333430
midterm,sat_all8_s040000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.19446879476685935,7.906678072841679,-12.699644343810919,6000,333430
midterm,sat_all8_s040000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.20227518732567382,4.859212472470675,-4.1743161227584755,6000,333430
midterm,sat_all8_s040000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.10869928804580768,2.3589031492837056,-0.21938654895654253,6000,333430
midterm,sat_ukr_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1649579958303716,10.507917356416817,-23.19660732131258,6000,333430
midterm,sat_ukr_s001000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.19403945543338164,7.1979099413598595,-10.353610646620925,6000,333430
midterm,sat_ukr_s001000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.2230113409744248,3.2032121736851207,-1.2484984486543,6000,333430
midterm,sat_ukr_s001000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.1563124548824284,2.201215800951327,-0.06180905074147791,6000,333430
midterm,sat_ukr_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17157067429613343,12.269431470115302,-31.989068910518895,6000,333430
midterm,sat_ukr_s002000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.1903621459082048,8.658342799849036,-15.428228404804578,6000,333430
midterm,sat_ukr_s002000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.21690031029800913,3.4217712462896355,-1.5658019135468493,6000,333430
midterm,sat_ukr_s002000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.14821958056353085,2.211403169896043,-0.07166003538852994,6000,333430
midterm,sat_ukr_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17506566283000427,7.010477652197329,-9.770017229025733,6000,333430
midterm,sat_ukr_s010000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.18189968506484,6.423699740989785,-8.042565123749561,6000,333430
midterm,sat_ukr_s010000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.1893235715068484,4.210049815297603,-2.8841469193903744,6000,333430
midterm,sat_ukr_s010000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.11434629184554275,2.3264036546031996,-0.18601811516764166,6000,333430
midterm,sat_ukr_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18244848443287526,21.21785332170131,-97.65612771543555,6000,333430
midterm,sat_ukr_s040000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.18696016419468808,19.0053521231785,-78.15402805584213,6000,333430
midterm,sat_ukr_s040000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.19269536393996917,9.502855432841319,-18.789254071474964,6000,333430
midterm,sat_ukr_s040000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.10747272597034502,2.749764004946658,-0.65696000190741,6000,333430
midterm,sat_covid_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.15408276417319314,7.808066190411642,-12.360052112364926,6000,333430
midterm,sat_covid_s001000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.17979247895432907,5.880451634859976,-6.57778962771914,6000,333430
midterm,sat_covid_s001000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.19998213682493662,2.7756055370966455,-0.6882496564638638,6000,333430
midterm,sat_covid_s001000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.13253447682333777,2.2047664572173535,-0.06523730129297545,6000,333430
midterm,sat_covid_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1417974943626241,31.797335036158245,-220.56574903840126,6000,333430
midterm,sat_covid_s002000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.16218455054524183,26.827037727760043,-156.71268288162443,6000,333430
midterm,sat_covid_s002000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.18726300058466752,18.360388802448742,-72.87286234581023,6000,333430
midterm,sat_covid_s002000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.12348139496508999,5.933921319328787,-6.7162225788623635,6000,333430
midterm,sat_covid_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1999817091292745,8.601793812803454,-15.214338524079213,6000,333430
midterm,sat_covid_s010000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.20690440147767292,7.557180129834946,-11.51528453181521,6000,333430
midterm,sat_covid_s010000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.22127148790980006,4.175848339774902,-2.8212954252933655,6000,333430
midterm,sat_covid_s010000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.13288173075644447,2.313322946875264,-0.17271832430249812,6000,333430
midterm,sat_covid_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1903392741486425,8.32775834301966,-14.197683927201949,6000,333430
midterm,sat_covid_s040000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.19670090323297812,7.720763865642969,-12.062963691428163,6000,333430
midterm,sat_covid_s040000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.20979485312370777,5.096864107851059,-4.692817859348035,6000,333430
midterm,sat_covid_s040000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.1269141963774642,2.4580024888550565,-0.3239933878860739,6000,333430
midterm,sat_all8_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.16909552552694654,152.84619992497338,-5118.534465488475,6000,333430
midterm,sat_all8_s000100,followers_count,log1p,10,12,500,10.0,frozen_emb,0.19129253519599326,165.79360165579598,-6022.608145674246,6000,333430
midterm,sat_all8_s000100,followers_count,log1p,10,12,500,100.0,frozen_emb,0.19164427508631635,86.07830594431226,-1622.710511677469,6000,333430
midterm,sat_all8_s000100,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.09881081089244989,19.462471746173893,-82.00746860759897,6000,333430
midterm,sat_all8_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13997173138673974,72.18293956250861,-1140.800708137308,6000,333430
midterm,sat_all8_s000500,followers_count,log1p,10,12,500,10.0,frozen_emb,0.16889778893619545,36.450926335440656,-290.1644302697901,6000,333430
midterm,sat_all8_s000500,followers_count,log1p,10,12,500,100.0,frozen_emb,0.2021395536339573,7.936984493562791,-12.804867521197993,6000,333430
midterm,sat_all8_s000500,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.16037194007902608,2.4235003993840905,-0.28708542057610864,6000,333430
midterm,sat_ukr_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18210490923246442,231.03890009773434,-11696.455355375958,6000,333430
midterm,sat_ukr_s000100,followers_count,log1p,10,12,500,10.0,frozen_emb,0.19714235090648488,137.0781676394548,-4116.7289956565655,6000,333430
midterm,sat_ukr_s000100,followers_count,log1p,10,12,500,100.0,frozen_emb,0.19385555224312656,47.530352729764594,-494.066174587214,6000,333430
midterm,sat_ukr_s000100,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.1034028287441034,14.635647372837246,-45.94021278425971,6000,333430
midterm,sat_ukr_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1888308300484149,35.60952112808589,-276.8775405723423,6000,333430
midterm,sat_ukr_s000500,followers_count,log1p,10,12,500,10.0,frozen_emb,0.21725139749202949,26.817285837416343,-156.5980435191688,6000,333430
midterm,sat_ukr_s000500,followers_count,log1p,10,12,500,100.0,frozen_emb,0.2117914799193897,8.38755600724012,-14.416722170734504,6000,333430
midterm,sat_ukr_s000500,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.15082135735990546,2.6265797738957852,-0.5118279526707055,6000,333430
midterm,sat_covid_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.2000135863311428,1962.6416097653273,-844117.0435776578,6000,333430
