dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
covid19_twitter,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.11880405450905833,2.145919508917333,-0.13443505558988966,6000,23012850
covid19_twitter,sat_all8_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.0710361201946749,29.16249982146999,-208.50880540803217,6000,23012850
covid19_twitter,sat_all8_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.08171715715848023,119.92362945769058,-3541.927864325554,6000,23012850
covid19_twitter,sat_all8_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11869098889693079,10.54918578736402,-26.41515238780239,6000,23012850
covid19_twitter,sat_all8_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09555101683989853,41.6239445491101,-425.81458434256695,6000,23012850
covid19_twitter,sat_ukr_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11395895305046926,12.706861676675548,-38.77675835305996,6000,23012850
covid19_twitter,sat_ukr_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09809644122835125,28885.04184540576,-205541150.08107498,6000,23012850
covid19_twitter,sat_ukr_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.10650364173501004,42.289693464748034,-439.5770357965065,6000,23012850
covid19_twitter,sat_ukr_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.08956585392206018,14.629298852170551,-51.722962604211965,6000,23012850
covid19_twitter,sat_covid_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09821272670784309,6.7154759489384555,-10.109803519542538,6000,23012850
covid19_twitter,sat_covid_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09605664945393064,4.66178865895115,-4.353748235612324,6000,23012850
covid19_twitter,sat_covid_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.091004758204271,8.613767293791629,-17.278436822578026,6000,23012850
covid19_twitter,sat_covid_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11475515312220186,9.555957297786001,-21.495786573289887,6000,23012850
covid19_twitter,sat_all8_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12814512706977754,479.7059036252515,-56688.536843646594,6000,23012850
covid19_twitter,sat_all8_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09329032374518142,187.24376959807648,-8636.09176578965,6000,23012850
covid19_twitter,sat_ukr_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12156095252310947,667.9278715877151,-109902.59909781546,6000,23012850
covid19_twitter,sat_ukr_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.07654958322296655,25.747020111014812,-162.30772423622207,6000,23012850
covid19_twitter,sat_covid_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1424134175922226,406.8775676666545,-40782.10387474936,6000,23012850
covid19_twitter,sat_covid_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09635909449679603,20.234965806041124,-99.86900386488517,6000,23012850
covid19_twitter,__features_only__,account_age_days,log1p,10,12,500,1.0,raw_x,0.010535915459730646,1.226228135443348,-0.23970879705568993,6000,23012850
covid19_twitter,sat_all8_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.03444009001748641,18.585690668126464,-283.7964286965883,6000,23012850
covid19_twitter,sat_all8_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.023421889904186394,16.60194861457885,-226.24548346314666,6000,23012850
covid19_twitter,sat_all8_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.0501067328717311,15.624999719142279,-200.28766692259043,6000,23012850
covid19_twitter,sat_all8_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.022164624368762428,37.394541781366044,-1151.9051030634375,6000,23012850
covid19_twitter,sat_ukr_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.045665814830392885,32.76246422378755,-883.973465123996,6000,23012850
covid19_twitter,sat_ukr_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.04615618887186028,471.6915899047167,-183438.72711348633,6000,23012850
covid19_twitter,sat_ukr_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.048183704679130974,39.974782113032816,-1316.4961056817476,6000,23012850
covid19_twitter,sat_ukr_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.028415038543253158,7.501866273251051,-45.39976341317867,6000,23012850
covid19_twitter,sat_covid_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.057284576516656714,6.159236658212353,-30.2774193230646,6000,23012850
covid19_twitter,sat_covid_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.05025444368141231,2.944769019613664,-6.149564699310605,6000,23012850
covid19_twitter,sat_covid_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.06703570753808016,4.7796285795682225,-17.834991488642068,6000,23012850
covid19_twitter,sat_covid_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.0617111720014051,4.457805940788752,-15.383981426940018,6000,23012850
covid19_twitter,sat_all8_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.02486351447222955,108.4416793427934,-9694.48633688684,6000,23012850
covid19_twitter,sat_all8_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.008720662326906277,112.17111506250956,-10372.831841730158,6000,23012850
covid19_twitter,sat_ukr_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.013546441933915203,349.6163174443937,-100775.78927059648,6000,23012850
covid19_twitter,sat_ukr_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.037521950020231135,9.57889088819927,-74.6497648272806,6000,23012850
covid19_twitter,sat_covid_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.03860632321718494,211.8677583589692,-37007.95930715117,6000,23012850
covid19_twitter,sat_covid_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.05562828633150672,20.560291780055536,-347.526397215264,6000,23012850
