dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
ukr_rus_twitter,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.20898877007055375,2.3303321586306156,-0.051288333599072145,6000,10273623
ukr_rus_twitter,sat_all8_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11089974278694847,42.90462942330209,-355.3645525929049,6000,10273623
ukr_rus_twitter,sat_all8_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.10323475937260677,27.276220240295828,-143.03053203890133,6000,10273623
ukr_rus_twitter,sat_all8_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11667931374134423,22.18948047447119,-94.3192148330035,6000,10273623
ukr_rus_twitter,sat_all8_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13696399989887822,78.61313705599187,-1195.4001044418678,6000,10273623
ukr_rus_twitter,sat_ukr_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13317588272304953,20.721884521530487,-82.12749362429767,6000,10273623
ukr_rus_twitter,sat_ukr_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12246932696462828,65.37533693849129,-826.3972410115075,6000,10273623
ukr_rus_twitter,sat_ukr_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.16115771487645927,14.662098669443024,-40.617737210370926,6000,10273623
ukr_rus_twitter,sat_ukr_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13829156766363396,13.5789011216823,-34.695661930275264,6000,10273623
ukr_rus_twitter,sat_covid_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1102813376936172,29.491186416220277,-167.37231249699403,6000,10273623
ukr_rus_twitter,sat_covid_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12695435415117556,5.9044783456400705,-5.7491527340107815,6000,10273623
ukr_rus_twitter,sat_covid_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13258275222180999,7.379108483765692,-9.541295267267927,6000,10273623
ukr_rus_twitter,sat_covid_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1550437747762199,58.45469060696322,-660.4924936927607,6000,10273623
ukr_rus_twitter,sat_all8_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1379007632128296,102.41308889245931,-2029.4725296707834,6000,10273623
ukr_rus_twitter,sat_all8_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.09630878314853802,57.31171136058823,-634.8767441465266,6000,10273623
ukr_rus_twitter,sat_ukr_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14492258441878955,266.4875952203274,-13747.020895937409,6000,10273623
ukr_rus_twitter,sat_ukr_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13275826888902975,21.541821099196284,-88.83612642973436,6000,10273623
ukr_rus_twitter,sat_covid_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12632846630871478,2249.688607533745,-979784.4957673679,6000,10273623
ukr_rus_twitter,sat_covid_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,0.12975076057959356,25.202525791435754,-121.9629641435745,6000,10273623
ukr_rus_twitter,__features_only__,account_age_days,log1p,10,12,500,1.0,raw_x,0.009549186014184743,1.539084983733064,-0.2965472881379183,6000,10273623
ukr_rus_twitter,sat_all8_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.030145209958526452,18.553518579003633,-187.4151091112008,6000,10273623
ukr_rus_twitter,sat_all8_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.04442806472114448,19.95416385187175,-216.9366281638275,6000,10273623
ukr_rus_twitter,sat_all8_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.05909090118888867,19.20003617997332,-200.7749523322737,6000,10273623
ukr_rus_twitter,sat_all8_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,0.04927443313515906,42.21172780286154,-974.2802221741556,6000,10273623
