model_id,seed,checkpoint_update,n_sources,sources,aliases,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.07358730584383011,0.9774033427238464,0.9081308245658875,0.0006110190879553556,0.9075198173522949
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,0.0018535577692091465,0.9999866485595703,0.9969344735145569,0.00023312958364840597,0.9967013597488403
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.027484124526381493,0.9927066564559937,0.9614396691322327,0.0005167674389667809,0.96092289686203
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.48109903931617737,0.9466773271560669,0.9999749660491943,0.10995997488498688,0.8900150060653687
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.011832134798169136,0.9995756149291992,0.9950523376464844,0.01752455160021782,0.9775277972221375
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.6081879734992981,0.932187557220459,0.9622945189476013,0.1159566193819046,0.8463379144668579
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.013534913770854473,0.9939900040626526,0.9868539571762085,0.0007618055096827447,0.9860921502113342
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.01729612983763218,0.9943400025367737,0.9808081984519958,0.00043219904182478786,0.9803760051727295
ss_covid19_twitter,40,60,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.16295333206653595,0.9826766848564148,0.9993371963500977,0.034681376069784164,0.9646558165550232
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.03346510976552963,0.9902766346931458,0.9638912677764893,6.803163705626503e-05,0.9638232588768005
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,0.00013039945042692125,1.0,0.999757707118988,1.604039061930962e-05,0.9997416734695435
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.006177268922328949,0.9987199902534485,0.9912087321281433,5.215616329223849e-05,0.9911565780639648
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.1961667835712433,0.9764401316642761,0.9999874830245972,0.04805097356438637,0.9519364833831787
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.0024551302194595337,0.9996262788772583,0.9997367262840271,0.003931873943656683,0.9958048462867737
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.38907182216644287,0.9472300410270691,0.969870924949646,0.08442418277263641,0.8854467272758484
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.006889977026730776,0.9969666600227356,0.9932487607002258,0.00013383798068389297,0.9931149482727051
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.008595333434641361,0.9974333047866821,0.9920469522476196,4.640124461730011e-05,0.9920005798339844
ss_covid19_twitter,40,180,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.07273803651332855,0.991890013217926,0.9994454383850098,0.01577380858361721,0.9836716055870056
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.023614956066012383,0.9921299815177917,0.9783176779747009,1.7384592865710147e-05,0.9783002734184265
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,2.010686876019463e-05,1.0,0.9999622106552124,2.33190189646848e-06,0.9999598860740662
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.0030211552511900663,0.9994266629219055,0.9965687394142151,1.3588342881121207e-05,0.9965551495552063
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.14581596851348877,0.983609139919281,0.9999873638153076,0.03340325504541397,0.9665840864181519
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.0014908579178154469,0.9996895790100098,0.9999704360961914,0.0023499010130763054,0.9976205229759216
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3349471986293793,0.9741959571838379,0.9714321494102478,0.04718310013413429,0.9242490530014038
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.005064178258180618,0.9980133175849915,0.9951980113983154,4.868653923040256e-05,0.9951493144035339
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.006801377981901169,0.9976833462715149,0.9942700862884521,1.160788451670669e-05,0.994258463382721
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.055940546095371246,0.9942633509635925,0.9994461536407471,0.01085009053349495,0.9885960817337036
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,1.160351276397705,0.6675900220870972,0.779786229133606,0.6460020542144775,0.13378417491912842
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,1.998965859413147,0.534363329410553,0.886968731880188,0.8873881101608276,-0.00041937828063964844
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,midterm,False,1.2473117113113403,0.626579999923706,0.848441481590271,0.6887993216514587,0.15964215993881226
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,3.8160510063171387,0.5063809156417847,0.9539340138435364,0.9602411389350891,-0.006307125091552734
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,election2020,False,2.710183620452881,0.5203656554222107,0.8735305666923523,0.9056704640388489,-0.03213989734649658
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,2.2531611919403076,0.5808008909225464,0.8984274864196777,0.7761878967285156,0.12223958969116211
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,1.799177885055542,0.5738033056259155,0.8993868827819824,0.808366060256958,0.09102082252502441
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,1.177585244178772,0.6142033338546753,0.8449262976646423,0.6988800168037415,0.14604628086090088
ss_covid19_twitter,41,20,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,2.199479103088379,0.5504766702651978,0.9587181210517883,0.8560830354690552,0.10263508558273315
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.06522812694311142,0.9823166728019714,0.9148650169372559,0.0005614894325844944,0.9143035411834717
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,0.0016716592945158482,1.0,0.9969772696495056,6.519564340123907e-05,0.9969120621681213
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.018075518310070038,0.9959933161735535,0.9733643531799316,0.0013200980611145496,0.9720442295074463
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,1.0931541919708252,0.9129804372787476,0.9999855756759644,0.1767147183418274,0.823270857334137
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.29579827189445496,0.9600415825843811,0.9966849684715271,0.08444066345691681,0.9122443199157715
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.35398247838020325,0.9619959592819214,0.9615181088447571,0.042357202619314194,0.9191609025001526
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.01273426879197359,0.9941099882125854,0.9869663715362549,0.0012057325802743435,0.9857606291770935
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.013478591106832027,0.9948300123214722,0.9841605424880981,0.00021352643670979887,0.9839470386505127
ss_covid19_twitter,41,60,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.3721734285354614,0.9691766500473022,0.9993554353713989,0.0619812048971653,0.9373742341995239
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.02326257899403572,0.9920300245285034,0.9726572036743164,0.0001725312031339854,0.9724846482276917
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,0.00011692068801494315,1.0,0.9997889399528503,2.120909994118847e-05,0.9997677206993103
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.003033052897080779,0.9996033310890198,0.9961373805999756,0.0005831113085150719,0.9955542683601379
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.8102948069572449,0.9338900446891785,0.9999961256980896,0.1375407874584198,0.8624553680419922
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.18279284238815308,0.9727740287780762,0.9998453259468079,0.05742607265710831,0.9424192309379578
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3460398018360138,0.9691126346588135,0.9701902270317078,0.034892141819000244,0.9352980852127075
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.005540190264582634,0.9977466464042664,0.9943723082542419,0.0012179475743323565,0.9931543469429016
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.005079180467873812,0.9978333115577698,0.9944998025894165,0.00014433810429181904,0.9943554401397705
ss_covid19_twitter,41,180,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.3728730082511902,0.9721900224685669,0.9994586706161499,0.055851049721241,0.9436076283454895
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.015469228848814964,0.9937833547592163,0.9836063385009766,4.902488581137732e-05,0.9835572838783264
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,2.1040461433585733e-05,1.0,0.9999606013298035,2.650264605108532e-06,0.9999579787254333
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.0014545335434377193,0.9997000098228455,0.9985912442207336,0.00017866514099296182,0.998412549495697
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.7142617106437683,0.9441351294517517,0.9999983906745911,0.11388927698135376,0.8861091136932373
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.15923859179019928,0.9755929112434387,0.9999796152114868,0.05051872879266739,0.9494608640670776
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3716476559638977,0.9711805582046509,0.9716771841049194,0.03081846423447132,0.9408587217330933
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.00354524003341794,0.9985433220863342,0.9962435364723206,0.00045080672134645283,0.9957927465438843
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.003526521846652031,0.9979133605957031,0.9962103962898254,4.802077455678955e-05,0.9961623549461365
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.38305577635765076,0.9743033051490784,0.9994577169418335,0.05134497210383415,0.9481127262115479
ss_covid_political,39,20,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.4364548325538635,0.8807333111763,0.7136791944503784,0.3953183591365814,0.318360835313797
ss_covid_political,39,20,1,covid_political,specialist:covid_political,covid19_twitter,False,0.5368640422821045,0.708193302154541,0.7996649742126465,0.5275885462760925,0.27207642793655396
ss_covid_political,39,20,1,covid_political,specialist:covid_political,midterm,False,0.3884921371936798,0.8872299790382385,0.7757994532585144,0.3762185573577881,0.3995808959007263
ss_covid_political,39,20,1,covid_political,specialist:covid_political,covid_political,True,0.6902816295623779,0.6985649466514587,0.8575073480606079,0.5884568691253662,0.2690504789352417
ss_covid_political,39,20,1,covid_political,specialist:covid_political,election2020,False,0.6767312288284302,0.6555325984954834,0.7886585593223572,0.5973231196403503,0.19133543968200684
ss_covid_political,39,20,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.5737101435661316,0.7704197764396667,0.8341381549835205,0.4855605661869049,0.3485775887966156
ss_covid_political,39,20,1,covid_political,specialist:covid_political,twibot20,False,0.4020930230617523,0.8507199883460999,0.8232522010803223,0.42441192269325256,0.3988402783870697
ss_covid_political,39,20,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.41454654932022095,0.8682399988174438,0.7472518086433411,0.3824757933616638,0.36477601528167725
ss_covid_political,39,20,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.36067816615104675,0.8615033030509949,0.8887166380882263,0.3805105984210968,0.5082060098648071
ss_covid_political,39,60,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.1572493463754654,0.9216200113296509,0.7968463897705078,0.00643109530210495,0.7904152870178223
ss_covid_political,39,60,1,covid_political,specialist:covid_political,covid19_twitter,False,0.018639689311385155,0.9950699806213379,0.97454833984375,0.005230146460235119,0.9693182110786438
ss_covid_political,39,60,1,covid_political,specialist:covid_political,midterm,False,0.08480346947908401,0.9530500173568726,0.902822732925415,0.009834105148911476,0.8929886221885681
ss_covid_political,39,60,1,covid_political,specialist:covid_political,covid_political,True,0.003370625199750066,0.9999491572380066,0.9947977066040039,0.0013698161346837878,0.9934278726577759
ss_covid_political,39,60,1,covid_political,specialist:covid_political,election2020,False,0.024671563878655434,0.9996009469032288,0.9633371233940125,0.008810777217149734,0.9545263648033142
ss_covid_political,39,60,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.1395971029996872,0.9697350859642029,0.9305447340011597,0.008724682964384556,0.9218200445175171
ss_covid_political,39,60,1,covid_political,specialist:covid_political,twibot20,False,0.039830636233091354,0.9900333285331726,0.9615181088447571,0.018481973558664322,0.9430361390113831
ss_covid_political,39,60,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.07881493121385574,0.977513313293457,0.8977587223052979,0.004811330698430538,0.8929473757743835
ss_covid_political,39,60,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.004944329150021076,0.9994133114814758,0.9961000084877014,0.001967994263395667,0.9941320419311523
ss_covid_political,39,180,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.07985066622495651,0.9709433317184448,0.9019371867179871,0.00022062385687604547,0.9017165899276733
ss_covid_political,39,180,1,covid_political,specialist:covid_political,covid19_twitter,False,0.004910350777208805,0.9958033561706543,0.9923630356788635,0.00023764107027091086,0.992125391960144
ss_covid_political,39,180,1,covid_political,specialist:covid_political,midterm,False,0.04966016113758087,0.9625633358955383,0.9399119019508362,0.0009023236343637109,0.9390096068382263
ss_covid_political,39,180,1,covid_political,specialist:covid_political,covid_political,True,0.00020087418670300394,0.9999872446060181,0.9996627569198608,3.8633530493825674e-05,0.9996241331100464
ss_covid_political,39,180,1,covid_political,specialist:covid_political,election2020,False,0.0025707101449370384,1.0,0.9956836104393005,0.0007259547710418701,0.994957685470581
ss_covid_political,39,180,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.1822686642408371,0.9748114943504333,0.9498047828674316,0.0009437239496037364,0.9488610625267029
ss_covid_political,39,180,1,covid_political,specialist:covid_political,twibot20,False,0.019970174878835678,0.9923800230026245,0.9831749200820923,0.0035634131636470556,0.9796115159988403
ss_covid_political,39,180,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.03994171693921089,0.9833566546440125,0.9545836448669434,0.0001482916559325531,0.9544353485107422
ss_covid_political,39,180,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.003816434647887945,0.9995233416557312,0.9987433552742004,0.00025870167883113027,0.9984846711158752
ss_covid_political,39,500,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.0424773246049881,0.9904133081436157,0.9514507055282593,2.4620932890684344e-05,0.951426088809967
ss_covid_political,39,500,1,covid_political,specialist:covid_political,covid19_twitter,False,0.001373800216242671,1.0,0.9975426197052002,4.936494224239141e-05,0.9974932670593262
ss_covid_political,39,500,1,covid_political,specialist:covid_political,midterm,False,0.022287419065833092,0.9946333169937134,0.9682015776634216,0.0002234515850432217,0.9679781198501587
ss_covid_political,39,500,1,covid_political,specialist:covid_political,covid_political,True,3.031718915735837e-05,1.0,0.9999471306800842,4.60669753010734e-06,0.9999425411224365
ss_covid_political,39,500,1,covid_political,specialist:covid_political,election2020,False,0.00045412147301249206,1.0,0.9992938041687012,0.0001981384848477319,0.9990956783294678
ss_covid_political,39,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.19450347125530243,0.9807455539703369,0.9594519138336182,0.0002998855197802186,0.9591520428657532
ss_covid_political,39,500,1,covid_political,specialist:covid_political,twibot20,False,0.012308654375374317,0.9944599866867065,0.9890282154083252,0.00141430227085948,0.9876139163970947
ss_covid_political,39,500,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.02199435420334339,0.9944066405296326,0.9773725867271423,1.8754202756099403e-05,0.9773538112640381
ss_covid_political,39,500,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.0038130346219986677,0.999626636505127,0.9991857409477234,8.832121238810942e-05,0.9990974068641663
ss_covid_political,40,20,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.522850513458252,0.7993366718292236,0.6786346435546875,0.446819543838501,0.23181509971618652
ss_covid_political,40,20,1,covid_political,specialist:covid_political,covid19_twitter,False,0.5601671934127808,0.7257400155067444,0.7860031127929688,0.5288972854614258,0.25710582733154297
ss_covid_political,40,20,1,covid_political,specialist:covid_political,midterm,False,0.4548180103302002,0.8604333400726318,0.7356153130531311,0.40139040350914,0.3342249095439911
ss_covid_political,40,20,1,covid_political,specialist:covid_political,covid_political,True,0.7304146885871887,0.6868771314620972,0.8456175327301025,0.5990525484085083,0.24656498432159424
ss_covid_political,40,20,1,covid_political,specialist:covid_political,election2020,False,1.0175135135650635,0.5445573329925537,0.7858501076698303,0.7618759274482727,0.023974180221557617
ss_covid_political,40,20,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.6242610812187195,0.7023929357528687,0.8429373502731323,0.5345406532287598,0.30839669704437256
ss_covid_political,40,20,1,covid_political,specialist:covid_political,twibot20,False,0.43533197045326233,0.8288833498954773,0.8013477325439453,0.433000773191452,0.3683469593524933
ss_covid_political,40,20,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.4550600051879883,0.8471333384513855,0.7363722920417786,0.40736109018325806,0.3290112018585205
ss_covid_political,40,20,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.310892790555954,0.8968333601951599,0.8841582536697388,0.3380844295024872,0.5460737943649292
ss_covid_political,40,60,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.16380998492240906,0.9172800183296204,0.8026467561721802,0.003119816305115819,0.7995269298553467
ss_covid_political,40,60,1,covid_political,specialist:covid_political,covid19_twitter,False,0.015227912925183773,0.9950666427612305,0.9806920886039734,0.005112804938107729,0.9755792617797852
ss_covid_political,40,60,1,covid_political,specialist:covid_political,midterm,False,0.10097873955965042,0.947920024394989,0.8917791843414307,0.0030103910248726606,0.8887687921524048
