model_id,seed,checkpoint_update,n_sources,sources,aliases,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.9182578921318054,0.7357466816902161,0.8200160264968872,0.5416342616081238,0.2783817648887634
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,1.9162708520889282,0.5464533567428589,0.9229727983474731,0.852797269821167,0.07017552852630615
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.6900365948677063,0.7703766822814941,0.8841840624809265,0.47288957238197327,0.41129449009895325
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,2.5996110439300537,0.5901337265968323,0.9630941152572632,0.7941396236419678,0.1689544916152954
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,election2020,False,1.390784740447998,0.6446244716644287,0.8760163187980652,0.6962946653366089,0.1797216534614563
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,2.6378390789031982,0.6100283265113831,0.9293484687805176,0.7353945970535278,0.19395387172698975
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,1.5644681453704834,0.6330966353416443,0.9377684593200684,0.7159183621406555,0.22185009717941284
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,1.207664966583252,0.6359133124351501,0.8937851786613464,0.6754236817359924,0.218361496925354
ss_covid19_twitter,39,20,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,2.687138557434082,0.569599986076355,0.983946681022644,0.8357090353965759,0.14823764562606812
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.026288475841283798,0.9918666481971741,0.960634708404541,0.0010592363541945815,0.9595754742622375
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,0.000780319154728204,0.9999866485595703,0.9986938238143921,0.00014285300858318806,0.9985509514808655
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.004189515020698309,0.9996633529663086,0.9931039810180664,0.0005097297253087163,0.9925942420959473
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.3743765950202942,0.9624262452125549,0.9999886751174927,0.07595689594745636,0.9240317940711975
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.0025475933216512203,1.0,0.9957000017166138,0.0007118803332559764,0.9949881434440613
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3434632420539856,0.9454249739646912,0.9700789451599121,0.0825284942984581,0.8875504732131958
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.004444651771336794,0.9987833499908447,0.9955623745918274,0.002649167785421014,0.9929131865501404
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.006338304840028286,0.9977700114250183,0.9931793808937073,0.003214740427210927,0.9899646639823914
ss_covid19_twitter,39,60,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.4337434768676758,0.9570000171661377,0.9994738698005676,0.08926317095756531,0.9102107286453247
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.009564666077494621,0.9959866404533386,0.9850510358810425,0.00025760073913261294,0.9847934246063232
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,9.518045408185571e-05,1.0,0.9998283386230469,1.752431307977531e-05,0.9998108148574829
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.0009021642035804689,0.9998599886894226,0.9988719820976257,0.0003236533666495234,0.9985483288764954
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.3358088433742523,0.9682161211967468,0.9999995827674866,0.06423579901456833,0.9357637763023376
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.0004326092021074146,1.0,0.9994433522224426,0.00030609703389927745,0.999137282371521
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3281078338623047,0.9489591121673584,0.9726047515869141,0.0757310539484024,0.8968737125396729
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.002552107907831669,0.9994633197784424,0.9983087182044983,0.0028294455260038376,0.9954792857170105
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.00206321501173079,0.9988266825675964,0.9974122643470764,0.00074590282747522,0.9966663718223572
ss_covid19_twitter,39,180,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.4127620756626129,0.9634400010108948,0.9995064735412598,0.07569469511508942,0.9238117933273315
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.0038338068407028913,0.9992233514785767,0.993565022945404,6.084828783059493e-05,0.9935041666030884
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,1.6479001715197228e-05,1.0,0.9999691843986511,2.07258790396736e-06,0.999967098236084
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.000407582672778517,0.9999200105667114,0.9996561408042908,0.00024297594791278243,0.9994131922721863
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.3653644025325775,0.9680508971214294,1.0,0.06459729373455048,0.9354026913642883
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.00011436294880695641,1.0,0.9999104142189026,0.00013884715735912323,0.9997715950012207
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3447149097919464,0.9495746493339539,0.9732112884521484,0.07491079717874527,0.8983004689216614
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.0023218761198222637,0.9998899698257446,0.9992380142211914,0.0036605000495910645,0.9955775141716003
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.0008142071310430765,0.9999033212661743,0.9988335371017456,0.00023723045887891203,0.9985963106155396
ss_covid19_twitter,39,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.4312427043914795,0.9643999934196472,0.9995116591453552,0.07333844900131226,0.926173210144043
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,1.0222259759902954,0.6953133344650269,0.7823113203048706,0.5923128128051758,0.18999850749969482
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,2.127592086791992,0.5368899703025818,0.9182256460189819,0.885561466217041,0.03266417980194092
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,midterm,False,1.029848337173462,0.6794833540916443,0.8558976650238037,0.6051002144813538,0.25079745054244995
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,3.2279880046844482,0.5315423607826233,0.960506796836853,0.9020795822143555,0.05842721462249756
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,election2020,False,2.228860378265381,0.5383621454238892,0.8749765157699585,0.8646017909049988,0.010374724864959717
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,2.6206324100494385,0.5861884951591492,0.9171460866928101,0.7759084105491638,0.14123767614364624
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,1.7893091440200806,0.5918333530426025,0.9197252988815308,0.7805620431900024,0.13916325569152832
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,1.344483733177185,0.6086533069610596,0.8669301867485046,0.7171434760093689,0.14978671073913574
ss_covid19_twitter,40,20,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,1.967142105102539,0.5984633564949036,0.9733085632324219,0.7750556468963623,0.19825291633605957
