train_source,model_id,seed,checkpoint_update,n_sources,sources,aliases,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_twitter,False,0.015469228848814964,0.9937833547592163,0.9836063385009766,4.902488581137732e-05,0.9835572838783264
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,covid19_twitter,True,2.1040461433585733e-05,1.0,0.9999606013298035,2.650264605108532e-06,0.9999579787254333
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,midterm,False,0.0014545335434377193,0.9997000098228455,0.9985912442207336,0.00017866514099296182,0.998412549495697
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,covid_political,False,0.7142617106437683,0.9441351294517517,0.9999983906745911,0.11388927698135376,0.8861091136932373
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,election2020,False,0.15923859179019928,0.9755929112434387,0.9999796152114868,0.05051872879266739,0.9494608640670776
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,False,0.3716476559638977,0.9711805582046509,0.9716771841049194,0.03081846423447132,0.9408587217330933
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,False,0.00354524003341794,0.9985433220863342,0.9962435364723206,0.00045080672134645283,0.9957927465438843
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,cp_hk_twitter,False,0.003526521846652031,0.9979133605957031,0.9962103962898254,4.802077455678955e-05,0.9961623549461365
covid19_twitter,ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_reference,False,0.38305577635765076,0.9743033051490784,0.9994577169418335,0.05134497210383415,0.9481127262115479
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.0424773246049881,0.9904133081436157,0.9514507055282593,2.4620932890684344e-05,0.951426088809967
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,covid19_twitter,False,0.001373800216242671,1.0,0.9975426197052002,4.936494224239141e-05,0.9974932670593262
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,midterm,False,0.022287419065833092,0.9946333169937134,0.9682015776634216,0.0002234515850432217,0.9679781198501587
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,covid_political,True,3.031718915735837e-05,1.0,0.9999471306800842,4.60669753010734e-06,0.9999425411224365
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,election2020,False,0.00045412147301249206,1.0,0.9992938041687012,0.0001981384848477319,0.9990956783294678
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.19450347125530243,0.9807455539703369,0.9594519138336182,0.0002998855197802186,0.9591520428657532
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,twibot20,False,0.012308654375374317,0.9944599866867065,0.9890282154083252,0.00141430227085948,0.9876139163970947
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.02199435420334339,0.9944066405296326,0.9773725867271423,1.8754202756099403e-05,0.9773538112640381
covid_political,ss_covid_political,39,500,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.0038130346219986677,0.999626636505127,0.9991857409477234,8.832121238810942e-05,0.9990974068641663
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.05035962909460068,0.9888133406639099,0.9438552260398865,5.6563854741398245e-05,0.9437986612319946
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,covid19_twitter,False,0.0009456604020670056,1.0,0.9983611702919006,0.00015301308303605765,0.9982081651687622
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,midterm,False,0.03200330212712288,0.9893699884414673,0.9574989676475525,9.16588178370148e-05,0.9574072957038879
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,covid_political,True,3.626737088779919e-05,0.999993622303009,0.9999505281448364,4.61829131381819e-06,0.9999459385871887
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,election2020,False,0.0006046702619642019,1.0,0.999485194683075,0.0006826549652032554,0.9988025426864624
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.19064702093601227,0.9791617393493652,0.962936520576477,0.022501634433865547,0.9404348731040955
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,twibot20,False,0.01584642194211483,0.9932199716567993,0.9865679144859314,0.0008180868462659419,0.9857498407363892
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.019475357607007027,0.9946633577346802,0.9803996086120605,6.0739814216503873e-05,0.9803388714790344
covid_political,ss_covid_political,40,500,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.003797378623858094,0.9996033310890198,0.9991186261177063,0.0004262531874701381,0.9986923933029175
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,ukr_rus_twitter,False,0.11497341096401215,0.9512699842453003,0.8812464475631714,1.7872158423415385e-05,0.8812285661697388
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,covid19_twitter,False,0.004793883301317692,0.9958000183105469,0.9927239418029785,1.4723782442160882e-05,0.992709219455719
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,midterm,False,0.06706049293279648,0.9614966511726379,0.9298849701881409,4.4805750803789124e-05,0.9298401474952698
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,covid_political,True,4.9418420530855656e-05,0.999993622303009,0.9999296069145203,4.981189704267308e-06,0.9999246001243591
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,election2020,False,0.0012106547364965081,1.0,0.9976956248283386,5.023338599130511e-05,0.997645378112793
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,False,0.2221519649028778,0.9723424315452576,0.9450052380561829,5.03181254316587e-05,0.9449549317359924
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,twibot20,False,0.02938007190823555,0.990796685218811,0.9791147112846375,0.00013260116975288838,0.9789820909500122
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,cp_hk_twitter,False,0.040202368050813675,0.9830833077430725,0.9622233510017395,3.325646684970707e-05,0.9621900916099548
covid_political,ss_covid_political,41,500,1,covid_political,specialist:covid_political,facebook_page_reference,False,0.004411893431097269,0.9994699954986572,0.9986164569854736,3.6718600313179195e-05,0.998579740524292
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_twitter,False,0.00019315851386636496,1.0,0.9997401833534241,0.00012468032946344465,0.999615490436554
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid19_twitter,False,0.0003668995632324368,0.9999933242797852,0.9999998807907104,0.0007265678723342717,0.9992733001708984
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,midterm,False,0.0025769593194127083,0.9998966455459595,0.9999707341194153,0.004789461847394705,0.9951812624931335
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,False,0.5717155337333679,0.9515075087547302,1.0,0.10066024214029312,0.8993397355079651
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,False,0.038474347442388535,0.9891805648803711,0.9999972581863403,0.030407823622226715,0.9695894122123718
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,False,0.3311349153518677,0.9636074304580688,0.9789255261421204,0.04707784578204155,0.9318476915359497
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,False,0.019695157185196877,0.9981566667556763,0.9999822974205017,0.03461829200387001,0.9653639793395996
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cp_hk_twitter,True,3.551027475623414e-05,1.0,0.9999339580535889,4.589554009726271e-06,0.9999293684959412
cp_hk_twitter,ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_reference,False,0.3368341028690338,0.9696933031082153,0.9996037483215332,0.06119075417518616,0.9384130239486694
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_twitter,False,0.00018002133583649993,1.0,0.9998212456703186,0.00017900890088640153,0.9996422529220581
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid19_twitter,False,0.001077306573279202,0.9999799728393555,0.9999998807907104,0.0020279756281524897,0.9979718923568726
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,midterm,False,6.20646242168732e-05,0.9999733567237854,0.9999423027038574,4.6606284740846604e-05,0.9998956918716431
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,False,0.2921432554721832,0.9772218465805054,0.9999872446060181,0.04592417925596237,0.9540630578994751
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,False,1.2818819413951132e-05,1.0,0.9999994039535522,2.4986275093397126e-05,0.9999744296073914
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,False,1.3668333292007446,0.890663206577301,0.9751933217048645,0.20888645946979523,0.7663068771362305
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,False,0.00027514761313796043,0.9999866485595703,0.9999651312828064,0.0004664632142521441,0.9994986653327942
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cp_hk_twitter,True,3.390702840988524e-05,1.0,0.9999372959136963,4.6860523070790805e-06,0.999932587146759
cp_hk_twitter,ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_reference,False,0.29039624333381653,0.9728866815567017,0.9995313286781311,0.05479907616972923,0.9447322487831116
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_twitter,False,0.0007854024297557771,0.9999866485595703,0.9996406435966492,0.0011926592560485005,0.9984479546546936
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid19_twitter,False,0.0009048045030795038,0.9999933242797852,0.9999998807907104,0.0017209495417773724,0.9982789158821106
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,midterm,False,0.00016023460193537176,0.9999600052833557,0.9999052286148071,0.00016485915693920106,0.9997403621673584
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,False,0.9103509783744812,0.9455968737602234,0.9999997615814209,0.10970760881900787,0.8902921676635742
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,False,0.0001355090062133968,1.0,0.999997615814209,0.0002681286714505404,0.9997295141220093
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,False,0.5440213680267334,0.9592779278755188,0.9743062257766724,0.057377081364393234,0.9169291257858276
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,False,0.0001413825957570225,0.9999933242797852,0.999894380569458,0.00016351754311472178,0.9997308850288391
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cp_hk_twitter,True,4.831254773307592e-05,1.0,0.9999114274978638,6.791919076931663e-06,0.9999046325683594
cp_hk_twitter,ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_reference,False,0.7798844575881958,0.9558299779891968,0.9995208382606506,0.08882784098386765,0.9106929898262024
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,ukr_rus_twitter,False,0.017476966604590416,0.9941700100898743,0.9867228865623474,0.0003429839853197336,0.9863799214363098
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,covid19_twitter,False,0.022129803895950317,0.9964533448219299,0.9999785423278809,0.007899617776274681,0.9920789003372192
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,midterm,False,0.007997261360287666,0.9989166855812073,0.9965987205505371,0.001281862030737102,0.9953168630599976
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,covid_political,False,1.8596470355987549,0.9571702480316162,0.9999997615814209,0.0857434943318367,0.9142562747001648
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,election2020,True,2.9950700991321355e-05,1.0,0.9999547004699707,1.4545810699928552e-05,0.9999401569366455
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,ukr_rus_suspended,False,2.523836374282837,0.9126633405685425,0.9711304903030396,0.1494632512331009,0.8216672539710999
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,twibot20,False,0.010188097134232521,0.9972966909408569,0.9957118630409241,0.002372260205447674,0.9933395981788635
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,cp_hk_twitter,False,0.014479558914899826,0.9963533282279968,0.9949068427085876,0.0032962088007479906,0.9916106462478638
election2020,ss_election2020,39,500,1,election2020,specialist:election2020,facebook_page_reference,False,9.207876205444336,0.7826166749000549,0.999498724937439,0.4344090223312378,0.5650897026062012
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,ukr_rus_twitter,False,0.024975566193461418,0.992526650428772,0.9847099184989929,0.0073815868236124516,0.977328360080719
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,covid19_twitter,False,0.2824220061302185,0.9285200238227844,0.9999774694442749,0.1522543728351593,0.847723126411438
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,midterm,False,0.014281676150858402,0.9970866441726685,0.9946554899215698,0.005250334274023771,0.9894051551818848
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,covid_political,False,2.7631168365478516,0.9262443780899048,0.9999998807907104,0.15027044713497162,0.8497294187545776
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,election2020,True,0.00019114055612590164,0.9999873042106628,0.9999502301216125,4.417499803821556e-05,0.999906063079834
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,ukr_rus_suspended,False,3.1891160011291504,0.8463932275772095,0.9711354970932007,0.2822709381580353,0.6888645887374878
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,twibot20,False,0.01297545712441206,0.9962166547775269,0.9943536520004272,0.0031904601491987705,0.9911631941795349
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,cp_hk_twitter,False,0.32247933745384216,0.9321633577346802,0.9944847822189331,0.13970141112804413,0.8547833561897278
election2020,ss_election2020,40,500,1,election2020,specialist:election2020,facebook_page_reference,False,3.561415433883667,0.9126266837120056,0.9994277954101562,0.17460234463214874,0.8248254656791687
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,ukr_rus_twitter,False,0.023262575268745422,0.9932699799537659,0.9828901886940002,1.4637826097896323e-05,0.9828755259513855
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,covid19_twitter,False,6.4393701904919e-05,0.9999933242797852,0.9999473094940186,1.4585764802177437e-05,0.9999327063560486
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,midterm,False,0.006432805210351944,0.9988433122634888,0.9920774102210999,7.190282485680655e-05,0.9920055270195007
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,covid_political,False,1.8217027187347412,0.9559054970741272,0.9999924302101135,0.08842289447784424,0.9115695357322693
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,election2020,True,1.8290913430973887e-05,1.0,0.9999677538871765,4.231245839037001e-06,0.9999635219573975
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,ukr_rus_suspended,False,0.7373314499855042,0.9722802042961121,0.9685398936271667,0.025570861995220184,0.942969024181366
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,twibot20,False,0.008133914321660995,0.9965500235557556,0.9928310513496399,6.184715311974287e-05,0.992769181728363
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,cp_hk_twitter,False,0.008434256538748741,0.9978500008583069,0.9934138655662537,1.69837694556918e-05,0.9933968782424927
election2020,ss_election2020,41,500,1,election2020,specialist:election2020,facebook_page_reference,False,1.4396010637283325,0.9643266797065735,0.9994080066680908,0.07082533836364746,0.9285826683044434
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_twitter,False,0.0012203700607642531,1.0,0.9976643919944763,6.747343286406249e-05,0.9975969195365906
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,covid19_twitter,False,0.008384296670556068,0.9978066682815552,0.9999942779541016,0.011676162481307983,0.9883180856704712
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,midterm,False,0.0007998374640010297,0.9999566674232483,0.9998488426208496,0.0013607825385406613,0.9984880685806274
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,covid_political,False,0.019045570865273476,0.993561863899231,0.9999995827674866,0.026936786249279976,0.9730628132820129
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,election2020,False,0.0026775512378662825,0.9993158578872681,0.9998373985290527,0.003825778141617775,0.9960116147994995
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_suspended,False,0.03766454756259918,0.9861469864845276,0.9978194236755371,0.04433246701955795,0.953486979007721
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,twibot20,False,0.25953999161720276,0.9012699723243713,0.9998822808265686,0.22870661318302155,0.7711756825447083
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,cp_hk_twitter,False,0.00021976669086143374,1.0,0.9997028112411499,0.00013831099204253405,0.999564528465271
facebook_page_reference,ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,facebook_page_reference,True,3.0970197258284315e-05,1.0,0.9999498724937439,1.0098034181282856e-05,0.9999397993087769
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_twitter,False,0.002056438708677888,1.0,0.9960076212882996,2.5390752853127196e-05,0.9959822297096252
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,covid19_twitter,False,0.0012633752776309848,0.9997133016586304,0.9999943971633911,0.0018636983586475253,0.9981306791305542
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,midterm,False,0.0008898742380551994,0.9998700022697449,0.999835729598999,0.0013788464711979032,0.9984568953514099
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,covid_political,False,0.004885021597146988,0.9986081123352051,0.9999991655349731,0.007331123575568199,0.9926680326461792
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,election2020,False,0.00019072843133471906,1.0,0.9998086094856262,0.000184137505129911,0.999624490737915
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_suspended,False,0.06469233334064484,0.9763814806938171,0.9977328777313232,0.06555535644292831,0.9321775436401367
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,twibot20,False,0.005798473954200745,0.9987066388130188,0.9997610449790955,0.009089565835893154,0.9906714558601379
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,cp_hk_twitter,False,0.00023988692555576563,0.9999933242797852,0.9998193979263306,0.00028511983691714704,0.9995342493057251
facebook_page_reference,ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,facebook_page_reference,True,3.37039127771277e-05,1.0,0.9999452233314514,1.0837524314410985e-05,0.9999343752861023
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_twitter,False,0.0008760786731727421,0.9999600052833557,0.9987991452217102,0.000489129452034831,0.9983100295066833
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,covid19_twitter,False,0.0016328199999406934,0.9997533559799194,0.9999905228614807,0.0026717791333794594,0.9973187446594238
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,midterm,False,0.0005713530699722469,0.9999200105667114,0.9998371601104736,0.0008660512394271791,0.9989711046218872
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,covid_political,False,0.04721555858850479,0.9802407026290894,0.9999997615814209,0.05346023663878441,0.9465395212173462
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,election2020,False,0.00023092675837688148,0.9999936819076538,0.9998669624328613,0.00031869395752437413,0.9995482563972473
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_suspended,False,0.014668685384094715,0.9949097037315369,0.9977502822875977,0.01866515912115574,0.9790851473808289
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,twibot20,False,0.009027176536619663,0.9982333183288574,0.9998242855072021,0.015010107308626175,0.9848141670227051
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,cp_hk_twitter,False,0.0007387235527858138,0.9999600052833557,0.9998621940612793,0.001218068995513022,0.9986441135406494
facebook_page_reference,ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,facebook_page_reference,True,3.17208978231065e-05,1.0,0.9999476075172424,9.343068086309358e-06,0.9999382495880127
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,ukr_rus_twitter,False,0.0014356601750478148,0.9999866485595703,0.9990193843841553,0.0017719612224027514,0.9972473978996277
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,covid19_twitter,False,0.0010727678891271353,1.0,1.0,0.002127618296071887,0.9978723526000977
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,midterm,True,4.074914613738656e-05,0.9999933242797852,0.9999356269836426,8.759155207371805e-06,0.9999268651008606
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,covid_political,False,0.17596852779388428,0.9762240648269653,1.0,0.048721734434366226,0.9512782692909241
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,election2020,False,0.0008162166341207922,1.0,0.9999950528144836,0.0016041756607592106,0.9983908534049988
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,ukr_rus_suspended,False,0.24271541833877563,0.9472646713256836,0.9774283766746521,0.09371063113212585,0.8837177753448486
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,twibot20,False,0.1502075493335724,0.9290566444396973,0.9999595880508423,0.1743849664926529,0.8255746364593506
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,cp_hk_twitter,False,0.00024892689543776214,1.0,0.9999153017997742,0.000411157903727144,0.9995041489601135
midterm,ss_midterm,39,500,1,midterm,specialist:midterm,facebook_page_reference,False,0.12159371376037598,0.9849500060081482,0.9995740652084351,0.03096187859773636,0.9686121940612793
midterm,ss_midterm,40,500,1,midterm,specialist:midterm,ukr_rus_twitter,False,0.0029641829896718264,0.9999966621398926,0.9995618462562561,0.005365690216422081,0.9941961765289307
