_step,train_loss,train_acc,order,rung,run_id,optimizer_updates
65,3.2028629779815674,0.06666666666666667,A,1,w8kcea0a,66
66,3.300175189971924,0.06666666666666667,A,1,w8kcea0a,67
67,3.2820820808410645,0.075,A,1,w8kcea0a,68
69,3.262045383453369,0.05,A,1,w8kcea0a,70
71,3.2116451263427734,0.06666666666666667,A,1,w8kcea0a,72
74,3.2512874603271484,0.06666666666666667,A,1,w8kcea0a,75
75,3.221717596054077,0.06666666666666667,A,1,w8kcea0a,76
76,3.271836042404175,0.05,A,1,w8kcea0a,77
79,3.362882614135742,0.05,A,1,w8kcea0a,80
85,3.2507803440093994,0.06666666666666667,A,1,w8kcea0a,86
86,3.2774577140808105,0.058333333333333334,A,1,w8kcea0a,87
87,3.22528338432312,0.06666666666666667,A,1,w8kcea0a,88
88,3.1822617053985596,0.06666666666666667,A,1,w8kcea0a,89
89,3.3148345947265625,0.06666666666666667,A,1,w8kcea0a,90
90,3.297232151031494,0.06666666666666667,A,1,w8kcea0a,91
91,3.2099416255950928,0.058333333333333334,A,1,w8kcea0a,92
93,3.1029109954833984,0.06666666666666667,A,1,w8kcea0a,94
97,3.1763670444488525,0.06666666666666667,A,1,w8kcea0a,98
99,3.2776918411254883,0.06666666666666667,A,1,w8kcea0a,100
100,3.150782823562622,0.06666666666666667,A,1,w8kcea0a,101
101,3.1223089694976807,0.058333333333333334,A,1,w8kcea0a,102
102,3.277255058288574,0.05,A,1,w8kcea0a,103
104,3.1954381465911865,0.06666666666666667,A,1,w8kcea0a,105
105,3.2221736907958984,0.058333333333333334,A,1,w8kcea0a,106
108,3.2521414756774902,0.03333333333333333,A,1,w8kcea0a,109
109,3.2447948455810547,0.06666666666666667,A,1,w8kcea0a,110
111,3.231020212173462,0.05,A,1,w8kcea0a,112
112,3.2388834953308105,0.058333333333333334,A,1,w8kcea0a,113
116,3.3119096755981445,0.041666666666666664,A,1,w8kcea0a,117
117,3.130455732345581,0.075,A,1,w8kcea0a,118
121,3.1593222618103027,0.06666666666666667,A,1,w8kcea0a,122
122,3.1156654357910156,0.06666666666666667,A,1,w8kcea0a,123
123,3.2810137271881104,0.058333333333333334,A,1,w8kcea0a,124
125,3.1588971614837646,0.06666666666666667,A,1,w8kcea0a,126
128,3.0740597248077393,0.06666666666666667,A,1,w8kcea0a,129
133,3.197382688522339,0.03333333333333333,A,1,w8kcea0a,134
134,3.234898328781128,0.058333333333333334,A,1,w8kcea0a,135
136,3.137941598892212,0.075,A,1,w8kcea0a,137
142,3.2172203063964844,0.041666666666666664,A,1,w8kcea0a,143
143,3.1816418170928955,0.08333333333333333,A,1,w8kcea0a,144
145,3.2437610626220703,0.08333333333333333,A,1,w8kcea0a,146
146,3.1317598819732666,0.075,A,1,w8kcea0a,147
148,3.176220417022705,0.058333333333333334,A,1,w8kcea0a,149
149,3.168170928955078,0.05,A,1,w8kcea0a,150
150,3.128911018371582,0.05,A,1,w8kcea0a,151
152,3.1737866401672363,0.06666666666666667,A,1,w8kcea0a,153
153,3.166405200958252,0.041666666666666664,A,1,w8kcea0a,154
154,3.1574618816375732,0.06666666666666667,A,1,w8kcea0a,155
156,3.1424014568328857,0.05,A,1,w8kcea0a,157
158,3.0715742111206055,0.10833333333333334,A,1,w8kcea0a,159
159,3.061584711074829,0.13333333333333333,A,1,w8kcea0a,160
164,2.9859280586242676,0.08333333333333333,A,1,w8kcea0a,165
167,2.9549081325531006,0.1,A,1,w8kcea0a,168
170,3.029390811920166,0.09166666666666666,A,1,w8kcea0a,171
172,3.1154661178588867,0.10833333333333334,A,1,w8kcea0a,173
173,3.0311570167541504,0.10833333333333334,A,1,w8kcea0a,174
176,3.0320780277252197,0.10833333333333334,A,1,w8kcea0a,177
177,2.9960882663726807,0.09166666666666666,A,1,w8kcea0a,178
182,2.958310604095459,0.1,A,1,w8kcea0a,183
183,2.904742479324341,0.11666666666666667,A,1,w8kcea0a,184
185,2.9831416606903076,0.14166666666666666,A,1,w8kcea0a,186
191,2.8739426136016846,0.1,A,1,w8kcea0a,192
192,2.936305284500122,0.13333333333333333,A,1,w8kcea0a,193
193,3.1490979194641113,0.10833333333333334,A,1,w8kcea0a,194
194,2.9083950519561768,0.13333333333333333,A,1,w8kcea0a,195
195,2.8133835792541504,0.1,A,1,w8kcea0a,196
196,2.9567883014678955,0.11666666666666667,A,1,w8kcea0a,197
197,3.2431631088256836,0.11666666666666667,A,1,w8kcea0a,198
201,2.8724520206451416,0.15,A,1,w8kcea0a,202
202,2.9313042163848877,0.16666666666666666,A,1,w8kcea0a,203
204,2.8657782077789307,0.15,A,1,w8kcea0a,205
207,2.7452211380004883,0.1,A,1,w8kcea0a,208
211,3.040670394897461,0.13333333333333333,A,1,w8kcea0a,212
213,2.951793670654297,0.1,A,1,w8kcea0a,214
217,2.903817892074585,0.14166666666666666,A,1,w8kcea0a,218
219,2.9434876441955566,0.15,A,1,w8kcea0a,220
220,2.6782233715057373,0.14166666666666666,A,1,w8kcea0a,221
222,2.863718271255493,0.15833333333333333,A,1,w8kcea0a,223
224,2.7386491298675537,0.20833333333333334,A,1,w8kcea0a,225
225,2.7993319034576416,0.15833333333333333,A,1,w8kcea0a,226
226,2.7157082557678223,0.18333333333333332,A,1,w8kcea0a,227
227,2.63852596282959,0.175,A,1,w8kcea0a,228
228,2.7356321811676025,0.19166666666666668,A,1,w8kcea0a,229
229,2.5213682651519775,0.19166666666666668,A,1,w8kcea0a,230
231,2.825176239013672,0.175,A,1,w8kcea0a,232
233,2.887791156768799,0.175,A,1,w8kcea0a,234
234,2.9006898403167725,0.15,A,1,w8kcea0a,235
237,2.846456527709961,0.20833333333333334,A,1,w8kcea0a,238
240,2.62768816947937,0.14166666666666666,A,1,w8kcea0a,241
241,2.862346649169922,0.16666666666666666,A,1,w8kcea0a,242
242,2.8992998600006104,0.2,A,1,w8kcea0a,243
244,2.626579999923706,0.20833333333333334,A,1,w8kcea0a,245
246,2.9302878379821777,0.13333333333333333,A,1,w8kcea0a,247
248,2.702486038208008,0.15,A,1,w8kcea0a,249
249,2.7925233840942383,0.20833333333333334,A,1,w8kcea0a,250
252,2.804865598678589,0.19166666666666668,A,1,w8kcea0a,253
253,3.0161690711975098,0.15833333333333333,A,1,w8kcea0a,254
254,2.5823569297790527,0.20833333333333334,A,1,w8kcea0a,255
255,2.8801581859588623,0.15833333333333333,A,1,w8kcea0a,256
256,2.9458329677581787,0.16666666666666666,A,1,w8kcea0a,257
258,2.734126091003418,0.15833333333333333,A,1,w8kcea0a,259
260,2.5493922233581543,0.21666666666666667,A,1,w8kcea0a,261
261,2.7902045249938965,0.15833333333333333,A,1,w8kcea0a,262
265,2.809359550476074,0.15833333333333333,A,1,w8kcea0a,266
267,2.7344753742218018,0.175,A,1,w8kcea0a,268
270,2.729757785797119,0.175,A,1,w8kcea0a,271
272,2.878653049468994,0.14166666666666666,A,1,w8kcea0a,273
273,2.6044342517852783,0.23333333333333334,A,1,w8kcea0a,274
274,2.6753551959991455,0.225,A,1,w8kcea0a,275
277,2.642432689666748,0.21666666666666667,A,1,w8kcea0a,278
280,2.5435662269592285,0.2,A,1,w8kcea0a,281
283,2.5383079051971436,0.15833333333333333,A,1,w8kcea0a,284
286,2.6730706691741943,0.19166666666666668,A,1,w8kcea0a,287
287,2.589276075363159,0.20833333333333334,A,1,w8kcea0a,288
289,2.5198724269866943,0.23333333333333334,A,1,w8kcea0a,290
291,2.847071886062622,0.14166666666666666,A,1,w8kcea0a,292
292,2.5550522804260254,0.20833333333333334,A,1,w8kcea0a,293
293,2.4763150215148926,0.275,A,1,w8kcea0a,294
294,2.6685714721679688,0.21666666666666667,A,1,w8kcea0a,295
297,2.6997642517089844,0.15833333333333333,A,1,w8kcea0a,298
299,2.379398822784424,0.2916666666666667,A,1,w8kcea0a,300
302,2.451108932495117,0.24166666666666667,A,1,w8kcea0a,303
303,2.5996832847595215,0.21666666666666667,A,1,w8kcea0a,304
304,2.352346897125244,0.18333333333333332,A,1,w8kcea0a,305
305,2.497229814529419,0.18333333333333332,A,1,w8kcea0a,306
306,2.245102643966675,0.21666666666666667,A,1,w8kcea0a,307
309,2.5199878215789795,0.20833333333333334,A,1,w8kcea0a,310
313,2.6100027561187744,0.19166666666666668,A,1,w8kcea0a,314
314,2.2476630210876465,0.3333333333333333,A,1,w8kcea0a,315
315,2.4452710151672363,0.2916666666666667,A,1,w8kcea0a,316
316,2.4489452838897705,0.30833333333333335,A,1,w8kcea0a,317
317,2.483414888381958,0.25833333333333336,A,1,w8kcea0a,318
318,2.327177047729492,0.2833333333333333,A,1,w8kcea0a,319
319,2.562094211578369,0.2,A,1,w8kcea0a,320
320,2.4652695655822754,0.23333333333333334,A,1,w8kcea0a,321
322,2.542510509490967,0.24166666666666667,A,1,w8kcea0a,323
326,2.677107572555542,0.25,A,1,w8kcea0a,327
327,2.320575475692749,0.3333333333333333,A,1,w8kcea0a,328
330,2.1904075145721436,0.3333333333333333,A,1,w8kcea0a,331
331,2.626819610595703,0.175,A,1,w8kcea0a,332
332,2.354715347290039,0.25833333333333336,A,1,w8kcea0a,333
333,2.5021567344665527,0.24166666666666667,A,1,w8kcea0a,334
334,2.6181864738464355,0.21666666666666667,A,1,w8kcea0a,335
335,2.5774006843566895,0.225,A,1,w8kcea0a,336
336,2.463103771209717,0.2916666666666667,A,1,w8kcea0a,337
337,2.6568732261657715,0.19166666666666668,A,1,w8kcea0a,338
338,2.3589656352996826,0.2833333333333333,A,1,w8kcea0a,339
339,2.733729600906372,0.19166666666666668,A,1,w8kcea0a,340
343,2.413076639175415,0.19166666666666668,A,1,w8kcea0a,344
346,2.5749261379241943,0.225,A,1,w8kcea0a,347
348,2.495380163192749,0.20833333333333334,A,1,w8kcea0a,349
350,2.658968210220337,0.19166666666666668,A,1,w8kcea0a,351
352,2.778083086013794,0.20833333333333334,A,1,w8kcea0a,353
354,2.7007031440734863,0.2,A,1,w8kcea0a,355
355,2.5238308906555176,0.21666666666666667,A,1,w8kcea0a,356
360,2.7069613933563232,0.20833333333333334,A,1,w8kcea0a,361
361,2.3397765159606934,0.23333333333333334,A,1,w8kcea0a,362
366,2.488516330718994,0.2833333333333333,A,1,w8kcea0a,367
367,2.7293405532836914,0.25,A,1,w8kcea0a,368
369,2.442248821258545,0.2,A,1,w8kcea0a,370
371,2.296802282333374,0.25,A,1,w8kcea0a,372
372,2.163656234741211,0.3416666666666667,A,1,w8kcea0a,373
376,2.6140804290771484,0.23333333333333334,A,1,w8kcea0a,377
377,2.232348680496216,0.26666666666666666,A,1,w8kcea0a,378
381,2.7097370624542236,0.225,A,1,w8kcea0a,382
382,2.6252198219299316,0.2,A,1,w8kcea0a,383
384,2.3122620582580566,0.275,A,1,w8kcea0a,385
387,2.489367723464966,0.20833333333333334,A,1,w8kcea0a,388
388,2.475860834121704,0.23333333333333334,A,1,w8kcea0a,389
389,2.406613349914551,0.2916666666666667,A,1,w8kcea0a,390
391,2.4746854305267334,0.225,A,1,w8kcea0a,392
392,2.4486958980560303,0.31666666666666665,A,1,w8kcea0a,393
394,2.295722484588623,0.30833333333333335,A,1,w8kcea0a,395
396,2.4704830646514893,0.325,A,1,w8kcea0a,397
397,2.4203436374664307,0.3333333333333333,A,1,w8kcea0a,398
399,2.0741662979125977,0.3333333333333333,A,1,w8kcea0a,400
400,2.3759946823120117,0.2833333333333333,A,1,w8kcea0a,401
403,2.423914670944214,0.2833333333333333,A,1,w8kcea0a,404
404,2.6204633712768555,0.25,A,1,w8kcea0a,405
405,2.5123708248138428,0.2916666666666667,A,1,w8kcea0a,406
406,2.553367853164673,0.26666666666666666,A,1,w8kcea0a,407
410,2.4520061016082764,0.24166666666666667,A,1,w8kcea0a,411
411,2.4125795364379883,0.26666666666666666,A,1,w8kcea0a,412
423,2.47056245803833,0.30833333333333335,A,1,w8kcea0a,424
424,2.35318660736084,0.2916666666666667,A,1,w8kcea0a,425
425,2.219799518585205,0.375,A,1,w8kcea0a,426
426,2.5020644664764404,0.225,A,1,w8kcea0a,427
427,2.3641505241394043,0.31666666666666665,A,1,w8kcea0a,428
428,2.440401077270508,0.3,A,1,w8kcea0a,429
429,1.9888092279434204,0.2916666666666667,A,1,w8kcea0a,430
434,2.4580280780792236,0.25,A,1,w8kcea0a,435
435,2.4635708332061768,0.30833333333333335,A,1,w8kcea0a,436
439,2.2724099159240723,0.31666666666666665,A,1,w8kcea0a,440
441,2.539843797683716,0.25,A,1,w8kcea0a,442
443,2.640591621398926,0.21666666666666667,A,1,w8kcea0a,444
444,2.092932939529419,0.35833333333333334,A,1,w8kcea0a,445
445,1.8776321411132812,0.4166666666666667,A,1,w8kcea0a,446
446,2.170017957687378,0.3416666666666667,A,1,w8kcea0a,447
449,2.188323974609375,0.30833333333333335,A,1,w8kcea0a,450
450,2.4085938930511475,0.275,A,1,w8kcea0a,451
453,2.0799176692962646,0.3416666666666667,A,1,w8kcea0a,454
454,2.424229860305786,0.3333333333333333,A,1,w8kcea0a,455
456,2.043775796890259,0.3416666666666667,A,1,w8kcea0a,457
458,2.651132822036743,0.325,A,1,w8kcea0a,459
459,2.1766934394836426,0.36666666666666664,A,1,w8kcea0a,460
460,2.384075403213501,0.2833333333333333,A,1,w8kcea0a,461
461,2.284728765487671,0.35,A,1,w8kcea0a,462
462,2.1446187496185303,0.30833333333333335,A,1,w8kcea0a,463
464,1.9598944187164307,0.35833333333333334,A,1,w8kcea0a,465
467,2.166447877883911,0.35833333333333334,A,1,w8kcea0a,468
469,2.366201877593994,0.36666666666666664,A,1,w8kcea0a,470
471,2.17295241355896,0.3333333333333333,A,1,w8kcea0a,472
473,2.173964500427246,0.325,A,1,w8kcea0a,474
478,2.1774797439575195,0.3416666666666667,A,1,w8kcea0a,479
479,2.4096579551696777,0.31666666666666665,A,1,w8kcea0a,480
480,2.1587390899658203,0.325,A,1,w8kcea0a,481
481,2.2773051261901855,0.3333333333333333,A,1,w8kcea0a,482
483,2.14040470123291,0.39166666666666666,A,1,w8kcea0a,484
486,2.0093472003936768,0.35,A,1,w8kcea0a,487
490,1.9624751806259155,0.4083333333333333,A,1,w8kcea0a,491
491,2.4792025089263916,0.325,A,1,w8kcea0a,492
492,2.1977484226226807,0.26666666666666666,A,1,w8kcea0a,493
493,1.9696979522705078,0.35833333333333334,A,1,w8kcea0a,494
494,1.9127111434936523,0.43333333333333335,A,1,w8kcea0a,495
497,2.048495292663574,0.4,A,1,w8kcea0a,498
498,1.8868162631988525,0.425,A,1,w8kcea0a,499
500,2.073777675628662,0.38333333333333336,A,1,w8kcea0a,501
501,1.9590860605239868,0.4166666666666667,A,1,w8kcea0a,502
510,2.2869584560394287,0.3,A,1,w8kcea0a,511
514,2.016818046569824,0.375,A,1,w8kcea0a,515
516,2.2515976428985596,0.3416666666666667,A,1,w8kcea0a,517
518,2.2423691749572754,0.4083333333333333,A,1,w8kcea0a,519
520,2.2994930744171143,0.31666666666666665,A,1,w8kcea0a,521
523,2.4050986766815186,0.36666666666666664,A,1,w8kcea0a,524
525,1.9791456460952759,0.45,A,1,w8kcea0a,526
526,2.377248764038086,0.36666666666666664,A,1,w8kcea0a,527
528,1.9685699939727783,0.4166666666666667,A,1,w8kcea0a,529
529,2.322333812713623,0.3,A,1,w8kcea0a,530
530,2.107550621032715,0.38333333333333336,A,1,w8kcea0a,531
531,2.1032471656799316,0.4583333333333333,A,1,w8kcea0a,532
533,2.1259965896606445,0.35,A,1,w8kcea0a,534
535,1.8405098915100098,0.425,A,1,w8kcea0a,536
536,1.936092495918274,0.36666666666666664,A,1,w8kcea0a,537
538,1.9259059429168701,0.425,A,1,w8kcea0a,539
541,2.102471351623535,0.36666666666666664,A,1,w8kcea0a,542
542,2.0468289852142334,0.4083333333333333,A,1,w8kcea0a,543
544,2.031846761703491,0.36666666666666664,A,1,w8kcea0a,545
548,2.1321616172790527,0.38333333333333336,A,1,w8kcea0a,549
551,1.8734276294708252,0.4083333333333333,A,1,w8kcea0a,552
554,2.535193681716919,0.3,A,1,w8kcea0a,555
555,2.1094279289245605,0.4,A,1,w8kcea0a,556
559,1.8438962697982788,0.38333333333333336,A,1,w8kcea0a,560
562,1.7413272857666016,0.425,A,1,w8kcea0a,563
563,2.03383207321167,0.38333333333333336,A,1,w8kcea0a,564
564,2.241391658782959,0.375,A,1,w8kcea0a,565
565,2.2361598014831543,0.375,A,1,w8kcea0a,566
566,2.256169319152832,0.35833333333333334,A,1,w8kcea0a,567
567,1.8797414302825928,0.4083333333333333,A,1,w8kcea0a,568
573,1.9805974960327148,0.4083333333333333,A,1,w8kcea0a,574
574,1.9841721057891846,0.48333333333333334,A,1,w8kcea0a,575
581,1.899714708328247,0.4,A,1,w8kcea0a,582
582,2.092495918273926,0.4083333333333333,A,1,w8kcea0a,583
583,2.2945542335510254,0.36666666666666664,A,1,w8kcea0a,584
584,1.9276055097579956,0.425,A,1,w8kcea0a,585
586,1.9821076393127441,0.4583333333333333,A,1,w8kcea0a,587
588,1.7869263887405396,0.49166666666666664,A,1,w8kcea0a,589
590,2.109795093536377,0.36666666666666664,A,1,w8kcea0a,591
591,1.8242069482803345,0.36666666666666664,A,1,w8kcea0a,592
592,1.967270851135254,0.35833333333333334,A,1,w8kcea0a,593
595,1.8537218570709229,0.375,A,1,w8kcea0a,596
596,2.075127363204956,0.3416666666666667,A,1,w8kcea0a,597
597,1.8508796691894531,0.45,A,1,w8kcea0a,598
598,2.1802947521209717,0.375,A,1,w8kcea0a,599
601,1.9443912506103516,0.4083333333333333,A,1,w8kcea0a,602
602,2.1351101398468018,0.39166666666666666,A,1,w8kcea0a,603
607,1.8554164171218872,0.45,A,1,w8kcea0a,608
608,2.0390985012054443,0.38333333333333336,A,1,w8kcea0a,609
612,1.8943928480148315,0.36666666666666664,A,1,w8kcea0a,613
613,1.893583059310913,0.43333333333333335,A,1,w8kcea0a,614
615,1.7903746366500854,0.39166666666666666,A,1,w8kcea0a,616
616,2.032968282699585,0.36666666666666664,A,1,w8kcea0a,617
618,2.044147253036499,0.4166666666666667,A,1,w8kcea0a,619
620,1.7632266283035278,0.44166666666666665,A,1,w8kcea0a,621
621,2.182368755340576,0.3333333333333333,A,1,w8kcea0a,622
622,2.154160737991333,0.4166666666666667,A,1,w8kcea0a,623
623,1.9662468433380127,0.43333333333333335,A,1,w8kcea0a,624
624,2.295322895050049,0.3,A,1,w8kcea0a,625
625,1.898554801940918,0.475,A,1,w8kcea0a,626
626,1.8920278549194336,0.45,A,1,w8kcea0a,627
628,2.0012524127960205,0.4083333333333333,A,1,w8kcea0a,629
629,2.150660514831543,0.30833333333333335,A,1,w8kcea0a,630
631,2.1110527515411377,0.39166666666666666,A,1,w8kcea0a,632
632,1.7870522737503052,0.45,A,1,w8kcea0a,633
633,2.013568162918091,0.35833333333333334,A,1,w8kcea0a,634
634,1.9264297485351562,0.44166666666666665,A,1,w8kcea0a,635
635,1.9844903945922852,0.425,A,1,w8kcea0a,636
640,2.645723819732666,0.3,A,1,w8kcea0a,641
641,1.8668402433395386,0.38333333333333336,A,1,w8kcea0a,642
642,2.2253146171569824,0.30833333333333335,A,1,w8kcea0a,643
643,2.1462790966033936,0.38333333333333336,A,1,w8kcea0a,644
644,2.2566146850585938,0.3,A,1,w8kcea0a,645
645,1.8632183074951172,0.4166666666666667,A,1,w8kcea0a,646
647,1.9906082153320312,0.38333333333333336,A,1,w8kcea0a,648
648,2.1904942989349365,0.35,A,1,w8kcea0a,649
649,1.7505364418029785,0.45,A,1,w8kcea0a,650
650,1.6360645294189453,0.5333333333333333,A,1,w8kcea0a,651
651,1.6466131210327148,0.49166666666666664,A,1,w8kcea0a,652
652,1.8511117696762085,0.375,A,1,w8kcea0a,653
654,1.8286806344985962,0.45,A,1,w8kcea0a,655
659,1.9150303602218628,0.36666666666666664,A,1,w8kcea0a,660
661,2.26717209815979,0.35,A,1,w8kcea0a,662
662,2.0410399436950684,0.375,A,1,w8kcea0a,663
664,1.8488447666168213,0.4583333333333333,A,1,w8kcea0a,665
666,2.3126273155212402,0.325,A,1,w8kcea0a,667
668,1.8472657203674316,0.425,A,1,w8kcea0a,669
669,1.8532238006591797,0.44166666666666665,A,1,w8kcea0a,670
670,2.17038893699646,0.38333333333333336,A,1,w8kcea0a,671
673,1.885145664215088,0.475,A,1,w8kcea0a,674
674,2.1569461822509766,0.43333333333333335,A,1,w8kcea0a,675
676,1.9576495885849,0.2916666666666667,A,1,w8kcea0a,677
677,2.12855863571167,0.4,A,1,w8kcea0a,678
680,2.0703866481781006,0.325,A,1,w8kcea0a,681
681,1.9944076538085938,0.4166666666666667,A,1,w8kcea0a,682
682,1.9195629358291626,0.4666666666666667,A,1,w8kcea0a,683
683,1.6318690776824951,0.44166666666666665,A,1,w8kcea0a,684
684,2.1497321128845215,0.30833333333333335,A,1,w8kcea0a,685
685,1.9356935024261475,0.39166666666666666,A,1,w8kcea0a,686
687,2.227109909057617,0.375,A,1,w8kcea0a,688
688,1.9724032878875732,0.4166666666666667,A,1,w8kcea0a,689
690,1.9359157085418701,0.45,A,1,w8kcea0a,691
691,2.3483400344848633,0.2916666666666667,A,1,w8kcea0a,692
694,1.6369611024856567,0.4666666666666667,A,1,w8kcea0a,695
695,1.8683630228042603,0.4166666666666667,A,1,w8kcea0a,696
697,2.3041279315948486,0.31666666666666665,A,1,w8kcea0a,698
701,1.8106107711791992,0.4,A,1,w8kcea0a,702
702,1.8284984827041626,0.39166666666666666,A,1,w8kcea0a,703
703,1.8831828832626343,0.425,A,1,w8kcea0a,704
704,2.353928804397583,0.25,A,1,w8kcea0a,705
705,1.6169581413269043,0.43333333333333335,A,1,w8kcea0a,706
706,2.105943441390991,0.325,A,1,w8kcea0a,707
708,1.8204922676086426,0.4083333333333333,A,1,w8kcea0a,709
712,2.0629258155822754,0.3416666666666667,A,1,w8kcea0a,713
714,1.824357271194458,0.4583333333333333,A,1,w8kcea0a,715
718,2.054295063018799,0.44166666666666665,A,1,w8kcea0a,719
720,2.150526285171509,0.4,A,1,w8kcea0a,721
721,1.7823059558868408,0.475,A,1,w8kcea0a,722
723,2.0165581703186035,0.4083333333333333,A,1,w8kcea0a,724
724,2.2044429779052734,0.325,A,1,w8kcea0a,725
725,1.8242738246917725,0.475,A,1,w8kcea0a,726
727,2.0240447521209717,0.4166666666666667,A,1,w8kcea0a,728
729,2.0838332176208496,0.3416666666666667,A,1,w8kcea0a,730
732,2.0265705585479736,0.38333333333333336,A,1,w8kcea0a,733
733,2.353774070739746,0.325,A,1,w8kcea0a,734
738,1.872946858406067,0.43333333333333335,A,1,w8kcea0a,739
739,1.799741506576538,0.45,A,1,w8kcea0a,740
741,2.0181493759155273,0.38333333333333336,A,1,w8kcea0a,742
743,1.7246990203857422,0.48333333333333334,A,1,w8kcea0a,744
744,1.8980088233947754,0.38333333333333336,A,1,w8kcea0a,745
746,1.7668837308883667,0.4083333333333333,A,1,w8kcea0a,747
748,1.883983850479126,0.43333333333333335,A,1,w8kcea0a,749
749,1.9454002380371094,0.36666666666666664,A,1,w8kcea0a,750
751,2.116095781326294,0.36666666666666664,A,1,w8kcea0a,752
753,1.7953189611434937,0.5083333333333333,A,1,w8kcea0a,754
754,2.1066195964813232,0.3333333333333333,A,1,w8kcea0a,755
757,2.307927131652832,0.375,A,1,w8kcea0a,758
760,2.1755123138427734,0.3416666666666667,A,1,w8kcea0a,761
761,2.0966789722442627,0.38333333333333336,A,1,w8kcea0a,762
763,2.1003589630126953,0.35833333333333334,A,1,w8kcea0a,764
765,1.673816204071045,0.4666666666666667,A,1,w8kcea0a,766
768,1.9771384000778198,0.36666666666666664,A,1,w8kcea0a,769
769,2.1168606281280518,0.35,A,1,w8kcea0a,770
772,1.9892675876617432,0.38333333333333336,A,1,w8kcea0a,773
773,1.8040200471878052,0.45,A,1,w8kcea0a,774
774,1.865296483039856,0.5,A,1,w8kcea0a,775
775,1.7702211141586304,0.45,A,1,w8kcea0a,776
777,1.7610701322555542,0.5,A,1,w8kcea0a,778
778,1.420405387878418,0.55,A,1,w8kcea0a,779
781,2.2145519256591797,0.45,A,1,w8kcea0a,782
782,2.2994563579559326,0.31666666666666665,A,1,w8kcea0a,783
783,1.9793177843093872,0.4666666666666667,A,1,w8kcea0a,784
784,1.8580256700515747,0.4666666666666667,A,1,w8kcea0a,785
788,2.0379652976989746,0.4,A,1,w8kcea0a,789
789,1.934749722480774,0.43333333333333335,A,1,w8kcea0a,790
790,2.2762088775634766,0.325,A,1,w8kcea0a,791
793,1.923162579536438,0.35833333333333334,A,1,w8kcea0a,794
797,1.682852029800415,0.4583333333333333,A,1,w8kcea0a,798
801,1.6263171434402466,0.5,A,1,w8kcea0a,802
802,2.183272361755371,0.375,A,1,w8kcea0a,803
804,1.9714223146438599,0.4083333333333333,A,1,w8kcea0a,805
807,2.0204837322235107,0.375,A,1,w8kcea0a,808
817,1.8653695583343506,0.4583333333333333,A,1,w8kcea0a,818
819,2.395592212677002,0.31666666666666665,A,1,w8kcea0a,820
821,1.7177770137786865,0.48333333333333334,A,1,w8kcea0a,822
822,1.8000110387802124,0.45,A,1,w8kcea0a,823
830,2.1385397911071777,0.3416666666666667,A,1,w8kcea0a,831
