source,target,auc_node,bce_node,average_precision_node,checkpoint_step_node,auc_neighbors,bce_neighbors,average_precision_neighbors,checkpoint_step_neighbors
ukr_rus_twitter,ukr_rus_twitter,0.6009785714285715,1.3235115768468924,0.5567493875740694,66000,0.6392015306122449,1.5786249833418946,0.5717123862374267,38000
ukr_rus_twitter,covid19_twitter,0.6754744897959184,0.7198771963136531,0.6289973314604386,66000,0.7404704081632653,0.7284632715977039,0.6859632059322014,38000
ukr_rus_twitter,midterm,0.6166632653061225,0.8463495940065257,0.5679604317857149,66000,0.6284071428571427,0.9826906900123178,0.5872296589263012,38000
ukr_rus_twitter,covid_political,0.5647229591836734,0.9368316570595172,0.5514474651799497,66000,0.6286423469387755,1.054620333546292,0.6034629105022915,38000
ukr_rus_twitter,election2020,0.5485510204081633,0.9046661372717308,0.5501925311633324,66000,0.6927964285714286,1.304504669676206,0.6366588112529948,38000
ukr_rus_twitter,ukr_rus_suspended,0.681170918367347,0.7511093290164953,0.6717160147608829,66000,0.7630005102040816,0.8169803085332754,0.7310127188578469,38000
ukr_rus_twitter,twibot20,0.6035545918367347,0.7768233604808227,0.5882954067720657,66000,0.7081602040816327,0.7833631076051045,0.6647517345443594,38000
ukr_rus_twitter,cp_hk_twitter,0.5618107142857143,0.7354913495893691,0.5444153452025309,66000,0.573205612244898,0.7808233855857577,0.5551361137873247,38000
ukr_rus_twitter,facebook_page_reference,0.7179959183673469,0.6596474902927082,0.703683353072581,66000,0.690857142857143,0.651174428390348,0.7014482783974703,38000
covid19_twitter,ukr_rus_twitter,0.6053298469387755,0.8588227607109467,0.5683901796815054,56000,0.6459535714285713,1.0426291204457152,0.5954756581477183,22000
covid19_twitter,covid19_twitter,0.7222655612244898,0.9448230332237928,0.6466041772276787,56000,0.7463301020408164,0.9335772264415326,0.6778054328411334,22000
covid19_twitter,midterm,0.6324076530612246,0.8698716437157379,0.5751783565468034,56000,0.6280316326530613,1.1308192961993333,0.5853110608229016,22000
covid19_twitter,covid_political,0.5626494897959183,1.4457123061582835,0.5440065640155123,56000,0.6295668367346938,1.4839503208844131,0.5995833653895697,22000
covid19_twitter,election2020,0.565015306122449,1.1644631456859245,0.5506378102265002,56000,0.6976086734693877,1.7704468879032242,0.6390943190007268,22000
covid19_twitter,ukr_rus_suspended,0.6536744897959184,0.710710950313346,0.6424795870372143,56000,0.7361637755102042,0.7968495090473474,0.7177659238546085,22000
covid19_twitter,twibot20,0.6336061224489796,0.9469636103527148,0.6082278078201467,56000,0.7147994897959183,1.0433935840999549,0.6617604738187721,22000
covid19_twitter,cp_hk_twitter,0.5901352040816327,0.937375051381037,0.549975349519993,56000,0.5723295918367346,1.152333193473201,0.5494509066717357,22000
covid19_twitter,facebook_page_reference,0.7338948979591836,0.6447749890688933,0.7304065880335671,56000,0.6502163265306122,0.6683337763534218,0.6735984572312507,22000
midterm,ukr_rus_twitter,0.5698290816326531,0.7083569305464282,0.5623001534740368,58000,0.6281341836734693,0.7662777717521776,0.5819060074271514,10000
midterm,covid19_twitter,0.643184693877551,0.695044167298687,0.6179310362420688,58000,0.7284397959183675,0.6917754526789502,0.6820454434780772,10000
midterm,midterm,0.7235071428571429,1.5913661941334638,0.6392327804956222,58000,0.6842250000000001,1.0699219884042293,0.6323490574055144,10000
midterm,covid_political,0.601284693877551,0.7735055318429396,0.5594893785643356,58000,0.6498561224489796,0.77962114876625,0.6104052242578328,10000
midterm,election2020,0.6331719387755101,0.6948359177237857,0.6015175005166169,58000,0.7299418367346938,0.8493465430156394,0.6621748918487917,10000
midterm,ukr_rus_suspended,0.6397591836734694,0.6737914546789179,0.6394906800333551,58000,0.7266642857142857,0.6895992357417423,0.7150722225524627,10000
midterm,twibot20,0.6392102040816328,0.7295157378185222,0.6024089481421467,58000,0.7662219387755103,0.6891685079302684,0.7044615327500847,10000
midterm,cp_hk_twitter,0.5403872448979592,0.6991322265987019,0.5339049016648003,58000,0.5610280612244898,0.7814645171203116,0.5355950247221402,10000
midterm,facebook_page_reference,0.6450959183673468,0.6798238994267283,0.6374939935460386,58000,0.5845025510204082,0.7108415848193665,0.6010050151484769,10000
covid_political,ukr_rus_twitter,0.5313408163265306,0.7245232740682961,0.5311460561866969,10000,0.5850107142857143,0.9641922502972292,0.547107404753053,12000
covid_political,covid19_twitter,0.5649826530612245,0.7215012917183726,0.5550494404575569,10000,0.6378846938775511,0.8362597542726212,0.6023638637596158,12000
covid_political,midterm,0.6009969387755102,0.6998380152461352,0.5622284726771081,10000,0.6090530612244898,0.8798879343419542,0.5871124274567321,12000
covid_political,covid_political,0.7554785714285714,1.326878993188814,0.6850891357785371,10000,0.7481887755102041,1.3565225558723717,0.6854364391561534,12000
covid_political,election2020,0.6441316326530613,0.690188631608322,0.6107992953698573,10000,0.7533785714285715,1.003777009891113,0.6857308582693793,12000
covid_political,ukr_rus_suspended,0.5783469387755102,0.6893827031336491,0.5738317490327858,10000,0.645156887755102,0.845129209210221,0.6371520963135169,12000
covid_political,twibot20,0.6171377551020408,0.7554735183397088,0.5952710485438464,10000,0.7321061224489795,0.8355755156626284,0.6859613777739906,12000
covid_political,cp_hk_twitter,0.5125382653061226,0.6979156125043087,0.5070108800309732,10000,0.5675382653061225,0.8545232610574279,0.5606038868412146,12000
covid_political,facebook_page_reference,0.5690311224489796,0.7040411640558748,0.5581212369247806,10000,0.5490744897959183,0.7958659109424451,0.577265516790612,12000
election2020,ukr_rus_twitter,0.5198928571428572,0.7657196488148562,0.5155689446171223,46000,0.5647617346938776,0.7131008858942494,0.5387098449566646,18000
election2020,covid19_twitter,0.5292540816326531,0.7537031247108882,0.5286137312720058,46000,0.5869854591836734,0.742340271216163,0.5491121736671116,18000
election2020,midterm,0.5390663265306123,0.7231190988349283,0.5252457578408366,46000,0.6023739795918368,0.7960518884146196,0.5743407354171419,18000
election2020,covid_political,0.5767413265306123,1.0457781150619507,0.5473765748239869,46000,0.6550548469387755,0.8776847898260147,0.5992639168629657,18000
election2020,election2020,0.7950464285714286,0.776647489633552,0.7257166066951343,46000,0.8148698979591837,0.7619832632160215,0.7407677624758995,18000
election2020,ukr_rus_suspended,0.5283204081632652,0.7313785289643395,0.5232878890086163,46000,0.6118280612244897,0.6956849401228293,0.5907504883319982,18000
election2020,twibot20,0.5374204081632653,0.8847647453653009,0.5364030335458501,46000,0.6657627551020409,0.7059513132379915,0.6304617288097231,18000
election2020,cp_hk_twitter,0.5009928571428571,0.7253452110481086,0.5057424538404361,46000,0.5016122448979592,0.7872824899861158,0.504273927158147,18000
election2020,facebook_page_reference,0.5383576530612244,0.7881738898734179,0.5250488436796514,46000,0.5565494897959185,0.8535040277919981,0.5364921927812116,18000
