source,label,old_train,old_val,old_gap,new_train,new_val,new_gap,old_auc,new_auc,old_bce,new_bce
ukr_rus_twitter,Ukraine mini,0.6081663966178894,0.616127774777194,0.007961378159304644,0.609316349029541,0.6093326877864003,1.6338756859246573e-05,0.6392015306122449,0.6492525510204082,1.5786249833418946,1.7260516592125323
covid19_twitter,COVID mini,0.6115937829017639,0.6250953527263331,0.013501569824569182,0.6166889667510986,0.6172466720454847,0.000557705294386035,0.7463301020408164,0.77395,0.9335772264415326,0.9865417035390128
midterm,Midterm,0.6039490699768066,0.6511338411930022,0.047184771216195576,0.6104146242141724,0.613222748759979,0.0028081245458065895,0.6842250000000001,0.7434290816326532,1.0699219884042293,1.3308205810971867
covid_political,COVID Political,0.589471697807312,0.6396515690390718,0.05017987123175982,0.6038548350334167,0.6122324822113526,0.008377647177935876,0.7481887755102041,0.7740076530612245,1.3565225558723717,1.4194534424544187
election2020,Election 2020,0.6183798313140869,0.6195040113225636,0.001124180008476694,0.6163990497589111,0.6177311454307043,0.0013320956717931542,0.8148698979591837,0.818030612244898,0.7619832632160215,0.7643038613041975
ukr_rus_suspended,Suspended,0.6122222542762756,0.6312154284905575,0.018993174214281816,0.6164647340774536,0.6271149786114,0.010650244533946363,0.8149382653061225,0.8163367346938775,0.7212774556540741,0.8232742686180425
twibot20,TwiBot20,0.6182082891464233,0.6251120715540187,0.006903782407595371,0.6226677298545837,0.6249994559496828,0.002331726095099018,0.8162377551020409,0.807280612244898,0.7712424022618634,0.7907756026620363
cp_hk_twitter,China/HK,0.5941436886787415,0.6732042821872379,0.07906059350849648,0.5912125110626221,0.5985176339966757,0.0073051229340536095,0.5933982142857143,0.649845918367347,2.303425354008334,2.9020458811804373
facebook_page_reference,Facebook,0.5965421795845032,0.6552601852362894,0.0587180056517862,0.6185809373855591,0.6312074230411125,0.012626485655553465,0.690284693877551,0.857415306122449,0.7226581676272975,0.6852960480993855
