first,second,target,checkpoint_step,n_pairs,n_positive,n_negative,positive_fraction,bce,positive_bce,negative_bce,brier,ece_15_equal_width,calibration_bins,logit_quantiles,at_probability_0_5,roc_auc,average_precision
ukr_rus_twitter,facebook_page_reference,ukr_rus_twitter,12000,8400,1400,7000,0.16666666666666666,0.09890401641320377,0.3105015114124492,0.056584517413354685,0.025992675136000332,0.013086635234251888,"[{'bin': 0, 'n': 6157, 'mean_probability': 0.013812201915322854, 'positive_fraction': 0.00714633750203021}, {'bin': 1, 'n': 435, 'mean_probability': 0.09334910997239262, 'positive_fraction': 0.06206896551724138}, {'bin': 2, 'n': 162, 'mean_probability': 0.1637725000338652, 'positive_fraction': 0.11728395061728394}, {'bin': 3, 'n': 105, 'mean_probability': 0.22932722887833512, 'positive_fraction': 0.24761904761904763}, {'bin': 4, 'n': 61, 'mean_probability': 0.302645106514017, 'positive_fraction': 0.19672131147540983}, {'bin': 5, 'n': 59, 'mean_probability': 0.3659883561877296, 'positive_fraction': 0.23728813559322035}, {'bin': 6, 'n': 53, 'mean_probability': 0.4339103084858106, 'positive_fraction': 0.24528301886792453}, {'bin': 7, 'n': 48, 'mean_probability': 0.4997096739495228, 'positive_fraction': 0.4166666666666667}, {'bin': 8, 'n': 42, 'mean_probability': 0.5667336663355323, 'positive_fraction': 0.4523809523809524}, {'bin': 9, 'n': 39, 'mean_probability': 0.6271907016216541, 'positive_fraction': 0.5897435897435898}, {'bin': 10, 'n': 48, 'mean_probability': 0.7062836575793822, 'positive_fraction': 0.6666666666666666}, {'bin': 11, 'n': 45, 'mean_probability': 0.7686757704523812, 'positive_fraction': 0.8666666666666667}, {'bin': 12, 'n': 72, 'mean_probability': 0.8317158636873425, 'positive_fraction': 0.8333333333333334}, {'bin': 13, 'n': 151, 'mean_probability': 0.9033224597005534, 'positive_fraction': 0.9139072847682119}, {'bin': 14, 'n': 923, 'mean_probability': 0.9864570302171752, 'positive_fraction': 0.9902491874322861}]","{'min': -10.81015396118164, 'p01': -8.301858291625976, 'median': -4.187126398086548, 'p99': 9.03793865203858, 'max': 21.876911163330078}","{'accuracy': 0.9677380952380953, 'balanced_accuracy': 0.9340714285714286, 'precision': 0.9197026022304833, 'recall': 0.8835714285714286, 'specificity': 0.9845714285714285, 'f1': 0.9012750455373406, 'mcc': 0.8822559236083987, 'tp': 1237, 'tn': 6892, 'fp': 108, 'fn': 163}",0.9845755102040816,0.9572791775790241
ukr_rus_twitter,facebook_page_reference,covid19_twitter,12000,8400,1400,7000,0.16666666666666666,0.18155219233710765,0.864362195032114,0.04499019179810641,0.04967422463679982,0.03003435228308587,"[{'bin': 0, 'n': 6363, 'mean_probability': 0.013925811254664149, 'positive_fraction': 0.0231023102310231}, {'bin': 1, 'n': 462, 'mean_probability': 0.09201289492393892, 'positive_fraction': 0.170995670995671}, {'bin': 2, 'n': 199, 'mean_probability': 0.16388717575627867, 'positive_fraction': 0.27638190954773867}, {'bin': 3, 'n': 123, 'mean_probability': 0.2287561517475604, 'positive_fraction': 0.34146341463414637}, {'bin': 4, 'n': 82, 'mean_probability': 0.3013091052487658, 'positive_fraction': 0.47560975609756095}, {'bin': 5, 'n': 59, 'mean_probability': 0.36605512905130894, 'positive_fraction': 0.559322033898305}, {'bin': 6, 'n': 72, 'mean_probability': 0.43602910200308587, 'positive_fraction': 0.6527777777777778}, {'bin': 7, 'n': 71, 'mean_probability': 0.49940635018991697, 'positive_fraction': 0.6619718309859155}, {'bin': 8, 'n': 57, 'mean_probability': 0.5643663252461346, 'positive_fraction': 0.7719298245614035}, {'bin': 9, 'n': 50, 'mean_probability': 0.6317592121028484, 'positive_fraction': 0.84}, {'bin': 10, 'n': 72, 'mean_probability': 0.7009101926466548, 'positive_fraction': 0.875}, {'bin': 11, 'n': 80, 'mean_probability': 0.769291231259438, 'positive_fraction': 0.9125}, {'bin': 12, 'n': 111, 'mean_probability': 0.8353323627593259, 'positive_fraction': 0.9099099099099099}, {'bin': 13, 'n': 148, 'mean_probability': 0.9046086168947096, 'positive_fraction': 0.9527027027027027}, {'bin': 14, 'n': 451, 'mean_probability': 0.976307772015567, 'positive_fraction': 0.991130820399113}]","{'min': -11.850493431091309, 'p01': -8.622042760848998, 'median': -4.2422051429748535, 'p99': 5.242419385910035, 'max': 10.37959098815918}","{'accuracy': 0.9366666666666666, 'balanced_accuracy': 0.8291428571428572, 'precision': 0.9331337325349301, 'recall': 0.6678571428571428, 'specificity': 0.9904285714285714, 'f1': 0.7785179017485429, 'mcc': 0.7568964076151097, 'tp': 935, 'tn': 6933, 'fp': 67, 'fn': 465}",0.9538306122448981,0.8853311164309504
ukr_rus_twitter,facebook_page_reference,midterm,12000,8400,1400,7000,0.16666666666666666,0.2575952745398331,0.9299230261079343,0.12312972422621296,0.07473131584235158,0.037751428055207904,"[{'bin': 0, 'n': 5839, 'mean_probability': 0.015876116327934245, 'positive_fraction': 0.025860592567220415}, {'bin': 1, 'n': 615, 'mean_probability': 0.09316276426412456, 'positive_fraction': 0.15284552845528454}, {'bin': 2, 'n': 263, 'mean_probability': 0.16502689735676007, 'positive_fraction': 0.3041825095057034}, {'bin': 3, 'n': 176, 'mean_probability': 0.23169732566935364, 'positive_fraction': 0.375}, {'bin': 4, 'n': 130, 'mean_probability': 0.29812596634720584, 'positive_fraction': 0.4076923076923077}, {'bin': 5, 'n': 110, 'mean_probability': 0.366968427005866, 'positive_fraction': 0.4727272727272727}, {'bin': 6, 'n': 89, 'mean_probability': 0.42666911051072204, 'positive_fraction': 0.47191011235955055}, {'bin': 7, 'n': 87, 'mean_probability': 0.49790859550758954, 'positive_fraction': 0.4367816091954023}, {'bin': 8, 'n': 64, 'mean_probability': 0.5693907292458233, 'positive_fraction': 0.46875}, {'bin': 9, 'n': 96, 'mean_probability': 0.6272756478353682, 'positive_fraction': 0.46875}, {'bin': 10, 'n': 63, 'mean_probability': 0.7008666156772009, 'positive_fraction': 0.7142857142857143}, {'bin': 11, 'n': 86, 'mean_probability': 0.7668896041930111, 'positive_fraction': 0.6046511627906976}, {'bin': 12, 'n': 102, 'mean_probability': 0.8324797827698948, 'positive_fraction': 0.6568627450980392}, {'bin': 13, 'n': 153, 'mean_probability': 0.9033259655543443, 'positive_fraction': 0.7777777777777778}, {'bin': 14, 'n': 527, 'mean_probability': 0.9819502073254154, 'positive_fraction': 0.8842504743833017}]","{'min': -11.443687438964844, 'p01': -8.247704916000366, 'median': -3.8257192373275757, 'p99': 6.662888469696046, 'max': 14.955789566040039}","{'accuracy': 0.8991666666666667, 'balanced_accuracy': 0.7800714285714285, 'precision': 0.74447391688771, 'recall': 0.6014285714285714, 'specificity': 0.9587142857142857, 'f1': 0.6653496641643619, 'mcc': 0.6115658175316935, 'tp': 842, 'tn': 6711, 'fp': 289, 'fn': 558}",0.926749387755102,0.7583241551117659
ukr_rus_twitter,facebook_page_reference,covid_political,12000,8400,1400,7000,0.16666666666666666,0.19641472052892334,0.5881989852450058,0.11805786758570688,0.05454844811502676,0.022348538547182356,"[{'bin': 0, 'n': 5047, 'mean_probability': 0.023652619316557093, 'positive_fraction': 0.015851000594412523}, {'bin': 1, 'n': 1040, 'mean_probability': 0.09374988898289997, 'positive_fraction': 0.058653846153846154}, {'bin': 2, 'n': 394, 'mean_probability': 0.16304349265653104, 'positive_fraction': 0.116751269035533}, {'bin': 3, 'n': 220, 'mean_probability': 0.23016236400137613, 'positive_fraction': 0.19545454545454546}, {'bin': 4, 'n': 180, 'mean_probability': 0.29953867783581944, 'positive_fraction': 0.28888888888888886}, {'bin': 5, 'n': 113, 'mean_probability': 0.36182283010035793, 'positive_fraction': 0.25663716814159293}, {'bin': 6, 'n': 94, 'mean_probability': 0.43557448603628335, 'positive_fraction': 0.3829787234042553}, {'bin': 7, 'n': 71, 'mean_probability': 0.4989171210673156, 'positive_fraction': 0.352112676056338}, {'bin': 8, 'n': 88, 'mean_probability': 0.5669665402597701, 'positive_fraction': 0.42045454545454547}, {'bin': 9, 'n': 68, 'mean_probability': 0.6356631080533257, 'positive_fraction': 0.5441176470588235}, {'bin': 10, 'n': 80, 'mean_probability': 0.7010067720089558, 'positive_fraction': 0.625}, {'bin': 11, 'n': 96, 'mean_probability': 0.7650690440230808, 'positive_fraction': 0.6979166666666666}, {'bin': 12, 'n': 108, 'mean_probability': 0.8330353446049878, 'positive_fraction': 0.7962962962962963}, {'bin': 13, 'n': 164, 'mean_probability': 0.9042727903152853, 'positive_fraction': 0.8902439024390244}, {'bin': 14, 'n': 637, 'mean_probability': 0.979425875314026, 'positive_fraction': 0.9497645211930926}]","{'min': -10.151945114135742, 'p01': -6.730986466407776, 'median': -3.109673261642456, 'p99': 6.216371049880984, 'max': 9.747541427612305}","{'accuracy': 0.929404761904762, 'balanced_accuracy': 0.8547857142857143, 'precision': 0.816967792615868, 'recall': 0.7428571428571429, 'specificity': 0.9667142857142857, 'f1': 0.7781518892630004, 'mcc': 0.737465276831206, 'tp': 1040, 'tn': 6767, 'fp': 233, 'fn': 360}",0.9464665306122451,0.8509325784238135
ukr_rus_twitter,facebook_page_reference,ukr_rus_suspended,12000,8400,1400,7000,0.16666666666666666,0.23530722570357507,0.6086968137917091,0.16062930808594827,0.06679941040167583,0.03573780692953245,"[{'bin': 0, 'n': 5336, 'mean_probability': 0.01627048709916041, 'positive_fraction': 0.017616191904047975}, {'bin': 1, 'n': 629, 'mean_probability': 0.09539659579921077, 'positive_fraction': 0.09062003179650238}, {'bin': 2, 'n': 292, 'mean_probability': 0.1635644587505929, 'positive_fraction': 0.14726027397260275}, {'bin': 3, 'n': 227, 'mean_probability': 0.2303264996618781, 'positive_fraction': 0.1145374449339207}, {'bin': 4, 'n': 155, 'mean_probability': 0.2986763660519389, 'positive_fraction': 0.17419354838709677}, {'bin': 5, 'n': 140, 'mean_probability': 0.36527426570854404, 'positive_fraction': 0.29285714285714287}, {'bin': 6, 'n': 89, 'mean_probability': 0.4341889399630308, 'positive_fraction': 0.29213483146067415}, {'bin': 7, 'n': 85, 'mean_probability': 0.49842427106257603, 'positive_fraction': 0.3411764705882353}, {'bin': 8, 'n': 91, 'mean_probability': 0.565010032859076, 'positive_fraction': 0.32967032967032966}, {'bin': 9, 'n': 110, 'mean_probability': 0.6319475256540832, 'positive_fraction': 0.41818181818181815}, {'bin': 10, 'n': 103, 'mean_probability': 0.7030824906907024, 'positive_fraction': 0.49514563106796117}, {'bin': 11, 'n': 105, 'mean_probability': 0.7683323497663034, 'positive_fraction': 0.49523809523809526}, {'bin': 12, 'n': 114, 'mean_probability': 0.8380362090310494, 'positive_fraction': 0.6140350877192983}, {'bin': 13, 'n': 172, 'mean_probability': 0.9003014299824452, 'positive_fraction': 0.7383720930232558}, {'bin': 14, 'n': 752, 'mean_probability': 0.9788761711882242, 'positive_fraction': 0.9055851063829787}]","{'min': -11.33983039855957, 'p01': -8.178931980133056, 'median': -3.5670392513275146, 'p99': 6.577956895828251, 'max': 11.963937759399414}","{'accuracy': 0.9103571428571429, 'balanced_accuracy': 0.8505, 'precision': 0.7181389076196898, 'recall': 0.7607142857142857, 'specificity': 0.9402857142857143, 'f1': 0.7388137356919875, 'mcc': 0.6851751325121677, 'tp': 1065, 'tn': 6582, 'fp': 418, 'fn': 335}",0.9364882653061224,0.8103704997080524
ukr_rus_twitter,facebook_page_reference,twibot20,12000,8400,1400,7000,0.16666666666666666,0.23997615653921278,0.6012372236452148,0.16772394311801236,0.07014793929030809,0.041444459539987065,"[{'bin': 0, 'n': 4750, 'mean_probability': 0.018681317027529613, 'positive_fraction': 0.016421052631578947}, {'bin': 1, 'n': 894, 'mean_probability': 0.0962617003450839, 'positive_fraction': 0.050335570469798654}, {'bin': 2, 'n': 415, 'mean_probability': 0.16562185776815697, 'positive_fraction': 0.11566265060240964}, {'bin': 3, 'n': 260, 'mean_probability': 0.23285794263410628, 'positive_fraction': 0.18076923076923077}, {'bin': 4, 'n': 210, 'mean_probability': 0.2975904219704914, 'positive_fraction': 0.15714285714285714}, {'bin': 5, 'n': 164, 'mean_probability': 0.3666323587284418, 'positive_fraction': 0.2073170731707317}, {'bin': 6, 'n': 171, 'mean_probability': 0.42918526248881694, 'positive_fraction': 0.3157894736842105}, {'bin': 7, 'n': 133, 'mean_probability': 0.5009104802857174, 'positive_fraction': 0.38345864661654133}, {'bin': 8, 'n': 126, 'mean_probability': 0.566987844006402, 'positive_fraction': 0.3492063492063492}, {'bin': 9, 'n': 116, 'mean_probability': 0.633336542581572, 'positive_fraction': 0.3793103448275862}, {'bin': 10, 'n': 122, 'mean_probability': 0.7004628745433579, 'positive_fraction': 0.5245901639344263}, {'bin': 11, 'n': 128, 'mean_probability': 0.7686589356167428, 'positive_fraction': 0.6328125}, {'bin': 12, 'n': 171, 'mean_probability': 0.8346536935263406, 'positive_fraction': 0.7485380116959064}, {'bin': 13, 'n': 174, 'mean_probability': 0.8996615193144615, 'positive_fraction': 0.7528735632183908}, {'bin': 14, 'n': 566, 'mean_probability': 0.9777569455616429, 'positive_fraction': 0.9151943462897526}]","{'min': -11.620162963867188, 'p01': -7.695175390243531, 'median': -3.0659409761428833, 'p99': 5.925749816894534, 'max': 11.459680557250977}","{'accuracy': 0.9048809523809523, 'balanced_accuracy': 0.8389285714285715, 'precision': 0.7042828008157715, 'recall': 0.74, 'specificity': 0.9378571428571428, 'f1': 0.7216997561825148, 'mcc': 0.6646753877095527, 'tp': 1036, 'tn': 6565, 'fp': 435, 'fn': 364}",0.9322516326530613,0.7949747195796559
ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,12000,8400,1400,7000,0.16666666666666666,0.19711593672525635,0.9112028829592597,0.05429854747845569,0.05626397625483972,0.032111718042831784,"[{'bin': 0, 'n': 6165, 'mean_probability': 0.01752574536702833, 'positive_fraction': 0.022222222222222223}, {'bin': 1, 'n': 605, 'mean_probability': 0.09388935586693337, 'positive_fraction': 0.17355371900826447}, {'bin': 2, 'n': 243, 'mean_probability': 0.16456431766579793, 'positive_fraction': 0.25925925925925924}, {'bin': 3, 'n': 167, 'mean_probability': 0.2323876666998771, 'positive_fraction': 0.39520958083832336}, {'bin': 4, 'n': 106, 'mean_probability': 0.2949840132535026, 'positive_fraction': 0.5094339622641509}, {'bin': 5, 'n': 78, 'mean_probability': 0.36448192327734186, 'positive_fraction': 0.6538461538461539}, {'bin': 6, 'n': 71, 'mean_probability': 0.4316771303473848, 'positive_fraction': 0.5915492957746479}, {'bin': 7, 'n': 68, 'mean_probability': 0.4955819109967977, 'positive_fraction': 0.7352941176470589}, {'bin': 8, 'n': 64, 'mean_probability': 0.5666906691454384, 'positive_fraction': 0.8125}, {'bin': 9, 'n': 67, 'mean_probability': 0.6303565675788234, 'positive_fraction': 0.7910447761194029}, {'bin': 10, 'n': 80, 'mean_probability': 0.700750275643415, 'positive_fraction': 0.875}, {'bin': 11, 'n': 65, 'mean_probability': 0.7670642994181406, 'positive_fraction': 0.9384615384615385}, {'bin': 12, 'n': 105, 'mean_probability': 0.8341876933598854, 'positive_fraction': 0.9333333333333333}, {'bin': 13, 'n': 150, 'mean_probability': 0.9010278661500102, 'positive_fraction': 0.9466666666666667}, {'bin': 14, 'n': 366, 'mean_probability': 0.9743095773050852, 'positive_fraction': 0.9726775956284153}]","{'min': -10.432741165161133, 'p01': -7.495135674476623, 'median': -3.861775755882263, 'p99': 4.732326593399051, 'max': 9.096054077148438}","{'accuracy': 0.9261904761904762, 'balanced_accuracy': 0.7994285714285714, 'precision': 0.9211663066954644, 'recall': 0.6092857142857143, 'specificity': 0.9895714285714285, 'f1': 0.7334479793637145, 'mcc': 0.712613805510556, 'tp': 853, 'tn': 6927, 'fp': 73, 'fn': 547}",0.9507850000000001,0.8618604566499612
ukr_rus_twitter,facebook_page_reference,facebook_page_reference,12000,8400,1400,7000,0.16666666666666666,0.1802519929637669,0.7841682674351812,0.05946873806948403,0.05025136516849373,0.021366307991397028,"[{'bin': 0, 'n': 6244, 'mean_probability': 0.010976187878100938, 'positive_fraction': 0.021780909673286355}, {'bin': 1, 'n': 455, 'mean_probability': 0.09456202822189982, 'positive_fraction': 0.13626373626373625}, {'bin': 2, 'n': 164, 'mean_probability': 0.16355815843873878, 'positive_fraction': 0.2865853658536585}, {'bin': 3, 'n': 150, 'mean_probability': 0.22701214556099625, 'positive_fraction': 0.31333333333333335}, {'bin': 4, 'n': 95, 'mean_probability': 0.2981193848100489, 'positive_fraction': 0.37894736842105264}, {'bin': 5, 'n': 92, 'mean_probability': 0.36677881029295395, 'positive_fraction': 0.5434782608695652}, {'bin': 6, 'n': 64, 'mean_probability': 0.4272348081442317, 'positive_fraction': 0.40625}, {'bin': 7, 'n': 57, 'mean_probability': 0.5016866813557106, 'positive_fraction': 0.543859649122807}, {'bin': 8, 'n': 79, 'mean_probability': 0.567188500982818, 'positive_fraction': 0.6582278481012658}, {'bin': 9, 'n': 58, 'mean_probability': 0.6319008176203863, 'positive_fraction': 0.7413793103448276}, {'bin': 10, 'n': 61, 'mean_probability': 0.7006732966010207, 'positive_fraction': 0.7868852459016393}, {'bin': 11, 'n': 67, 'mean_probability': 0.7693072615211708, 'positive_fraction': 0.7164179104477612}, {'bin': 12, 'n': 88, 'mean_probability': 0.8331482868188477, 'positive_fraction': 0.8636363636363636}, {'bin': 13, 'n': 123, 'mean_probability': 0.8984729498869692, 'positive_fraction': 0.8699186991869918}, {'bin': 14, 'n': 603, 'mean_probability': 0.9862222091077042, 'positive_fraction': 0.9800995024875622}]","{'min': -13.540102005004883, 'p01': -9.692683010101318, 'median': -4.589765787124634, 'p99': 9.470768127441412, 'max': 23.941261291503906}","{'accuracy': 0.9353571428571429, 'balanced_accuracy': 0.8417857142857142, 'precision': 0.8870822041553749, 'recall': 0.7014285714285714, 'specificity': 0.9821428571428571, 'f1': 0.7834064619066613, 'mcc': 0.7531301304003855, 'tp': 982, 'tn': 6875, 'fp': 125, 'fn': 418}",0.9559812244897959,0.8781157537200349
covid19_twitter,midterm,ukr_rus_twitter,32000,8400,1400,7000,0.16666666666666666,0.12722391035498173,0.36978993573241625,0.07871070527949486,0.03502300445125984,0.012165767812343789,"[{'bin': 0, 'n': 5997, 'mean_probability': 0.012173139453771707, 'positive_fraction': 0.005669501417375354}, {'bin': 1, 'n': 401, 'mean_probability': 0.09486486266829786, 'positive_fraction': 0.08478802992518704}, {'bin': 2, 'n': 219, 'mean_probability': 0.16437441331265193, 'positive_fraction': 0.1232876712328767}, {'bin': 3, 'n': 125, 'mean_probability': 0.2298648738033849, 'positive_fraction': 0.176}, {'bin': 4, 'n': 108, 'mean_probability': 0.3003463900818205, 'positive_fraction': 0.25}, {'bin': 5, 'n': 71, 'mean_probability': 0.3651846056988345, 'positive_fraction': 0.23943661971830985}, {'bin': 6, 'n': 69, 'mean_probability': 0.4310221792998106, 'positive_fraction': 0.43478260869565216}, {'bin': 7, 'n': 61, 'mean_probability': 0.49941077085677077, 'positive_fraction': 0.4098360655737705}, {'bin': 8, 'n': 59, 'mean_probability': 0.5657955099792109, 'positive_fraction': 0.4576271186440678}, {'bin': 9, 'n': 64, 'mean_probability': 0.6302901904383893, 'positive_fraction': 0.65625}, {'bin': 10, 'n': 64, 'mean_probability': 0.7039239856579864, 'positive_fraction': 0.609375}, {'bin': 11, 'n': 93, 'mean_probability': 0.7713014208173377, 'positive_fraction': 0.7741935483870968}, {'bin': 12, 'n': 137, 'mean_probability': 0.8342328350327849, 'positive_fraction': 0.8175182481751825}, {'bin': 13, 'n': 210, 'mean_probability': 0.9033839360113525, 'positive_fraction': 0.9095238095238095}, {'bin': 14, 'n': 722, 'mean_probability': 0.9783745639620288, 'positive_fraction': 0.9709141274238227}]","{'min': -13.815913200378418, 'p01': -9.645710563659668, 'median': -4.269253730773926, 'p99': 6.80919575691225, 'max': 14.960447311401367}","{'accuracy': 0.9536904761904762, 'balanced_accuracy': 0.9133571428571429, 'precision': 0.8671023965141612, 'recall': 0.8528571428571429, 'specificity': 0.9738571428571429, 'f1': 0.859920777817789, 'mcc': 0.8322238847708957, 'tp': 1194, 'tn': 6817, 'fp': 183, 'fn': 206}",0.9789163265306122,0.926489260296391
covid19_twitter,midterm,covid19_twitter,32000,8400,1400,7000,0.16666666666666666,0.11864216926586334,0.4582768366115949,0.050715235796717016,0.03181072714900014,0.005594524839223432,"[{'bin': 0, 'n': 6315, 'mean_probability': 0.010477167550256287, 'positive_fraction': 0.012193190815518607}, {'bin': 1, 'n': 386, 'mean_probability': 0.09180332359909718, 'positive_fraction': 0.10103626943005181}, {'bin': 2, 'n': 169, 'mean_probability': 0.16373385889775852, 'positive_fraction': 0.1952662721893491}, {'bin': 3, 'n': 78, 'mean_probability': 0.22855300675823692, 'positive_fraction': 0.19230769230769232}, {'bin': 4, 'n': 54, 'mean_probability': 0.2975689998612604, 'positive_fraction': 0.2777777777777778}, {'bin': 5, 'n': 57, 'mean_probability': 0.3659988678354743, 'positive_fraction': 0.47368421052631576}, {'bin': 6, 'n': 48, 'mean_probability': 0.4339715513435918, 'positive_fraction': 0.3958333333333333}, {'bin': 7, 'n': 46, 'mean_probability': 0.4991749666425154, 'positive_fraction': 0.45652173913043476}, {'bin': 8, 'n': 38, 'mean_probability': 0.5634487184079857, 'positive_fraction': 0.5263157894736842}, {'bin': 9, 'n': 41, 'mean_probability': 0.6306379352459254, 'positive_fraction': 0.5853658536585366}, {'bin': 10, 'n': 47, 'mean_probability': 0.7084465092261779, 'positive_fraction': 0.8085106382978723}, {'bin': 11, 'n': 56, 'mean_probability': 0.7654189347973397, 'positive_fraction': 0.7678571428571429}, {'bin': 12, 'n': 75, 'mean_probability': 0.8340511700846549, 'positive_fraction': 0.8266666666666667}, {'bin': 13, 'n': 136, 'mean_probability': 0.902711798836957, 'positive_fraction': 0.9264705882352942}, {'bin': 14, 'n': 854, 'mean_probability': 0.986587851677299, 'positive_fraction': 0.9847775175644028}]","{'min': -13.907182693481445, 'p01': -10.14763526916504, 'median': -4.674401521682739, 'p99': 8.426082782745363, 'max': 24.053693771362305}","{'accuracy': 0.9595238095238096, 'balanced_accuracy': 0.9085714285714286, 'precision': 0.9173228346456693, 'recall': 0.8321428571428572, 'specificity': 0.985, 'f1': 0.8726591760299626, 'mcc': 0.8500890092005171, 'tp': 1165, 'tn': 6895, 'fp': 105, 'fn': 235}",0.9773158163265306,0.9383519248354211
