order,rung,added,n_sources,sources,model_key,task,dataset,target,metric,value,primary,entry_rung,rel_to_entry,in_merge
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,covid19_twitter,statuses_count,spearman,0.13895378513416878,1,2,2,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,account_age_days,r2,-17.50485155465734,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,account_age_days,rmse,5.677992927050459,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,account_age_days,spearman,0.07057619677220409,1,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,followers_count,r2,-18.002474396899302,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,followers_count,rmse,9.312032610953679,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,followers_count,spearman,0.18966573914769622,1,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,statuses_count,r2,-87.02108498540491,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,statuses_count,rmse,18.699774600849054,0,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,midterm,statuses_count,spearman,0.08373434022347798,1,3,1,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,account_age_days,r2,-896.3187026370716,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,account_age_days,rmse,33.01278020497134,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,account_age_days,spearman,0.11431291306269957,1,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,followers_count,r2,-834.0622044259645,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,followers_count,rmse,86.36211298380591,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,followers_count,spearman,0.33448883293480325,1,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,statuses_count,r2,-800.5546952954414,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,statuses_count,rmse,65.68465078770974,0,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,twibot20,statuses_count,spearman,0.21581544782712836,1,7,-3,0
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,account_age_days,r2,-21.335701076998262,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,account_age_days,rmse,6.388048646764902,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,account_age_days,spearman,0.04049434208278539,1,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,followers_count,r2,-34.051591288014784,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,followers_count,rmse,13.455838795545278,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,followers_count,spearman,0.13041893678031807,1,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,statuses_count,r2,-24.95450521767751,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,statuses_count,rmse,12.76181597576035,0,1,3,1
A,4,covid_political,4,ukr_rus covid midterm covid_political,nm_ladder_4src,reg,ukr_rus_twitter,statuses_count,spearman,0.14755844937371074,1,1,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,account_age_days,r2,-1127.6401889071199,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,account_age_days,rmse,36.998932210429764,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,account_age_days,spearman,0.04201465039513121,1,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,followers_count,r2,-4729.436564844197,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,followers_count,rmse,138.5715964324527,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,followers_count,spearman,0.10878169406558218,1,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,statuses_count,r2,-2285.5523142074258,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,statuses_count,rmse,105.29230332947212,0,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,covid19_twitter,statuses_count,spearman,0.13330359918010284,1,2,3,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,account_age_days,r2,-63.43271768353104,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,account_age_days,rmse,10.595105103303585,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,account_age_days,spearman,0.07780342420150645,1,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,followers_count,r2,-81.58591956888446,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,followers_count,rmse,19.41298927602634,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,followers_count,spearman,0.17836468080592977,1,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,statuses_count,r2,-96.5755811597659,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,statuses_count,rmse,19.688543354288456,0,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,midterm,statuses_count,spearman,0.08552523110183823,1,3,2,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,account_age_days,r2,-156.61747348030033,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,account_age_days,rmse,13.83601172604517,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,account_age_days,spearman,0.0985754146028149,1,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,followers_count,r2,-67.12315869115147,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,followers_count,rmse,24.666710348610774,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,followers_count,spearman,0.32358211694081057,1,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,statuses_count,r2,-119.22019432261011,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,statuses_count,rmse,25.438179464837464,0,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,twibot20,statuses_count,spearman,0.20351799506612303,1,7,-2,0
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,account_age_days,r2,-14.65633491218286,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,account_age_days,rmse,5.348271822126635,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,account_age_days,spearman,0.04138463174670131,1,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,followers_count,r2,-21.8273567228529,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,followers_count,rmse,10.858872123125817,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,followers_count,spearman,0.14717853249721433,1,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,statuses_count,r2,-31.19704154687821,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,statuses_count,rmse,14.213927134670106,0,1,4,1
A,5,election2020,5,ukr_rus covid midterm covid_political election2020,nm_ladder_5src,reg,ukr_rus_twitter,statuses_count,spearman,0.1507243093245228,1,1,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,account_age_days,r2,-79.9853004501527,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,account_age_days,rmse,9.910932858690048,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,account_age_days,spearman,0.03678786022143887,1,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,followers_count,r2,-44.99124276474077,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,followers_count,rmse,13.663475469458179,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,followers_count,spearman,0.1056919734606218,1,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,statuses_count,r2,-20.404995800689353,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,statuses_count,rmse,10.187406332500979,0,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,covid19_twitter,statuses_count,spearman,0.1376417316042703,1,2,4,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,account_age_days,r2,-4977.761717885641,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,account_age_days,rmse,93.13495631732614,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,account_age_days,spearman,0.06864198641122804,1,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,followers_count,r2,-1258.8214209476043,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,followers_count,rmse,75.82176754598866,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,followers_count,spearman,0.2064353489755728,1,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,statuses_count,r2,-850.3268265367631,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,statuses_count,rmse,58.15555067454545,0,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,midterm,statuses_count,spearman,0.09375658096424323,1,3,3,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,account_age_days,r2,-84.0249143810828,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,account_age_days,rmse,10.162062044808062,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,account_age_days,spearman,0.09704550130810742,1,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,followers_count,r2,-23.962062726509682,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,followers_count,rmse,14.93152207826785,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,followers_count,spearman,0.2656487778935868,1,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,statuses_count,r2,-38.35632457476135,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,statuses_count,rmse,14.554744327005166,0,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,twibot20,statuses_count,spearman,0.17579907204074618,1,7,-1,0
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,account_age_days,r2,-539.478936982245,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,account_age_days,rmse,31.423735258832735,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,account_age_days,spearman,0.06154482898009351,1,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,followers_count,r2,-128.8146898551565,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,followers_count,rmse,25.89517355188094,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,followers_count,spearman,0.1597880386536609,1,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,statuses_count,r2,-225.32020414828654,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,statuses_count,rmse,37.68493442253093,0,1,5,1
A,6,ukr_rus_suspended,6,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended,nm_ladder_6src,reg,ukr_rus_twitter,statuses_count,spearman,0.15905296318786338,1,1,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,account_age_days,r2,-2040.7128593547993,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,account_age_days,rmse,49.76325357175814,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,account_age_days,spearman,0.03624470526183136,1,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,followers_count,r2,-750.5794015891605,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,followers_count,rmse,55.23457838785237,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,followers_count,spearman,0.10697809441364416,1,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,statuses_count,r2,-416.22260962290744,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,statuses_count,rmse,44.976947024211306,0,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,covid19_twitter,statuses_count,spearman,0.11924351310955188,1,2,5,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,account_age_days,r2,-298.03071174405324,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,account_age_days,rmse,22.824955615267097,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,account_age_days,spearman,0.062395182704461975,1,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,followers_count,r2,-295.5080792890369,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,followers_count,rmse,36.78389176003311,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,followers_count,spearman,0.17201143424545992,1,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,statuses_count,r2,-350.0644594564013,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,statuses_count,rmse,37.34534239904677,0,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,midterm,statuses_count,spearman,0.06346397564943135,1,3,4,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,account_age_days,r2,-586.2797570955692,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,account_age_days,rmse,26.707378188128505,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,account_age_days,spearman,0.09727587000928377,1,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,followers_count,r2,-294.02603286692647,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,followers_count,rmse,51.33268906756148,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,followers_count,spearman,0.2782726974485604,1,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,statuses_count,r2,-1051.53422656297,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,statuses_count,rmse,75.26887548296249,0,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,twibot20,statuses_count,spearman,0.18004875560436823,1,7,0,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,account_age_days,r2,-42.39845863658359,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,account_age_days,rmse,8.904418698566104,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,account_age_days,spearman,0.026120949567622245,1,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,followers_count,r2,-20.95364182243396,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,followers_count,rmse,10.649033497939463,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,followers_count,spearman,0.13835076844835278,1,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,statuses_count,r2,-86.06352954429568,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,statuses_count,rmse,23.373526156101164,0,1,6,1
A,7,twibot20,7,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20,nm_ladder_7src,reg,ukr_rus_twitter,statuses_count,spearman,0.1309926532761616,1,1,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,account_age_days,r2,-1190.8486959735121,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,account_age_days,rmse,38.020865425211,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,account_age_days,spearman,0.021432798876407755,1,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,followers_count,r2,-425.86102544116943,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,followers_count,rmse,41.62620900913954,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,followers_count,spearman,0.0951441622359937,1,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,statuses_count,r2,-2298.2791882028887,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,statuses_count,rmse,105.58492344209083,0,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,covid19_twitter,statuses_count,spearman,0.10986570504939967,1,2,6,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,account_age_days,r2,-45.56306961689932,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,account_age_days,rmse,9.00684825445394,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,account_age_days,spearman,0.0871816820813307,1,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,followers_count,r2,-15.20408229898349,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,followers_count,rmse,8.599072891168579,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,followers_count,spearman,0.19187662638672967,1,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,statuses_count,r2,-26.93729035777957,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,statuses_count,rmse,10.535014889604753,0,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,midterm,statuses_count,spearman,0.07358312794969188,1,3,5,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,twibot20,account_age_days,r2,-177.25999963925747,0,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,twibot20,account_age_days,rmse,14.714167352088278,0,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,twibot20,account_age_days,spearman,0.11516744117100411,1,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,reg,twibot20,followers_count,r2,-176.3881454804537,0,7,1,1
