view,stream,cluster,n,selected_k,discovery_silhouette,accuracy_b,accuracy_c,b_minus_c_accuracy,b_only_rate,c_only_rate,oracle_accuracy
metadata,original,0,260,8,0.5883941049975784,0.7423076923076923,0.6307692307692307,0.11153846153846159,0.2423076923076923,0.13076923076923078,0.8730769230769231
metadata,original,1,268,8,0.5883941049975784,0.7761194029850746,0.6194029850746269,0.15671641791044777,0.26119402985074625,0.1044776119402985,0.8805970149253731
metadata,original,2,39,8,0.5883941049975784,0.6666666666666666,0.6666666666666666,0.0,0.20512820512820512,0.20512820512820512,0.8717948717948718
metadata,original,3,110,8,0.5883941049975784,0.6272727272727273,0.5636363636363636,0.06363636363636371,0.2727272727272727,0.20909090909090908,0.8363636363636363
metadata,original,4,110,8,0.5883941049975784,0.5636363636363636,0.4090909090909091,0.15454545454545449,0.37272727272727274,0.21818181818181817,0.7818181818181819
metadata,original,5,30,8,0.5883941049975784,0.7333333333333333,0.6333333333333333,0.09999999999999998,0.16666666666666666,0.06666666666666667,0.8
metadata,original,6,106,8,0.5883941049975784,0.6509433962264151,0.6886792452830188,-0.037735849056603765,0.16037735849056603,0.19811320754716982,0.8490566037735849
metadata,original,7,101,8,0.5883941049975784,0.6138613861386139,0.5247524752475248,0.08910891089108908,0.3069306930693069,0.21782178217821782,0.8316831683168316
metadata,fresh,0,241,8,0.5883941049975784,0.7427385892116183,0.6348547717842323,0.10788381742738595,0.2572614107883817,0.14937759336099585,0.8921161825726142
metadata,fresh,1,213,8,0.5883941049975784,0.7276995305164319,0.6666666666666666,0.06103286384976525,0.2300469483568075,0.16901408450704225,0.8967136150234741
metadata,fresh,2,45,8,0.5883941049975784,0.7555555555555555,0.6222222222222222,0.1333333333333333,0.3111111111111111,0.17777777777777778,0.9333333333333333
metadata,fresh,3,122,8,0.5883941049975784,0.639344262295082,0.5737704918032787,0.06557377049180335,0.2459016393442623,0.18032786885245902,0.819672131147541
metadata,fresh,4,105,8,0.5883941049975784,0.580952380952381,0.5142857142857142,0.06666666666666676,0.24761904761904763,0.18095238095238095,0.7619047619047619
metadata,fresh,5,46,8,0.5883941049975784,0.5869565217391305,0.5434782608695652,0.0434782608695653,0.21739130434782608,0.17391304347826086,0.7608695652173914
metadata,fresh,6,121,8,0.5883941049975784,0.6859504132231405,0.6033057851239669,0.08264462809917361,0.24793388429752067,0.1652892561983471,0.8512396694214877
metadata,fresh,7,131,8,0.5883941049975784,0.6106870229007634,0.5267175572519084,0.08396946564885499,0.2824427480916031,0.1984732824427481,0.8091603053435115
raw_center,original,0,115,8,0.0807657390832901,0.7478260869565218,0.6347826086956522,0.11304347826086958,0.22608695652173913,0.11304347826086956,0.8608695652173913
raw_center,original,1,117,8,0.0807657390832901,0.7521367521367521,0.6495726495726496,0.10256410256410253,0.24786324786324787,0.1452991452991453,0.8974358974358975
raw_center,original,2,110,8,0.0807657390832901,0.7545454545454545,0.6363636363636364,0.11818181818181817,0.24545454545454545,0.12727272727272726,0.8818181818181818
raw_center,original,3,133,8,0.0807657390832901,0.6766917293233082,0.5037593984962406,0.1729323308270676,0.3157894736842105,0.14285714285714285,0.8195488721804511
raw_center,original,4,260,8,0.0807657390832901,0.6923076923076923,0.5884615384615385,0.10384615384615381,0.2653846153846154,0.16153846153846155,0.8538461538461538
raw_center,original,5,155,8,0.0807657390832901,0.6129032258064516,0.5419354838709678,0.07096774193548383,0.2645161290322581,0.1935483870967742,0.8064516129032258
raw_center,original,6,100,8,0.0807657390832901,0.65,0.66,-0.010000000000000009,0.21,0.22,0.87
raw_center,original,7,34,8,0.0807657390832901,0.7058823529411765,0.5588235294117647,0.1470588235294118,0.29411764705882354,0.14705882352941177,0.8529411764705882
raw_center,fresh,0,130,8,0.0807657390832901,0.7307692307692307,0.6461538461538462,0.08461538461538454,0.2230769230769231,0.13846153846153847,0.8692307692307693
raw_center,fresh,1,94,8,0.0807657390832901,0.6382978723404256,0.5638297872340425,0.07446808510638303,0.2765957446808511,0.20212765957446807,0.8404255319148937
raw_center,fresh,2,88,8,0.0807657390832901,0.7613636363636364,0.6704545454545454,0.09090909090909094,0.26136363636363635,0.17045454545454544,0.9318181818181818
raw_center,fresh,3,129,8,0.0807657390832901,0.6976744186046512,0.6434108527131783,0.054263565891472854,0.2558139534883721,0.20155038759689922,0.8992248062015504
raw_center,fresh,4,234,8,0.0807657390832901,0.6837606837606838,0.5726495726495726,0.11111111111111116,0.2777777777777778,0.16666666666666666,0.8504273504273504
raw_center,fresh,5,217,8,0.0807657390832901,0.5806451612903226,0.5299539170506913,0.05069124423963134,0.23963133640552994,0.1889400921658986,0.7695852534562212
raw_center,fresh,6,103,8,0.0807657390832901,0.7475728155339806,0.6310679611650486,0.11650485436893199,0.24271844660194175,0.1262135922330097,0.8737864077669902
raw_center,fresh,7,29,8,0.0807657390832901,0.7586206896551724,0.7241379310344828,0.03448275862068961,0.1724137931034483,0.13793103448275862,0.896551724137931
raw_context,original,0,811,2,0.4847998023033142,0.7090012330456227,0.5856966707768188,0.12330456226880393,0.27003699136868065,0.1467324290998767,0.8557336621454994
raw_context,original,1,213,2,0.4847998023033142,0.6384976525821596,0.6244131455399061,0.014084507042253502,0.215962441314554,0.20187793427230047,0.8403755868544601
raw_context,fresh,0,784,2,0.4847998023033142,0.6862244897959183,0.6033163265306123,0.08290816326530603,0.25255102040816324,0.16964285714285715,0.8558673469387755
raw_context,fresh,1,240,2,0.4847998023033142,0.6625,0.5875,0.07499999999999996,0.25,0.175,0.8375
raw_joint,original,0,213,2,0.3321368098258972,0.6384976525821596,0.6244131455399061,0.014084507042253502,0.215962441314554,0.20187793427230047,0.8403755868544601
raw_joint,original,1,811,2,0.3321368098258972,0.7090012330456227,0.5856966707768188,0.12330456226880393,0.27003699136868065,0.1467324290998767,0.8557336621454994
raw_joint,fresh,0,240,2,0.3321368098258972,0.6625,0.5875,0.07499999999999996,0.25,0.175,0.8375
raw_joint,fresh,1,784,2,0.3321368098258972,0.6862244897959183,0.6033163265306123,0.08290816326530603,0.25255102040816324,0.16964285714285715,0.8558673469387755
