train_source,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean
ukr_rus_twitter,0.9992220997810364,0.9655135273933411,0.9647713899612427,0.8834545612335205,0.6178934574127197,0.9481286406517029,0.9501738548278809,0.9914202690124512,0.9933772683143616,0.9237727853986952
covid19_twitter,0.9841399192810059,0.9997872710227966,0.9982355833053589,0.9334360361099243,0.9986107349395752,0.8913998007774353,0.9934752583503723,0.99650639295578,0.919667661190033,0.9683620731035868
midterm,0.9933032393455505,0.9990289211273193,0.9995607137680054,0.9516890645027161,0.9961258769035339,0.8938663005828857,0.9297166466712952,0.999098539352417,0.9704735279083252,0.9703180922402276
covid_political,0.9078628420829773,0.9930024743080139,0.9402093291282654,0.9997082352638245,0.9956487417221069,0.9494362473487854,0.9802635908126831,0.9581950306892395,0.9985504746437073,0.9692085517777337
election2020,0.9760923385620117,0.978201687335968,0.9852519035339355,0.871886670589447,0.9994916319847107,0.743367612361908,0.9806281924247742,0.9846203923225403,0.4116196036338806,0.8812400036387973
ukr_rus_suspended,0.99177086353302,0.9943896532058716,0.9985583424568176,0.9996345639228821,0.9959178566932678,0.9993558526039124,0.9569880962371826,0.9952253103256226,0.9997703433036804,0.992401209142473
twibot20,0.998494029045105,0.9996278285980225,0.9992638230323792,0.9566785097122192,0.9781023263931274,0.943872332572937,0.9992953538894653,0.9995057582855225,0.97726970911026,0.9835677411821153
cp_hk_twitter,0.998008668422699,0.9991617798805237,0.9893018007278442,0.8833994269371033,0.9457706809043884,0.9320253729820251,0.9636254906654358,0.9995877742767334,0.9307334423065186,0.9601793819003634
facebook_page_reference,0.9716296195983887,0.9968333840370178,0.9856381416320801,0.9976843595504761,0.9959093928337097,0.959719717502594,0.922717809677124,0.9902457594871521,0.9992938041687012,0.9799635542763604
