train_source,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin,prompt_slot,eval_seed,nodes,checkpoint_sha256
midterm,election2020,False,0.0019813887774944305,1.0,0.999957263469696,0.0038313772529363632,0.9961258769035339,4,10043,78932,bd2751a3ab235ec19061f1d2476fb6e0741faeab4b716eff1ccf7beeff71d104
midterm,ukr_rus_suspended,False,0.2308422327041626,0.9490835666656494,0.9739943146705627,0.08012798428535461,0.8938663005828857,5,10044,72295,bd2751a3ab235ec19061f1d2476fb6e0741faeab4b716eff1ccf7beeff71d104
midterm,twibot20,False,0.041850801557302475,0.9922199845314026,0.9997096061706543,0.06999298185110092,0.9297166466712952,6,10045,150000,bd2751a3ab235ec19061f1d2476fb6e0741faeab4b716eff1ccf7beeff71d104
midterm,cp_hk_twitter,False,0.0004749610379803926,1.0,0.9994090795516968,0.00031055486761033535,0.999098539352417,7,10046,150000,bd2751a3ab235ec19061f1d2476fb6e0741faeab4b716eff1ccf7beeff71d104
midterm,facebook_page_reference,False,0.09852505475282669,0.986103355884552,0.9995200037956238,0.029046451672911644,0.9704735279083252,8,10047,150000,bd2751a3ab235ec19061f1d2476fb6e0741faeab4b716eff1ccf7beeff71d104
covid_political,ukr_rus_twitter,False,0.07655055820941925,0.9723299741744995,0.908056378364563,0.00019355207041371614,0.9078628420829773,0,10039,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,covid19_twitter,False,0.004344590473920107,0.9999933242797852,0.9932249188423157,0.00022243932471610606,0.9930024743080139,1,10040,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,midterm,False,0.04898688197135925,0.9626133441925049,0.9410719871520996,0.0008626868948340416,0.9402093291282654,2,10041,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,covid_political,True,0.00016002498159650713,0.9999872446060181,0.9997376203536987,2.9363911380642094e-05,0.9997082352638245,3,10042,78672,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,election2020,False,0.002218174282461405,1.0,0.9962178468704224,0.000569098221603781,0.9956487417221069,4,10043,78932,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,ukr_rus_suspended,False,0.19023604691028595,0.9748945236206055,0.9504947662353516,0.0010585422860458493,0.9494362473487854,5,10044,72295,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,twibot20,False,0.02000400424003601,0.9924466609954834,0.9836618900299072,0.0033982994500547647,0.9802635908126831,6,10045,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,cp_hk_twitter,False,0.0378761850297451,0.9835000038146973,0.9583370685577393,0.0001420371700078249,0.9581950306892395,7,10046,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
covid_political,facebook_page_reference,False,0.0039389305748045444,0.9995399713516235,0.9988307356834412,0.0002802624658215791,0.9985504746437073,8,10047,150000,558adfe9c1cc3ac1d203b529a758fb2c162233af5405a0486aabe29e82b45306
election2020,ukr_rus_twitter,False,0.02669532783329487,0.9918966889381409,0.9774296879768372,0.0013373420806601644,0.9760923385620117,0,10039,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,covid19_twitter,False,0.05364241078495979,0.9907833337783813,0.9998177289962769,0.02161603420972824,0.978201687335968,1,10040,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,midterm,False,0.018586797639727592,0.9967933297157288,0.9899015426635742,0.004649615380913019,0.9852519035339355,2,10041,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,covid_political,False,2.7466814517974854,0.9361844062805176,0.9999994039535522,0.12811274826526642,0.871886670589447,3,10042,78672,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,election2020,True,0.00037051449180580676,0.9999809861183167,0.9996111989021301,0.00011958843970205635,0.9994916319847107,4,10043,78932,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,ukr_rus_suspended,False,3.985168218612671,0.8743896484375,0.9693177342414856,0.22595010697841644,0.743367612361908,5,10044,72295,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,twibot20,False,0.026749875396490097,0.9940333366394043,0.9934728145599365,0.01284460723400116,0.9806281924247742,6,10045,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,cp_hk_twitter,False,0.02847089245915413,0.9940400123596191,0.9923757314682007,0.00775532890111208,0.9846203923225403,7,10046,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
election2020,facebook_page_reference,False,12.79621696472168,0.7056633234024048,0.9994952082633972,0.5878756046295166,0.4116196036338806,8,10047,150000,6ac4959a41436a3b69e255801472f9c6c406d3b3527e239e02c3e68603f7abe4
ukr_rus_suspended,ukr_rus_twitter,False,0.004215972498059273,0.9999933242797852,0.9948439598083496,0.0030730790458619595,0.99177086353302,0,10039,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,covid19_twitter,False,0.0030581571627408266,0.9997366666793823,0.9999837279319763,0.005594079382717609,0.9943896532058716,1,10040,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,midterm,False,0.0007351396488957107,0.9999933242797852,0.9997740387916565,0.0012157127493992448,0.9985583424568176,2,10041,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,covid_political,False,0.0002065162843791768,0.9999809265136719,0.9999991655349731,0.0003645979450084269,0.9996345639228821,3,10042,78672,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,election2020,False,0.002108384156599641,0.9999936819076538,0.9994956254959106,0.003577753435820341,0.9959178566932678,4,10043,78932,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,ukr_rus_suspended,True,0.00032307932269759476,0.9999999403953552,0.9995266199111938,0.00017079699318856,0.9993558526039124,5,10044,72295,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,twibot20,False,0.024681400507688522,0.9969533085823059,0.9998549818992615,0.04286687821149826,0.9569880962371826,6,10045,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,cp_hk_twitter,False,0.0031385603360831738,0.9992366433143616,0.9997580051422119,0.004532703664153814,0.9952253103256226,7,10046,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
ukr_rus_suspended,facebook_page_reference,False,0.00014544969599228352,0.9999566674232483,0.9999906420707703,0.00022030856052879244,0.9997703433036804,8,10047,150000,bb85ffb773ff4f1ba6be7fb7e79efb08c34bf4b00c5fedaa0f8d29c390807406
twibot20,ukr_rus_twitter,False,0.0008181995362974703,0.9999866485595703,0.998500406742096,6.372821189870592e-06,0.998494029045105,0,10039,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,covid19_twitter,False,0.00020511032198555768,0.9999933242797852,0.9999984502792358,0.0003706118150148541,0.9996278285980225,1,10040,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,midterm,False,0.0005891994806006551,0.9998666644096375,0.9997420907020569,0.00047824534703977406,0.9992638230323792,2,10041,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,covid_political,False,0.15356574952602386,0.9795543551445007,0.9999997615814209,0.04332123324275017,0.9566785097122192,3,10042,78672,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,election2020,False,0.024289928376674652,0.992164134979248,0.999997615814209,0.021895308047533035,0.9781023263931274,4,10043,78932,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,ukr_rus_suspended,False,0.20315729081630707,0.9748114943504333,0.9732805490493774,0.02940819039940834,0.943872332572937,5,10044,72295,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,twibot20,True,0.0004064374079462141,0.9999799728393555,0.9994378089904785,0.00014244488556869328,0.9992953538894653,6,10045,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,cp_hk_twitter,False,0.00027393861091695726,0.9999933242797852,0.9995328187942505,2.706030136323534e-05,0.9995057582855225,7,10046,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
twibot20,facebook_page_reference,False,0.07386911660432816,0.9892633557319641,0.999409556388855,0.02213984914124012,0.97726970911026,8,10047,150000,6157ed588b220f183df722684c8f798146870f20079f0396fd195ff878a7ef1f
cp_hk_twitter,ukr_rus_twitter,False,0.0010132198221981525,0.9999933242797852,0.9984686374664307,0.00045997905544936657,0.998008668422699,0,10039,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,covid19_twitter,False,0.0004395578580442816,0.9999933242797852,0.9999971985816956,0.0008354293531738222,0.9991617798805237,1,10040,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,midterm,False,0.0059883990325033665,0.9994099736213684,0.9998601078987122,0.010558320209383965,0.9893018007278442,2,10041,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,covid_political,False,0.5849464535713196,0.946690022945404,1.0,0.11660058051347733,0.8833994269371033,3,10042,78672,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,election2020,False,0.10070978105068207,0.9791086316108704,0.9999718070030212,0.054201140999794006,0.9457706809043884,4,10043,78932,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,ukr_rus_suspended,False,0.28990575671195984,0.9651358723640442,0.9759179949760437,0.04389261454343796,0.9320253729820251,5,10044,72295,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,twibot20,False,0.020506076514720917,0.9984899759292603,0.9998772144317627,0.036251749843358994,0.9636254906654358,6,10045,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,cp_hk_twitter,True,0.0002114696690114215,1.0,0.9996216893196106,3.39172147505451e-05,0.9995877742767334,7,10046,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
cp_hk_twitter,facebook_page_reference,False,0.36831557750701904,0.9662699699401855,0.9995509386062622,0.06881747394800186,0.9307334423065186,8,10047,150000,e75c611ada15001794b94d521498da751f569a1eb042c8823551c9a7afb79aba
facebook_page_reference,ukr_rus_twitter,False,0.018138762563467026,0.9944400191307068,0.9719088673591614,0.00027925102040171623,0.9716296195983887,0,10039,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,covid19_twitter,False,0.0016031196573749185,1.0,0.9992142915725708,0.0023808844853192568,0.9968333840370178,1,10040,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,midterm,False,0.008110655471682549,0.9995399713516235,0.9868496060371399,0.0012114569544792175,0.9856381416320801,2,10041,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,covid_political,False,0.0012026611948385835,0.9999618530273438,0.9999457597732544,0.002261396264657378,0.9976843595504761,3,10042,78672,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,election2020,False,0.002075985772535205,0.9999873042106628,0.9970592856407166,0.0011498728999868035,0.9959093928337097,4,10043,78932,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,ukr_rus_suspended,False,0.08474403619766235,0.9858980178833008,0.9683974385261536,0.008677707053720951,0.959719717502594,5,10044,72295,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,twibot20,False,0.048199962824583054,0.988349974155426,0.9956576824188232,0.07293989509344101,0.922717809677124,6,10045,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,cp_hk_twitter,False,0.0063108778558671474,0.9978933334350586,0.9905813336372375,0.00033560144947841763,0.9902457594871521,7,10046,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
facebook_page_reference,facebook_page_reference,True,0.0015639793127775192,0.9997533559799194,0.9994044899940491,0.00011067464220104739,0.9992938041687012,8,10047,150000,328b1f5d6918f17ba7d730a4a2b0392e248e71671b681f596150e71072bce23b
