train_source,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean
ukr_rus_twitter,0.9993459582328796,0.9999997615814209,0.9998875260353088,1.0,0.9999992251396179,0.9740126729011536,0.9999390840530396,0.9999147653579712,0.999518096446991,0.996957454416487
covid19_twitter,0.9843783378601074,0.9998173117637634,0.9988208413124084,0.9999994039535522,0.9994096755981445,0.972572386264801,0.9982753992080688,0.9973441362380981,0.9995073080062866,0.9944583111339145
midterm,0.9957047700881958,0.9999985098838806,0.9996112585067749,1.0,0.999957263469696,0.9739943146705627,0.9997096061706543,0.9994090795516968,0.9995200037956238,0.996433867348565
covid_political,0.908056378364563,0.9932249188423157,0.9410719871520996,0.9997376203536987,0.9962178468704224,0.9504947662353516,0.9836618900299072,0.9583370685577393,0.9988307356834412,0.9699592457877265
election2020,0.9774296879768372,0.9998177289962769,0.9899015426635742,0.9999994039535522,0.9996111989021301,0.9693177342414856,0.9934728145599365,0.9923757314682007,0.9994952082633972,0.9912690056694878
ukr_rus_suspended,0.9948439598083496,0.9999837279319763,0.9997740387916565,0.9999991655349731,0.9994956254959106,0.9995266199111938,0.9998549818992615,0.9997580051422119,0.9999906420707703,0.9992474185095893
twibot20,0.998500406742096,0.9999984502792358,0.9997420907020569,0.9999997615814209,0.999997615814209,0.9732805490493774,0.9994378089904785,0.9995328187942505,0.999409556388855,0.9966554509268867
cp_hk_twitter,0.9984686374664307,0.9999971985816956,0.9998601078987122,1.0,0.9999718070030212,0.9759179949760437,0.9998772144317627,0.9996216893196106,0.9995509386062622,0.9970295098092821
facebook_page_reference,0.9719088673591614,0.9992142915725708,0.9868496060371399,0.9999457597732544,0.9970592856407166,0.9683974385261536,0.9956576824188232,0.9905813336372375,0.9994044899940491,0.989890972773234
