model_source,ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference
ukr_rus,0.44215494791666665,0.55634765625,0.21513671875,0.13780924479166667,0.14444986979166666,0.20476888020833334,0.3018391927083333,0.11559244791666666,0.316748046875
covid,0.38543294270833334,0.5838704427083333,0.215234375,0.14029947916666666,0.14391276041666667,0.182666015625,0.31080729166666665,0.11886393229166667,0.28741861979166666
midterm,0.22654622395833332,0.34322916666666664,0.25069986979166664,0.14295247395833333,0.138134765625,0.125634765625,0.22156575520833333,0.101171875,0.17923177083333333
covid_political,0.10411783854166666,0.14747721354166668,0.09480794270833333,0.190771484375,0.11482747395833333,0.08473307291666667,0.13533528645833334,0.06780598958333334,0.098974609375
election2020,0.09567057291666667,0.11842447916666667,0.12057291666666667,0.13203125,0.23434244791666667,0.08736979166666667,0.13707682291666667,0.072802734375,0.08084309895833333
ukr_rus_suspended,0.2224609375,0.28953450520833335,0.13229166666666667,0.10439453125,0.09710286458333334,0.3666178385416667,0.15146484375,0.10167643229166666,0.17242838541666666
twibot20,0.3158040364583333,0.48116861979166664,0.20945638020833332,0.14026692708333333,0.146923828125,0.15887044270833334,0.33307291666666666,0.11067708333333333,0.24803059895833332
cp_hk,0.17482096354166668,0.261962890625,0.170361328125,0.10983072916666667,0.11017252604166666,0.11591796875,0.1689453125,0.18243815104166666,0.17508138020833333
facebook_page_reference,0.2527669270833333,0.335400390625,0.14734700520833333,0.11354166666666667,0.12311197916666666,0.12566731770833334,0.19375,0.08323567708333333,0.2608723958333333
