model_source,ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference
ukr_rus,0.0007336753907062718,0.0009067615707430698,0.0022326236511965324,0.0009096703660695847,0.00033019946343213846,0.0044086520692987775,0.0019842389001379795,0.005204964228835701,0.0011974159741871466
covid,0.0019679747501838434,0.0009869319668072936,0.0040089750499255955,0.0035247744945101425,0.0011081451107243002,0.0035795791076231164,0.0005474721665702833,0.005422657190003891,0.0049166082716956975
midterm,0.006634327565923371,0.006541270106555445,0.00431533299380827,0.0058129083303067935,0.002986950856206556,0.016285239070851432,0.008895832646800989,0.006376046757108492,0.004421327442709966
covid_political,0.009653113018416797,0.007420164429428701,0.024130348615244736,0.004764086624930511,0.0025414732610279512,0.01939489925163842,0.015315044257047319,0.019427454370709654,0.015182741159578947
election2020,0.007131128886412706,0.010938651850739266,0.017214096545535077,0.003589979282673722,0.0004725710963977208,0.039255202061221114,0.008239928708565727,0.01880056143439511,0.02042965731535829
ukr_rus_suspended,0.010148097400917393,0.011382726165467127,0.005032411189149067,0.0005158092290031425,0.009419477598928793,0.0004706314237203754,0.019648110969769594,0.006534569838216533,0.0030189444911677583
twibot20,0.0006487025029335668,0.0015161749976295626,0.0013674196485359536,0.002337335359986763,0.001444361651602399,0.0033630641165998875,0.0007818089702661609,0.0005312809862084724,0.004809811831655421
cp_hk,0.0033906257346680182,0.0028100226458712325,0.004848059484912944,0.02781979581245261,0.03050388556310424,0.014970668156030426,0.011607559435779019,0.002729389210627217,0.015205738614170164
facebook_page_reference,0.005156759114438562,0.00478119840630771,0.010694293487550521,0.009744944172199134,0.006341769575100197,0.022501070766358263,0.010093490635827557,0.010755754178644666,0.007609606814505708
