model_source,ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference
ukr_rus,0.4421281600029666,0.5563426555046952,0.21507210452515732,0.1378024786599809,0.1443974351237342,0.2046862631765411,0.3018017023932978,0.11561455196235922,0.3167176969021532
covid,0.38537552688613125,0.5838488647671843,0.21512772401246952,0.14017824393000333,0.14368733694897096,0.18255270732133486,0.31068768920065415,0.11884682421151564,0.28737982823573155
midterm,0.2265324456387815,0.3431845385886717,0.2506558008143545,0.14292043792569417,0.13807228285179682,0.125505835038523,0.22153040017827605,0.10112713632502264,0.17915171794374848
covid_political,0.10415357867281118,0.14739298555172675,0.09477382608484321,0.19078341742973123,0.114773857119615,0.08470749717959762,0.13528882860547997,0.06777164127303781,0.09887685386951128
election2020,0.09557397045727896,0.11835998045555672,0.12051944072018544,0.1319733831917776,0.23432734964788618,0.0873704697621004,0.13698762153245272,0.07277592181798025,0.08083773406290401
ukr_rus_suspended,0.22245161457035614,0.28954020717460527,0.1322773861901903,0.1043413326088863,0.09704277987266102,0.366599544626932,0.15147293806309922,0.10163644904211751,0.17237311535205835
twibot20,0.315750375067621,0.4810753790716849,0.20941910672366137,0.14018776499339722,0.14689863675328363,0.15875217436383243,0.3330237212892098,0.11072138241291216,0.24795010860255526
cp_hk,0.1748484824316444,0.26189252237592636,0.17029779801479863,0.10979793090227566,0.11016758980510219,0.11581287106353506,0.16879640691660133,0.18239442361660593,0.17505726658733498
facebook_page_reference,0.25271761532875714,0.33539142711564734,0.1472817545680531,0.11348997491599154,0.12308071816311877,0.12560888444398827,0.19367257219417647,0.08322979784772146,0.26084138623697106
