model,pair_model_id,sources,target,baseline_source,added_source,pair_auc,singleton_auc,impact_pp,target_in_pair
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,"cp_hk_twitter,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,cp_hk_twitter,0.5428788154591584,0.544663940967283,-0.17851255081245965,False
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,"ukr_rus_suspended,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,ukr_rus_suspended,0.5132035373751148,0.544663940967283,-3.1460403592168174,True
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,"facebook_page_reference,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,facebook_page_reference,0.5390947476350797,0.544663940967283,-0.5569193332203293,False
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,"election2020,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,election2020,0.5367380751840536,0.544663940967283,-0.7925865783229402,False
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,"midterm,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,midterm,0.5344278136804543,0.544663940967283,-1.0236127286828656,False
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,"covid_political,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,covid_political,0.5313298655616813,0.544663940967283,-1.333407540560172,False
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,"covid19_twitter,ukr_rus_twitter",ukr_rus_suspended,ukr_rus_twitter,covid19_twitter,0.5428365662300716,0.544663940967283,-0.18273747372113958,False
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,"covid19_twitter,ukr_rus_twitter",twibot20,covid19_twitter,ukr_rus_twitter,0.5797213266449215,0.575793087169747,0.3928239475174511,False
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,"twibot20,ukr_rus_twitter",twibot20,twibot20,ukr_rus_twitter,0.565207027607219,0.5832764900918863,-1.8069462484667342,True
GraphSAGE / LP,pair_covid19_twitter__twibot20,"covid19_twitter,twibot20",twibot20,twibot20,covid19_twitter,0.5716854705185316,0.5832764900918863,-1.1591019573354733,True
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",twibot20,cp_hk_twitter,covid_political,0.5832646687825521,0.5914132859971789,-0.8148617214626785,False
PRODIGY / NM,nmpair_midterm__cp_hk,"cp_hk_twitter,midterm",twibot20,cp_hk_twitter,midterm,0.5722615983751086,0.5914132859971789,-1.9151687622070312,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",twibot20,cp_hk_twitter,facebook_page_reference,0.589387469821506,0.5914132859971789,-0.20258161756728787,False
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,"midterm,ukr_rus_twitter",twibot20,midterm,ukr_rus_twitter,0.6147174254785032,0.5949925953299472,1.9724830148555972,False
GraphSAGE / LP,pair_covid19_twitter__midterm,"covid19_twitter,midterm",twibot20,midterm,covid19_twitter,0.6242351897802381,0.5949925953299472,2.924259445029087,False
GraphSAGE / LP,pair_midterm__twibot20,"midterm,twibot20",twibot20,midterm,twibot20,0.5907060376958729,0.5949925953299472,-0.42865576340742617,True
PRODIGY / NM,nmpair_covid__covid_political,"covid19_twitter,covid_political",twibot20,covid19_twitter,covid_political,0.625830332438151,0.5972194671630858,2.861086527506518,False
PRODIGY / NM,nmpair_covid__cp_hk,"covid19_twitter,cp_hk_twitter",twibot20,covid19_twitter,cp_hk_twitter,0.5755447811550564,0.5972194671630858,-2.1674686008029465,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",twibot20,covid19_twitter,facebook_page_reference,0.5730368296305339,0.5972194671630858,-2.41826375325519,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",twibot20,covid19_twitter,midterm,0.5836571587456597,0.5972194671630858,-1.3562308417426117,False
GraphSAGE / LP,pair_midterm__ukr_rus_suspended,"midterm,ukr_rus_suspended",twibot20,ukr_rus_suspended,midterm,0.6086172347544885,0.5978579047204622,1.0759330034026293,False
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",twibot20,ukr_rus_suspended,covid19_twitter,0.5898004424918112,0.5978579047204622,-0.8057462228651002,False
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,"ukr_rus_suspended,ukr_rus_twitter",twibot20,ukr_rus_suspended,ukr_rus_twitter,0.5984415311974233,0.5978579047204622,0.05836264769610855,False
GraphSAGE / LP,pair_ukr_rus_suspended__twibot20,"twibot20,ukr_rus_suspended",twibot20,ukr_rus_suspended,twibot20,0.5958483772726719,0.5978579047204622,-0.20095274477902603,True
GraphSAGE / LP,pair_twibot20__facebook_page_reference,"facebook_page_reference,twibot20",twibot20,facebook_page_reference,twibot20,0.5635229438922094,0.6117983916277895,-4.827544773558012,True
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,"facebook_page_reference,ukr_rus_twitter",twibot20,facebook_page_reference,ukr_rus_twitter,0.5778217634982088,0.6117983916277895,-3.397662812958069,False
GraphSAGE / LP,pair_ukr_rus_suspended__facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",twibot20,facebook_page_reference,ukr_rus_suspended,0.6172233116873921,0.6117983916277895,0.54249200596026,False
GraphSAGE / LP,pair_covid19_twitter__facebook_page_reference,"covid19_twitter,facebook_page_reference",twibot20,facebook_page_reference,covid19_twitter,0.5781151034128249,0.6117983916277895,-3.368328821496458,False
GraphSAGE / LP,pair_midterm__facebook_page_reference,"facebook_page_reference,midterm",twibot20,facebook_page_reference,midterm,0.6033705432288816,0.6117983916277895,-0.8427848398907867,False
SAMGPT / GraphCL,pair_midterm__twibot20,"midterm,twibot20",election2020,midterm,twibot20,0.59326171875,0.6140950520833334,-2.083333333333337,False
PRODIGY / NM,nmpair_midterm__ukr_rus_suspended,"midterm,ukr_rus_suspended",twibot20,ukr_rus_suspended,midterm,0.6198173099093967,0.6220961676703559,-0.2278857760959263,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",twibot20,ukr_rus_suspended,covid_political,0.6352810329861112,0.6220961676703559,1.3184865315755245,False
PRODIGY / NM,nmpair_ukr_rus_suspended__facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",twibot20,ukr_rus_suspended,facebook_page_reference,0.6057094997829862,0.6220961676703559,-1.6386667887369755,False
PRODIGY / NM,nmpair_ukr_rus_suspended__cp_hk,"cp_hk_twitter,ukr_rus_suspended",twibot20,ukr_rus_suspended,cp_hk_twitter,0.6247681511773003,0.6220961676703559,0.267198350694442,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",twibot20,ukr_rus_suspended,covid19_twitter,0.6215481228298612,0.6220961676703559,-0.054804484049475466,False
PRODIGY / NM,nmpair_twibot20__cp_hk,"cp_hk_twitter,twibot20",twibot20,twibot20,cp_hk_twitter,0.6389130486382378,0.6227556864420573,1.615736219618058,True
PRODIGY / NM,nmpair_twibot20__facebook_page_reference,"facebook_page_reference,twibot20",twibot20,twibot20,facebook_page_reference,0.5533875359429253,0.6227556864420573,-6.936815049913192,True
PRODIGY / NM,nmpair_ukr_rus_suspended__twibot20,"twibot20,ukr_rus_suspended",twibot20,twibot20,ukr_rus_suspended,0.6211952633327908,0.6227556864420573,-0.15604231092664067,True
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",twibot20,twibot20,covid19_twitter,0.6263224283854167,0.6227556864420573,0.3566741943359486,True
PRODIGY / NM,nmpair_midterm__twibot20,"midterm,twibot20",twibot20,twibot20,midterm,0.6032129923502605,0.6227556864420573,-1.9542694091796764,True
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",twibot20,twibot20,covid_political,0.6370364295111761,0.6227556864420573,1.4280743069118862,True
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",twibot20,election2020,covid_political,0.5125397576226128,0.630302005343967,-11.776224772135413,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",twibot20,election2020,covid19_twitter,0.6093667348225912,0.630302005343967,-2.093527052137578,False
PRODIGY / NM,nmpair_election2020__ukr_rus_suspended,"election2020,ukr_rus_suspended",twibot20,election2020,ukr_rus_suspended,0.6410325368245443,0.630302005343967,1.0730531480577343,False
PRODIGY / NM,nmpair_midterm__election2020,"election2020,midterm",twibot20,election2020,midterm,0.5785543653700087,0.630302005343967,-5.174763997395826,False
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",twibot20,election2020,twibot20,0.5997125837537978,0.630302005343967,-3.0589421590169197,True
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,election2020,facebook_page_reference,0.5204556783040364,0.630302005343967,-10.984632703993057,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",twibot20,election2020,cp_hk_twitter,0.6378678215874567,0.630302005343967,0.7565816243489731,False
SAMGPT / GraphCL,pair_ukr_rus_twitter__midterm,"midterm,ukr_rus_twitter",election2020,ukr_rus_twitter,midterm,0.6777886284722222,0.6326226128472223,4.516601562499989,False
SAMGPT / GraphCL,pair_ukr_rus_twitter__twibot20,"twibot20,ukr_rus_twitter",election2020,ukr_rus_twitter,twibot20,0.6294216579861112,0.6326226128472223,-0.32009548611111605,False
PRODIGY / NM,nmpair_ukr_rus__midterm,"midterm,ukr_rus_twitter",twibot20,ukr_rus_twitter,midterm,0.6060451931423612,0.6355734931098092,-2.952829996744799,False
PRODIGY / NM,nmpair_ukr_rus__covid_political,"covid_political,ukr_rus_twitter",twibot20,ukr_rus_twitter,covid_political,0.6013853285047743,0.6355734931098092,-3.418816460503482,False
PRODIGY / NM,nmpair_ukr_rus__facebook_page_reference,"facebook_page_reference,ukr_rus_twitter",twibot20,ukr_rus_twitter,facebook_page_reference,0.5904994540744357,0.6355734931098092,-4.507403903537344,False
PRODIGY / NM,nmpair_ukr_rus__twibot20,"twibot20,ukr_rus_twitter",twibot20,ukr_rus_twitter,twibot20,0.643096923828125,0.6355734931098092,0.7523430718315849,True
PRODIGY / NM,nmpair_ukr_rus__cp_hk,"cp_hk_twitter,ukr_rus_twitter",twibot20,ukr_rus_twitter,cp_hk_twitter,0.6346132490370008,0.6355734931098092,-0.09602440728083694,False
PRODIGY / NM,nmpair_ukr_rus__ukr_rus_suspended,"ukr_rus_suspended,ukr_rus_twitter",twibot20,ukr_rus_twitter,ukr_rus_suspended,0.6236729092068143,0.6355734931098092,-1.1900583902994866,False
PRODIGY / NM,nmpair_ukr_rus__election2020,"election2020,ukr_rus_twitter",twibot20,ukr_rus_twitter,election2020,0.6335875193277994,0.6355734931098092,-0.1985973782009709,False
PRODIGY / NM,nmpair_ukr_rus__covid,"covid19_twitter,ukr_rus_twitter",twibot20,ukr_rus_twitter,covid19_twitter,0.6193311479356554,0.6355734931098092,-1.6242345174153794,False
PRODIGY / NM,nmpair_election2020__ukr_rus_suspended,"election2020,ukr_rus_suspended",facebook_page_reference,election2020,ukr_rus_suspended,0.6520805358886719,0.6424598693847656,0.962066650390625,False
GraphSAGE / GraphMAE,pair_midterm__ukr_rus_suspended,"midterm,ukr_rus_suspended",twibot20,ukr_rus_suspended,midterm,0.6483935310457443,0.6438266175140925,0.45669135316517284,False
SAMGPT / GraphCL,pair_covid19_twitter__twibot20,"covid19_twitter,twibot20",election2020,covid19_twitter,twibot20,0.5926378038194444,0.6439887152777778,-5.1350911458333375,False
SAMGPT / GraphCL,pair_covid19_twitter__midterm,"covid19_twitter,midterm",election2020,covid19_twitter,midterm,0.6072319878472222,0.6439887152777778,-3.675672743055558,False
SAMGPT / GraphCL,pair_ukr_rus_twitter__covid19_twitter,"covid19_twitter,ukr_rus_twitter",election2020,covid19_twitter,ukr_rus_twitter,0.655517578125,0.6439887152777778,1.152886284722221,False
GraphSAGE / GraphMAE,pair_midterm__cp_hk_twitter,"cp_hk_twitter,midterm",twibot20,cp_hk_twitter,midterm,0.6443393189797278,0.6458986078254859,-0.15592888457580667,False
GraphSAGE / GraphMAE,pair_ukr_rus_suspended__cp_hk_twitter,"cp_hk_twitter,ukr_rus_suspended",twibot20,cp_hk_twitter,ukr_rus_suspended,0.6488692142500357,0.6458986078254859,0.29706064245498265,False
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,"election2020,ukr_rus_twitter",twibot20,election2020,ukr_rus_twitter,0.584737839028606,0.6488909075909332,-6.415306856232716,False
GraphSAGE / LP,pair_election2020__twibot20,"election2020,twibot20",twibot20,election2020,twibot20,0.576811249294203,0.6488909075909332,-7.207965829673013,True
GraphSAGE / LP,pair_covid19_twitter__election2020,"covid19_twitter,election2020",twibot20,election2020,covid19_twitter,0.597747664163703,0.6488909075909332,-5.11432434272302,False
GraphSAGE / LP,pair_midterm__election2020,"election2020,midterm",twibot20,election2020,midterm,0.6026981368996953,0.6488909075909332,-4.619277069123784,False
GraphSAGE / LP,pair_election2020__ukr_rus_suspended,"election2020,ukr_rus_suspended",twibot20,election2020,ukr_rus_suspended,0.6241636686382308,0.6488909075909332,-2.4727238952702346,False
GraphSAGE / LP,pair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,election2020,facebook_page_reference,0.6394790800732328,0.6488909075909332,-0.9411827517700311,False
GraphSAGE / GraphMAE,pair_covid19_twitter__cp_hk_twitter,"covid19_twitter,cp_hk_twitter",twibot20,covid19_twitter,cp_hk_twitter,0.650820640766039,0.6509410446239292,-0.012040385789024999,False
GraphSAGE / GraphMAE,pair_covid19_twitter__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",twibot20,covid19_twitter,ukr_rus_suspended,0.6519671890836084,0.6509410446239292,0.10261444596791902,False
GraphSAGE / GraphMAE,pair_covid19_twitter__midterm,"covid19_twitter,midterm",twibot20,covid19_twitter,midterm,0.6471945813872938,0.6509410446239292,-0.3746463236635411,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__covid19_twitter,"covid19_twitter,ukr_rus_twitter",twibot20,ukr_rus_twitter,covid19_twitter,0.6497382564654807,0.651112890197701,-0.1374633732220354,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__ukr_rus_suspended,"ukr_rus_suspended,ukr_rus_twitter",twibot20,ukr_rus_twitter,ukr_rus_suspended,0.6549072619854472,0.651112890197701,0.379437178774622,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__midterm,"midterm,ukr_rus_twitter",twibot20,ukr_rus_twitter,midterm,0.6467762575863809,0.651112890197701,-0.43366326113201126,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__cp_hk_twitter,"cp_hk_twitter,ukr_rus_twitter",twibot20,ukr_rus_twitter,cp_hk_twitter,0.6510188469477514,0.651112890197701,-0.009404324994966018,False
GraphSAGE / GraphMAE,pair_covid19_twitter__facebook_page_reference,"covid19_twitter,facebook_page_reference",twibot20,facebook_page_reference,covid19_twitter,0.6449761174055242,0.651909931458639,-0.6933814053114773,False
GraphSAGE / GraphMAE,pair_cp_hk_twitter__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",twibot20,facebook_page_reference,cp_hk_twitter,0.6474556866257907,0.651909931458639,-0.44542448328482864,False
GraphSAGE / GraphMAE,pair_midterm__facebook_page_reference,"facebook_page_reference,midterm",twibot20,facebook_page_reference,midterm,0.6236531772180488,0.651909931458639,-2.8256754240590154,False
GraphSAGE / GraphMAE,pair_ukr_rus_suspended__facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",twibot20,facebook_page_reference,ukr_rus_suspended,0.6547820018434687,0.651909931458639,0.2872070384829728,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__facebook_page_reference,"facebook_page_reference,ukr_rus_twitter",twibot20,facebook_page_reference,ukr_rus_twitter,0.6421055882366027,0.651909931458639,-0.9804343222036271,False
GraphSAGE / GraphMAE,pair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,election2020,facebook_page_reference,0.6449955861611955,0.6519702569756523,-0.6974670814456796,False
GraphSAGE / GraphMAE,pair_covid19_twitter__election2020,"covid19_twitter,election2020",twibot20,election2020,covid19_twitter,0.642946670469108,0.6519702569756523,-0.9023586506544223,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__election2020,"election2020,ukr_rus_twitter",twibot20,election2020,ukr_rus_twitter,0.6397424098969557,0.6519702569756523,-1.2227847078696508,False
GraphSAGE / GraphMAE,pair_election2020__ukr_rus_suspended,"election2020,ukr_rus_suspended",twibot20,election2020,ukr_rus_suspended,0.6593514307558009,0.6519702569756523,0.7381173780148687,False
GraphSAGE / GraphMAE,pair_election2020__cp_hk_twitter,"cp_hk_twitter,election2020",twibot20,election2020,cp_hk_twitter,0.6501840313572882,0.6519702569756523,-0.17862256183640568,False
GraphSAGE / GraphMAE,pair_midterm__election2020,"election2020,midterm",twibot20,election2020,midterm,0.6477518908756326,0.6519702569756523,-0.4218366100019688,False
GraphSAGE / GraphMAE,pair_covid_political__cp_hk_twitter,"covid_political,cp_hk_twitter",twibot20,covid_political,cp_hk_twitter,0.6487989289887096,0.6521713129528177,-0.33723839641081055,False
GraphSAGE / GraphMAE,pair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",twibot20,covid_political,facebook_page_reference,0.6261394492735392,0.6521713129528177,-2.6031863679278566,False
GraphSAGE / GraphMAE,pair_covid_political__election2020,"covid_political,election2020",twibot20,covid_political,election2020,0.6485723120911033,0.6521713129528177,-0.35990008617143854,False
GraphSAGE / GraphMAE,pair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",twibot20,covid_political,ukr_rus_suspended,0.6653144241844342,0.6521713129528177,1.3143111231616489,False
GraphSAGE / GraphMAE,pair_covid19_twitter__covid_political,"covid19_twitter,covid_political",twibot20,covid_political,covid19_twitter,0.6452917467917192,0.6521713129528177,-0.6879566161098527,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__covid_political,"covid_political,ukr_rus_twitter",twibot20,covid_political,ukr_rus_twitter,0.6521138226914847,0.6521713129528177,-0.005749026133305968,False
GraphSAGE / GraphMAE,pair_midterm__covid_political,"covid_political,midterm",twibot20,covid_political,midterm,0.6351757871607584,0.6521713129528177,-1.6995525792059318,False
GraphSAGE / GraphMAE,pair_twibot20__facebook_page_reference,"facebook_page_reference,twibot20",twibot20,twibot20,facebook_page_reference,0.6587459655402153,0.6582426131484386,0.05033523917766791,True
GraphSAGE / GraphMAE,pair_twibot20__cp_hk_twitter,"cp_hk_twitter,twibot20",twibot20,twibot20,cp_hk_twitter,0.6544365368436532,0.6582426131484386,-0.3806076304785355,True
GraphSAGE / GraphMAE,pair_covid19_twitter__twibot20,"covid19_twitter,twibot20",twibot20,twibot20,covid19_twitter,0.6538124752587592,0.6582426131484386,-0.44301378896793864,True
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__twibot20,"twibot20,ukr_rus_twitter",twibot20,twibot20,ukr_rus_twitter,0.6595114118750336,0.6582426131484386,0.12687987265950218,True
GraphSAGE / GraphMAE,pair_election2020__twibot20,"election2020,twibot20",twibot20,twibot20,election2020,0.6551147445421546,0.6582426131484386,-0.3127868606284001,True
GraphSAGE / GraphMAE,pair_ukr_rus_suspended__twibot20,"twibot20,ukr_rus_suspended",twibot20,twibot20,ukr_rus_suspended,0.6593630189546584,0.6582426131484386,0.11204058062198596,True
GraphSAGE / GraphMAE,pair_covid_political__twibot20,"covid_political,twibot20",twibot20,twibot20,covid_political,0.656097604098448,0.6582426131484386,-0.21450090499905983,True
GraphSAGE / GraphMAE,pair_midterm__twibot20,"midterm,twibot20",twibot20,twibot20,midterm,0.6566289891720277,0.6582426131484386,-0.16136239764108495,True
GraphSAGE / LP,pair_cp_hk_twitter__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",twibot20,cp_hk_twitter,facebook_page_reference,0.640136408658109,0.6608597576981772,-2.072334904006823,False
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,"cp_hk_twitter,ukr_rus_twitter",twibot20,cp_hk_twitter,ukr_rus_twitter,0.5976389793626246,0.6608597576981772,-6.322077833555262,False
GraphSAGE / LP,pair_twibot20__cp_hk_twitter,"cp_hk_twitter,twibot20",twibot20,cp_hk_twitter,twibot20,0.6039118880467743,0.6608597576981772,-5.6947869651402865,True
GraphSAGE / LP,pair_ukr_rus_suspended__cp_hk_twitter,"cp_hk_twitter,ukr_rus_suspended",twibot20,cp_hk_twitter,ukr_rus_suspended,0.6157492840688612,0.6608597576981772,-4.511047362931597,False
GraphSAGE / LP,pair_election2020__cp_hk_twitter,"cp_hk_twitter,election2020",twibot20,cp_hk_twitter,election2020,0.6774314491154627,0.6608597576981772,1.657169141728554,False
GraphSAGE / LP,pair_covid19_twitter__cp_hk_twitter,"covid19_twitter,cp_hk_twitter",twibot20,cp_hk_twitter,covid19_twitter,0.5864625177890485,0.6608597576981772,-7.4397239909128725,False
GraphSAGE / LP,pair_midterm__cp_hk_twitter,"cp_hk_twitter,midterm",twibot20,cp_hk_twitter,midterm,0.632363984133851,0.6608597576981772,-2.84957735643262,False
GraphSAGE / LP,pair_covid_political__election2020,"covid_political,election2020",twibot20,covid_political,election2020,0.6779837423822133,0.663361340134341,1.4622402247872257,False
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,"covid_political,ukr_rus_twitter",twibot20,covid_political,ukr_rus_twitter,0.6151188831430614,0.663361340134341,-4.82424569912796,False
GraphSAGE / LP,pair_covid19_twitter__covid_political,"covid19_twitter,covid_political",twibot20,covid_political,covid19_twitter,0.6122537918491372,0.663361340134341,-5.110754828520381,False
GraphSAGE / LP,pair_midterm__covid_political,"covid_political,midterm",twibot20,covid_political,midterm,0.6316169596910682,0.663361340134341,-3.174438044327277,False
GraphSAGE / LP,pair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",twibot20,covid_political,facebook_page_reference,0.6643654132190321,0.663361340134341,0.10040730846910817,False
GraphSAGE / LP,pair_covid_political__cp_hk_twitter,"covid_political,cp_hk_twitter",twibot20,covid_political,cp_hk_twitter,0.6668497805642961,0.663361340134341,0.34884404299551086,False
GraphSAGE / LP,pair_covid_political__twibot20,"covid_political,twibot20",twibot20,covid_political,twibot20,0.5926242553709848,0.663361340134341,-7.073708476335616,True
GraphSAGE / LP,pair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",twibot20,covid_political,ukr_rus_suspended,0.6416792530209212,0.663361340134341,-2.168208711341979,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__ukr_rus_suspended,"ukr_rus_suspended,ukr_rus_twitter",facebook_page_reference,ukr_rus_twitter,ukr_rus_suspended,0.6563470097662256,0.6682600698375689,-1.1913060071343295,False
GraphSAGE / GraphMAE,pair_covid19_twitter__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",facebook_page_reference,covid19_twitter,ukr_rus_suspended,0.6568698155454936,0.6729278668621125,-1.605805131661886,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__covid19_twitter,"covid19_twitter,ukr_rus_twitter",facebook_page_reference,covid19_twitter,ukr_rus_twitter,0.6691354316547279,0.6729278668621125,-0.37924352073845924,False
GraphSAGE / GraphMAE,pair_ukr_rus_suspended__cp_hk_twitter,"cp_hk_twitter,ukr_rus_suspended",facebook_page_reference,cp_hk_twitter,ukr_rus_suspended,0.6638456240638182,0.6753721449136916,-1.1526520849873378,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__cp_hk_twitter,"cp_hk_twitter,ukr_rus_twitter",facebook_page_reference,cp_hk_twitter,ukr_rus_twitter,0.6789989855720776,0.6753721449136916,0.36268406583860324,False
GraphSAGE / GraphMAE,pair_covid19_twitter__cp_hk_twitter,"covid19_twitter,cp_hk_twitter",facebook_page_reference,cp_hk_twitter,covid19_twitter,0.6691384012050127,0.6753721449136916,-0.6233743708678907,False
SAMGPT / GraphCL,pair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,facebook_page_reference,election2020,0.680148654513889,0.6754286024305556,0.47200520833333703,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__midterm,"midterm,ukr_rus_twitter",facebook_page_reference,midterm,ukr_rus_twitter,0.6627418723497825,0.6762666931188923,-1.3524820769109769,False
GraphSAGE / GraphMAE,pair_covid19_twitter__midterm,"covid19_twitter,midterm",facebook_page_reference,midterm,covid19_twitter,0.6707799556942169,0.6762666931188923,-0.5486737424675425,False
GraphSAGE / GraphMAE,pair_midterm__ukr_rus_suspended,"midterm,ukr_rus_suspended",facebook_page_reference,midterm,ukr_rus_suspended,0.6535909319803523,0.6762666931188923,-2.2675761138539974,False
GraphSAGE / GraphMAE,pair_midterm__cp_hk_twitter,"cp_hk_twitter,midterm",facebook_page_reference,midterm,cp_hk_twitter,0.6774307563416755,0.6762666931188923,0.11640632227831738,False
PRODIGY / NM,nmpair_ukr_rus_suspended__cp_hk,"cp_hk_twitter,ukr_rus_suspended",facebook_page_reference,cp_hk_twitter,ukr_rus_suspended,0.6600914001464844,0.6773834228515625,-1.7292022705078125,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",facebook_page_reference,cp_hk_twitter,election2020,0.6558570861816406,0.6773834228515625,-2.1526336669921875,False
SAMGPT / GraphCL,pair_election2020__twibot20,"election2020,twibot20",election2020,election2020,twibot20,0.6356608072916667,0.681640625,-4.597981770833326,True
SAMGPT / GraphCL,pair_midterm__election2020,"election2020,midterm",election2020,election2020,midterm,0.600341796875,0.681640625,-8.1298828125,True
SAMGPT / GraphCL,pair_covid19_twitter__election2020,"covid19_twitter,election2020",election2020,election2020,covid19_twitter,0.6405707465277777,0.681640625,-4.106987847222232,True
SAMGPT / GraphCL,pair_ukr_rus_twitter__election2020,"election2020,ukr_rus_twitter",election2020,election2020,ukr_rus_twitter,0.6325412326388888,0.681640625,-4.909939236111116,True
GraphSAGE / GraphMAE,pair_midterm__election2020,"election2020,midterm",facebook_page_reference,election2020,midterm,0.6790456085247047,0.6841162967872377,-0.5070688262532985,False
GraphSAGE / GraphMAE,pair_election2020__ukr_rus_suspended,"election2020,ukr_rus_suspended",facebook_page_reference,election2020,ukr_rus_suspended,0.6663334244029292,0.6841162967872377,-1.7782872384308535,False
GraphSAGE / GraphMAE,pair_ukr_rus_twitter__election2020,"election2020,ukr_rus_twitter",facebook_page_reference,election2020,ukr_rus_twitter,0.6855516029812365,0.6841162967872377,0.14353061939987866,False
GraphSAGE / GraphMAE,pair_election2020__cp_hk_twitter,"cp_hk_twitter,election2020",facebook_page_reference,election2020,cp_hk_twitter,0.6793731086998964,0.6841162967872377,-0.474318808734131,False
GraphSAGE / GraphMAE,pair_covid19_twitter__election2020,"covid19_twitter,election2020",facebook_page_reference,election2020,covid19_twitter,0.6870120267179317,0.6841162967872377,0.289572993069398,False
PRODIGY / NM,nmpair_ukr_rus_suspended__facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",covid_political,ukr_rus_suspended,facebook_page_reference,0.8521231192129629,0.6844465467664931,16.767657244646983,False
SAMGPT / GraphCL,pair_ukr_rus_twitter__cp_hk_twitter,"cp_hk_twitter,ukr_rus_twitter",election2020,cp_hk_twitter,ukr_rus_twitter,0.6793077256944444,0.684814453125,-0.550672743055558,False
SAMGPT / GraphCL,pair_twibot20__cp_hk_twitter,"cp_hk_twitter,twibot20",election2020,cp_hk_twitter,twibot20,0.614501953125,0.684814453125,-7.03125,False
SAMGPT / GraphCL,pair_election2020__cp_hk_twitter,"cp_hk_twitter,election2020",election2020,cp_hk_twitter,election2020,0.6800672743055556,0.684814453125,-0.474717881944442,True
