model,pair_model_id,target,baseline_source,added_source,singleton_value,pair_value,impact,metric
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,facebook_page_reference,covid_political,ukr_rus_suspended,0.6487309179086795,0.7938925082656157,0.1451615903569362,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,covid19_twitter,covid_political,ukr_rus_suspended,0.7572625489070498,0.8989696334148274,0.1417070845077775,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,twibot20,covid_political,ukr_rus_suspended,0.7483765156789759,0.8204322458683759,0.0720557301894,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,midterm,covid_political,ukr_rus_suspended,0.6839658881055897,0.7967161062120022,0.1127502181064125,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,election2020,covid_political,ukr_rus_suspended,0.7844741262238603,0.8218463810010889,0.0373722547772286,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,cp_hk_twitter,covid_political,ukr_rus_suspended,0.5828558856043323,0.7074469348479961,0.1245910492436638,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,ukr_rus_twitter,covid_political,midterm,0.6741716600012503,0.8097167882426031,0.1355451282413527,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,facebook_page_reference,covid_political,midterm,0.6487309179086795,0.7405645636306413,0.0918336457219617,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,covid19_twitter,covid_political,midterm,0.7572625489070498,0.8985469390606057,0.1412843901535558,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,twibot20,covid_political,midterm,0.7483765156789759,0.867482044641999,0.119105528963023,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,ukr_rus_suspended,covid_political,midterm,0.65461685643799,0.7406483963988293,0.0860315399608393,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,election2020,covid_political,midterm,0.7844741262238603,0.8201762550178614,0.0357021287940011,macro ROC-AUC
PRODIGY / NM,nmpair_midterm__covid_political,cp_hk_twitter,covid_political,midterm,0.5828558856043323,0.7065569122632346,0.1237010266589022,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,ukr_rus_twitter,covid_political,cp_hk_twitter,0.6741716600012503,0.7795819821028875,0.1054103221016372,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,facebook_page_reference,covid_political,cp_hk_twitter,0.6487309179086795,0.7603538503592041,0.1116229324505245,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,covid19_twitter,covid_political,cp_hk_twitter,0.7572625489070498,0.8633910309309247,0.1061284820238749,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,twibot20,covid_political,cp_hk_twitter,0.7483765156789759,0.8322482191283128,0.0838717034493369,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,ukr_rus_suspended,covid_political,cp_hk_twitter,0.65461685643799,0.7494304611765106,0.0948136047385206,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,midterm,covid_political,cp_hk_twitter,0.6839658881055897,0.8123463947197487,0.128380506614159,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__cp_hk,election2020,covid_political,cp_hk_twitter,0.7844741262238603,0.8093650061508707,0.0248908799270104,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,ukr_rus_twitter,covid_political,facebook_page_reference,0.6741716600012503,0.8134099657508148,0.1392383057495645,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,covid19_twitter,covid_political,facebook_page_reference,0.7572625489070498,0.8635366113706568,0.106274062463607,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,twibot20,covid_political,facebook_page_reference,0.7483765156789759,0.8321025862090888,0.0837260705301129,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,ukr_rus_suspended,covid_political,facebook_page_reference,0.65461685643799,0.7380365205907272,0.0834196641527372,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,midterm,covid_political,facebook_page_reference,0.6839658881055897,0.73793890298098,0.0539730148753903,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,election2020,covid_political,facebook_page_reference,0.7844741262238603,0.8072958220010517,0.0228216957771913,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,cp_hk_twitter,covid_political,facebook_page_reference,0.5828558856043323,0.6647701778631099,0.0819142922587775,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,ukr_rus_twitter,covid_political,election2020,0.6741716600012503,0.739397567716138,0.0652259077148876,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,facebook_page_reference,covid_political,election2020,0.6487309179086795,0.6506834301455268,0.0019525122368472,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,covid19_twitter,covid_political,election2020,0.7572625489070498,0.814373614185158,0.0571110652781081,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,twibot20,covid_political,election2020,0.7483765156789759,0.8337828377197529,0.085406322040777,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,ukr_rus_suspended,covid_political,election2020,0.65461685643799,0.6881098751364084,0.0334930186984184,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,midterm,covid_political,election2020,0.6839658881055897,0.7496067950095253,0.0656409069039356,macro ROC-AUC
PRODIGY / NM,nmpair_covid_political__election2020,cp_hk_twitter,covid_political,election2020,0.5828558856043323,0.6388142206202978,0.0559583350159654,macro ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,midterm,ukr_rus_twitter,covid19_twitter,0.6440255102040816,0.641606887755102,-0.0024186224489796126,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,midterm,covid19_twitter,ukr_rus_twitter,0.6459127551020408,0.641606887755102,-0.00430586734693883,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,twibot20,ukr_rus_twitter,covid19_twitter,0.7024867346938776,0.7158280612244898,0.013341326530612263,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,twibot20,covid19_twitter,ukr_rus_twitter,0.7290280612244898,0.7158280612244898,-0.01319999999999999,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,cp_hk_twitter,ukr_rus_twitter,covid19_twitter,0.6047783163265306,0.5901619897959184,-0.014616326530612178,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,cp_hk_twitter,covid19_twitter,ukr_rus_twitter,0.5940844387755102,0.5901619897959184,-0.003922448979591819,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,facebook_page_reference,ukr_rus_twitter,covid19_twitter,0.8523622448979592,0.8565224489795918,0.004160204081632646,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid19_twitter,facebook_page_reference,covid19_twitter,ukr_rus_twitter,0.8501984693877551,0.8565224489795918,0.006323979591836726,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,covid19_twitter,ukr_rus_twitter,midterm,0.8171201530612245,0.8204946428571429,0.0033744897959183673,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,covid19_twitter,midterm,ukr_rus_twitter,0.7796140306122449,0.8204946428571429,0.04088061224489803,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,twibot20,ukr_rus_twitter,midterm,0.7024867346938776,0.7656219387755102,0.06313520408163265,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,twibot20,midterm,ukr_rus_twitter,0.7790857142857143,0.7656219387755102,-0.013463775510204057,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,cp_hk_twitter,ukr_rus_twitter,midterm,0.6047783163265306,0.5974068877551021,-0.007371428571428473,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,cp_hk_twitter,midterm,ukr_rus_twitter,0.5819829081632653,0.5974068877551021,0.015423979591836834,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,facebook_page_reference,ukr_rus_twitter,midterm,0.8523622448979592,0.8462612244897959,-0.0061010204081632935,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__midterm,facebook_page_reference,midterm,ukr_rus_twitter,0.8008617346938776,0.8462612244897959,0.045399489795918346,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,covid19_twitter,ukr_rus_twitter,covid_political,0.8171201530612245,0.8180558673469388,0.000935714285714262,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,covid19_twitter,covid_political,ukr_rus_twitter,0.6923609693877552,0.8180558673469388,0.12569489795918365,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,midterm,ukr_rus_twitter,covid_political,0.6440255102040816,0.6411474489795919,-0.0028780612244897474,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,midterm,covid_political,ukr_rus_twitter,0.617979081632653,0.6411474489795919,0.023168367346938834,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,twibot20,ukr_rus_twitter,covid_political,0.7024867346938776,0.7448561224489796,0.04236938775510202,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,twibot20,covid_political,ukr_rus_twitter,0.7800477040816326,0.7448561224489796,-0.03519158163265301,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,cp_hk_twitter,ukr_rus_twitter,covid_political,0.6047783163265306,0.605325,0.0005466836734694391,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,cp_hk_twitter,covid_political,ukr_rus_twitter,0.5447170918367347,0.605325,0.060607908163265334,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,facebook_page_reference,ukr_rus_twitter,covid_political,0.8523622448979592,0.8333678571428571,-0.018994387755102093,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__covid_political,facebook_page_reference,covid_political,ukr_rus_twitter,0.7158265306122449,0.8333678571428571,0.11754132653061222,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,covid19_twitter,ukr_rus_twitter,election2020,0.8171201530612245,0.8297201530612245,0.012599999999999945,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,covid19_twitter,election2020,ukr_rus_twitter,0.6455227040816327,0.8297201530612245,0.18419744897959178,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,midterm,ukr_rus_twitter,election2020,0.6440255102040816,0.6702173469387755,0.02619183673469394,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,midterm,election2020,ukr_rus_twitter,0.6524612244897959,0.6702173469387755,0.017756122448979617,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,twibot20,ukr_rus_twitter,election2020,0.7024867346938776,0.7458147959183673,0.04332806122448973,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,twibot20,election2020,ukr_rus_twitter,0.6758954081632653,0.7458147959183673,0.06991938775510198,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,cp_hk_twitter,ukr_rus_twitter,election2020,0.6047783163265306,0.5973951530612245,-0.007383163265306081,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,cp_hk_twitter,election2020,ukr_rus_twitter,0.5372961734693877,0.5973951530612245,0.06009897959183674,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,facebook_page_reference,ukr_rus_twitter,election2020,0.8523622448979592,0.8422984693877551,-0.010063775510204098,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__election2020,facebook_page_reference,election2020,ukr_rus_twitter,0.6441178571428572,0.8422984693877551,0.1981806122448979,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,covid19_twitter,ukr_rus_twitter,ukr_rus_suspended,0.8171201530612245,0.8251002551020408,0.007980102040816228,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,covid19_twitter,ukr_rus_suspended,ukr_rus_twitter,0.8146415816326531,0.8251002551020408,0.01045867346938767,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,midterm,ukr_rus_twitter,ukr_rus_suspended,0.6440255102040816,0.638502806122449,-0.005522704081632579,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,midterm,ukr_rus_suspended,ukr_rus_twitter,0.6432688775510204,0.638502806122449,-0.004766071428571328,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,twibot20,ukr_rus_twitter,ukr_rus_suspended,0.7024867346938776,0.7101484693877551,0.007661734693877542,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,twibot20,ukr_rus_suspended,ukr_rus_twitter,0.757980612244898,0.7101484693877551,-0.04783214285714288,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,cp_hk_twitter,ukr_rus_twitter,ukr_rus_suspended,0.6047783163265306,0.5992017857142857,-0.005576530612244834,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,cp_hk_twitter,ukr_rus_suspended,ukr_rus_twitter,0.5871522959183674,0.5992017857142857,0.012049489795918356,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,facebook_page_reference,ukr_rus_twitter,ukr_rus_suspended,0.8523622448979592,0.8407959183673469,-0.011566326530612292,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__ukr_rus_suspended,facebook_page_reference,ukr_rus_suspended,ukr_rus_twitter,0.810451530612245,0.8407959183673469,0.030344387755101954,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,covid19_twitter,ukr_rus_twitter,twibot20,0.8171201530612245,0.8446441326530613,0.027523979591836722,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,covid19_twitter,twibot20,ukr_rus_twitter,0.8593859693877551,0.8446441326530613,-0.01474183673469387,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,midterm,ukr_rus_twitter,twibot20,0.6440255102040816,0.677904081632653,0.033878571428571425,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,midterm,twibot20,ukr_rus_twitter,0.6940928571428572,0.677904081632653,-0.016188775510204145,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,cp_hk_twitter,ukr_rus_twitter,twibot20,0.6047783163265306,0.5995137755102041,-0.005264540816326435,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,cp_hk_twitter,twibot20,ukr_rus_twitter,0.6072385204081633,0.5995137755102041,-0.007724744897959157,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,facebook_page_reference,ukr_rus_twitter,twibot20,0.8523622448979592,0.8522908163265306,-7.142857142861114e-05,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__twibot20,facebook_page_reference,twibot20,ukr_rus_twitter,0.8257454081632654,0.8522908163265306,0.026545408163265227,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,covid19_twitter,ukr_rus_twitter,cp_hk_twitter,0.8171201530612245,0.8091405612244897,-0.0079795918367348,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,covid19_twitter,cp_hk_twitter,ukr_rus_twitter,0.7131216836734694,0.8091405612244897,0.09601887755102034,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,midterm,ukr_rus_twitter,cp_hk_twitter,0.6440255102040816,0.6342984693877551,-0.009727040816326471,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,midterm,cp_hk_twitter,ukr_rus_twitter,0.6237627551020408,0.6342984693877551,0.010535714285714315,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,twibot20,ukr_rus_twitter,cp_hk_twitter,0.7024867346938776,0.6992918367346939,-0.0031948979591837068,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,twibot20,cp_hk_twitter,ukr_rus_twitter,0.6959255102040817,0.6992918367346939,0.003366326530612196,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,cp_hk_twitter,0.8523622448979592,0.8355642857142858,-0.01679795918367344,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__cp_hk_twitter,facebook_page_reference,cp_hk_twitter,ukr_rus_twitter,0.7102326530612245,0.8355642857142858,0.12533163265306124,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,covid19_twitter,ukr_rus_twitter,facebook_page_reference,0.8171201530612245,0.8162770408163266,-0.00084311224489797,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,covid19_twitter,facebook_page_reference,ukr_rus_twitter,0.797406887755102,0.8162770408163266,0.018870153061224526,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,midterm,ukr_rus_twitter,facebook_page_reference,0.6440255102040816,0.6425255102040817,-0.0014999999999999458,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,midterm,facebook_page_reference,ukr_rus_twitter,0.6471158163265306,0.6425255102040817,-0.004590306122448928,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,twibot20,ukr_rus_twitter,facebook_page_reference,0.7024867346938776,0.7131903061224489,0.010703571428571368,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,twibot20,facebook_page_reference,ukr_rus_twitter,0.7189612244897959,0.7131903061224489,-0.005770918367347,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,cp_hk_twitter,ukr_rus_twitter,facebook_page_reference,0.6047783163265306,0.595039030612245,-0.009739285714285617,link-prediction ROC-AUC
GraphSAGE / LP,pair_ukr_rus_twitter__facebook_page_reference,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,0.5810752551020408,0.595039030612245,0.013963775510204113,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,ukr_rus_twitter,covid19_twitter,midterm,0.7211831632653061,0.7271454081632653,0.005962244897959268,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,ukr_rus_twitter,midterm,covid19_twitter,0.6944137755102041,0.7271454081632653,0.03273163265306123,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,twibot20,covid19_twitter,midterm,0.7290280612244898,0.7709887755102041,0.04196071428571424,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,twibot20,midterm,covid19_twitter,0.7790857142857143,0.7709887755102041,-0.00809693877551021,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,cp_hk_twitter,covid19_twitter,midterm,0.5940844387755102,0.5856385204081632,-0.008445918367346983,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,cp_hk_twitter,midterm,covid19_twitter,0.5819829081632653,0.5856385204081632,0.0036556122448979655,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,facebook_page_reference,covid19_twitter,midterm,0.8501984693877551,0.8358459183673469,-0.014352551020408222,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__midterm,facebook_page_reference,midterm,covid19_twitter,0.8008617346938776,0.8358459183673469,0.03498418367346934,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,ukr_rus_twitter,covid19_twitter,covid_political,0.7211831632653061,0.733079081632653,0.011895918367346936,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,ukr_rus_twitter,covid_political,covid19_twitter,0.6141119897959184,0.733079081632653,0.1189670918367346,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,midterm,covid19_twitter,covid_political,0.6459127551020408,0.6529117346938775,0.006998979591836707,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,midterm,covid_political,covid19_twitter,0.617979081632653,0.6529117346938775,0.034932653061224506,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,twibot20,covid19_twitter,covid_political,0.7290280612244898,0.7535558673469388,0.02452780612244898,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,twibot20,covid_political,covid19_twitter,0.7800477040816326,0.7535558673469388,-0.026491836734693797,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,cp_hk_twitter,covid19_twitter,covid_political,0.5940844387755102,0.5906385204081632,-0.0034459183673469784,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,cp_hk_twitter,covid_political,covid19_twitter,0.5447170918367347,0.5906385204081632,0.04592142857142856,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,facebook_page_reference,covid19_twitter,covid_political,0.8501984693877551,0.8338928571428571,-0.016305612244898016,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__covid_political,facebook_page_reference,covid_political,covid19_twitter,0.7158265306122449,0.8338928571428571,0.11806632653061222,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,ukr_rus_twitter,covid19_twitter,election2020,0.7211831632653061,0.7297765306122449,0.00859336734693883,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,ukr_rus_twitter,election2020,covid19_twitter,0.5782188775510204,0.7297765306122449,0.15155765306122448,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,midterm,covid19_twitter,election2020,0.6459127551020408,0.680215306122449,0.034302551020408134,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,midterm,election2020,covid19_twitter,0.6524612244897959,0.680215306122449,0.027754081632653027,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,twibot20,covid19_twitter,election2020,0.7290280612244898,0.7514306122448979,0.022402551020408112,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,twibot20,election2020,covid19_twitter,0.6758954081632653,0.7514306122448979,0.07553520408163261,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,cp_hk_twitter,covid19_twitter,election2020,0.5940844387755102,0.5953961734693878,0.0013117346938775754,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,cp_hk_twitter,election2020,covid19_twitter,0.5372961734693877,0.5953961734693878,0.05810000000000004,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,facebook_page_reference,covid19_twitter,election2020,0.8501984693877551,0.8430051020408164,-0.0071933673469387616,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__election2020,facebook_page_reference,election2020,covid19_twitter,0.6441178571428572,0.8430051020408164,0.19888724489795917,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,ukr_rus_twitter,covid19_twitter,ukr_rus_suspended,0.7211831632653061,0.7523724489795919,0.031189285714285808,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,ukr_rus_twitter,ukr_rus_suspended,covid19_twitter,0.7450234693877551,0.7523724489795919,0.0073489795918367795,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,midterm,covid19_twitter,ukr_rus_suspended,0.6459127551020408,0.6497005102040816,0.0037877551020407685,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,midterm,ukr_rus_suspended,covid19_twitter,0.6432688775510204,0.6497005102040816,0.006431632653061237,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,twibot20,covid19_twitter,ukr_rus_suspended,0.7290280612244898,0.7294119897959184,0.00038392857142854897,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,twibot20,ukr_rus_suspended,covid19_twitter,0.757980612244898,0.7294119897959184,-0.02856862244897962,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,cp_hk_twitter,covid19_twitter,ukr_rus_suspended,0.5940844387755102,0.5887910714285715,-0.005293367346938749,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,cp_hk_twitter,ukr_rus_suspended,covid19_twitter,0.5871522959183674,0.5887910714285715,0.0016387755102040824,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,facebook_page_reference,covid19_twitter,ukr_rus_suspended,0.8501984693877551,0.8449418367346939,-0.0052566326530611995,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__ukr_rus_suspended,facebook_page_reference,ukr_rus_suspended,covid19_twitter,0.810451530612245,0.8449418367346939,0.034490306122448966,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,ukr_rus_twitter,covid19_twitter,twibot20,0.7211831632653061,0.7325622448979592,0.01137908163265311,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,ukr_rus_twitter,twibot20,covid19_twitter,0.7469505102040817,0.7325622448979592,-0.014388265306122472,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,midterm,covid19_twitter,twibot20,0.6459127551020408,0.6748117346938776,0.028898979591836738,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,midterm,twibot20,covid19_twitter,0.6940928571428572,0.6748117346938776,-0.019281122448979615,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,cp_hk_twitter,covid19_twitter,twibot20,0.5940844387755102,0.5878946428571429,-0.006189795918367325,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,cp_hk_twitter,twibot20,covid19_twitter,0.6072385204081633,0.5878946428571429,-0.019343877551020405,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,facebook_page_reference,covid19_twitter,twibot20,0.8501984693877551,0.8498132653061224,-0.00038520408163267295,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__twibot20,facebook_page_reference,twibot20,covid19_twitter,0.8257454081632654,0.8498132653061224,0.024067857142857085,link-prediction ROC-AUC
GraphSAGE / LP,pair_covid19_twitter__cp_hk_twitter,ukr_rus_twitter,covid19_twitter,cp_hk_twitter,0.7211831632653061,0.7203372448979591,-0.0008459183673469317,link-prediction ROC-AUC
