model,pair_model_id,sources,target,baseline_source,added_source,pair_auc,singleton_auc,impact_pp,target_in_pair
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",covid_political,covid19_twitter,election2020,0.924997400354456,0.9334575511791088,-0.846015082465279,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",covid_political,election2020,covid19_twitter,0.924997400354456,0.9326838740596064,-0.768647370515041,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",election2020,covid19_twitter,election2020,0.9893798828125,0.98760986328125,0.177001953125,True
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",election2020,election2020,covid19_twitter,0.9893798828125,0.98321533203125,0.616455078125,True
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",facebook_page_reference,covid19_twitter,election2020,0.7477455139160156,0.7663536071777344,-1.860809326171875,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",facebook_page_reference,election2020,covid19_twitter,0.7477455139160156,0.6424598693847656,10.528564453125,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",twibot20,covid19_twitter,election2020,0.6093667348225912,0.5972194671630858,1.2147267659505356,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",twibot20,election2020,covid19_twitter,0.6093667348225912,0.630302005343967,-2.093527052137578,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",ukr_rus_suspended,covid19_twitter,election2020,0.47979736328125,0.49700927734375,-1.72119140625,False
PRODIGY / NM,nmpair_covid__election2020,"covid19_twitter,election2020",ukr_rus_suspended,election2020,covid19_twitter,0.47979736328125,0.4840087890625,-0.421142578125,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",covid_political,covid19_twitter,facebook_page_reference,0.9163849442093462,0.9334575511791088,-1.7072606969762538,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",covid_political,facebook_page_reference,covid19_twitter,0.9163849442093462,0.6227747599283854,29.361018428096088,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",election2020,covid19_twitter,facebook_page_reference,0.98077392578125,0.98760986328125,-0.68359375,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",election2020,facebook_page_reference,covid19_twitter,0.98077392578125,0.96026611328125,2.05078125,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",facebook_page_reference,covid19_twitter,facebook_page_reference,0.7712383270263672,0.7663536071777344,0.48847198486328125,True
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",facebook_page_reference,facebook_page_reference,covid19_twitter,0.7712383270263672,0.7076454162597656,6.359291076660156,True
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",twibot20,covid19_twitter,facebook_page_reference,0.5730368296305339,0.5972194671630858,-2.41826375325519,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",twibot20,facebook_page_reference,covid19_twitter,0.5730368296305339,0.5155548519558377,5.7481977674696205,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",ukr_rus_suspended,covid19_twitter,facebook_page_reference,0.50439453125,0.49700927734375,0.738525390625,False
PRODIGY / NM,nmpair_covid__facebook_page_reference,"covid19_twitter,facebook_page_reference",ukr_rus_suspended,facebook_page_reference,covid19_twitter,0.50439453125,0.474273681640625,3.0120849609375,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",covid_political,covid19_twitter,midterm,0.9292613841869212,0.9334575511791088,-0.4196166992187611,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",covid_political,midterm,covid19_twitter,0.9292613841869212,0.8891853049949364,4.007607919198475,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",election2020,covid19_twitter,midterm,0.98492431640625,0.98760986328125,-0.2685546875,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",election2020,midterm,covid19_twitter,0.98492431640625,0.98309326171875,0.18310546875,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",facebook_page_reference,covid19_twitter,midterm,0.7893638610839844,0.7663536071777344,2.301025390625,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",facebook_page_reference,midterm,covid19_twitter,0.7893638610839844,0.7226409912109375,6.6722869873046875,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",twibot20,covid19_twitter,midterm,0.5836571587456597,0.5972194671630858,-1.3562308417426117,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",twibot20,midterm,covid19_twitter,0.5836571587456597,0.5385085211859809,4.5148637559678795,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",ukr_rus_suspended,covid19_twitter,midterm,0.4808349609375,0.49700927734375,-1.617431640625,False
PRODIGY / NM,nmpair_covid__midterm,"covid19_twitter,midterm",ukr_rus_suspended,midterm,covid19_twitter,0.4808349609375,0.520751953125,-3.99169921875,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",covid_political,covid19_twitter,twibot20,0.92804604989511,0.9334575511791088,-0.541150128399881,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",covid_political,twibot20,covid19_twitter,0.92804604989511,0.9185067635995372,0.9539286295572769,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",election2020,covid19_twitter,twibot20,0.987548828125,0.98760986328125,-0.006103515625,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",election2020,twibot20,covid19_twitter,0.987548828125,0.99090576171875,-0.335693359375,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",facebook_page_reference,covid19_twitter,twibot20,0.7785263061523438,0.7663536071777344,1.2172698974609375,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",facebook_page_reference,twibot20,covid19_twitter,0.7785263061523438,0.7738265991210938,0.469970703125,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",twibot20,covid19_twitter,twibot20,0.6263224283854167,0.5972194671630858,2.9102961222330914,True
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",twibot20,twibot20,covid19_twitter,0.6263224283854167,0.6227556864420573,0.3566741943359486,True
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",ukr_rus_suspended,covid19_twitter,twibot20,0.4930419921875,0.49700927734375,-0.396728515625,False
PRODIGY / NM,nmpair_covid__twibot20,"covid19_twitter,twibot20",ukr_rus_suspended,twibot20,covid19_twitter,0.4930419921875,0.51171875,-1.86767578125,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",covid_political,covid19_twitter,ukr_rus_suspended,0.9188339798538774,0.9334575511791088,-1.46235713252314,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",covid_political,ukr_rus_suspended,covid19_twitter,0.9188339798538774,0.6844465467664931,23.43874330873843,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",election2020,covid19_twitter,ukr_rus_suspended,0.988525390625,0.98760986328125,0.091552734375,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",election2020,ukr_rus_suspended,covid19_twitter,0.988525390625,0.97235107421875,1.617431640625,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",facebook_page_reference,covid19_twitter,ukr_rus_suspended,0.7390899658203125,0.7663536071777344,-2.7263641357421875,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",facebook_page_reference,ukr_rus_suspended,covid19_twitter,0.7390899658203125,0.6333580017089844,10.573196411132812,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",twibot20,covid19_twitter,ukr_rus_suspended,0.6215481228298612,0.5972194671630858,2.4328655666775334,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",twibot20,ukr_rus_suspended,covid19_twitter,0.6215481228298612,0.6220961676703559,-0.054804484049475466,False
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",ukr_rus_suspended,covid19_twitter,ukr_rus_suspended,0.49591064453125,0.49700927734375,-0.10986328125,True
PRODIGY / NM,nmpair_covid__ukr_rus_suspended,"covid19_twitter,ukr_rus_suspended",ukr_rus_suspended,ukr_rus_suspended,covid19_twitter,0.49591064453125,0.47119140625,2.471923828125,True
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",covid_political,covid_political,cp_hk_twitter,0.9217902289496528,0.897971824363426,2.381840458622675,True
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",covid_political,cp_hk_twitter,covid_political,0.9217902289496528,0.7489378187391492,17.285241021050357,True
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",election2020,covid_political,cp_hk_twitter,0.99053955078125,0.986480712890625,0.4058837890625,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",election2020,cp_hk_twitter,covid_political,0.99053955078125,0.933349609375,5.718994140625,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",facebook_page_reference,covid_political,cp_hk_twitter,0.6806411743164062,0.7047500610351562,-2.410888671875,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",facebook_page_reference,cp_hk_twitter,covid_political,0.6806411743164062,0.6773834228515625,0.325775146484375,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",twibot20,covid_political,cp_hk_twitter,0.5832646687825521,0.5382698906792535,4.499477810329866,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",twibot20,cp_hk_twitter,covid_political,0.5832646687825521,0.5914132859971789,-0.8148617214626785,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",ukr_rus_suspended,covid_political,cp_hk_twitter,0.46826171875,0.52362060546875,-5.535888671875,False
PRODIGY / NM,nmpair_covid_political__cp_hk,"covid_political,cp_hk_twitter",ukr_rus_suspended,cp_hk_twitter,covid_political,0.46826171875,0.46270751953125,0.555419921875,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",covid_political,covid_political,election2020,0.9107389096860532,0.897971824363426,1.2767085322627159,True
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",covid_political,election2020,covid_political,0.9107389096860532,0.9326838740596064,-2.19449643735532,True
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",election2020,covid_political,election2020,0.99102783203125,0.986480712890625,0.4547119140625,True
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",election2020,election2020,covid_political,0.99102783203125,0.98321533203125,0.78125,True
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",facebook_page_reference,covid_political,election2020,0.6930198669433594,0.7047500610351562,-1.1730194091796875,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",facebook_page_reference,election2020,covid_political,0.6930198669433594,0.6424598693847656,5.055999755859375,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",twibot20,covid_political,election2020,0.5125397576226128,0.5382698906792535,-2.5730133056640625,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",twibot20,election2020,covid_political,0.5125397576226128,0.630302005343967,-11.776224772135413,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",ukr_rus_suspended,covid_political,election2020,0.49139404296875,0.52362060546875,-3.22265625,False
PRODIGY / NM,nmpair_covid_political__election2020,"covid_political,election2020",ukr_rus_suspended,election2020,covid_political,0.49139404296875,0.4840087890625,0.738525390625,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",covid_political,covid_political,facebook_page_reference,0.8485915572554977,0.897971824363426,-4.9380267107928315,True
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",covid_political,facebook_page_reference,covid_political,0.8485915572554977,0.6227747599283854,22.581679732711237,True
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",election2020,covid_political,facebook_page_reference,0.9744873046875,0.986480712890625,-1.1993408203125,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",election2020,facebook_page_reference,covid_political,0.9744873046875,0.96026611328125,1.422119140625,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",facebook_page_reference,covid_political,facebook_page_reference,0.7354927062988281,0.7047500610351562,3.0742645263671875,True
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",facebook_page_reference,facebook_page_reference,covid_political,0.7354927062988281,0.7076454162597656,2.78472900390625,True
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",twibot20,covid_political,facebook_page_reference,0.540183597140842,0.5382698906792535,0.19137064615885047,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",twibot20,facebook_page_reference,covid_political,0.540183597140842,0.5155548519558377,2.462874518500424,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",ukr_rus_suspended,covid_political,facebook_page_reference,0.489166259765625,0.52362060546875,-3.4454345703125,False
PRODIGY / NM,nmpair_covid_political__facebook_page_reference,"covid_political,facebook_page_reference",ukr_rus_suspended,facebook_page_reference,covid_political,0.489166259765625,0.474273681640625,1.4892578125,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",covid_political,covid_political,twibot20,0.9121678670247396,0.897971824363426,1.419604266131358,True
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",covid_political,twibot20,covid_political,0.9121678670247396,0.9185067635995372,-0.6338896574797581,True
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",election2020,covid_political,twibot20,0.98760986328125,0.986480712890625,0.1129150390625,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",election2020,twibot20,covid_political,0.98760986328125,0.99090576171875,-0.32958984375,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",facebook_page_reference,covid_political,twibot20,0.7686080932617188,0.7047500610351562,6.38580322265625,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",facebook_page_reference,twibot20,covid_political,0.7686080932617188,0.7738265991210938,-0.5218505859375,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",twibot20,covid_political,twibot20,0.6370364295111761,0.5382698906792535,9.876653883192265,True
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",twibot20,twibot20,covid_political,0.6370364295111761,0.6227556864420573,1.4280743069118862,True
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",ukr_rus_suspended,covid_political,twibot20,0.5089111328125,0.52362060546875,-1.470947265625,False
PRODIGY / NM,nmpair_covid_political__twibot20,"covid_political,twibot20",ukr_rus_suspended,twibot20,covid_political,0.5089111328125,0.51171875,-0.28076171875,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",covid_political,covid_political,ukr_rus_suspended,0.9206859447337964,0.897971824363426,2.271412037037035,True
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",covid_political,ukr_rus_suspended,covid_political,0.9206859447337964,0.6844465467664931,23.62393979673033,True
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",election2020,covid_political,ukr_rus_suspended,0.9840087890625,0.986480712890625,-0.2471923828125,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",election2020,ukr_rus_suspended,covid_political,0.9840087890625,0.97235107421875,1.165771484375,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",facebook_page_reference,covid_political,ukr_rus_suspended,0.6560325622558594,0.7047500610351562,-4.8717498779296875,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",facebook_page_reference,ukr_rus_suspended,covid_political,0.6560325622558594,0.6333580017089844,2.2674560546875,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",twibot20,covid_political,ukr_rus_suspended,0.6352810329861112,0.5382698906792535,9.70111423068577,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",twibot20,ukr_rus_suspended,covid_political,0.6352810329861112,0.6220961676703559,1.3184865315755245,False
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",ukr_rus_suspended,covid_political,ukr_rus_suspended,0.521484375,0.52362060546875,-0.213623046875,True
PRODIGY / NM,nmpair_covid_political__ukr_rus_suspended,"covid_political,ukr_rus_suspended",ukr_rus_suspended,ukr_rus_suspended,covid_political,0.521484375,0.47119140625,5.029296875,True
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",covid_political,cp_hk_twitter,facebook_page_reference,0.7601880674008971,0.7489378187391492,1.1250248661747841,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",covid_political,facebook_page_reference,cp_hk_twitter,0.7601880674008971,0.6227747599283854,13.741330747251169,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",election2020,cp_hk_twitter,facebook_page_reference,0.9805908203125,0.933349609375,4.72412109375,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",election2020,facebook_page_reference,cp_hk_twitter,0.9805908203125,0.96026611328125,2.032470703125,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",facebook_page_reference,cp_hk_twitter,facebook_page_reference,0.7741222381591797,0.6773834228515625,9.673881530761719,True
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",facebook_page_reference,facebook_page_reference,cp_hk_twitter,0.7741222381591797,0.7076454162597656,6.647682189941406,True
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",twibot20,cp_hk_twitter,facebook_page_reference,0.589387469821506,0.5914132859971789,-0.20258161756728787,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",twibot20,facebook_page_reference,cp_hk_twitter,0.589387469821506,0.5155548519558377,7.38326178656683,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,cp_hk_twitter,facebook_page_reference,0.50262451171875,0.46270751953125,3.99169921875,False
PRODIGY / NM,nmpair_cp_hk__facebook_page_reference,"cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,facebook_page_reference,cp_hk_twitter,0.50262451171875,0.474273681640625,2.8350830078125,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",covid_political,cp_hk_twitter,election2020,0.9321955928096064,0.7489378187391492,18.325777407045717,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",covid_political,election2020,cp_hk_twitter,0.9321955928096064,0.9326838740596064,-0.048828125,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",election2020,cp_hk_twitter,election2020,0.9853515625,0.933349609375,5.2001953125,True
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",election2020,election2020,cp_hk_twitter,0.9853515625,0.98321533203125,0.213623046875,True
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",facebook_page_reference,cp_hk_twitter,election2020,0.6558570861816406,0.6773834228515625,-2.1526336669921875,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",facebook_page_reference,election2020,cp_hk_twitter,0.6558570861816406,0.6424598693847656,1.3397216796875,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",twibot20,cp_hk_twitter,election2020,0.6378678215874567,0.5914132859971789,4.645453559027779,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",twibot20,election2020,cp_hk_twitter,0.6378678215874567,0.630302005343967,0.7565816243489731,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",ukr_rus_suspended,cp_hk_twitter,election2020,0.499755859375,0.46270751953125,3.704833984375,False
PRODIGY / NM,nmpair_election2020__cp_hk,"cp_hk_twitter,election2020",ukr_rus_suspended,election2020,cp_hk_twitter,0.499755859375,0.4840087890625,1.57470703125,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",covid_political,election2020,facebook_page_reference,0.7756565235279225,0.9326838740596064,-15.702735053168393,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",covid_political,facebook_page_reference,election2020,0.7756565235279225,0.6227747599283854,15.28817635995371,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",election2020,election2020,facebook_page_reference,0.983642578125,0.98321533203125,0.042724609375,True
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",election2020,facebook_page_reference,election2020,0.983642578125,0.96026611328125,2.337646484375,True
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",facebook_page_reference,election2020,facebook_page_reference,0.6816062927246094,0.6424598693847656,3.914642333984375,True
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",facebook_page_reference,facebook_page_reference,election2020,0.6816062927246094,0.7076454162597656,-2.603912353515625,True
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,election2020,facebook_page_reference,0.5204556783040364,0.630302005343967,-10.984632703993057,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",twibot20,facebook_page_reference,election2020,0.5204556783040364,0.5155548519558377,0.49008263481986614,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",ukr_rus_suspended,election2020,facebook_page_reference,0.490081787109375,0.4840087890625,0.6072998046875,False
PRODIGY / NM,nmpair_election2020__facebook_page_reference,"election2020,facebook_page_reference",ukr_rus_suspended,facebook_page_reference,election2020,0.490081787109375,0.474273681640625,1.580810546875,False
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",covid_political,election2020,twibot20,0.9335977059823496,0.9326838740596064,0.09138319227431912,False
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",covid_political,twibot20,election2020,0.9335977059823496,0.9185067635995372,1.509094238281239,False
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",election2020,election2020,twibot20,0.99249267578125,0.98321533203125,0.927734375,True
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",election2020,twibot20,election2020,0.99249267578125,0.99090576171875,0.15869140625,True
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",facebook_page_reference,election2020,twibot20,0.7730331420898438,0.6424598693847656,13.057327270507812,False
PRODIGY / NM,nmpair_election2020__twibot20,"election2020,twibot20",facebook_page_reference,twibot20,election2020,0.7730331420898438,0.7738265991210938,-0.079345703125,False
