model,mean,median,win_fraction,n
PRODIGY / NM,0.002419114253259463,-0.0015992246825119,0.4444444444444444,324
GraphSAGE / LP,-0.006324142573696152,-0.005549617346938707,0.30092592592592593,216
SAMGPT / GraphCL,0.0036238459525284863,3.7282705307006836e-05,0.691358024691358,324
