source,prompt_slot,roc_auc,accuracy,epochs,training_seconds,best_loss,run_name,wandb_url
ukr_rus_suspended,3,0.67425,0.6000833333333333,200,26.260399341583252,0.0011704469798132777,samgpt_specialist_ukr_rus_suspended_20260804T135738Z,https://wandb.ai/eibl-usc/graph-clip/runs/09wiftde
covid_political,1,0.6783194444444444,0.5885833333333333,200,21.65665578842163,0.000552223704289645,samgpt_specialist_covid_political_20260804T135700Z,https://wandb.ai/eibl-usc/graph-clip/runs/g5lesxe7
election2020,0,0.6876875,0.60125,200,105.23357129096985,0.00036596236168406904,samgpt_mix_order_c_r1_20260804T132651Z,https://wandb.ai/eibl-usc/graph-clip/runs/lxn5pa0b
midterm,4,0.6991180555555556,0.6165833333333334,200,91.23734092712402,0.00076741335215047,samgpt_specialist_midterm_20260804T135900Z,https://wandb.ai/eibl-usc/graph-clip/runs/rqz8uu86
cp_hk_twitter,2,0.6997222222222222,0.6220833333333333,200,100.3030571937561,0.0012924125185236335,samgpt_specialist_cp_hk_twitter_20260804T135700Z,https://wandb.ai/eibl-usc/graph-clip/runs/r65rx8dm
