predictor,target,spearman_accuracy
indegree_ks,covid19_twitter,-0.6666666666666669
indegree_ks,ukr_rus_twitter,-0.523809523809524
indegree_ks,midterm,-0.8095238095238096
indegree_ks,cp_hk_twitter,-0.6190476190476191
indegree_ks,twibot20,-0.28571428571428575
indegree_ks,election2020,-0.14285714285714288
indegree_ks,covid_political,-0.19047619047619052
indegree_ks,ukr_rus_suspended,-0.5952380952380953
indegree_ks,facebook_page_reference,-0.5000000000000001
outdegree_ks,covid19_twitter,-0.6428571428571429
outdegree_ks,ukr_rus_twitter,-0.5476190476190477
outdegree_ks,midterm,-0.7142857142857144
outdegree_ks,cp_hk_twitter,-0.523809523809524
outdegree_ks,twibot20,-0.4761904761904762
outdegree_ks,election2020,0.7142857142857144
outdegree_ks,covid_political,0.6666666666666669
outdegree_ks,ukr_rus_suspended,0.0
outdegree_ks,facebook_page_reference,-0.3571428571428572
feat_centroid_cosdist,covid19_twitter,-0.880952380952381
feat_centroid_cosdist,ukr_rus_twitter,-0.8333333333333335
feat_centroid_cosdist,midterm,-0.30952380952380953
feat_centroid_cosdist,cp_hk_twitter,-0.9285714285714287
feat_centroid_cosdist,twibot20,-0.8095238095238096
feat_centroid_cosdist,election2020,0.04761904761904763
feat_centroid_cosdist,covid_political,-0.04761904761904763
feat_centroid_cosdist,ukr_rus_suspended,-0.9761904761904763
feat_centroid_cosdist,facebook_page_reference,-0.6904761904761906
feat_frechet,covid19_twitter,-0.880952380952381
feat_frechet,ukr_rus_twitter,-0.8333333333333335
feat_frechet,midterm,-0.4285714285714286
feat_frechet,cp_hk_twitter,-0.9761904761904763
feat_frechet,twibot20,-0.8095238095238096
feat_frechet,election2020,0.09523809523809526
feat_frechet,covid_political,-0.19047619047619052
feat_frechet,ukr_rus_suspended,-0.9523809523809524
feat_frechet,facebook_page_reference,-0.8571428571428572
feat_mmd2,covid19_twitter,-0.880952380952381
feat_mmd2,ukr_rus_twitter,-0.8333333333333335
feat_mmd2,midterm,-0.4285714285714286
feat_mmd2,cp_hk_twitter,-0.9523809523809524
feat_mmd2,twibot20,-0.8095238095238096
feat_mmd2,election2020,0.04761904761904763
feat_mmd2,covid_political,-0.04761904761904763
feat_mmd2,ukr_rus_suspended,-0.9761904761904763
feat_mmd2,facebook_page_reference,-0.5952380952380953
proxy_a_distance,covid19_twitter,-0.9285714285714287
proxy_a_distance,ukr_rus_twitter,-0.8333333333333335
proxy_a_distance,midterm,-0.8333333333333335
proxy_a_distance,cp_hk_twitter,-0.9761904761904763
proxy_a_distance,twibot20,-0.8982196964349441
proxy_a_distance,election2020,-0.07142857142857144
proxy_a_distance,covid_political,-0.523809523809524
proxy_a_distance,ukr_rus_suspended,-0.9700772721497398
proxy_a_distance,facebook_page_reference,-0.8333333333333335
raw_center_centroid_cosdist,covid19_twitter,-0.7380952380952381
raw_center_centroid_cosdist,ukr_rus_twitter,-0.7142857142857144
raw_center_centroid_cosdist,midterm,0.11904761904761905
raw_center_centroid_cosdist,cp_hk_twitter,-0.8095238095238096
raw_center_centroid_cosdist,twibot20,-0.8571428571428572
raw_center_centroid_cosdist,election2020,0.3571428571428572
raw_center_centroid_cosdist,covid_political,0.19047619047619052
raw_center_centroid_cosdist,ukr_rus_suspended,0.7857142857142858
raw_center_centroid_cosdist,facebook_page_reference,-0.6904761904761906
raw_center_mmd2,covid19_twitter,-0.6190476190476191
raw_center_mmd2,ukr_rus_twitter,-0.4523809523809524
raw_center_mmd2,midterm,-0.5952380952380953
raw_center_mmd2,cp_hk_twitter,-0.7619047619047621
raw_center_mmd2,twibot20,-0.7142857142857144
raw_center_mmd2,election2020,-0.3333333333333334
raw_center_mmd2,covid_political,-0.4761904761904762
raw_center_mmd2,ukr_rus_suspended,-0.7619047619047621
raw_center_mmd2,facebook_page_reference,-0.9523809523809524
raw_center_proxy_a_distance,covid19_twitter,-0.7857142857142858
raw_center_proxy_a_distance,ukr_rus_twitter,-0.5714285714285715
raw_center_proxy_a_distance,midterm,-0.7857142857142858
raw_center_proxy_a_distance,cp_hk_twitter,-0.8333333333333335
raw_center_proxy_a_distance,twibot20,-0.6904761904761906
raw_center_proxy_a_distance,election2020,0.2142857142857143
raw_center_proxy_a_distance,covid_political,-0.28571428571428575
raw_center_proxy_a_distance,ukr_rus_suspended,-0.7142857142857144
raw_center_proxy_a_distance,facebook_page_reference,-0.9101959590540767
raw_center_projected_frechet,covid19_twitter,-0.7380952380952381
raw_center_projected_frechet,ukr_rus_twitter,-0.5000000000000001
raw_center_projected_frechet,midterm,-0.6190476190476191
raw_center_projected_frechet,cp_hk_twitter,-0.6428571428571429
raw_center_projected_frechet,twibot20,-0.6428571428571429
raw_center_projected_frechet,election2020,-0.4285714285714286
raw_center_projected_frechet,covid_political,-0.523809523809524
raw_center_projected_frechet,ukr_rus_suspended,-0.7142857142857144
raw_center_projected_frechet,facebook_page_reference,-0.9047619047619048
raw_center_skew_l1,covid19_twitter,-0.7380952380952381
raw_center_skew_l1,ukr_rus_twitter,-0.6190476190476191
raw_center_skew_l1,midterm,-0.7142857142857144
raw_center_skew_l1,cp_hk_twitter,-0.7142857142857144
raw_center_skew_l1,twibot20,-0.6904761904761906
raw_center_skew_l1,election2020,-0.4761904761904762
raw_center_skew_l1,covid_political,-0.5714285714285715
raw_center_skew_l1,ukr_rus_suspended,0.6904761904761906
raw_center_skew_l1,facebook_page_reference,-0.8095238095238096
raw_center_skew_wasserstein,covid19_twitter,-0.5714285714285715
raw_center_skew_wasserstein,ukr_rus_twitter,-0.523809523809524
raw_center_skew_wasserstein,midterm,-0.07142857142857144
raw_center_skew_wasserstein,cp_hk_twitter,-0.3571428571428572
raw_center_skew_wasserstein,twibot20,-0.09523809523809526
raw_center_skew_wasserstein,election2020,-0.09523809523809526
raw_center_skew_wasserstein,covid_political,-0.30952380952380953
raw_center_skew_wasserstein,ukr_rus_suspended,0.7619047619047621
raw_center_skew_wasserstein,facebook_page_reference,-0.6904761904761906
neighbor_mean_centroid_cosdist,covid19_twitter,-0.8095238095238096
neighbor_mean_centroid_cosdist,ukr_rus_twitter,-0.8333333333333335
neighbor_mean_centroid_cosdist,midterm,-0.3571428571428572
neighbor_mean_centroid_cosdist,cp_hk_twitter,-0.8095238095238096
neighbor_mean_centroid_cosdist,twibot20,-0.9285714285714287
neighbor_mean_centroid_cosdist,election2020,-0.11904761904761905
neighbor_mean_centroid_cosdist,covid_political,0.8571428571428572
neighbor_mean_centroid_cosdist,ukr_rus_suspended,0.4523809523809524
neighbor_mean_centroid_cosdist,facebook_page_reference,-0.7619047619047621
neighbor_mean_mmd2,covid19_twitter,-0.9047619047619048
neighbor_mean_mmd2,ukr_rus_twitter,-0.7857142857142858
neighbor_mean_mmd2,midterm,-0.880952380952381
neighbor_mean_mmd2,cp_hk_twitter,-0.6428571428571429
neighbor_mean_mmd2,twibot20,-0.9523809523809524
neighbor_mean_mmd2,election2020,-0.6666666666666669
neighbor_mean_mmd2,covid_political,0.4285714285714286
neighbor_mean_mmd2,ukr_rus_suspended,-0.09523809523809526
neighbor_mean_mmd2,facebook_page_reference,-0.8571428571428572
neighbor_mean_proxy_a_distance,covid19_twitter,-0.9285714285714287
neighbor_mean_proxy_a_distance,ukr_rus_twitter,-0.8095238095238096
neighbor_mean_proxy_a_distance,midterm,-0.7619047619047621
neighbor_mean_proxy_a_distance,cp_hk_twitter,-0.7142857142857144
neighbor_mean_proxy_a_distance,twibot20,-0.9047619047619048
neighbor_mean_proxy_a_distance,election2020,0.09523809523809526
neighbor_mean_proxy_a_distance,covid_political,0.5714285714285715
neighbor_mean_proxy_a_distance,ukr_rus_suspended,-0.2142857142857143
neighbor_mean_proxy_a_distance,facebook_page_reference,-0.9523809523809524
neighbor_mean_projected_frechet,covid19_twitter,-0.9761904761904763
neighbor_mean_projected_frechet,ukr_rus_twitter,-0.8571428571428572
neighbor_mean_projected_frechet,midterm,-0.9523809523809524
neighbor_mean_projected_frechet,cp_hk_twitter,-0.9523809523809524
neighbor_mean_projected_frechet,twibot20,-0.9047619047619048
neighbor_mean_projected_frechet,election2020,-0.880952380952381
neighbor_mean_projected_frechet,covid_political,-0.2380952380952381
neighbor_mean_projected_frechet,ukr_rus_suspended,-0.2380952380952381
neighbor_mean_projected_frechet,facebook_page_reference,-0.9761904761904763
neighbor_mean_skew_l1,covid19_twitter,-0.7380952380952381
neighbor_mean_skew_l1,ukr_rus_twitter,-0.6666666666666669
neighbor_mean_skew_l1,midterm,-0.8571428571428572
neighbor_mean_skew_l1,cp_hk_twitter,-0.6428571428571429
neighbor_mean_skew_l1,twibot20,-0.9047619047619048
neighbor_mean_skew_l1,election2020,-0.5952380952380953
neighbor_mean_skew_l1,covid_political,0.2380952380952381
neighbor_mean_skew_l1,ukr_rus_suspended,0.023809523809523815
neighbor_mean_skew_l1,facebook_page_reference,-0.6904761904761906
neighbor_mean_skew_wasserstein,covid19_twitter,-0.5714285714285715
neighbor_mean_skew_wasserstein,ukr_rus_twitter,-0.4761904761904762
neighbor_mean_skew_wasserstein,midterm,-0.7142857142857144
neighbor_mean_skew_wasserstein,cp_hk_twitter,0.14285714285714288
neighbor_mean_skew_wasserstein,twibot20,-0.07142857142857144
neighbor_mean_skew_wasserstein,election2020,-0.6190476190476191
neighbor_mean_skew_wasserstein,covid_political,0.5000000000000001
neighbor_mean_skew_wasserstein,ukr_rus_suspended,0.5952380952380953
neighbor_mean_skew_wasserstein,facebook_page_reference,-0.6666666666666669
center_plus_neighbor_mean_centroid_cosdist,covid19_twitter,-0.8333333333333335
center_plus_neighbor_mean_centroid_cosdist,ukr_rus_twitter,-0.8333333333333335
center_plus_neighbor_mean_centroid_cosdist,midterm,-0.28571428571428575
center_plus_neighbor_mean_centroid_cosdist,cp_hk_twitter,-0.8095238095238096
center_plus_neighbor_mean_centroid_cosdist,twibot20,-0.9285714285714287
center_plus_neighbor_mean_centroid_cosdist,election2020,0.3333333333333334
center_plus_neighbor_mean_centroid_cosdist,covid_political,0.4285714285714286
center_plus_neighbor_mean_centroid_cosdist,ukr_rus_suspended,0.7380952380952381
center_plus_neighbor_mean_centroid_cosdist,facebook_page_reference,-0.6904761904761906
center_plus_neighbor_mean_mmd2,covid19_twitter,-0.9285714285714287
center_plus_neighbor_mean_mmd2,ukr_rus_twitter,-0.7857142857142858
center_plus_neighbor_mean_mmd2,midterm,-0.7619047619047621
center_plus_neighbor_mean_mmd2,cp_hk_twitter,-0.9047619047619048
center_plus_neighbor_mean_mmd2,twibot20,-0.7857142857142858
center_plus_neighbor_mean_mmd2,election2020,-0.38095238095238104
center_plus_neighbor_mean_mmd2,covid_political,-0.19047619047619052
center_plus_neighbor_mean_mmd2,ukr_rus_suspended,-0.2142857142857143
center_plus_neighbor_mean_mmd2,facebook_page_reference,-1.0
center_plus_neighbor_mean_proxy_a_distance,covid19_twitter,-0.9047619047619048
center_plus_neighbor_mean_proxy_a_distance,ukr_rus_twitter,-0.8095238095238096
center_plus_neighbor_mean_proxy_a_distance,midterm,-0.7619047619047621
center_plus_neighbor_mean_proxy_a_distance,cp_hk_twitter,-0.880952380952381
center_plus_neighbor_mean_proxy_a_distance,twibot20,-0.8571428571428572
center_plus_neighbor_mean_proxy_a_distance,election2020,0.14285714285714288
center_plus_neighbor_mean_proxy_a_distance,covid_political,-0.15569141404872366
center_plus_neighbor_mean_proxy_a_distance,ukr_rus_suspended,-0.8095238095238096
center_plus_neighbor_mean_proxy_a_distance,facebook_page_reference,-1.0
center_plus_neighbor_mean_projected_frechet,covid19_twitter,-0.880952380952381
center_plus_neighbor_mean_projected_frechet,ukr_rus_twitter,-0.6904761904761906
center_plus_neighbor_mean_projected_frechet,midterm,-0.7142857142857144
center_plus_neighbor_mean_projected_frechet,cp_hk_twitter,-0.7619047619047621
center_plus_neighbor_mean_projected_frechet,twibot20,-0.9285714285714287
center_plus_neighbor_mean_projected_frechet,election2020,-0.6428571428571429
center_plus_neighbor_mean_projected_frechet,covid_political,-0.6190476190476191
center_plus_neighbor_mean_projected_frechet,ukr_rus_suspended,-0.261904761904762
center_plus_neighbor_mean_projected_frechet,facebook_page_reference,-0.9047619047619048
center_plus_neighbor_mean_skew_l1,covid19_twitter,-0.7619047619047621
center_plus_neighbor_mean_skew_l1,ukr_rus_twitter,-0.6666666666666669
center_plus_neighbor_mean_skew_l1,midterm,-0.8571428571428572
center_plus_neighbor_mean_skew_l1,cp_hk_twitter,-0.6428571428571429
center_plus_neighbor_mean_skew_l1,twibot20,-0.9047619047619048
center_plus_neighbor_mean_skew_l1,election2020,-0.523809523809524
center_plus_neighbor_mean_skew_l1,covid_political,-0.5476190476190477
