seed,width,k1_mean_auc,k6_auc,k6_minus_k1
0,64,0.6588648363681991,0.6672495288067086,0.0083846924385095
0,512,0.7119973670562549,0.7022276811123116,-0.0097696859439433
1,64,0.6593375933337211,0.6618374247439017,0.0024998314101806
1,512,0.7104049351821382,0.7068772220657776,-0.0035277131163606
2,64,0.6535667580130861,0.6607092051356345,0.0071424471225484
2,512,0.7070069695584103,0.6994123368717651,-0.0075946326866452
