dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
midterm,__floor__,degree_matched,common_neighbors,0.5777783163265306,0.825702650671305,0.88,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,adamic_adar,0.578063775510204,0.8088182266508407,0.84,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,preferential_attachment,0.5234573979591837,0.626253205413686,1.0,-1,2800,1400,,,0.0
midterm,__floor__,degree_matched,jaccard,0.5755150510204081,0.7883587301305407,0.7,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,raw_feature_cosine,0.5672058673469388,0.5905636186799375,0.76,1,2800,1400,,,0.0
midterm,__floor__,random,common_neighbors,0.620815306122449,0.9495006785216781,1.0,1,2800,1400,,,0.0
midterm,__floor__,random,adamic_adar,0.6214288265306123,0.943963437872688,1.0,1,2800,1400,,,0.0
midterm,__floor__,random,preferential_attachment,0.6508017857142857,0.6817995589702752,0.84,1,2800,1400,,,0.0
midterm,__floor__,random,jaccard,0.6182028061224489,0.9103100573094484,0.72,1,2800,1400,,,0.0
midterm,__floor__,random,raw_feature_cosine,0.6233979591836735,0.6537427129071128,0.92,1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,common_neighbors,0.7943,0.917914018607319,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,adamic_adar,0.8164163265306122,0.9043567011952005,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,preferential_attachment,0.5130880102040817,0.6072629087938175,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,jaccard,0.847509693877551,0.9178836442578496,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,raw_feature_cosine,0.486434693877551,0.5908065702781388,1.0,-1,2800,1400,,,0.0
midterm,mtr_CL,degree_matched,encoder_cosine,0.512933418367347,0.4916968963441086,0.14,-1,2800,1400,0.485549375,0.999498997995992,0.0
midterm,mtr_CL,random,encoder_cosine,0.5993423469387755,0.5864169297675575,0.4,-1,2800,1400,0.48986475,0.9992492492492493,0.0
midterm,mtr_CL,hard_2hop,encoder_cosine,0.7786448979591837,0.7330377881797834,0.8,-1,2800,1400,0.495956625,0.9994993742177722,0.0
midterm,mtr_FP,degree_matched,encoder_cosine,0.5092795918367347,0.7954300566724782,1.0,-1,2800,1400,0.493947125,0.42860721442885774,0.0
midterm,mtr_FP,random,encoder_cosine,0.5939170918367347,0.8217588313802844,1.0,-1,2800,1400,0.488963125,0.36261261261261263,0.0
midterm,mtr_FP,hard_2hop,encoder_cosine,0.5694117346938775,0.8186708778890319,1.0,-1,2800,1400,0.496674875,0.40801001251564456,0.0
midterm,mtr_MIX,degree_matched,encoder_cosine,0.6701701530612245,0.6078419427698105,0.6,1,2800,1400,0.48085675,0.999498997995992,0.0
midterm,mtr_MIX,random,encoder_cosine,0.7189505102040816,0.667251146833337,0.78,1,2800,1400,0.48589675,0.9992492492492493,0.0
midterm,mtr_MIX,hard_2hop,encoder_cosine,0.7697239795918367,0.7073082633330103,0.74,-1,2800,1400,0.495543125,0.9994993742177722,0.0
midterm,mtr_NM,degree_matched,encoder_cosine,0.7126946428571429,0.6594591221134752,0.72,1,2800,1400,0.4833765,0.999498997995992,0.0
midterm,mtr_NM,random,encoder_cosine,0.8167704081632653,0.8073877441193749,1.0,1,2800,1400,0.490067875,0.9992492492492493,0.0
midterm,mtr_NM,hard_2hop,encoder_cosine,0.6394316326530612,0.5900890671492645,0.64,-1,2800,1400,0.4929335,0.9994993742177722,0.0
midterm,mtp_CLFP,degree_matched,encoder_cosine,0.5003737244897959,0.48993019995062875,0.18,-1,2800,1400,0.486513375,0.999498997995992,0.0
midterm,mtp_CLFP,random,encoder_cosine,0.5789295918367346,0.5895164519845552,0.46,-1,2800,1400,0.491464625,0.9992492492492493,0.0
midterm,mtp_CLFP,hard_2hop,encoder_cosine,0.7621285714285714,0.7251280449073598,0.78,-1,2800,1400,0.49409925,0.9994993742177722,0.0
midterm,mtp_NMCL,degree_matched,encoder_cosine,0.6798844387755102,0.6153603066413138,0.64,1,2800,1400,0.4785395,0.999498997995992,0.0
midterm,mtp_NMCL,random,encoder_cosine,0.7384525510204082,0.6880621842556072,0.88,1,2800,1400,0.487727,0.9992492492492493,0.0
midterm,mtp_NMCL,hard_2hop,encoder_cosine,0.7652994897959183,0.6917333409308543,0.66,-1,2800,1400,0.496371,0.9994993742177722,0.0
midterm,mtp_NMFP,degree_matched,encoder_cosine,0.7060752551020408,0.6365320262532529,0.64,1,2800,1400,0.486824,0.999498997995992,0.0
midterm,mtp_NMFP,random,encoder_cosine,0.7947739795918367,0.7599189905684908,0.9,1,2800,1400,0.490199375,0.9992492492492493,0.0
midterm,mtp_NMFP,hard_2hop,encoder_cosine,0.703234693877551,0.6325795626971666,0.64,-1,2800,1400,0.49716825,0.9994993742177722,0.0
midterm,msc_all8_CL,degree_matched,encoder_cosine,0.5192573979591837,0.49992210743750387,0.18,-1,2800,1400,0.48720475,0.999498997995992,0.0
midterm,msc_all8_CL,random,encoder_cosine,0.6359387755102041,0.6606712317712964,0.72,-1,2800,1400,0.489567125,0.9992492492492493,0.0
midterm,msc_all8_CL,hard_2hop,encoder_cosine,0.8073331632653061,0.7741913758724419,0.86,-1,2800,1400,0.497388,0.9994993742177722,0.0
midterm,msc_all8_FP,degree_matched,encoder_cosine,0.5064625,0.6664924806922572,1.0,1,2800,1400,0.496751375,0.6988977955911824,0.0
midterm,msc_all8_FP,random,encoder_cosine,0.5226719387755102,0.57200119299653,1.0,-1,2800,1400,0.492545375,0.5738238238238238,0.0
midterm,msc_all8_FP,hard_2hop,encoder_cosine,0.5677742346938776,0.6087723623080465,1.0,-1,2800,1400,0.50459,0.6525657071339174,0.0
midterm,msc_all8_MIX,degree_matched,encoder_cosine,0.6923446428571428,0.6235686338504941,0.6,1,2800,1400,0.484506375,0.999498997995992,0.0
midterm,msc_all8_MIX,random,encoder_cosine,0.748115306122449,0.691331459479499,0.92,1,2800,1400,0.492304875,0.9992492492492493,0.0
midterm,msc_all8_MIX,hard_2hop,encoder_cosine,0.7443607142857143,0.6505603422774513,0.48,-1,2800,1400,0.499786875,0.9994993742177722,0.0
midterm,msc_all8_NM,degree_matched,encoder_cosine,0.7137900510204082,0.6508838759586071,0.72,1,2800,1400,0.485799625,0.999498997995992,0.0
midterm,msc_all8_NM,random,encoder_cosine,0.8110790816326531,0.7898787003577581,0.96,1,2800,1400,0.49021375,0.9992492492492493,0.0
midterm,msc_all8_NM,hard_2hop,encoder_cosine,0.6768201530612244,0.6108572367166303,0.46,-1,2800,1400,0.495194125,0.9994993742177722,0.0
midterm,msc_cov_CL,degree_matched,encoder_cosine,0.5191872448979592,0.5155022105056254,0.5,-1,2800,1400,0.4866515,0.999498997995992,0.0
midterm,msc_cov_CL,random,encoder_cosine,0.6096448979591836,0.6467025606376875,0.84,-1,2800,1400,0.48833575,0.9992492492492493,0.0
midterm,msc_cov_CL,hard_2hop,encoder_cosine,0.7589908163265306,0.7334393641234089,0.9,-1,2800,1400,0.49656775,0.9994993742177722,0.0
midterm,msc_cov_FP,degree_matched,encoder_cosine,0.5112224489795918,0.8000498930553496,1.0,-1,2800,1400,0.494303,0.6405310621242485,0.0
midterm,msc_cov_FP,random,encoder_cosine,0.6254849489795918,0.8312373701069528,1.0,-1,2800,1400,0.48629425,0.5455455455455456,0.0
midterm,msc_cov_FP,hard_2hop,encoder_cosine,0.6999806122448979,0.8493234562078675,1.0,-1,2800,1400,0.5001825,0.6648310387984981,0.0
midterm,msc_cov_MIX,degree_matched,encoder_cosine,0.6789359693877551,0.6106946447577525,0.58,1,2800,1400,0.483246125,0.999498997995992,0.0
midterm,msc_cov_MIX,random,encoder_cosine,0.6825137755102041,0.6260285791283797,0.88,1,2800,1400,0.489382625,0.9992492492492493,0.0
midterm,msc_cov_MIX,hard_2hop,encoder_cosine,0.7734908163265306,0.6842813808273651,0.48,-1,2800,1400,0.498869875,0.9994993742177722,0.0
midterm,msc_cov_NM,degree_matched,encoder_cosine,0.6938288265306123,0.638185542579586,0.74,1,2800,1400,0.48520975,0.999498997995992,0.0
midterm,msc_cov_NM,random,encoder_cosine,0.7861551020408163,0.7580363533465682,1.0,1,2800,1400,0.48934675,0.9992492492492493,0.0
midterm,msc_cov_NM,hard_2hop,encoder_cosine,0.7069857142857143,0.6328654255514004,0.5,-1,2800,1400,0.4973115,0.9994993742177722,0.0
