first,second,normalized_sliced_w1,within_graph_reference,ratio_to_reference
ukr_rus_twitter,covid19_twitter,0.06125485897064209,0.01962919905781746,3.1205990010197047
ukr_rus_twitter,midterm,0.13412673771381378,0.01805295143276453,7.42962934417391
ukr_rus_twitter,covid_political,0.23469199240207672,0.017967690713703632,13.061889596256318
ukr_rus_twitter,ukr_rus_suspended,0.10746800899505615,0.01815930288285017,5.918069084939931
ukr_rus_twitter,twibot20,0.20084132254123688,0.01741979829967022,11.529486110355197
ukr_rus_twitter,cp_hk_twitter,0.15945285558700562,0.017482397146523,9.120766119806317
ukr_rus_twitter,facebook_page_reference,0.26859238743782043,0.0182247469201684,14.737784212552379
covid19_twitter,midterm,0.1336379200220108,0.019553431309759617,6.834499679619336
covid19_twitter,covid_political,0.23549829423427582,0.01946817059069872,12.096580576851402
covid19_twitter,ukr_rus_suspended,0.14387042820453644,0.019659782759845257,7.3180070177778935
covid19_twitter,twibot20,0.21414077281951904,0.018920278176665306,11.318056257947752
covid19_twitter,cp_hk_twitter,0.15046849846839905,0.018982877023518085,7.926538126016517
covid19_twitter,facebook_page_reference,0.264697790145874,0.019725226797163486,13.419252050574036
midterm,covid_political,0.1462966352701187,0.01789192296564579,8.176685957737595
midterm,ukr_rus_suspended,0.16201412677764893,0.018083535134792328,8.95920656940231
midterm,twibot20,0.24401764571666718,0.017344030551612377,14.06925829555704
midterm,cp_hk_twitter,0.18935377895832062,0.017406629398465157,10.87825647480132
midterm,facebook_page_reference,0.27703145146369934,0.018148979172110558,15.26429937665101
covid_political,ukr_rus_suspended,0.2521315813064575,0.01799827441573143,14.008653023207678
covid_political,twibot20,0.3065388798713684,0.01725876983255148,17.761340051781126
covid_political,cp_hk_twitter,0.2678837478160858,0.01732136867940426,15.465506956999848
covid_political,facebook_page_reference,0.29828429222106934,0.01806371845304966,16.512895337488533
ukr_rus_suspended,twibot20,0.20297424495220184,0.017450382001698017,11.631507260554603
ukr_rus_suspended,cp_hk_twitter,0.22324247658252716,0.017512980848550797,12.74725750647986
ukr_rus_suspended,facebook_page_reference,0.3099812865257263,0.018255330622196198,16.98031621234117
twibot20,cp_hk_twitter,0.32647082209587097,0.016773476265370846,19.463515906352463
twibot20,facebook_page_reference,0.3966899812221527,0.017515826039016247,22.64751775557325
cp_hk_twitter,facebook_page_reference,0.23377421498298645,0.017578424885869026,13.298928459222376
