seed,arm,source,additional_step,added_ukraine_supervised_updates,validation_auc_pct,validation_bce,hard_label_training_probe_bce,retains_both_source_validation,checkpoint,supervised_updates,kd_updates,positive_examples,negative_examples,supervised_positive_examples,supervised_negative_examples,kd_positive_examples,kd_negative_examples
2,kd_w010,facebook_page_reference,28000,14000,95.66183042526245,0.17953855097293855,0.1472368806600571,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_028000.pt,5000,25000,30413342,152066710,5069279,25346395,25344063,126720315
2,kd_w010,ukr_rus_twitter,30000,15000,98.86301302909852,0.08210720829665662,0.07868254519999028,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_030000.pt,31000,0,31729424,158647120,31729424,158647120,0,0
2,kd_w010,facebook_page_reference,30000,15000,95.618186211586,0.18597083017230037,0.1586169883608818,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_030000.pt,5000,26000,31427431,157137155,5069279,25346395,26358152,131790760
2,kd_w010,ukr_rus_twitter,32000,16000,98.89607977867126,0.08139335475862026,0.07761056907474996,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_032000.pt,32000,0,32753424,163767120,32753424,163767120,0,0
2,kd_w010,facebook_page_reference,32000,16000,95.62110524177552,0.18409435227513316,0.1555614359676838,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_032000.pt,5000,27000,32440937,162204685,5069279,25346395,27371658,136858290
2,kd_w010,ukr_rus_twitter,34000,17000,98.91466233730317,0.08026397787034513,0.0768477238714695,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_034000.pt,33000,0,33776513,168882565,33776513,168882565,0,0
2,kd_w010,facebook_page_reference,34000,17000,95.6002905845642,0.1830200918018818,0.1540923662483692,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_034000.pt,5000,28000,33455026,167275130,5069279,25346395,28385747,141928735
2,kd_w010,ukr_rus_twitter,36000,18000,98.86539261341095,0.0810722254216671,0.07736228071153164,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_036000.pt,34000,0,34800513,174002565,34800513,174002565,0,0
2,kd_w010,facebook_page_reference,36000,18000,95.67617852687835,0.18031775355339053,0.15167027115821838,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_036000.pt,5000,29000,34468532,172342660,5069279,25346395,29399253,146996265
2,kd_w010,ukr_rus_twitter,38000,19000,98.91664497852327,0.08021673262119294,0.07648353986442089,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_038000.pt,35000,0,35823602,179118010,35823602,179118010,0,0
2,kd_w010,facebook_page_reference,38000,19000,95.63959395885469,0.18358538448810577,0.154586374014616,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_038000.pt,5000,30000,35482038,177410190,5069279,25346395,30412759,152063795
2,kd_w010,ukr_rus_twitter,40000,20000,98.91917958259583,0.07954572327435017,0.0759456891566515,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_040000.pt,36000,0,36847602,184238010,36847602,184238010,0,0
2,kd_w010,facebook_page_reference,40000,20000,95.59964973926543,0.1847515627741814,0.15676518753170968,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_040000.pt,5000,31000,36496127,182480635,5069279,25346395,31426848,157134240
2,kd_w010,ukr_rus_twitter,42000,21000,98.87481017112731,0.08043445795774459,0.07596531510353087,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_042000.pt,37000,0,37870691,189353455,37870691,189353455,0,0
2,kd_w010,facebook_page_reference,42000,21000,95.63144125938416,0.18059730604290963,0.14977284297347068,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_042000.pt,5000,32000,37509633,187548165,5069279,25346395,32440354,162201770
2,kd_w010,ukr_rus_twitter,44000,22000,98.9225749015808,0.07956914566457271,0.07609055414795876,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_044000.pt,38000,0,38894691,194473455,38894691,194473455,0,0
2,kd_w010,facebook_page_reference,44000,22000,95.65364689826964,0.1808611683547497,0.15243614763021468,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_044000.pt,5000,33000,38523722,192618610,5069279,25346395,33454443,167272215
2,kd_w010,ukr_rus_twitter,46000,23000,98.92966554164886,0.07973954752087592,0.07578609250485897,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_046000.pt,39000,0,39917780,199588900,39917780,199588900,0,0
2,kd_w010,facebook_page_reference,46000,23000,95.65098559856415,0.1869344517588615,0.15937629565596584,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_046000.pt,5000,34000,39537228,197686140,5069279,25346395,34467949,172339745
2,kd_w010,ukr_rus_twitter,48000,24000,98.94376983642579,0.07961024306714536,0.07563553377985954,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_048000.pt,40000,0,40941780,204708900,40941780,204708900,0,0
2,kd_w010,facebook_page_reference,48000,24000,95.58366761207581,0.18914647847414015,0.16269482299685478,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_048000.pt,5000,35000,40551317,202756585,5069279,25346395,35482038,177410190
2,kd_w010,ukr_rus_twitter,50000,25000,98.93243746757506,0.07944610565900805,0.07571694813668728,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_050000.pt,41000,0,41964869,209824345,41964869,209824345,0,0
2,kd_w010,facebook_page_reference,50000,25000,95.71154313087465,0.17966501265764237,0.15135640501976017,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_050000.pt,5000,36000,41564823,207824115,5069279,25346395,36495544,182477720
2,kd_w010,ukr_rus_twitter,52000,26000,98.93569974899292,0.07933001592755316,0.07521087527275085,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_052000.pt,42000,0,42988869,214944345,42988869,214944345,0,0
2,kd_w010,facebook_page_reference,52000,26000,95.73605110645293,0.1795337446033955,0.15047007352113723,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_052000.pt,5000,37000,42578912,212894560,5069279,25346395,37509633,187548165
2,kd_w010,ukr_rus_twitter,54000,27000,98.8807550430298,0.08146335035562514,0.07675051353871823,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_054000.pt,43000,0,44011958,220059790,44011958,220059790,0,0
2,kd_w010,facebook_page_reference,54000,27000,95.66556589603425,0.17848618924617762,0.14793943092226983,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_054000.pt,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695
2,kd_w010,ukr_rus_twitter,56000,28000,98.94463059902192,0.07916809879243375,0.07522269301116466,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_056000.pt,44000,0,45035958,225179790,45035958,225179790,0,0
2,kd_w010,facebook_page_reference,56000,28000,95.708021235466,0.1771385796368122,0.14663620069622996,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_056000.pt,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140
2,kd_w010,ukr_rus_twitter,58000,29000,98.93705327510833,0.07826812081038952,0.0740418367087841,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_058000.pt,45000,0,46059047,230295235,46059047,230295235,0,0
2,kd_w010,facebook_page_reference,58000,29000,95.60505967140199,0.18049964234232901,0.1515605442225933,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_058000.pt,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670
2,kd_w010,ukr_rus_twitter,60000,30000,98.93345510959625,0.079652563855052,0.07489149607717992,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_060000.pt,46000,0,47083047,235415235,47083047,235415235,0,0
2,kd_w010,facebook_page_reference,60000,30000,95.53139212131501,0.18241953402757644,0.15150457099080086,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_060000.pt,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200
