contrast,mean_delta,median_delta,fraction_positive,pearson,spearman,cells
vision_minus_prodigy,0.1550307803683811,0.05377197265625,0.7096774193548387,0.19458448620467914,0.30913637130844557,124
gilt_minus_prodigy,0.09909654432727442,0.01226806640625,0.5806451612903226,0.1671383200407614,0.3360702944793809,124
gilt_minus_vision,-0.05593423604110664,-0.04811053805881077,0.08870967741935484,0.9686189304135978,0.9526680944635547,124
