run_id	kind	target	sources	seed
twibot_target_s0	target_specialist	twibot20	twibot20	0
ukrrus_single_s0	single_source	twibot20	ukr_rus_suspended	0
cora_single_s0	single_source	twibot20	cora	0
facebook_single_s0	single_source	twibot20	facebook_page_reference	0
all_non_target_s0	all_non_target	twibot20	covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed	0
