arm,additional_step,logical_step,checkpoint,ukraine_validation_auc_pct,facebook_validation_auc_pct,ukraine_delta_pp,facebook_delta_pp,auc_tolerance_pp,retains_ukraine,retains_facebook,retains_both
kd_extended,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_000000.pt,98.74585928916932,96.10667834281921,-0.2285172462463403,0.7221450328826928,0.0,False,True,False
kd_extended,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_002000.pt,98.71516153812408,96.06461567878722,-0.25921499729156805,0.6800823688507096,0.0,False,True,False
kd_extended,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_004000.pt,98.680855512619,96.03158423900604,-0.29352102279665004,0.6470509290695259,0.0,False,True,False
kd_extended,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_006000.pt,98.72857553958892,96.04430227279663,-0.2458009958267393,0.6597689628601189,0.0,False,True,False
kd_extended,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_008000.pt,98.76130053997039,96.08648328781128,-0.21307599544525546,0.7019499778747607,0.0,False,True,False
kd_extended,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_010000.pt,98.7134083509445,96.05442905426025,-0.2609681844711442,0.6698957443237341,0.0,False,True,False
kd_extended,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_012000.pt,98.76559948921204,96.07004733085631,-0.20877704620361204,0.6855140209197974,0.0,False,True,False
kd_extended,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_014000.pt,98.78777713775635,96.06587452888488,-0.1865993976593039,0.6813412189483614,0.0,False,True,False
kd_extended,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_016000.pt,98.78950805664061,96.08626532554626,-0.18486847877503543,0.7017320156097573,0.0,False,True,False
kd_extended,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_018000.pt,98.78281812667846,96.09444246292114,-0.19155840873719132,0.7099091529846224,0.0,False,True,False
kd_extended,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_020000.pt,98.77049672603606,95.99748973846434,-0.20387980937959238,0.6129564285278222,0.0,False,True,False
kd_extended,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_022000.pt,98.79227895736693,96.06418676376343,-0.18209757804872329,0.6796534538269228,0.0,False,True,False
kd_extended,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_024000.pt,98.81560666561128,96.09468717575072,-0.15876986980437602,0.7101538658142115,0.0,False,True,False
kd_extended,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_026000.pt,98.81421580314637,96.09602615833282,-0.16016073226928773,0.7114928483963112,0.0,False,True,False
kd_extended,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_028000.pt,98.80405526161194,96.09068503379822,-0.17032127380371964,0.7061517238617143,0.0,False,True,False
kd_extended,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_030000.pt,98.77364804744721,96.00082142353058,-0.2007284879684379,0.6162881135940657,0.0,False,True,False
kd_extended,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_032000.pt,98.80253133773803,96.04130105972291,-0.17184519767762252,0.6567677497863911,0.0,False,True,False
kd_extended,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_034000.pt,98.8243921995163,96.07513632774352,-0.14998433589935578,0.6906030178070122,0.0,False,True,False
kd_extended,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_036000.pt,98.83780183792112,96.11141571998596,-0.13657469749452922,0.7268824100494453,0.0,False,True,False
kd_extended,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_038000.pt,98.8478037595749,96.11404492855071,-0.12657277584074977,0.7295116186141981,0.0,False,True,False
kd_extended,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_040000.pt,98.83766989707948,96.12161400318145,-0.13670663833618146,0.7370806932449292,0.0,False,True,False
kd_extended,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_042000.pt,98.84560742378235,96.1147215127945,-0.12876911163329785,0.7301882028579842,0.0,False,True,False
kd_extended,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_044000.pt,98.84378073215484,96.0594159603119,-0.13059580326081344,0.6748826503753746,0.0,False,True,False
kd_extended,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_046000.pt,98.85761933326721,96.10404536724091,-0.1167572021484431,0.7195120573043945,0.0,False,True,False
kd_extended,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_048000.pt,98.82558641433715,96.03018157482146,-0.14879012107850142,0.645648264884946,0.0,False,True,False
kd_extended,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_050000.pt,98.85810501575469,96.09143397808076,-0.11627151966095983,0.7069006681442391,0.0,False,True,False
kd_extended,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_052000.pt,98.86328427791595,96.09082586765291,-0.11109225749970086,0.7062925577163925,0.0,False,True,False
kd_extended,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_054000.pt,98.86590852737427,96.11155519485474,-0.10846800804137358,0.727021884918233,0.0,False,True,False
kd_extended,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_056000.pt,98.85553152561188,96.11501846313477,-0.11884500980376966,0.730485153198257,0.0,False,True,False
kd_extended,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_058000.pt,98.86167769432068,96.04964969158173,-0.11269884109497141,0.6651163816452144,0.0,False,True,False
kd_extended,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_060000.pt,98.83364694118498,95.95266935825347,-0.14072959423067077,0.5681360483169584,0.0,False,True,False
ukraine_only,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_000000.pt,98.74585928916932,96.10667834281921,-0.2285172462463403,0.7221450328826928,0.0,False,True,False
ukraine_only,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_002000.pt,98.80374796390534,95.4865519762039,-0.17062857151032285,0.10201866626738942,0.0,False,True,False
ukraine_only,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_004000.pt,98.81690759658812,94.94453296661376,-0.15746893882753188,-0.44000034332275506,0.0,False,False,False
ukraine_only,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_006000.pt,98.89196169376375,94.87578041553498,-0.08241484165191215,-0.5087528944015318,0.0,False,False,False
ukraine_only,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_008000.pt,98.88095357418062,94.31862397193909,-0.09342296123503457,-1.0659093379974283,0.0,False,False,False
ukraine_only,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_010000.pt,98.90458025932313,94.25866811275483,-0.06979627609252637,-1.1258651971816858,0.0,False,False,False
ukraine_only,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_012000.pt,98.91961891651152,94.02936310768126,-0.05475761890412212,-1.3551702022552514,0.0,False,False,False
ukraine_only,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_014000.pt,98.93304784297942,93.97836570739746,-0.04132869243622661,-1.4061676025390546,0.0,False,False,False
ukraine_only,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_016000.pt,98.9535620689392,94.08515598773957,-0.02081446647644869,-1.2993773221969485,0.0,False,False,False
ukraine_only,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_018000.pt,98.97386305332184,93.74398198127747,-0.0005134820938113016,-1.6405513286590456,0.0,False,False,False
ukraine_only,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_020000.pt,98.98267896175385,93.48424758911132,0.008302426338191449,-1.90028572082519,0.0,True,False,False
ukraine_only,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_022000.pt,98.97860746383667,93.40256497859956,0.004230928421011804,-1.9819683313369585,0.0,True,False,False
ukraine_only,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_024000.pt,98.97629005908966,93.05484304428101,0.0019135236740130956,-2.329690265655504,0.0,True,False,False
ukraine_only,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_026000.pt,98.98549633026123,93.09388010501863,0.011119794845571018,-2.290653204917892,0.0,True,False,False
ukraine_only,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_028000.pt,99.01414897441863,93.20422415733339,0.039772439002982996,-2.1803091526031326,0.0,True,False,False
ukraine_only,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_030000.pt,98.95836770534515,92.59821212291719,-0.01600883007050191,-2.786321187019325,0.0,False,False,False
ukraine_only,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_032000.pt,99.01675868034361,92.92375824451446,0.04238214492796599,-2.4607750654220495,0.0,True,False,False
ukraine_only,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_034000.pt,99.01855556964875,92.49065470695497,0.04417903423309388,-2.8938786029815478,0.0,True,False,False
ukraine_only,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_036000.pt,99.0197300195694,92.55884258747102,0.04535348415374285,-2.8256907224655015,0.0,True,False,False
ukraine_only,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_038000.pt,99.03730137348174,92.66503298282623,0.06292483806609184,-2.7195003271102802,0.0,True,False,False
ukraine_only,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_040000.pt,99.00783259868622,92.52515938282014,0.03345606327056494,-2.859373927116382,0.0,True,False,False
ukraine_only,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_042000.pt,99.03727836608887,92.0248513698578,0.06290183067321209,-3.359681940078718,0.0,True,False,False
ukraine_only,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_044000.pt,99.02171161174775,92.3895805120468,0.047335076332089,-2.994952797889705,0.0,True,False,False
ukraine_only,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_046000.pt,98.99697828292848,92.36532552242281,0.022601747512829284,-3.0192077875137113,0.0,True,False,False
ukraine_only,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_048000.pt,99.0256172657013,92.14319262504577,0.051240730285651015,-3.2413406848907367,0.0,True,False,False
ukraine_only,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_050000.pt,99.06164166927338,92.43447818756103,0.08726513385772794,-2.9500551223754834,0.0,True,False,False
ukraine_only,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_052000.pt,99.03560194969178,92.17050416469574,0.0612254142761226,-3.214029145240771,0.0,True,False,False
ukraine_only,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_054000.pt,99.05640103816987,92.481800699234,0.0820245027542077,-2.9027326107025075,0.0,True,False,False
ukraine_only,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_056000.pt,99.04517681598664,92.12499279975891,0.07080028057098176,-3.2595405101775943,0.0,True,False,False
ukraine_only,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_058000.pt,99.03185527324676,92.07698616981507,0.05747873783110702,-3.3075471401214473,0.0,True,False,False
ukraine_only,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_060000.pt,99.0468756198883,91.81298532485962,0.07249908447264364,-3.571547985076895,0.0,True,False,False
