config,ablation,intact_accuracy,ablated_accuracy,gap_accuracy,intact_roc_auc,ablated_roc_auc,gap_roc_auc
eval_nm_matrix_covid_to_covid19_twitter_nm_3shot_30way,zero,0.6641333333333334,0.07275,0.5913833333333334,0.9815348502554279,0.67798119295977,0.30355365729565786
eval_nm_matrix_covid_to_covid19_twitter_nm_3shot_30way,permute,0.6641333333333334,0.6257333333333334,0.03839999999999999,0.9815348502554279,0.9763064651340996,0.005228385121328283
eval_nm_matrix_covid_to_midterm_nm_3shot_30way,zero,0.3126,0.08636666666666666,0.22623333333333334,0.8836879553639846,0.7181939051404854,0.16549405022349917
eval_nm_matrix_covid_to_midterm_nm_3shot_30way,permute,0.3126,0.3107388888888889,0.0018611111111110912,0.8836879553639846,0.8851420926883781,-0.0014541373243934785
eval_nm_matrix_covid_to_twibot20_nm_3shot_30way,zero,0.4062277777777778,0.06601111111111112,0.34021666666666667,0.9239770489623245,0.6711134972381864,0.2528635517241381
eval_nm_matrix_covid_to_twibot20_nm_3shot_30way,permute,0.4062277777777778,0.40720555555555554,-0.000977777777777744,0.9239770489623245,0.9274843112547894,-0.0035072622924648966
eval_nm_matrix_covid_to_twibot20_nm_3shot_3way,zero,0.8306111111111111,0.496,0.3346111111111111,0.9553076527777778,0.7002509791666668,0.25505667361111106
eval_nm_matrix_covid_to_twibot20_nm_3shot_3way,permute,0.8306111111111111,0.838,-0.007388888888888889,0.9553076527777778,0.9569749444444445,-0.0016672916666666815
