config,condition,accuracy,auc,control_acc,control_auc,train_task,test_task,test_graph,acc_intact,acc_zero,acc_permute,acc_noise,auc_intact,auc_zero,auc_permute,auc_noise,keep,task-graph
eval_nm_matrix_covid_to_covid19_twitter_nm_3shot_30way,intact,0.6641333333333334,0.9815348502554279,0.6641333333333334,0.9815348502554279,nm,nm,covid,0.6641333333333334,0.07275,0.6257333333333334,0.06102777777777778,0.9815348502554279,0.67798119295977,0.9763064651340996,0.6216723178799489,1,covid+nm
eval_nm_matrix_covid_to_midterm_nm_3shot_30way,intact,0.3126,0.8836879553639846,0.3126,0.8836879553639846,nm,nm,midterm,0.3126,0.08636666666666666,0.3107388888888889,0.06367222222222223,0.8836879553639846,0.7181939051404854,0.8851420926883781,0.6456561489782886,1,midterm+nm
eval_nm_matrix_covid_to_twibot20_nm_3shot_30way,intact,0.4062277777777778,0.9239770489623245,0.4062277777777778,0.9239770489623245,nm,nm,twibot20,0.4062277777777778,0.06601111111111112,0.40720555555555554,0.05773888888888889,0.9239770489623245,0.6711134972381864,0.9274843112547894,0.6323094005108559,1,twibot20+nm
eval_nm_matrix_covid_to_covid_political_pl_20shot_lp,intact,0.86,0.912176388888889,0.86,0.912176388888889,nm,pl,covid,0.86,0.5921666666666666,0.8585,0.5250833333333333,0.912176388888889,0.6129020833333333,0.9108361388888889,0.5349497777777777,1,covid+pl
eval_nm_matrix_covid_to_election2020_pl_20shot_lp,intact,0.968,0.9785539999999999,0.968,0.9785539999999999,nm,pl,election2020,0.968,0.508,0.969,0.49,0.9785539999999999,0.503422,0.978092,0.48710799999999993,1,election2020+pl
eval_nm_matrix_covid_to_twibot20_pl_20shot_lp,intact,0.6280833333333333,0.6801436250000001,0.6280833333333333,0.6801436250000001,nm,pl,twibot20,0.6280833333333333,0.6565833333333333,0.619,0.59725,0.6801436250000001,0.7150951388888889,0.6730142083333334,0.6289886388888889,1,twibot20+pl
