target,stream,model,n,accuracy,auc,u1_accuracy,raw_accuracy,u1_agreement_rate,accuracy_when_healthy,accuracy_when_unhealthy,error_rate_ratio_unhealthy_to_healthy
facebook_page_reference,fresh,ss_cp_hk,1024,0.6220703125,0.6685523986816406,0.7119140625,0.83203125,0.798828125,0.7090464547677262,0.2766990291262136,2.485967202414947
facebook_page_reference,fresh,ss_election2020,1024,0.607421875,0.6425933837890625,0.66796875,0.83203125,0.7265625,0.6895161290322581,0.3892857142857143,1.966975881261596
facebook_page_reference,fresh,ss_facebook_page_reference,1024,0.6318359375,0.6910285949707031,0.736328125,0.83203125,0.6884765625,0.7673758865248227,0.3322884012539185,2.8703455921706555
facebook_page_reference,fresh,ss_midterm,1024,0.6328125,0.6785316467285156,0.7177734375,0.83203125,0.7646484375,0.7292464878671775,0.31950207468879666,2.513348469427699
facebook_page_reference,fresh,ss_twibot20,1024,0.6943359375,0.7570953369140625,0.734375,0.83203125,0.8720703125,0.7458006718924972,0.3435114503816794,2.582573897837711
facebook_page_reference,fresh,ss_ukr_rus,1024,0.666015625,0.7344894409179688,0.7099609375,0.83203125,0.8623046875,0.7180067950169875,0.3404255319148936,2.3389729129283086
facebook_page_reference,fresh,ss_ukr_rus_suspended,1024,0.611328125,0.6469917297363281,0.6611328125,0.83203125,0.7998046875,0.6703296703296703,0.375609756097561,1.893983739837398
twibot20,original,ss_covid,3072,0.5859375,0.6124015384250218,0.6233723958333334,0.5413411458333334,0.7900390625,0.6324680675731356,0.4108527131782946,1.602982584211075
twibot20,original,ss_covid_political,3072,0.521484375,0.5379094017876519,0.6067708333333334,0.5413411458333334,0.59375,0.6080043859649122,0.39503205128205127,1.5433028509951585
twibot20,original,ss_cp_hk,3072,0.5930989583333334,0.6243377261691623,0.6549479166666666,0.5413411458333334,0.7662760416666666,0.6618521665250637,0.36768802228412256,1.8699276325919292
twibot20,original,ss_election2020,3072,0.6087239583333334,0.6488181220160592,0.6266276041666666,0.5413411458333334,0.7626953125,0.6542893725992317,0.46227709190672156,1.5554133008179643
twibot20,original,ss_facebook_page_reference,3072,0.4951171875,0.5024952358669705,0.6438802083333334,0.5413411458333334,0.5419921875,0.6282282282282282,0.33759772565742713,1.781744405137938
twibot20,original,ss_midterm,3072,0.5413411458333334,0.5484962463378906,0.6490885416666666,0.5413411458333334,0.6650390625,0.6431718061674009,0.3391642371234208,1.8519718292960923
twibot20,original,ss_twibot20,3072,0.5862630208333334,0.6146477593315972,0.6240234375,0.5413411458333334,0.8118489583333334,0.6295108259823576,0.39965397923875434,1.620414475950808
twibot20,original,ss_ukr_rus,3072,0.5856119791666666,0.6085323757595487,0.62109375,0.5413411458333334,0.8297526041666666,0.6245586504511573,0.39579349904397704,1.6093232716164079
twibot20,original,ss_ukr_rus_suspended,3072,0.5791015625,0.616430918375651,0.6380208333333334,0.5413411458333334,0.7477213541666666,0.6451893774488463,0.3832258064516129,1.7383194142093803
twibot20,fresh,ss_covid,3072,0.5696614583333334,0.5942829979790581,0.6090494791666666,0.5361328125,0.8173828125,0.6093189964157706,0.39215686274509803,1.5558553696708042
twibot20,fresh,ss_covid_political,3072,0.5201822916666666,0.5238520304361979,0.5888671875,0.5361328125,0.6057942708333334,0.5900053734551316,0.41288191577208916,1.4320140953448781
twibot20,fresh,ss_cp_hk,3072,0.6041666666666666,0.6233096652560765,0.6455078125,0.5361328125,0.7692057291666666,0.6622936944561998,0.4104372355430183,1.7457854792128418
twibot20,fresh,ss_election2020,3072,0.6097005208333334,0.6465816497802734,0.6448567708333334,0.5361328125,0.7278645833333334,0.674865831842576,0.4354066985645933,1.7364932902470005
twibot20,fresh,ss_facebook_page_reference,3072,0.501953125,0.5044937133789062,0.6373697916666666,0.5361328125,0.521484375,0.6335830212234707,0.3585034013605442,1.7507283663039324
twibot20,fresh,ss_midterm,3072,0.5198567708333334,0.526444329155816,0.6282552083333334,0.5361328125,0.6708984375,0.6103833090732654,0.3353115727002967,1.7060060381876572
twibot20,fresh,ss_twibot20,3072,0.5699869791666666,0.5921895768907335,0.6126302083333334,0.5361328125,0.7939453125,0.6150061500615006,0.39652448657187994,1.5674939054858197
twibot20,fresh,ss_ukr_rus,3072,0.568359375,0.5827498965793186,0.6236979166666666,0.5361328125,0.8111979166666666,0.6183788121990369,0.35344827586206895,1.6942238659849884
twibot20,fresh,ss_ukr_rus_suspended,3072,0.5833333333333334,0.608814451429579,0.6295572916666666,0.5361328125,0.7376302083333334,0.6443071491615181,0.4119106699751861,1.6533628062484222
ukr_rus_suspended,original,ss_covid,256,0.47265625,0.4664306640625,0.515625,0.54296875,0.74609375,0.49214659685863876,0.4153846153846154,1.151149881046788
ukr_rus_suspended,original,ss_covid_political,256,0.46484375,0.48760986328125,0.578125,0.54296875,0.54296875,0.539568345323741,0.37606837606837606,1.3551014957264957
ukr_rus_suspended,original,ss_cp_hk,256,0.5078125,0.4962158203125,0.46875,0.54296875,0.7421875,0.4842105263157895,0.5757575757575758,0.8225108225108223
ukr_rus_suspended,original,ss_election2020,256,0.55078125,0.53753662109375,0.5234375,0.54296875,0.66015625,0.5562130177514792,0.5402298850574713,1.036015325670498
ukr_rus_suspended,original,ss_facebook_page_reference,256,0.484375,0.463531494140625,0.49609375,0.54296875,0.56640625,0.4827586206896552,0.4864864864864865,0.9927927927927929
ukr_rus_suspended,original,ss_midterm,256,0.47265625,0.4735107421875,0.515625,0.54296875,0.58203125,0.4899328859060403,0.4485981308411215,1.0810378750614855
ukr_rus_suspended,original,ss_twibot20,256,0.53125,0.51611328125,0.515625,0.54296875,0.7890625,0.5297029702970297,0.5370370370370371,0.9844054580896685
ukr_rus_suspended,original,ss_ukr_rus,256,0.515625,0.5140380859375,0.515625,0.54296875,0.703125,0.5222222222222223,0.5,1.0465116279069768
ukr_rus_suspended,original,ss_ukr_rus_suspended,256,0.48828125,0.48529052734375,0.48828125,0.54296875,0.7109375,0.4835164835164835,0.5,0.9680851063829788
ukr_rus_suspended,fresh,ss_covid,256,0.5078125,0.50506591796875,0.48828125,0.546875,0.73828125,0.4973544973544973,0.5373134328358209,0.9205027494108405
ukr_rus_suspended,fresh,ss_covid_political,256,0.46484375,0.447509765625,0.56640625,0.546875,0.625,0.525,0.3645833333333333,1.3377192982456143
ukr_rus_suspended,fresh,ss_cp_hk,256,0.484375,0.50311279296875,0.48828125,0.546875,0.66015625,0.47928994082840237,0.4942528735632184,0.971264367816092
ukr_rus_suspended,fresh,ss_election2020,256,0.5390625,0.5458984375,0.4921875,0.546875,0.625,0.525,0.5625,0.9210526315789475
ukr_rus_suspended,fresh,ss_facebook_page_reference,256,0.453125,0.4498291015625,0.51953125,0.546875,0.50390625,0.4728682170542636,0.4330708661417323,1.0754979157017137
ukr_rus_suspended,fresh,ss_midterm,256,0.4765625,0.4952392578125,0.48046875,0.546875,0.63671875,0.4662576687116564,0.4946236559139785,0.9468545297243851
ukr_rus_suspended,fresh,ss_twibot20,256,0.48828125,0.5128173828125,0.515625,0.546875,0.73828125,0.5026455026455027,0.44776119402985076,1.1103524928548747
ukr_rus_suspended,fresh,ss_ukr_rus,256,0.4921875,0.51678466796875,0.52734375,0.546875,0.75390625,0.5129533678756477,0.42857142857142855,1.1732522796352585
ukr_rus_suspended,fresh,ss_ukr_rus_suspended,256,0.5078125,0.4932861328125,0.4921875,0.546875,0.7265625,0.5,0.5285714285714286,0.9428571428571428
