sample_sizes,distance_correlation,mean_absolute_split_difference,max_absolute_split_difference,four_cluster_ari_between_halves,half_1_labels,half_2_labels
ukraine:50000;covid:50000;midterm:50000;twibot20:50000;facebook-page-reference:50000;covid-political:50000;ukraine-suspended:43659;election2020-political:50000;hongkong:50000,0.9999196,0.0002509,0.0010111,0.3622047,2;2;2;2;4;1;2;1;3,3;3;2;3;4;1;2;1;3
