target,stream,model,n,accuracy,auc,u1_accuracy,raw_accuracy,u1_agreement_rate,accuracy_when_healthy,accuracy_when_unhealthy,error_rate_ratio_unhealthy_to_healthy
facebook_page_reference,fresh,ss_facebook_page_reference,1024,0.66796875,0.7359790802001953,0.7431640625,0.83203125,0.7197265625,0.7856173677069199,0.36585365853658536,2.958011732016054
facebook_page_reference,fresh,ss_midterm,1024,0.654296875,0.7169227600097656,0.728515625,0.83203125,0.791015625,0.7419753086419754,0.32242990654205606,2.6259893574207402
facebook_page_reference,fresh,ss_twibot20,1024,0.6748046875,0.7540397644042969,0.7158203125,0.83203125,0.8828125,0.7212389380530974,0.325,2.4214285714285717
facebook_page_reference,fresh,ss_ukr_rus,1024,0.705078125,0.7744560241699219,0.7421875,0.83203125,0.88671875,0.7522026431718062,0.33620689655172414,2.678773946360153
facebook_page_reference,fresh,ss_ukr_rus_suspended,1024,0.6005859375,0.6609420776367188,0.66015625,0.83203125,0.7861328125,0.6658385093167701,0.3607305936073059,1.913055286788545
twibot20,original,ss_covid,3072,0.5885416666666666,0.6220419141981337,0.6246744791666666,0.5413411458333334,0.8167317708333334,0.6305300916699881,0.40142095914742454,1.6201022799343172
twibot20,original,ss_covid_political,3072,0.5130208333333334,0.5172644721137152,0.6025390625,0.5413411458333334,0.5751953125,0.6004527447651387,0.3946360153256705,1.5151248738237113
twibot20,original,ss_cp_hk,3072,0.6321614583333334,0.6644696129692924,0.6666666666666666,0.5413411458333334,0.8118489583333334,0.6840417000801925,0.4083044982698962,1.8727012453234504
twibot20,original,ss_election2020,3072,0.5651041666666666,0.602431403266059,0.6165364583333334,0.5413411458333334,0.673828125,0.6347826086956522,0.42115768463073855,1.5849253873205968
twibot20,original,ss_facebook_page_reference,3072,0.53515625,0.5360999637179904,0.6399739583333334,0.5413411458333334,0.5983072916666666,0.6463547334058759,0.3695299837925446,1.782775215060466
twibot20,original,ss_midterm,3072,0.552734375,0.5691089630126953,0.6575520833333334,0.5413411458333334,0.6634114583333334,0.6584887144259077,0.344294003868472,1.9200126725805373
twibot20,original,ss_twibot20,3072,0.572265625,0.6125460730658637,0.6321614583333334,0.5413411458333334,0.8040364583333334,0.6271255060728745,0.34717607973421927,1.7507872780200637
twibot20,original,ss_ukr_rus,3072,0.5944010416666666,0.6231753031412761,0.6295572916666666,0.5413411458333334,0.8209635416666666,0.6363996827914353,0.4018181818181818,1.6451630811936153
twibot20,original,ss_ukr_rus_suspended,3072,0.5745442708333334,0.6145735846625434,0.6350911458333334,0.5413411458333334,0.7734375,0.6355218855218855,0.36637931034482757,1.738432746675161
twibot20,fresh,ss_covid,3072,0.576171875,0.6124009026421441,0.6116536458333334,0.5361328125,0.8095703125,0.6160032167269803,0.40683760683760684,1.544706672036515
twibot20,fresh,ss_covid_political,3072,0.48828125,0.4933047824435764,0.5947265625,0.5361328125,0.5628255208333334,0.573742047426258,0.37825763216679076,1.4586059077118303
twibot20,fresh,ss_cp_hk,3072,0.6279296875,0.667551040649414,0.6471354166666666,0.5361328125,0.8024088541666666,0.6713995943204868,0.4514003294892916,1.6695039355665382
twibot20,fresh,ss_election2020,3072,0.5774739583333334,0.6128529442681206,0.6149088541666666,0.5361328125,0.6702473958333334,0.6435162700339971,0.4432379072063179,1.5618162793762826
twibot20,fresh,ss_facebook_page_reference,3072,0.5139973958333334,0.521812015109592,0.6201171875,0.5361328125,0.5826822916666666,0.6150837988826816,0.37285491419656785,1.6293029079653756
twibot20,fresh,ss_midterm,3072,0.5260416666666666,0.5420118967692058,0.6419270833333334,0.5361328125,0.638671875,0.6314984709480123,0.3396396396396396,1.7920152517662893
twibot20,fresh,ss_twibot20,3072,0.5738932291666666,0.5993936326768664,0.6155598958333334,0.5361328125,0.7903645833333334,0.6198517298187809,0.40062111801242234,1.5766976440583298
twibot20,fresh,ss_ukr_rus,3072,0.5813802083333334,0.6039858924018012,0.6184895833333334,0.5361328125,0.8404947916666666,0.6189000774593338,0.3836734693877551,1.6172307947569273
twibot20,fresh,ss_ukr_rus_suspended,3072,0.5934244791666666,0.6175085703531901,0.6360677083333334,0.5361328125,0.7626953125,0.6504481434058899,0.4101508916323731,1.6874437862092184
ukr_rus_suspended,original,ss_covid,256,0.51953125,0.4945068359375,0.5078125,0.54296875,0.75390625,0.5181347150259067,0.5238095238095238,0.9882232462877623
ukr_rus_suspended,original,ss_covid_political,256,0.46484375,0.47283935546875,0.515625,0.54296875,0.56640625,0.4827586206896552,0.44144144144144143,1.07987987987988
ukr_rus_suspended,original,ss_cp_hk,256,0.49609375,0.47210693359375,0.46484375,0.54296875,0.765625,0.4744897959183674,0.5666666666666667,0.8245954692556635
ukr_rus_suspended,original,ss_election2020,256,0.515625,0.525390625,0.42578125,0.54296875,0.55859375,0.44755244755244755,0.6017699115044248,0.7208468690489525
ukr_rus_suspended,original,ss_facebook_page_reference,256,0.515625,0.48822021484375,0.49609375,0.54296875,0.60546875,0.5096774193548387,0.5247524752475248,0.9692548202188639
ukr_rus_suspended,original,ss_midterm,256,0.4609375,0.4840087890625,0.48046875,0.54296875,0.66015625,0.4556213017751479,0.47126436781609193,0.9712643678160919
ukr_rus_suspended,original,ss_twibot20,256,0.4921875,0.50408935546875,0.4921875,0.54296875,0.7109375,0.489010989010989,0.5,0.9784946236559141
ukr_rus_suspended,original,ss_ukr_rus,256,0.4765625,0.50250244140625,0.51171875,0.54296875,0.76953125,0.49238578680203043,0.423728813559322,1.1352542372881358
ukr_rus_suspended,original,ss_ukr_rus_suspended,256,0.48046875,0.4752197265625,0.484375,0.54296875,0.82421875,0.4786729857819905,0.4888888888888889,0.9804040404040403
ukr_rus_suspended,fresh,ss_covid,256,0.46875,0.5050048828125,0.4765625,0.546875,0.7890625,0.46534653465346537,0.48148148148148145,0.9698216735253773
ukr_rus_suspended,fresh,ss_covid_political,256,0.5,0.50897216796875,0.53515625,0.546875,0.58984375,0.5298013245033113,0.45714285714285713,1.1545271629778675
ukr_rus_suspended,fresh,ss_cp_hk,256,0.52734375,0.52508544921875,0.5390625,0.546875,0.72265625,0.5459459459459459,0.4788732394366197,1.147719651240778
ukr_rus_suspended,fresh,ss_election2020,256,0.546875,0.54193115234375,0.5,0.546875,0.5625,0.5416666666666666,0.5535714285714286,0.9740259740259739
ukr_rus_suspended,fresh,ss_facebook_page_reference,256,0.5,0.4952392578125,0.5703125,0.546875,0.6328125,0.5555555555555556,0.40425531914893614,1.3404255319148937
ukr_rus_suspended,fresh,ss_midterm,256,0.4921875,0.5045166015625,0.48046875,0.546875,0.56640625,0.47586206896551725,0.5135135135135135,0.9281650071123757
ukr_rus_suspended,fresh,ss_twibot20,256,0.484375,0.4874267578125,0.49609375,0.546875,0.78515625,0.48756218905472637,0.4727272727272727,1.0289496910856135
ukr_rus_suspended,fresh,ss_ukr_rus,256,0.5078125,0.50341796875,0.53515625,0.546875,0.75390625,0.5284974093264249,0.4444444444444444,1.1782661782661783
ukr_rus_suspended,fresh,ss_ukr_rus_suspended,256,0.5078125,0.51629638671875,0.5390625,0.546875,0.7734375,0.5303030303030303,0.43103448275862066,1.2113459399332591
