alpha,run_id,checkpoint,ukraine_validation_auc_pct,ukraine_validation_bce,ukraine_floor_auc_pct,ukraine_delta_floor_pp,ukraine_hard_label_training_bce,facebook_validation_auc_pct,facebook_validation_bce,facebook_floor_auc_pct,facebook_delta_floor_pp,facebook_hard_label_training_bce,minimum_margin_pp,qualifies_both_source_floors
0.0,merge_00,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_00.pt,98.93345510959625,0.079652563855052,98.96764585971832,-0.03419075012206507,0.07489149607717992,95.53139212131501,0.18241953402757644,95.31494824886322,0.2164438724517881,0.15150457099080086,-0.03419075012206507,False
0.1,merge_01,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_01.pt,98.9510225534439,0.07871010154485701,98.96764585971832,-0.016623306274410332,0.07381094843149186,95.42901711463928,0.18364641442894936,95.31494824886322,0.11406886577606246,0.1538384675979614,-0.016623306274410332,False
0.2,merge_02,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_02.pt,98.96524407863618,0.07788600362837315,98.96764585971832,-0.002401781082139731,0.0728535335510969,95.23471467494964,0.18738764151930812,95.31494824886322,-0.08023357391356845,0.15909723937511447,-0.08023357391356845,False
0.3,merge_03,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_03.pt,98.97702071666717,0.07717568725347519,98.96764585971832,0.009374856948862753,0.07198934927582741,94.97138371467592,0.19335325434803963,95.31494824886322,-0.3435645341873017,0.16694231405854223,-0.3435645341873017,False
0.4,merge_04,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_04.pt,98.98710362911224,0.07655103728175162,98.96764585971832,0.01945776939392685,0.07119076214730741,94.65705239772797,0.2015039436519146,95.31494824886322,-0.6578958511352484,0.1772624932229519,-0.6578958511352484,False
0.5,merge_05,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_05.pt,98.99671120643616,0.07596496753394603,98.96764585971832,0.029065346717849216,0.07042791619896889,94.30858814716339,0.21176174581050872,95.31494824886322,-1.0063601016998325,0.1899259626865387,-1.0063601016998325,False
0.6,merge_06,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_06.pt,99.00557236671449,0.07543159089982511,98.96764585971832,0.03792650699617761,0.06968307308852673,93.93252592086792,0.22412988767027853,95.31494824886322,-1.382422327995303,0.20483284294605258,-1.382422327995303,False
0.7,merge_07,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_07.pt,99.01295454502106,0.07498314082622529,98.96764585971832,0.04530868530274734,0.0689860589802265,93.53030540943146,0.23850044682621957,95.31494824886322,-1.7846428394317604,0.2218681022524834,-1.7846428394317604,False
0.8,merge_08,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_08.pt,99.01758556365965,0.07466817423701286,98.96764585971832,0.0499397039413374,0.06837127730250357,93.09650747776031,0.25462460741400716,95.31494824886322,-2.218440771102903,0.2406602092087269,-2.218440771102903,False
0.9,merge_09,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_09.pt,99.01781485080718,0.07455760054290295,98.96764585971832,0.05016899108887252,0.06796909701079129,92.61348123550415,0.27215209901332854,95.31494824886322,-2.7014670133590712,0.26079177558422095,-2.7014670133590712,False
1.0,merge_10,/dataMeR1/phil/gfm/mixture-scaling/state/async_weight_merge_s2/candidates/merge_10.pt,99.012553358078,0.07471727728843688,98.96764585971832,0.044907498359680886,0.06793565545231105,92.05999681949615,0.29060226678848267,95.31494824886322,-3.25495142936707,0.2818721026182175,-3.25495142936707,False
