model_id,checkpoint_nm,checkpoint_sha256_nm,checkpoint_step_nm,training_revision_nm,sources_nm,training_seed_nm,checkpoint_cls,checkpoint_sha256_cls,checkpoint_step_cls,training_revision_cls,sources_cls,training_seed_cls
paper_mech_mix_p010_step8000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_8000.ckpt,e5bca2ff13e0ba3c1661de4de9d0f5664b50f2c53db9a7eb53277b5d74fd6409,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_8000.ckpt,e5bca2ff13e0ba3c1661de4de9d0f5664b50f2c53db9a7eb53277b5d74fd6409,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p025_step10000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_10000.ckpt,6ce66af21fcdb80ef15cbf227de3829f73a8fc9ad913baafa27c6c99304362b3,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_10000.ckpt,6ce66af21fcdb80ef15cbf227de3829f73a8fc9ad913baafa27c6c99304362b3,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p025_step10000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_10000.ckpt,12862ead9508c10b69bd541dceda3adb420bf07a059daa0c7c7e07ef3620304e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_10000.ckpt,12862ead9508c10b69bd541dceda3adb420bf07a059daa0c7c7e07ef3620304e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p025_step10000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_10000.ckpt,0fd2b9b4ed53fa79a4bca068d1e3cece6693a8b65cb5e09a27d080e58d433c6e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_10000.ckpt,0fd2b9b4ed53fa79a4bca068d1e3cece6693a8b65cb5e09a27d080e58d433c6e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p025_step2000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_2000.ckpt,c812e7f11059f1a8b22ee18a4af3c5c90398136c3a3ef47bd9f5b0a64d89fc9b,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_2000.ckpt,c812e7f11059f1a8b22ee18a4af3c5c90398136c3a3ef47bd9f5b0a64d89fc9b,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p025_step2000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_2000.ckpt,9d692a456a30c99da320530aa110f7187e3011b81ba1e4c0cdfa0f204e51962d,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_2000.ckpt,9d692a456a30c99da320530aa110f7187e3011b81ba1e4c0cdfa0f204e51962d,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p025_step2000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_2000.ckpt,561139c635d19f9b5625ee3e054c4ae37e5402bb5587dd6a9a67b4194ac8e1f0,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_2000.ckpt,561139c635d19f9b5625ee3e054c4ae37e5402bb5587dd6a9a67b4194ac8e1f0,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p025_step4000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_4000.ckpt,59f84fda9152c471a0b83bd4c73541887b9981b114dea0feb5131a076ccbb5f7,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_4000.ckpt,59f84fda9152c471a0b83bd4c73541887b9981b114dea0feb5131a076ccbb5f7,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p025_step4000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_4000.ckpt,13203c652626047076e8878a719371e5049b9f337ae07c63bb5c0f6f05f2091a,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_4000.ckpt,13203c652626047076e8878a719371e5049b9f337ae07c63bb5c0f6f05f2091a,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p025_step4000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_4000.ckpt,27782f6ae6196ff0813b768aef13424c623859901bd053cb02f2cd9af198cffa,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_4000.ckpt,27782f6ae6196ff0813b768aef13424c623859901bd053cb02f2cd9af198cffa,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p025_step6000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_6000.ckpt,d62838940a90219d4ccfce2a9048678b34973c86b6c405b1989b42db0a2154b2,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_6000.ckpt,d62838940a90219d4ccfce2a9048678b34973c86b6c405b1989b42db0a2154b2,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p025_step6000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_6000.ckpt,fce5b86aea2576c38d9c1a776ca9518f3688ff08e1e87442275a856711ac6813,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_6000.ckpt,fce5b86aea2576c38d9c1a776ca9518f3688ff08e1e87442275a856711ac6813,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p025_step6000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_6000.ckpt,eb52b455c4fc356d88dd346e0ca8e16b3b7758960c5c0562b3ca59df3da40f1a,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_6000.ckpt,eb52b455c4fc356d88dd346e0ca8e16b3b7758960c5c0562b3ca59df3da40f1a,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p025_step8000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_8000.ckpt,1b37cb6e72d813e8b25b8344d4b5f8017ffe86f1ab841d997fc558e38532341d,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s0_20260908_081721_002/checkpoint/state_dict_8000.ckpt,1b37cb6e72d813e8b25b8344d4b5f8017ffe86f1ab841d997fc558e38532341d,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p025_step8000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_8000.ckpt,3116ba97afbcf93476cbf45b3f4a9edc237e1a3006e9874a146bd6281b808c6c,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s1_20260908_081721_008/checkpoint/state_dict_8000.ckpt,3116ba97afbcf93476cbf45b3f4a9edc237e1a3006e9874a146bd6281b808c6c,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p025_step8000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_8000.ckpt,617e018c3da32347ae11480abc59f31ede0d1da5c3b85def69229b97766234a1,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p025_s2_20260908_081721_014/checkpoint/state_dict_8000.ckpt,617e018c3da32347ae11480abc59f31ede0d1da5c3b85def69229b97766234a1,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p050_step10000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_10000.ckpt,d4fef28f4591c6d1b2f9c8c860f2be05a12c54092b3c0b74117b04b7a17b7bfb,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_10000.ckpt,d4fef28f4591c6d1b2f9c8c860f2be05a12c54092b3c0b74117b04b7a17b7bfb,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p050_step10000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_10000.ckpt,49b2b8f977d9f97dc00e4b490af98687d78b80c261adc80cdec53543a00fca98,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_10000.ckpt,49b2b8f977d9f97dc00e4b490af98687d78b80c261adc80cdec53543a00fca98,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p050_step10000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_10000.ckpt,8adf11112f84807b1141a569f9ea6abfd7f9547d5159f535b500b5e518691ef5,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_10000.ckpt,8adf11112f84807b1141a569f9ea6abfd7f9547d5159f535b500b5e518691ef5,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p050_step2000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_2000.ckpt,05a4b7515235bb47eb3b3cbe14951eb3408414c7a685743e9531be0887cd5d4d,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_2000.ckpt,05a4b7515235bb47eb3b3cbe14951eb3408414c7a685743e9531be0887cd5d4d,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p050_step2000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_2000.ckpt,5667bf6e2fe2f1ae43c5ae913e361b14317612600871ca5f1a1d73c6ebd4a854,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_2000.ckpt,5667bf6e2fe2f1ae43c5ae913e361b14317612600871ca5f1a1d73c6ebd4a854,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p050_step2000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_2000.ckpt,f9eac48ead658a0f76608f5f6fed2bf124b35ba9616af41487cfe2b014ae84c3,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_2000.ckpt,f9eac48ead658a0f76608f5f6fed2bf124b35ba9616af41487cfe2b014ae84c3,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p050_step4000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_4000.ckpt,2ae3f769ec00bec01286abe04344087c466cf9a26a14012af25ff9fed9395639,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_4000.ckpt,2ae3f769ec00bec01286abe04344087c466cf9a26a14012af25ff9fed9395639,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p050_step4000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_4000.ckpt,98376397212d2200a88328a7d354cceae7cd30e2b441da0715647ebadd107fb3,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_4000.ckpt,98376397212d2200a88328a7d354cceae7cd30e2b441da0715647ebadd107fb3,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p050_step4000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_4000.ckpt,13ff8c47a2621d72e663281956540dda0c4758ac00c482aefa13d3ad1bae15ed,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_4000.ckpt,13ff8c47a2621d72e663281956540dda0c4758ac00c482aefa13d3ad1bae15ed,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p050_step6000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_6000.ckpt,f2b7f28098e261b12cf3b7b8579dc94986cd93e083542bb12ec5e263f2596798,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_6000.ckpt,f2b7f28098e261b12cf3b7b8579dc94986cd93e083542bb12ec5e263f2596798,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p050_step6000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_6000.ckpt,3eb303f732d10661ecb03a93f6749e50b685719815fa515dc0aeb2f940a2becd,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s1_20260908_081721_009/checkpoint/state_dict_6000.ckpt,3eb303f732d10661ecb03a93f6749e50b685719815fa515dc0aeb2f940a2becd,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p050_step6000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_6000.ckpt,b4214687fdf1bad8fc471278a7315a7c9c7c0e8f701355024e917241453432a0,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s2_20260908_081721_015/checkpoint/state_dict_6000.ckpt,b4214687fdf1bad8fc471278a7315a7c9c7c0e8f701355024e917241453432a0,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p050_step8000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_8000.ckpt,983dba8048e04de7cb1b975bb3437624127b6b85d3799710f144fb3d45fe384f,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p050_s0_20260908_081721_003/checkpoint/state_dict_8000.ckpt,983dba8048e04de7cb1b975bb3437624127b6b85d3799710f144fb3d45fe384f,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
