protocol,model_id,family,arm,seed,dataset,sources,checkpoint,checkpoint_step,checkpoint_sha256,training_revision,training_exp_name,training_config,evaluation_revision,fingerprint,invocation_id,roc_auc,accuracy,loss,episodes,seconds,task,training_seed,cross_graph_prob,emb_dim
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8434472895216668,0.15275065104166666,2.563323908485472,512,19.65471053123474,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,facebook_page_reference,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,1788923250631045979_1909668,0.8658784927992986,0.320361328125,2.6541992048732936,512,6.9207117557525635,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,midterm,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,1788923250631045979_1909668,0.8596541343064144,0.23232421875,2.6463894702028483,512,12.123036861419678,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,1788923250631045979_1909668,0.9046965540140524,0.299462890625,2.154793205903843,512,18.744308710098267,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,ukr_rus,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,1788923250631045979_1909668,0.8990959229140445,0.383447265625,2.106904245680198,512,17.54307222366333,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s0,paper_mechanism,mix_p010,0,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,10000,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,1788923250631045979_1909668,0.8792280898697074,0.27434895833333334,2.390322402585298,512,8.665086269378662,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,covid,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,1788923250631045979_1909668,0.9543485022139275,0.5326497395833333,1.6034110416658223,512,16.86902356147766,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,1788923250631045979_1909668,0.8278829893846623,0.17057291666666666,3.2198366513475776,512,8.26938247680664,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,cp_hk,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,1788923250631045979_1909668,0.722547293120417,0.11767578125,3.128356692381203,512,16.22637438774109,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8443279363643165,0.157373046875,2.5454203253611922,512,19.991111516952515,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,facebook_page_reference,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,1788923250631045979_1909668,0.8526435884936102,0.31839192708333336,2.901467830641195,512,6.640887260437012,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,midterm,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,1788923250631045979_1909668,0.8568591783786643,0.23396809895833334,2.7663463368080556,512,12.326593399047852,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,1788923250631045979_1909668,0.9014660717427045,0.29580078125,2.212276184000075,512,19.00916075706482,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,ukr_rus,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,1788923250631045979_1909668,0.8968894145954615,0.390478515625,2.1655737583059818,512,16.779777765274048,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s1,paper_mechanism,mix_p010,1,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,10000,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s1_20260908_081721_007,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,1788923250631045979_1909668,0.8865829044374927,0.288232421875,2.350878463126719,512,9.891560554504395,nm,1,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,covid,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,1788923250631045979_1909668,0.9542620545146109,0.5380208333333333,1.530268661561422,512,16.953521490097046,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,1788923250631045979_1909668,0.8405646932536158,0.16417643229166667,2.9815271701663733,512,8.662002801895142,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,cp_hk,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,1788923250631045979_1909668,0.7127880141652864,0.11560872395833334,3.113660577684641,512,16.877355337142944,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8417081276575724,0.15029296875,2.547369180712849,512,19.439122200012207,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,facebook_page_reference,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,1788923250631045979_1909668,0.8763846313816376,0.33624674479166666,2.7682498288340867,512,6.77192234992981,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,midterm,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,1788923250631045979_1909668,0.8560251526448919,0.23453776041666666,2.615262331906706,512,12.273221254348755,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,1788923250631045979_1909668,0.9014794037259857,0.29542643229166665,2.173684338107705,512,18.568336009979248,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,ukr_rus,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,1788923250631045979_1909668,0.9058874367297381,0.39861653645833334,2.0538218705914915,512,17.340816736221313,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step10000_s2,paper_mechanism,mix_p010,2,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,10000,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s2_20260908_081721_013,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,1788923250631045979_1909668,0.8863180285212638,0.2892252604166667,2.363731309073046,512,8.297794818878174,nm,2,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step2000_s0,paper_mechanism,mix_p010,0,covid,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,2000,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,1788923250631045979_1909668,0.9485786385919857,0.506787109375,1.67282558104489,512,16.75648784637451,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step2000_s0,paper_mechanism,mix_p010,0,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,2000,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,1788923250631045979_1909668,0.8342927754610433,0.159912109375,2.9506680252961814,512,13.302304744720459,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step2000_s0,paper_mechanism,mix_p010,0,cp_hk,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,2000,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,1788923250631045979_1909668,0.7137499396828401,0.112939453125,3.0901885661296546,512,11.541860580444336,nm,0,0.1,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p010_step2000_s0,paper_mechanism,mix_p010,0,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,2000,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p010_s0_20260908_081721_001,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p010.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8393737772415425,0.14840494791666667,2.5699511696584523,512,19.569156646728516,nm,0,0.1,256
