seed	model_id	source_left	source_right	target	target_seen	accuracy	f1_macro	roc_auc_ovr_macro	checkpoint_step	episode_count	episode_plan_fingerprint	observed_episode_fingerprint
0	nmpair_covid__covid_political	covid	covid_political	covid	1	0.5595703125	0.5595973785901928	0.9611712457119734	2500	512	58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d	df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0	nmpair_covid__covid_political	covid	covid_political	covid_political	1	0.19513346354166666	0.1951786476575509	0.8703776232127487	2500	512	4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93	237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0	nmpair_covid__covid_political	covid	covid_political	cp_hk	0	0.11647135416666667	0.11652770171241889	0.7137143340604057	2500	512	bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763	d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0	nmpair_covid__covid_political	covid	covid_political	election2020	0	0.14358723958333333	0.1434971841936097	0.822784169377952	2500	512	fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052	c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0	nmpair_covid__covid_political	covid	covid_political	facebook_page_reference	0	0.2693684895833333	0.2693232170101187	0.8381271740485882	2500	512	953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc	25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0	nmpair_covid__covid_political	covid	covid_political	midterm	0	0.21173502604166666	0.21169228866531256	0.8474123613587743	2500	512	661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a	b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0	nmpair_covid__covid_political	covid	covid_political	twibot20	0	0.300439453125	0.30040073324586575	0.9048452107385658	2500	512	182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9	1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
0	nmpair_covid__covid_political	covid	covid_political	ukr_rus	0	0.369873046875	0.3698201889663	0.8862072053996994	2500	512	c7161b74e2e7b97ecb2e65e6cea6bffb594aee907cac538849fdbcb8a8d7f49c	3bb76f47d0a9d90b0d8e9f369e97eb4f0eac58f17cb53f519ffca5b7627a5529
0	nmpair_covid__covid_political	covid	covid_political	ukr_rus_suspended	0	0.17879231770833334	0.17873145393348708	0.8163534386404632	2500	512	d33b2f239ca403799d2412c9794195cb6da0c1c882d00856b9c42309c2e0e918	7f8cc9b39c9cd09cd889e3b0107bd390f8ad622d8825be5634eba2533dffaa70
0	nmpair_covid__cp_hk	covid	cp_hk	covid	1	0.5582845052083333	0.5582723590758307	0.9593569914499918	2500	512	58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d	df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0	nmpair_covid__cp_hk	covid	cp_hk	covid_political	0	0.143701171875	0.14362993114154485	0.8293073049907027	2500	512	4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93	237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0	nmpair_covid__cp_hk	covid	cp_hk	cp_hk	1	0.17150065104166667	0.1715365821204471	0.7989418584724953	2500	512	bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763	d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0	nmpair_covid__cp_hk	covid	cp_hk	election2020	0	0.14425455729166667	0.14430273518780456	0.8342487185850912	2500	512	fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052	c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0	nmpair_covid__cp_hk	covid	cp_hk	facebook_page_reference	0	0.26796875	0.26791462290777873	0.8308621121549058	2500	512	953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc	25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0	nmpair_covid__cp_hk	covid	cp_hk	midterm	0	0.20633138020833333	0.20629603939557822	0.8429580887158713	2500	512	661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a	b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0	nmpair_covid__cp_hk	covid	cp_hk	twibot20	0	0.29739583333333336	0.29732699437387045	0.8976357451800643	2500	512	182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9	1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
0	nmpair_covid__cp_hk	covid	cp_hk	ukr_rus	0	0.371240234375	0.3712296954050048	0.8858783928827307	2500	512	c7161b74e2e7b97ecb2e65e6cea6bffb594aee907cac538849fdbcb8a8d7f49c	3bb76f47d0a9d90b0d8e9f369e97eb4f0eac58f17cb53f519ffca5b7627a5529
0	nmpair_covid__cp_hk	covid	cp_hk	ukr_rus_suspended	0	0.18212890625	0.1820598121653817	0.8129364238388237	2500	512	d33b2f239ca403799d2412c9794195cb6da0c1c882d00856b9c42309c2e0e918	7f8cc9b39c9cd09cd889e3b0107bd390f8ad622d8825be5634eba2533dffaa70
0	nmpair_covid__election2020	covid	election2020	covid	1	0.5565755208333333	0.5565672781620996	0.9573929070056171	2500	512	58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d	df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
