batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,19430,99,99,1.0,False,False
0,0,1,46439,92,92,1.0,False,False
0,0,2,25594,90,90,1.0,False,False
0,0,3,337,96,96,1.0,False,False
0,0,4,54377,98,98,1.0,False,False
0,0,5,66471,96,96,1.0,False,False
0,0,6,19321,88,88,1.0,False,False
0,0,7,30963,91,91,1.0,False,False
0,0,8,77325,92,92,1.0,False,False
0,0,9,54627,70,70,1.0,False,False
0,0,10,61707,28,28,1.0,False,False
0,0,11,28694,47,47,1.0,False,False
0,0,12,27442,96,96,1.0,False,False
0,0,13,70893,94,94,1.0,False,False
0,0,14,70131,90,90,1.0,False,False
0,0,15,39246,97,97,1.0,False,False
0,0,16,24517,60,60,1.0,False,False
0,0,17,76049,99,99,1.0,False,False
0,0,18,46485,85,85,1.0,False,False
0,0,19,18602,95,95,1.0,False,False
0,0,20,19533,97,97,1.0,False,False
0,0,21,10190,96,96,1.0,False,False
0,0,22,893,95,95,1.0,False,False
0,0,23,45053,50,50,1.0,False,False
0,0,24,55414,97,97,1.0,False,False
0,0,25,30610,99,99,1.0,False,False
0,0,26,78074,86,86,1.0,False,False
0,0,27,1485,93,93,1.0,False,False
0,0,28,33694,99,99,1.0,False,False
0,0,29,28716,95,95,1.0,False,False
0,0,30,21461,93,93,1.0,False,False
0,0,31,34812,94,94,1.0,False,False
0,0,32,54129,91,91,1.0,False,False
0,0,33,35645,91,91,1.0,False,False
0,0,34,33707,98,98,1.0,False,False
0,0,35,37635,97,97,1.0,False,False
0,0,36,65761,77,77,1.0,False,False
0,0,37,32407,88,88,1.0,False,False
0,0,38,29208,95,95,1.0,False,False
0,0,39,9100,96,96,1.0,False,False
0,0,40,55366,88,88,1.0,False,False
0,0,41,33126,99,99,1.0,False,False
0,0,42,60864,40,40,1.0,False,False
0,0,43,5226,92,92,1.0,False,False
0,0,44,59964,93,93,1.0,False,False
0,0,45,37855,97,97,1.0,False,False
0,0,46,6826,98,98,1.0,False,False
0,0,47,57840,60,60,1.0,False,False
0,0,48,46059,87,87,1.0,False,False
0,0,49,31051,99,99,1.0,False,False
0,0,50,15723,97,97,1.0,False,False
0,0,51,42563,86,86,1.0,False,False
0,0,52,66961,94,94,1.0,False,False
0,0,53,62768,95,95,1.0,False,False
0,0,54,1337,97,97,1.0,False,False
0,0,55,42253,40,40,1.0,False,False
0,0,56,43188,89,89,1.0,False,False
0,0,57,19011,98,98,1.0,False,False
0,0,58,57327,93,93,1.0,False,False
0,0,59,52380,95,95,1.0,False,False
0,0,60,51816,89,89,1.0,False,False
0,0,61,28516,68,68,1.0,False,False
0,0,62,53201,95,95,1.0,False,False
0,0,63,20697,91,91,1.0,False,False
0,0,64,58057,96,96,1.0,False,False
0,0,65,50272,99,99,1.0,False,False
0,0,66,42434,94,94,1.0,False,False
0,0,67,64224,97,97,1.0,False,False
0,0,68,19318,83,83,1.0,False,False
0,0,69,48282,60,60,1.0,False,False
0,0,70,13921,94,94,1.0,False,False
0,0,71,77431,83,83,1.0,False,False
0,0,72,69801,90,90,1.0,False,False
0,0,73,64965,79,79,1.0,False,False
0,0,74,48743,95,95,1.0,False,False
0,0,75,7840,90,90,1.0,False,False
0,0,76,1759,95,95,1.0,False,False
0,0,77,6493,97,97,1.0,False,False
0,0,78,4179,97,97,1.0,False,False
0,0,79,34060,96,96,1.0,False,False
0,1,0,19430,99,96,0.031746031746031744,True,True
0,1,1,46439,92,94,0.06896551724137931,True,True
0,1,2,25594,90,89,0.20134228187919462,True,True
0,1,3,337,96,97,0.03763440860215054,True,True
0,1,4,54377,98,96,0.026455026455026454,True,True
0,1,5,66471,96,95,0.06111111111111111,True,True
0,1,6,19321,88,89,0.11320754716981132,True,True
0,1,7,30963,91,91,0.05202312138728324,True,True
0,1,8,77325,92,92,0.06358381502890173,True,True
0,1,9,54627,70,70,0.06060606060606061,True,True
0,1,10,61707,28,29,0.29545454545454547,True,True
0,1,11,28694,47,49,0.14285714285714285,True,True
0,1,12,27442,96,98,0.026455026455026454,True,True
0,1,13,70893,94,95,0.06779661016949153,True,True
0,1,14,70131,90,91,0.06470588235294118,True,True
0,1,15,39246,97,94,0.032432432432432434,True,True
0,1,16,24517,60,60,0.07142857142857142,True,True
0,1,17,76049,99,98,0.010256410256410256,True,True
0,1,18,46485,85,85,0.1724137931034483,True,True
0,1,19,18602,95,97,0.02127659574468085,True,True
0,1,20,19533,97,99,0.02617801047120419,True,True
0,1,21,10190,96,98,0.021052631578947368,True,True
0,1,22,893,95,96,0.0,True,True
0,1,23,45053,50,50,0.07526881720430108,True,True
0,1,24,55414,97,96,0.04891304347826087,True,True
0,1,25,30610,99,98,0.010256410256410256,True,True
0,1,26,78074,86,88,0.13725490196078433,True,True
0,1,27,1485,93,94,0.05649717514124294,True,True
0,1,28,33694,99,95,0.026455026455026454,True,True
0,1,29,28716,95,85,0.0975609756097561,True,True
0,1,30,21461,93,91,0.09523809523809523,True,True
0,1,31,34812,94,93,0.08092485549132948,True,True
0,1,32,54129,91,91,0.08982035928143713,True,True
0,1,33,35645,91,91,0.07692307692307693,True,True
0,1,34,33707,98,98,0.015544041450777202,True,True
0,1,35,37635,97,97,0.043010752688172046,True,True
0,1,36,65761,77,79,0.1223021582733813,True,True
0,1,37,32407,88,90,0.09876543209876543,True,True
0,1,38,29208,95,96,0.010582010582010581,True,True
0,1,39,9100,96,95,0.032432432432432434,True,True
0,1,40,55366,88,91,0.06547619047619048,True,True
0,1,41,33126,99,96,0.03723404255319149,True,True
0,1,42,60864,40,40,0.08108108108108109,True,True
0,1,43,5226,92,93,0.1419753086419753,True,True
0,1,44,59964,93,94,0.0625,True,True
0,1,45,37855,97,97,0.021052631578947368,True,True
0,1,46,6826,98,96,0.0,True,True
0,1,47,57840,60,60,0.05263157894736842,True,True
0,1,48,46059,87,89,0.13548387096774195,True,True
0,1,49,31051,99,96,0.005154639175257732,True,True
0,1,50,15723,97,97,0.026455026455026454,True,True
0,1,51,42563,86,79,0.13793103448275862,True,True
0,1,52,66961,94,95,0.055865921787709494,True,True
0,1,53,62768,95,96,0.07909604519774012,True,True
0,1,54,1337,97,94,0.04945054945054945,True,True
0,1,55,42253,40,40,0.05263157894736842,True,True
0,1,56,43188,89,95,0.06358381502890173,True,True
0,1,57,19011,98,97,0.031746031746031744,True,True
0,1,58,57327,93,94,0.0625,True,True
0,1,59,52380,95,94,0.055865921787709494,True,True
0,1,60,51816,89,92,0.11728395061728394,True,True
0,1,61,28516,68,69,0.10483870967741936,True,True
0,1,62,53201,95,97,0.03225806451612903,True,True
0,1,63,20697,91,91,0.05813953488372093,True,True
0,1,64,58057,96,96,0.043478260869565216,True,True
0,1,65,50272,99,98,0.010256410256410256,True,True
0,1,66,42434,94,96,0.049723756906077346,True,True
0,1,67,64224,97,93,0.021505376344086023,True,True
0,1,68,19318,83,83,0.12162162162162163,True,True
0,1,69,48282,60,60,0.061946902654867256,True,True
0,1,70,13921,94,96,0.061452513966480445,True,True
0,1,71,77431,83,83,0.16901408450704225,True,True
0,1,72,69801,90,91,0.06470588235294118,True,True
0,1,73,64965,79,80,0.06,True,True
0,1,74,48743,95,95,0.04395604395604396,True,True
0,1,75,7840,90,92,0.10303030303030303,True,True
0,1,76,1759,95,93,0.062146892655367235,True,True
0,1,77,6493,97,95,0.06077348066298342,True,True
0,1,78,4179,97,95,0.06077348066298342,True,True
