arm,target,checkpoint_step,roc_auc,bce,average_precision
kd_w010_fixed,ukr_rus_twitter,100000,0.9916588775510203,0.07309298084011463,0.9740920489374816
kd_w010_fixed,covid19_twitter,100000,0.9645411224489797,0.17814025637838649,0.9031973036883908
kd_w010_fixed,midterm,100000,0.946024948979592,0.2511916259348997,0.7968816124823435
kd_w010_fixed,covid_political,100000,0.9642429591836734,0.16654794916538673,0.8907656740936347
kd_w010_fixed,ukr_rus_suspended,100000,0.9519570408163267,0.19494548631493516,0.863955387752155
kd_w010_fixed,twibot20,100000,0.9457011224489795,0.2125185775213599,0.8220052102399341
kd_w010_fixed,cp_hk_twitter,100000,0.969140918367347,0.1601892134441515,0.9004474319497138
kd_w010_fixed,facebook_page_reference,100000,0.9483238265306122,0.19280404767898082,0.8567497572437317
kd_w010_selected,ukr_rus_twitter,76000,0.9912088775510204,0.07959723317419731,0.9740180345603262
kd_w010_selected,covid19_twitter,76000,0.9674537755102041,0.15195524000808003,0.9086621948039895
kd_w010_selected,midterm,76000,0.950554693877551,0.23090881660758494,0.8147153969786949
kd_w010_selected,covid_political,76000,0.9658755102040816,0.158477316138561,0.8936000346249042
kd_w010_selected,ukr_rus_suspended,76000,0.9533326530612245,0.2138586812253425,0.8648442525942206
kd_w010_selected,twibot20,76000,0.9463626020408162,0.2373251012365041,0.8239544993024226
kd_w010_selected,cp_hk_twitter,76000,0.9752035714285714,0.13771575963742713,0.9160989286507872
kd_w010_selected,facebook_page_reference,76000,0.9495109183673469,0.19741095540700596,0.8577503036832703
kd_w030_fixed,ukr_rus_twitter,100000,0.9910502040816328,0.07495747952634134,0.9726823513288541
kd_w030_fixed,covid19_twitter,100000,0.9642029591836735,0.17320862478058274,0.9037385193225798
kd_w030_fixed,midterm,100000,0.9464523469387756,0.24801591902269787,0.8000728227468494
kd_w030_fixed,covid_political,100000,0.9670992857142858,0.16225010208336824,0.8951803223533266
kd_w030_fixed,ukr_rus_suspended,100000,0.9515131632653062,0.1956006741875239,0.8610191952381521
kd_w030_fixed,twibot20,100000,0.9468667346938775,0.2127167866215026,0.8234985068200239
kd_w030_fixed,cp_hk_twitter,100000,0.9705388775510204,0.1558263380765901,0.9064057546073236
kd_w030_fixed,facebook_page_reference,100000,0.9527012244897959,0.18336328006228658,0.8667092169687851
kd_w030_selected,ukr_rus_twitter,92000,0.9909991836734694,0.07417142884098854,0.9736027155308515
kd_w030_selected,covid19_twitter,92000,0.9670011224489796,0.16152091430080173,0.9091152888982511
kd_w030_selected,midterm,92000,0.948485306122449,0.23524692621734727,0.808231981127863
kd_w030_selected,covid_political,92000,0.964561224489796,0.16629533174257083,0.8873721425895922
kd_w030_selected,ukr_rus_suspended,92000,0.9515088775510206,0.19977635124401197,0.8595143372053455
kd_w030_selected,twibot20,92000,0.9475010714285714,0.21914423362254373,0.823896942886533
kd_w030_selected,cp_hk_twitter,92000,0.9701960204081633,0.15524718154029785,0.9051059045950454
kd_w030_selected,facebook_page_reference,92000,0.9548038775510204,0.18000123451174221,0.8713794274606543
kd_w050_fixed,ukr_rus_twitter,100000,0.9909147959183673,0.07550661706917035,0.972496675988122
kd_w050_fixed,covid19_twitter,100000,0.9643644897959183,0.1679045487025004,0.9035366690895664
kd_w050_fixed,midterm,100000,0.9463922448979593,0.24670920175974537,0.7981363676328928
kd_w050_fixed,covid_political,100000,0.9682086734693878,0.15715147108873292,0.8960295633230254
kd_w050_fixed,ukr_rus_suspended,100000,0.9511600510204081,0.198227575871561,0.8585728871671869
kd_w050_fixed,twibot20,100000,0.9475448979591838,0.2167909118787648,0.8256655512870614
kd_w050_fixed,cp_hk_twitter,100000,0.970859387755102,0.15366236313024523,0.9072175549683544
kd_w050_fixed,facebook_page_reference,100000,0.9547983673469389,0.1800618027159309,0.8702985232859425
kd_w050_selected,ukr_rus_twitter,92000,0.9910815306122449,0.07665987391856911,0.9734370253005814
kd_w050_selected,covid19_twitter,92000,0.966815612244898,0.1547746300194681,0.9081367872091092
kd_w050_selected,midterm,92000,0.9485800000000002,0.2333699751099644,0.8063635065616673
kd_w050_selected,covid_political,92000,0.9674807142857144,0.15842073444098748,0.8919398580927725
kd_w050_selected,ukr_rus_suspended,92000,0.9514960204081632,0.2064092722886029,0.8590160208184119
kd_w050_selected,twibot20,92000,0.9477927040816327,0.23574286954481702,0.824405275745167
kd_w050_selected,cp_hk_twitter,92000,0.9720778571428572,0.14661124123929972,0.9113037960743735
kd_w050_selected,facebook_page_reference,92000,0.9563964795918367,0.17845457330722353,0.8739742165510315
kd_w100_fixed,ukr_rus_twitter,100000,0.9902743877551021,0.07837170451926465,0.971898679884387
kd_w100_fixed,covid19_twitter,100000,0.9630027551020409,0.18835174405055088,0.9003890618294265
kd_w100_fixed,midterm,100000,0.9434710714285715,0.24922107573989413,0.7969210355493928
kd_w100_fixed,covid_political,100000,0.9634070408163264,0.17097352352286227,0.8856934875960909
kd_w100_fixed,ukr_rus_suspended,100000,0.9484816326530613,0.1995968497222156,0.8539398384037347
kd_w100_fixed,twibot20,100000,0.9457586734693877,0.20729907347616444,0.8235153587818648
kd_w100_fixed,cp_hk_twitter,100000,0.9678409183673471,0.17053179663702853,0.8993643645434204
kd_w100_fixed,facebook_page_reference,100000,0.9553891836734694,0.17952874899287863,0.8710020626158841
kd_w100_selected,ukr_rus_twitter,92000,0.9905686734693878,0.07631296472472313,0.972290575903293
kd_w100_selected,covid19_twitter,92000,0.965492142857143,0.16467850887478666,0.9065076578752815
