scope,dimension,train_eta_squared,test_univariate_gaussian_balanced_accuracy,chance_balanced_accuracy,test_mean_oriented_ovr_auc,test_max_oriented_ovr_auc,best_predicted_graph,ovr_auc_covid19_twitter,ovr_auc_ukr_rus_twitter,ovr_auc_midterm,ovr_auc_cp_hk_twitter,ovr_auc_twibot20,ovr_auc_election2020,ovr_auc_covid_political,ovr_auc_ukr_rus_suspended
all_graphs,10,0.05139952097194254,0.15885416666666669,0.125,0.5660056919642857,0.6076743055555556,cp_hk_twitter,0.5315345238095238,0.5435883432539682,0.5873981646825397,0.6076743055555556,0.5343794642857143,0.5621474702380953,0.5800976686507937,0.5812255952380952
all_graphs,11,0.07851722083634909,0.17302083333333335,0.125,0.5796079365079365,0.6694862599206349,election2020,0.6036080357142857,0.5729826884920635,0.5242217757936508,0.622108878968254,0.512308878968254,0.6694862599206349,0.6247237103174603,0.5074232638888889
all_graphs,12,0.030906212374757488,0.16145833333333331,0.125,0.5524900669642857,0.604847371031746,covid_political,0.5336813492063492,0.5461204365079365,0.5309151785714286,0.564106746031746,0.5351365575396825,0.5902762400793651,0.604847371031746,0.5148366567460317
all_graphs,13,0.024462138290955875,0.15104166666666666,0.125,0.5380455853174604,0.5896224702380952,cp_hk_twitter,0.5412260912698412,0.5213337797619048,0.5399389880952381,0.5896224702380952,0.5027366071428572,0.5259085813492064,0.5622562996031746,0.5213418650793651
all_graphs,14,0.025167474811964484,0.15281250000000002,0.125,0.5488141369047619,0.5841082341269841,election2020,0.5380736607142858,0.5401240575396826,0.5402765376984127,0.5479609623015873,0.5688946924603175,0.5841082341269841,0.5631873511904761,0.5078875992063492
all_graphs,15,0.03544585643964967,0.16604166666666667,0.125,0.5569439236111111,0.6197567956349206,cp_hk_twitter,0.5495628968253968,0.5132217261904761,0.5114981646825397,0.6197567956349206,0.5452342757936508,0.5709552083333334,0.5520990575396826,0.5932232638888889
all_graphs,16,0.0031455283206542877,0.13656249999999998,0.125,0.516858097718254,0.5354747023809524,midterm,0.5121676587301587,0.5090851686507937,0.5354747023809524,0.530754861111111,0.5012028273809523,0.5184326388888889,0.5085945932539683,0.5191523313492064
all_graphs,17,0.04620782850731037,0.1703125,0.125,0.5605886284722222,0.6357395833333334,cp_hk_twitter,0.5422569940476191,0.5454264384920635,0.524540873015873,0.6357395833333334,0.527752876984127,0.5686006448412698,0.621460119047619,0.518931498015873
all_graphs,18,0.02129142845683851,0.15270833333333333,0.125,0.5384543278769842,0.5936167658730159,election2020,0.5374615079365079,0.5402521825396825,0.5392394841269841,0.5559312996031747,0.5201723214285714,0.5936167658730159,0.514223759920635,0.5067373015873016
all_graphs,19,0.00912217666050744,0.14885416666666668,0.125,0.530341617063492,0.550632242063492,cp_hk_twitter,0.5035359126984127,0.5214784722222222,0.5327020337301587,0.550632242063492,0.5433756448412699,0.5434634920634921,0.5237348214285714,0.5238103174603175
all_graphs,20,0.028716386520684745,0.1575,0.125,0.5534383804563492,0.6043613591269841,ukr_rus_suspended,0.5061157738095238,0.5223565972222223,0.5370618055555556,0.5809197916666666,0.5335363095238095,0.577175496031746,0.5659799107142858,0.6043613591269841
all_graphs,21,0.01918273266133806,0.1521875,0.125,0.537746168154762,0.6139680059523809,election2020,0.5349225198412698,0.5526314484126984,0.5079427579365079,0.5166610119047619,0.5153575892857143,0.6139680059523809,0.5370166666666667,0.5234693452380952
all_graphs,22,0.020815488196587816,0.14322916666666669,0.125,0.5382367807539683,0.5559825892857143,election2020,0.551375744047619,0.537582242063492,0.5516724206349206,0.5275626488095239,0.5235584821428572,0.5559825892857143,0.5452921130952382,0.5128680059523809
all_graphs,23,0.036706920227985586,0.15427083333333336,0.125,0.5562506200396826,0.6356414186507936,election2020,0.5155813492063492,0.5603515376984127,0.5223201884920635,0.5419441964285714,0.5478382936507937,0.6356414186507936,0.567040873015873,0.5592871031746032
all_graphs,24,0.0185277091113996,0.1553125,0.125,0.5280256200396826,0.5912152281746031,cp_hk_twitter,0.5104943452380952,0.5258462301587301,0.5073104662698412,0.5912152281746031,0.5034179067460317,0.5175755456349207,0.510158878968254,0.5581863591269841
all_graphs,25,0.053257969898960866,0.1596875,0.125,0.565823970734127,0.6291855158730159,election2020,0.5712458829365079,0.5797556547619047,0.5294427083333333,0.575376240079365,0.5369181051587302,0.6291855158730159,0.5904315476190476,0.5142361111111111
all_graphs,26,0.05387123113222148,0.16760416666666667,0.125,0.5605665922619048,0.6610032738095238,election2020,0.549702876984127,0.5403748015873016,0.511321626984127,0.5924373511904761,0.5597513392857143,0.6610032738095238,0.5630347718253969,0.5069066964285714
all_graphs,27,0.027151853391256826,0.15479166666666666,0.125,0.5445648313492064,0.5913647817460318,election2020,0.5236450396825396,0.5447372023809524,0.5763035714285715,0.5628594742063492,0.5295558035714285,0.5913647817460318,0.5105909722222223,0.5174618055555555
all_graphs,28,0.016990740868864714,0.15583333333333332,0.125,0.536202591765873,0.5959752480158731,cp_hk_twitter,0.5114689484126984,0.5300463789682539,0.5073197916666667,0.5959752480158731,0.512637996031746,0.5710946428571428,0.5485417658730158,0.5125359623015873
all_graphs,29,0.0034503941667977465,0.145,0.125,0.5220616567460318,0.5568468253968254,election2020,0.518886755952381,0.530240376984127,0.5188748511904762,0.5068114087301587,0.5239701884920636,0.5568468253968254,0.5006182043650793,0.5202446428571429
all_graphs,30,0.0044442363852436415,0.13875,0.125,0.5161272073412698,0.530756746031746,covid19_twitter,0.530756746031746,0.5022456349206349,0.5103833829365079,0.5010838789682539,0.5291688988095238,0.5216270337301587,0.5209063988095238,0.5128456845238095
all_graphs,31,0.019982867120311488,0.15791666666666665,0.125,0.5298186755952381,0.5836382440476191,cp_hk_twitter,0.5005782738095238,0.5095741567460317,0.5188804067460318,0.5836382440476191,0.5254840277777777,0.5134203373015873,0.5052292162698413,0.581744742063492
all_graphs,32,0.06428776443389943,0.1725,0.125,0.566859126984127,0.6490078869047619,election2020,0.5416788690476191,0.5592934523809524,0.5026173611111111,0.6110406746031747,0.5137299603174603,0.6490078869047619,0.618428621031746,0.5390761904761905
all_graphs,33,0.010265647044116043,0.14239583333333333,0.125,0.5215390625,0.5764923115079366,midterm,0.5039827380952381,0.517765376984127,0.5764923115079366,0.516562748015873,0.5173362599206349,0.5056812003968254,0.5309962797619048,0.5034955853174603
all_graphs,34,0.03376466781183375,0.16677083333333334,0.125,0.5536371899801587,0.6149479166666667,election2020,0.6114723214285714,0.5699730158730159,0.5084603174603175,0.5373620535714285,0.5331034226190476,0.6149479166666667,0.528503373015873,0.5252750992063492
all_graphs,35,0.0014526788063693216,0.13520833333333332,0.125,0.5176087301587302,0.5346392361111111,covid_political,0.5168309523809524,0.5070465773809524,0.5271385912698413,0.5213628472222223,0.5016105158730159,0.5160154761904762,0.5346392361111111,0.5162256448412699
all_graphs,36,0.052656753756525614,0.16499999999999998,0.125,0.5631009796626985,0.6183178075396825,cp_hk_twitter,0.5689473214285714,0.5250284722222223,0.5068937996031746,0.6183178075396825,0.5401103174603175,0.6090767361111111,0.5816860615079366,0.5547473214285714
all_graphs,37,0.017523006497429015,0.15083333333333332,0.125,0.5367819320436508,0.5798489583333334,cp_hk_twitter,0.5503760912698412,0.5213268353174603,0.569581994047619,0.5798489583333334,0.5214910218253969,0.5058428075396826,0.5282563988095238,0.5175313492063492
all_graphs,38,0.015791728073862928,0.1515625,0.125,0.5401205853174603,0.5735087301587302,election2020,0.512423115079365,0.5167778769841269,0.539499255952381,0.537952132936508,0.5538299603174603,0.5735087301587302,0.5318775793650794,0.5550960317460317
all_graphs,39,0.07576960096136705,0.16739583333333333,0.125,0.5755789558531745,0.6706552579365079,election2020,0.5497462797619047,0.5909068948412698,0.5254902777777778,0.5816827876984128,0.511324751984127,0.6706552579365079,0.6061702876984127,0.5686551091269841
all_graphs,40,0.01912226005994521,0.15031250000000002,0.125,0.5391558779761905,0.5881866567460318,covid_political,0.5365057043650794,0.5432587797619048,0.5327808531746032,0.5068863095238095,0.5127061507936508,0.5557307043650793,0.5881866567460318,0.537191865079365
all_graphs,41,0.04683706168691458,0.16052083333333333,0.125,0.5620846106150794,0.6449574900793651,election2020,0.5487395337301587,0.5612199404761904,0.5455108630952381,0.5527557043650794,0.5366355654761905,0.6449574900793651,0.6033809523809524,0.5034768353174603
all_graphs,42,0.014702494687323169,0.153125,0.125,0.5341923487103174,0.5868183531746032,cp_hk_twitter,0.5171392857142857,0.5101172123015874,0.5582969742063492,0.5868183531746032,0.5010299603174603,0.5336075892857143,0.5266955853174603,0.5398338293650793
all_graphs,43,0.050928136202235026,0.16229166666666667,0.125,0.5624853670634921,0.6469362103174603,election2020,0.5500742559523809,0.5562740575396825,0.5168648313492064,0.55826875,0.5687378968253968,0.6469362103174603,0.5861404265873016,0.516586507936508
all_graphs,44,0.007246926511259639,0.1496875,0.125,0.5229684399801587,0.5526223214285715,ukr_rus_suspended,0.5038407242063492,0.5092217261904761,0.5466061011904761,0.5252363095238095,0.500672371031746,0.514015128968254,0.5315328373015873,0.5526223214285715
all_graphs,45,0.012573262321024877,0.140625,0.125,0.5376034598214285,0.5727920634920636,election2020,0.5426937003968254,0.5240130456349207,0.5189670634920636,0.5235334821428571,0.5601736111111111,0.5727920634920636,0.5223091269841269,0.5363455853174603
all_graphs,46,0.03978448296719,0.15000000000000002,0.125,0.5622019593253968,0.6248748015873016,election2020,0.5363394841269842,0.5642525793650794,0.5337787698412698,0.5458711309523809,0.5379207341269842,0.6248748015873016,0.5860123015873016,0.568565873015873
all_graphs,47,0.01866222583386,0.14927083333333332,0.125,0.5387564236111111,0.5886586309523809,cp_hk_twitter,0.5169776785714286,0.5355071924603174,0.521198859126984,0.5886586309523809,0.5367678571428571,0.5295992063492063,0.5197461805555555,0.5615957837301587
all_graphs,48,0.01619259552784857,0.15572916666666667,0.125,0.5410970362103175,0.5828778273809524,election2020,0.5160343253968254,0.5094134920634921,0.5483504464285714,0.5616679067460317,0.5289219742063492,0.5828778273809524,0.5355486111111112,0.5459617063492064
all_graphs,49,0.03924531268831686,0.159375,0.125,0.5456436135912699,0.6164626488095237,cp_hk_twitter,0.5323719246031746,0.5284224702380953,0.5119751488095238,0.6164626488095237,0.5053174107142857,0.5967480158730158,0.5703975198412699,0.5034537698412699
all_graphs,50,0.03252612614927487,0.15510416666666665,0.125,0.5504542410714286,0.6240607142857143,election2020,0.5585835813492064,0.5405821924603175,0.5055367063492063,0.543214632936508,0.5350344246031746,0.6240607142857143,0.5722195436507936,0.524402132936508
all_graphs,51,0.03600828124131791,0.15802083333333333,0.125,0.553455009920635,0.6277754464285714,election2020,0.5662733134920634,0.5553369047619048,0.5075837301587302,0.5285860119047618,0.5429956349206349,0.6277754464285714,0.5784608630952381,0.5206281746031747
all_graphs,52,0.004236406939267042,0.14197916666666666,0.125,0.5204005704365079,0.5484465773809524,cp_hk_twitter,0.5026241567460318,0.5045128472222222,0.534786507936508,0.5484465773809524,0.536507490079365,0.507684126984127,0.5216289186507936,0.5070139384920636
all_graphs,53,0.0023023986722746806,0.13166666666666665,0.125,0.5132905381944444,0.5438291666666667,election2020,0.5107468749999999,0.5003275297619048,0.5123152281746032,0.5128594246031746,0.517240625,0.5438291666666667,0.501828373015873,0.5071770833333333
all_graphs,54,0.013555859074298222,0.14677083333333335,0.125,0.5375917410714286,0.6043123511904762,election2020,0.5245359623015873,0.538503869047619,0.5122824404761905,0.5412378968253968,0.5262566964285714,0.6043123511904762,0.5460546130952381,0.5075500992063492
all_graphs,55,0.0020616951467029897,0.13947916666666665,0.125,0.5156996775793651,0.5322609623015873,covid19_twitter,0.5322609623015873,0.5043345238095238,0.522881001984127,0.5101742063492063,0.5094013392857143,0.529743501984127,0.5020297619047619,0.514772123015873
all_graphs,56,0.008845795445208898,0.1475,0.125,0.5258139756944444,0.5672454861111111,cp_hk_twitter,0.5065474702380952,0.5037814484126983,0.5143746527777777,0.5672454861111111,0.5113068452380952,0.5390829365079365,0.5475073412698412,0.516665625
all_graphs,57,0.00881877119264695,0.14364583333333333,0.125,0.5302837177579365,0.5529078373015873,election2020,0.5068265873015873,0.5082517361111111,0.5467761904761905,0.5099830853174603,0.5492972718253968,0.5529078373015873,0.5447432043650794,0.5234838293650794
all_graphs,58,0.032238880717455405,0.16312500000000002,0.125,0.5427219370039683,0.6041657242063492,cp_hk_twitter,0.5072534722222222,0.512297371031746,0.5727043650793651,0.6041657242063492,0.5536945436507936,0.5034928571428572,0.533742509920635,0.5544246527777777
all_graphs,59,0.028518563426789986,0.15708333333333335,0.125,0.5492558655753967,0.619567757936508,election2020,0.5363638392857143,0.549095486111111,0.547574751984127,0.5235769345238095,0.5149441468253968,0.619567757936508,0.5625115575396825,0.5404124503968254
all_graphs,60,0.011592182570210045,0.15135416666666668,0.125,0.5344585813492063,0.5628316468253969,ukr_rus_suspended,0.5031844246031746,0.5348579365079364,0.5095105654761904,0.550381746031746,0.5306341765873016,0.5338263392857143,0.5504418154761904,0.5628316468253969
all_graphs,61,0.02399178657266264,0.1503125,0.125,0.5415294146825398,0.596657242063492,cp_hk_twitter,0.5293026785714285,0.5401577380952381,0.5406596726190476,0.596657242063492,0.530028373015873,0.5467319940476191,0.5411335813492064,0.5075640376984127
all_graphs,62,0.006539437667822066,0.14500000000000002,0.125,0.523808878968254,0.557287251984127,covid_political,0.515846626984127,0.5011344742063493,0.5260106150793651,0.5090824900793651,0.5442957837301587,0.514819246031746,0.557287251984127,0.5219945436507937
all_graphs,63,0.02371464053047195,0.1571875,0.125,0.5319334325396825,0.6021691964285714,cp_hk_twitter,0.504893005952381,0.5156185019841271,0.5024458829365079,0.6021691964285714,0.5050530257936507,0.5555011904761905,0.5621062003968254,0.5076804563492063
all_graphs,64,0.021888594414163257,0.15635416666666666,0.125,0.547164099702381,0.5791956845238095,election2020,0.5439179563492064,0.5437756944444445,0.5140369543650793,0.5479624007936508,0.5530003472222222,0.5791956845238095,0.5423967757936508,0.5530269841269841
all_graphs,65,0.006693068174887391,0.1440625,0.125,0.5188587301587302,0.5479874503968254,cp_hk_twitter,0.5135185515873015,0.5119981646825397,0.5196820932539683,0.5479874503968254,0.5131758928571428,0.5113342757936508,0.5170602182539683,0.5161131944444445
all_graphs,66,0.0034652335547122057,0.13635416666666667,0.125,0.5138371899801587,0.5394616071428571,midterm,0.5037611111111111,0.5039899801587302,0.5394616071428571,0.5052780753968253,0.5081360615079364,0.5043871527777778,0.5354248511904762,0.5102586805555556
all_graphs,67,0.01075471647060933,0.13677083333333334,0.125,0.5250545138888889,0.5586717757936508,election2020,0.5268441964285714,0.5386187996031746,0.5217743055555556,0.502803621031746,0.5097280257936507,0.5586717757936508,0.529014632936508,0.5129807539682539
all_graphs,68,0.01457399058775347,0.14552083333333332,0.125,0.5319733010912698,0.5779447916666667,covid_political,0.5019771329365079,0.5054263392857143,0.56593125,0.5413373511904762,0.5021687996031746,0.5423532738095238,0.5779447916666667,0.5186474702380952
all_graphs,69,0.01872352773658267,0.1496875,0.125,0.531981708829365,0.5696811507936508,cp_hk_twitter,0.5369845238095239,0.5200162202380952,0.5200363591269841,0.5696811507936508,0.5213034226190476,0.5349814484126985,0.5516056051587301,0.5012449404761905
all_graphs,70,0.05200590234828734,0.15989583333333335,0.125,0.5542382812500001,0.6260029265873016,cp_hk_twitter,0.5617005456349207,0.5292496527777778,0.5360470734126984,0.6260029265873016,0.5133302579365079,0.5976953373015873,0.5600711309523809,0.5098093253968254
all_graphs,71,0.05710049550968222,0.16489583333333332,0.125,0.5622449156746031,0.6567960317460317,election2020,0.5794047123015873,0.585078621031746,0.5325375496031746,0.5263187003968254,0.558177628968254,0.6567960317460317,0.546820882936508,0.5128251984126984
all_graphs,72,0.007347960100091431,0.1453125,0.125,0.5273116319444444,0.5640542658730159,midterm,0.537309871031746,0.5121962797619047,0.5640542658730159,0.5334998511904762,0.5103920634920635,0.5069031746031746,0.5280447420634921,0.5260928075396825
all_graphs,73,0.015685104962876176,0.14999999999999997,0.125,0.5343739459325397,0.5978396825396826,cp_hk_twitter,0.507802628968254,0.5071456349206349,0.5449715277777778,0.5978396825396826,0.5190289186507937,0.5395306051587302,0.5529936507936508,0.5056789186507937
all_graphs,74,0.0030462213066455236,0.13197916666666668,0.125,0.5167933407738095,0.5254030753968254,covid_political,0.5171125,0.5229931547619048,0.5218588789682539,0.5130448412698413,0.5023946924603174,0.5199114087301587,0.5254030753968254,0.5116281746031746
all_graphs,75,0.003313408164149332,0.13833333333333334,0.125,0.5201638640873016,0.5405609126984127,midterm,0.517828869047619,0.5032862599206349,0.5405609126984127,0.531796626984127,0.5186564484126984,0.5248378472222223,0.509087251984127,0.5152566964285714
all_graphs,76,0.00875006916541323,0.14302083333333332,0.125,0.528547693452381,0.5508726686507937,ukr_rus_suspended,0.5151427083333333,0.5286192956349206,0.5125434027777778,0.544974007936508,0.5415306547619048,0.5086521329365079,0.5260466765873016,0.5508726686507937
all_graphs,77,0.029245987138135702,0.16260416666666666,0.125,0.5450572296626983,0.6044673115079365,election2020,0.5286886904761905,0.5194630952380952,0.5203455357142858,0.5986040674603175,0.5060744047619048,0.6044673115079365,0.5757616071428571,0.507053125
all_graphs,78,0.05676346193186871,0.16499999999999998,0.125,0.5635895213293651,0.6409209325396825,election2020,0.5770869543650794,0.5377052083333334,0.5041329365079366,0.5900017857142856,0.5454312003968254,0.6409209325396825,0.5719159226190477,0.5415212301587301
all_graphs,79,0.025819550362295735,0.1539583333333333,0.125,0.5509583457341269,0.5988959821428571,election2020,0.5606833333333333,0.543643253968254,0.5238769345238096,0.5849253472222222,0.5145814484126985,0.5988959821428571,0.5537298115079365,0.5273306547619048
all_graphs,80,0.01078262430551565,0.14177083333333335,0.125,0.5219533978174603,0.5424385912698413,covid_political,0.5298201388888889,0.5101482638888889,0.5290173115079365,0.5145048611111112,0.5122545634920634,0.5308701388888889,0.5424385912698413,0.5065733134920635
all_graphs,81,0.011156364449499662,0.141875,0.125,0.5251328000992064,0.5566102182539683,ukr_rus_suspended,0.5359792162698414,0.5038335813492063,0.544277628968254,0.509921378968254,0.5164407738095238,0.5328743055555556,0.5011252976190477,0.5566102182539683
all_graphs,82,0.01677098934692277,0.1525,0.125,0.5336596974206349,0.5703892361111111,election2020,0.5251698908730158,0.5247573908730159,0.5111108134920634,0.5692048115079364,0.5043958829365079,0.5703892361111111,0.5620080853174603,0.5022414682539682
all_graphs,83,0.037733933030561065,0.15864583333333335,0.125,0.5593527281746031,0.6179840773809524,covid_political,0.5581888392857143,0.5687522817460318,0.5099370039682539,0.5353296130952381,0.5088146825396825,0.6106121527777777,0.6179840773809524,0.5652031746031746
all_graphs,84,0.007748106027427762,0.1486458333333333,0.125,0.5333287822420635,0.5549412202380952,covid_political,0.5428294642857143,0.5299646825396825,0.522134623015873,0.5155830357142858,0.5113614583333334,0.5514294146825397,0.5549412202380952,0.5383863591269842
all_graphs,85,0.02454272561831504,0.14947916666666666,0.125,0.5514598586309525,0.5847832837301588,covid19_twitter,0.5847832837301588,0.5446979166666667,0.5543988095238095,0.5555698412698413,0.5207883928571428,0.5808230654761906,0.5681368551587301,0.5024807043650794
all_graphs,86,0.006332694092732933,0.1425,0.125,0.5258041294642857,0.5523393353174603,twibot20,0.5095342757936507,0.5140613095238096,0.532708630952381,0.5468538194444444,0.5523393353174603,0.5141197916666667,0.5113946428571429,0.5254212301587302
all_graphs,87,0.006720520926117284,0.14052083333333334,0.125,0.5209322544642857,0.5474146329365079,ukr_rus_twitter,0.5004460317460317,0.5474146329365079,0.5344503472222222,0.5193765376984127,0.5246546130952381,0.5241780257936508,0.5011350198412698,0.5158028273809524
all_graphs,88,0.012838037843671494,0.14885416666666668,0.125,0.5287927083333333,0.5614977678571429,election2020,0.5022076388888889,0.5484450396825397,0.5047913194444444,0.5566953373015873,0.5028739583333333,0.5614977678571429,0.5460077876984126,0.5078228174603174
all_graphs,89,0.051907478266271075,0.15291666666666667,0.125,0.5613928819444445,0.6200372023809524,election2020,0.5712226190476191,0.5600722718253968,0.5084947916666667,0.5609897817460318,0.5432948412698413,0.6200372023809524,0.6170395337301587,0.5099920138888889
all_graphs,90,0.005835284659740001,0.14145833333333332,0.125,0.5141648189484127,0.5339972222222222,election2020,0.5038128472222222,0.509969990079365,0.5002040674603174,0.5051262896825397,0.5224579861111112,0.5339972222222222,0.5048724702380952,0.5328776785714285
all_graphs,91,0.0075753940385299414,0.15010416666666668,0.125,0.5192391617063492,0.5655586805555556,twibot20,0.5036368551587301,0.5071933035714286,0.5087842757936508,0.5162560019841269,0.5655586805555556,0.5235455357142857,0.5077611111111111,0.5211775297619048
all_graphs,92,0.002450350689801927,0.13895833333333332,0.125,0.5131604166666667,0.5273431051587302,ukr_rus_suspended,0.5207276785714285,0.5090986607142857,0.5081854662698413,0.5069152281746032,0.507714632936508,0.5237527281746032,0.5015458333333334,0.5273431051587302
all_graphs,93,0.008006186155236758,0.14666666666666667,0.125,0.5241174479166666,0.5699598214285714,midterm,0.509479117063492,0.5117923611111111,0.5699598214285714,0.5147176091269842,0.5096322916666667,0.5214960317460318,0.5205491071428572,0.535313244047619
all_graphs,94,0.01380866393460844,0.14427083333333335,0.125,0.5277998511904761,0.5593055059523809,election2020,0.5007640873015873,0.5249447420634921,0.5093727678571429,0.5485117559523809,0.5137821428571429,0.5593055059523809,0.5518938988095238,0.5138239087301587
all_graphs,95,0.005543302808686312,0.13708333333333333,0.125,0.521672085813492,0.5473374503968254,midterm,0.5153333829365079,0.5146110119047619,0.5473374503968254,0.5355168650793651,0.5099868055555555,0.5087242063492063,0.5411846726190476,0.5006822916666667
all_graphs,96,0.006637073701001279,0.13885416666666667,0.125,0.5182181671626984,0.5470757936507936,ukr_rus_suspended,0.5178048115079366,0.5051796130952381,0.5041099702380952,0.5128744543650794,0.5036328373015873,0.5436751984126984,0.5113926587301587,0.5470757936507936
all_graphs,97,0.021289649671629173,0.15479166666666666,0.125,0.5277341641865079,0.6109366567460317,cp_hk_twitter,0.5016923611111112,0.5009249007936508,0.508246875,0.6109366567460317,0.5343736607142857,0.501080505952381,0.5461077876984127,0.5185105654761905
all_graphs,98,0.025068253708904857,0.15083333333333332,0.125,0.5454600694444445,0.5695798611111111,cp_hk_twitter,0.5452363591269841,0.547753373015873,0.5567867559523809,0.5695798611111111,0.5192706845238095,0.5557190476190477,0.5631831845238096,0.5061512896825398
all_graphs,99,0.008196410928478386,0.15020833333333333,0.125,0.5331968377976191,0.5668305555555555,cp_hk_twitter,0.5052691964285714,0.5356230654761904,0.5293641369047619,0.5668305555555555,0.5296538194444445,0.5659567956349206,0.5178482142857143,0.5150289186507937
all_graphs,100,0.041765963807952215,0.15708333333333332,0.125,0.5618269469246031,0.6117777281746032,election2020,0.5571078869047619,0.5510401785714286,0.5403043650793651,0.5728641865079365,0.5266248015873016,0.6117777281746032,0.5952256944444445,0.5396707341269841
all_graphs,101,0.05094531640887293,0.16281250000000003,0.125,0.5650344618055556,0.6436408234126985,election2020,0.534519246031746,0.5473403273809524,0.5231845734126984,0.5333015873015873,0.5803784722222223,0.6436408234126985,0.6164970238095238,0.5414136408730159
all_graphs,102,0.015201728229567906,0.14833333333333332,0.125,0.5343549975198413,0.5685804067460317,ukr_rus_suspended,0.5427635416666666,0.5110857638888889,0.530869246031746,0.535635367063492,0.5252152281746032,0.5379703373015873,0.5227200892857143,0.5685804067460317
all_graphs,103,0.005988164035041592,0.14479166666666665,0.125,0.5208508804563492,0.5698370535714286,election2020,0.517490625,0.5274260416666667,0.5109344742063492,0.5077362599206349,0.5274315972222222,0.5698370535714286,0.5058302083333334,0.5001207837301587
all_graphs,104,0.03990322144039683,0.16218749999999998,0.125,0.5582266245039682,0.6423274801587302,election2020,0.5592342261904761,0.5795928075396826,0.5009362103174604,0.516903373015873,0.5390662202380953,0.6423274801587302,0.5896428075396826,0.538109871031746
all_graphs,105,0.022488819452209746,0.15041666666666667,0.125,0.5429066220238095,0.5888642857142857,cp_hk_twitter,0.5601659226190476,0.5225962797619048,0.572018501984127,0.5888642857142857,0.5132952876984127,0.5544648809523809,0.5083597718253968,0.5234880456349207
all_graphs,106,0.005459992905529415,0.1355208333333333,0.125,0.5207274429563491,0.547841369047619,ukr_rus_suspended,0.5155193452380953,0.5116649305555555,0.5061559027777778,0.5209895833333333,0.5328012896825397,0.5140788194444444,0.5167683035714286,0.547841369047619
all_graphs,107,0.035500270230298274,0.15322916666666667,0.125,0.5596515625,0.6133979662698412,election2020,0.5567492063492063,0.5697801091269841,0.5376381448412698,0.5360363095238095,0.5205033234126983,0.6133979662698412,0.5875701388888889,0.5555373015873015
all_graphs,108,0.01047158912846766,0.15312499999999998,0.125,0.5310161086309524,0.5696038194444444,ukr_rus_suspended,0.5059624503968254,0.5169542162698413,0.511142113095238,0.5204018353174603,0.5471687996031745,0.5430553075396826,0.5338403273809523,0.5696038194444444
