target,sources,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy,classes,support_nodes,test_nodes,checkpoint
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora",0,900,0.77727272760574,0.1519875871726201,0.19413305004985418,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-cora_s0/checkpoints/step_900.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,100,0.9170548811894124,0.6435267856965426,0.6743745261561789,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_100.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,2500,0.9303104456806504,0.6805419239741681,0.699393479909022,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_2500.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,300,0.8671456618273287,0.5356698008383949,0.5837755875663382,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_300.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,900,0.9069187634938728,0.6163474520650755,0.6497346474601972,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_900.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,100,0.886703707806686,0.783683496781529,0.7880327119418906,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_100.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,2500,0.8446941605612096,0.6819789869036975,0.6793315385787576,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_2500.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,300,0.7679404162833778,0.5735704760387906,0.5716462640321024,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_300.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",0,900,0.8157473924547284,0.6423746804663084,0.6397622796769442,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0/checkpoints/step_900.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",0,100,0.8898617359681715,0.8031449780597553,0.8045797850770479,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0/checkpoints/step_100.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",0,2500,0.9827515762279638,0.9726914784299221,0.9728558394160584,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0/checkpoints/step_2500.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",0,300,0.9694809003115826,0.922498279811364,0.9227367193836172,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0/checkpoints/step_300.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",0,900,0.9823155300938673,0.9642437486106998,0.9644160583941606,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0/checkpoints/step_900.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,100,0.8831606781817705,0.7964458828265727,0.8370035091288206,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_ukr_rus_suspended-election2020-twibot20-facebook_page_reference-cora_s0/checkpoints/step_100.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,2500,0.8013373006153419,0.6392258707936473,0.669518893352998,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_ukr_rus_suspended-election2020-twibot20-facebook_page_reference-cora_s0/checkpoints/step_2500.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,300,0.8989518567785197,0.8176413694287001,0.8578167115902965,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_ukr_rus_suspended-election2020-twibot20-facebook_page_reference-cora_s0/checkpoints/step_300.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,900,0.8752760149124958,0.7500880095727238,0.7891344148909119,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/ladder_s0/ladder_k5_ukr_rus_suspended-election2020-twibot20-facebook_page_reference-cora_s0/checkpoints/step_900.pt
