order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean
B,9,twibot20,9,0.08590505380918656,0.1667857884355244,0.12824244409880944,0.1693713016198242,0.13987849672184136,0.15685638449164482,0.2497434925553329,0.09213317161598102,0.5378133169642887,0.19185882781249258
C,1,twibot20,1,0.08471293891241909,0.16062528223997788,0.12548437819571845,0.16831647125068713,0.14020775120263468,0.15692013862863538,0.24192245956123742,0.09245723925379239,0.5350120805389729,0.18951763775378616
C,2,midterm,2,0.08481832247015059,0.16268222676134397,0.12645901044758967,0.16769401758637517,0.13898347048459933,0.150561028357888,0.2418027992541421,0.09147961171078815,0.5274790799651764,0.18799550744867258
C,3,covid19_twitter,3,0.0854134076372937,0.16463072439705725,0.1267088471811877,0.16676134244427873,0.1408494565908182,0.15122554111242126,0.2490189204293667,0.09093038575368385,0.5318764242075116,0.18971278330595764
C,4,covid_political,4,0.08510759639624026,0.16205441652481287,0.12666038676106994,0.16602092329541204,0.1398468299326336,0.1527786440693764,0.24321116899396972,0.09225076556638624,0.5339945995656028,0.18910281456727823
C,5,cp_hk_twitter,5,0.08469234764923263,0.16220861825928926,0.12653364408640544,0.16712238011319905,0.14164182338931627,0.1515758883144163,0.24464492696888632,0.09087966978356178,0.5345067935126792,0.18931178800855403
C,6,facebook_page_reference,6,0.0853697151904016,0.16405130089420128,0.12748841846000883,0.1682984468913288,0.1417231698900276,0.15595340192605783,0.24773723172163603,0.09258119520885436,0.5301322392710985,0.19037056882817943
C,7,ukr_rus_twitter,7,0.08499426120411128,0.16324531019167607,0.1279379821195506,0.16872294807595137,0.1400370043518622,0.15334955302001912,0.2472041073930892,0.09223486467294346,0.5286447098345536,0.1895967489848619
C,8,election2020,8,0.08485879562439165,0.16429638045608289,0.128585473585166,0.16952279191040648,0.1421145398838714,0.15411042804532282,0.24928760295078928,0.0924443717372175,0.5264494803229465,0.1901855405017994
C,9,ukr_rus_suspended,9,0.08634682480197359,0.16823411346548325,0.12957295379128211,0.17037788595679731,0.1420424767226554,0.1584276558039792,0.2536160250258496,0.0924306519839334,0.5414164886798297,0.19360723069242042
