order,rung,added,source_count,source,best_epoch_source_loss,final_epoch_source_loss
C,8,election2020,8,facebook_page_reference,0.004395168274641037,0.0046101585030555725
C,8,election2020,8,midterm,0.0014905353309586644,0.001389397424645722
C,8,election2020,8,twibot20,0.001450978685170412,0.0013916617026552558
C,8,election2020,8,ukr_rus_twitter,0.001839625183492899,0.0017755342414602637
C,9,ukr_rus_suspended,9,covid_political,0.0004736270639114082,0.000678726879414171
C,9,ukr_rus_suspended,9,covid19_twitter,0.00046399739221669734,0.0003675617335829884
C,9,ukr_rus_suspended,9,cp_hk_twitter,0.0007057073526084423,0.000945313717238605
C,9,ukr_rus_suspended,9,election2020,0.00047756321146152914,0.00047246937174350023
C,9,ukr_rus_suspended,9,facebook_page_reference,0.0022384256590157747,0.002405195264145732
C,9,ukr_rus_suspended,9,midterm,0.000990216271020472,0.0009834588272497058
C,9,ukr_rus_suspended,9,twibot20,0.0019198331283405423,0.0017240880988538265
C,9,ukr_rus_suspended,9,ukr_rus_suspended,0.0033645874354988337,0.0033780187368392944
C,9,ukr_rus_suspended,9,ukr_rus_twitter,0.0018625658703967929,0.0017651094822213054
